"name","fullname","featureuri","label","description","symbol","otherid","specificationuri","featuretype","geologichistory","representativeageuri","youngerageuri","olderageuri","intervalsincemovement","observationmethod","positionaccuracymeters","positionaccuracy","displacement","sliprate","slipaccumulationinterval","movementtype","movementsense","dipdirection","datemostrecentevent","recurrenceinterval","totalslip","source","none"
"West Valley fault zone Taylorsville fault","West Valley Fault Zone Taylorsville fault","http://resources.usgin.org/uri-gin/utgs/activefault/id:2386a/","WVF Taylorsville","WVF Taylorsville 2386a","2.13.2",,,"Normal fault","latest Quaternary",,,,"< 15 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E; W",,"6-12 k.y. (<12 ka)",,"Black, B.D., DuRoss, C.B., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2386a, West Valley fault zone, Taylorsville fault, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs",
"White Mountain area faults","White Mountain area faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2451/","White Mtn.","White Mtn. 2451","2.13.3a",,,"Normal fault","Quaternary",,,,"< 1.6 Ma",,,,,"< 0.2 mm/yr",,"dip separation","normal","W; E",,"null",,"Black, B.D., and Hecker, S., compilers, 1999, Fault number 2451, White Mountain area faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults",
"White Sage Flat faults","White Sage Flat faults","http://resources.usgin.org/uri-gin/utgs/activefault/id:2467/","White Sage Flat","White Sage Flat 2467","2.13.3",,,"Normal fault","middle/late Quaternary",,,,"< 750 ka",,,,,"< 0.2 mm/yr",,"dip separation","normal","E",,"null",,"Black, B.D., Hylland, M.D., and Hecker, S., compilers, 2004, Fault number 2467, White Sage Flat faults, in Quaternary fault and fold database of the United States: U.S. Geological Survey website, http://earthquakes.usgs.gov/regional/qfaults","Metadata"
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael D. Hylland","Originator--one of these three is required",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Utah Geological Survey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"mikehylland@utah.gov","Contact point--one of these two is required",,,,,,,,,,,,,,,,,,,,,,,,,,
"(801) 537-3300",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1594 W. North Temple, PO 146100",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Alternative identifier(s) for the feature. Indicate the authority from which the OtherID is derived with a short (lower case) prefix delimited by a colon ':' If identifiers from multiple different authorities are available, delimit these identifiers with the pipe '|' character. For example, if a well were known to the Arizona Geological Survey (AZGS) by the id number 1337, the prefix would be azgs: and the identifier string would be azgs:1337. Any such prefixes used to scope identifiers should be explained in the dataset metadata.",,,,,,,,,,,,,,,,,,,,,,,
"URI","string 255",,"0..1","Ideally an http URI that dereferences to a full complex feature representation. If the FeatureURI is an http URI that can be dereferenced to one or more representations, this URI is redundant. For example, the URI could refer to a GeoSciML Contact feature that describes the instance in detail. If no value is provided then a URI for a nil reason concept  should be provided from list on the OGC_nilValues tab.",,,,,,,,,,,,,,,,,,,,,,,
"string","term",,"1","Mandatory, one value. Term from controlled vocabulary classifying kind of feature. Default is 'Fault', other options are more specific fault types.",,"Feature types:  1 Fault. A discrete surface, or zone of discrete surfaces, with some thickness, separating two rock masses across which one mass has slid past the other. and characterized by brittle deformation.  2 High-angle fault. Fault that dips at least 45 degrees over more than half of its recognized extent, for which slip or separation is not explicitly specified.  3 High-angle normal fault. Fault that dips at least 45 degrees over more than half of the recognized extent of the fault with the hanging wall displaced from a structurally higher position relative to footwall rocks.  4 High-angle reverse fault.  5 Normal fault. Fault with dip-parallel displacement component of slip vector more than 10 times the strike-parallel component of the slip vector over more than half recognized extent of the fault, and for which the fault dips consistently in the same direction, and for which the hanging wall has been displaced down relative to the footwall.  6 Right normal fault. 7 Left normal fault.  8 Low-angle fault. Fault that dips less than 45 degrees over more than half of the recognized extent of the fault.  9 Low-angle normal fault. Fault that dips less than 45 degrees over more than half of the recognized extent of the fault with the hanging wall displaced from a structurally higher position relative to footwall rocks. 
10 Oblique slip fault. Fault with slip vector that has ratio of strike-parallel to dip-parallel displacement between 10 to 1 and 1 to 10 at at least one location along the mapped trace of the fault.  11 Reverse fault. Fault with dip-parallel displacement component of slip vector more than 10 times the strike-parallel component of the slip vector at at least one location along the mapped trace of the fault, and the fault dips consistently in the same direction with the hanging wall displaced up relative to the footwall over at least half the mapped trace of the fault.  12 Right reverse fault.  13 Left reverse fault.  14 Strike slip fault. Fault with strike-parallel displacement component of slip vector more than 10 times the dip-parallel component of the slip vector at at least one location along the mapped trace of the fault.  15 Dextral strike slip fault. 16 Sinistral strike slip fault.  17 Thrust fault. Fault that dips less than 45 degrees over more than half of the recognized extent of the fault, with a hanging wall displaced from a structurally deeper position relative to footwall rocks.
",,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Free text description of age or history of the feature.",,,,,,,,,,,,,,,,,,,,,,,
"URI","string 255",,"0..1","A unique identifier for a named time era that best characterizes the age of the fault.",,"ordinal era name URI    
Phanerozoic Eon  urn:cgi:classifier:ICS:StratChart:2008:Phanerozoic    
Cenozoic Era   urn:cgi:classifier:ICS:StratChart:2008:Cenozoic    
Holocene Epoch  urn:cgi:classifier:ICS:StratChart:2008:Holocene    
Pleistocene Epoch  urn:cgi:classifier:ICS:StratChart:2008:Pleistocene    
Upper Pleistocene Age  urn:cgi:classifier:ICS:StratChart:2008:UpperPleistocene    
Ionian Age   urn:cgi:classifier:ICS:StratChart:2008:Ionian    
Calabrian Age   urn:cgi:classifier:ICS:StratChart:2008:Calabrian    
Gelasian Age   urn:cgi:classifier:ICS:StratChart:2008:Gelasian    
Neogene Period  urn:cgi:classifier:ICS:StratChart:2008:Neogene    
Pliocene Epoch   urn:cgi:classifier:ICS:StratChart:2008:Pliocene    
Piacenzian Age   urn:cgi:classifier:ICS:StratChart:2008:Piacenzian    
Zanclean Age   urn:cgi:classifier:ICS:StratChart:2008:Zanclean    
Miocene Epoch   urn:cgi:classifier:ICS:StratChart:2008:Miocene    
Paleogene Period  urn:cgi:classifier:ICS:StratChart:2008:Paleogene    
Oligocene Epoch  urn:cgi:classifier:ICS:StratChart:2008:Oligocene    
Eocene Epoch   urn:cgi:classifier:ICS:StratChart:2008:Eocene    
Paleocene Epoch  urn:cgi:classifier:ICS:StratChart:2008:Paleocene    
Mesozoic Era   urn:cgi:classifier:ICS:StratChart:2008:Mesozoic 
",,,,,,,,,,,,,,,,,,,,,
"URI","string 255",,"0..1","Unique identifier for younger age term for feature.",,,,,,,,,,,,,,,,,,,,,,,
"URI","string 255",,"0..1","Unique identifier for older age term for feature.",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Time in kA (thousands of years) with uncertainty, since last event.",,"USGS Age of last suspected movement term used for AASG Geothermal data Quaternary faults URI for lower bounding named Ordinal Era from International Stratigraphic Chart (2008):
* <1,600,000 Quaternary urn:cgi:classifier:ICS:StratChart:2008:Calabrian
* <750,000     Middle Pleistocene     urn:cgi:classifier:ICS:StratChart:2008:Ionian
* <130,000     Late Plestocene     urn:cgi:classifier:ICS:StratChart:2008:UpperPleistocene
* <10,000       Holocene     urn:cgi:classifier:ICS:StratChart:2008:Holocene
* <150             recent recent
* Class B age suspect or older than Quaternary urn:cgi:classifier:ICS:StratChart:2008:Pliocene
* incomplete age not determined      urn:ogc:def:nil:OGC:1.0:missing 
* Unknown age not able to be determined      urn:ogc:def:nil:OGC:1.0:unknown
",,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Text description of how the measurement was made - instrumentation, logging rate, correction or extrapolation process, how time since circulation was determined, etc. Data provider should indicate QA/QC performed on the data, including individual or institution, time frame and depth of quality check.",,,,,,,,,,,,,,,,,,,,,,,
"double","decimal",,"0..1","A numerical estimate of the radius of the uncertainty envelope surrounding the mapped trace of the feature identified by the FeatureURI (reported in Meters).",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","A qualitative estimate of the radius of the uncertainty envelope surrounding the mapped trace of the feature identified by the FeatureURI",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Text description of displacement across the feature identified by the FeatureURI",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Distinguish horizontal  or vertical only slip rate, separation, from actual vector magnitude. Time interval for rate calculation is important component. Value is quantity with uncertainty.",,,,,,,,,,,,,,,,,,,,,,,
"string","term",,"0..1","Terms to specify the relative direction of movement of bodies of rock across a  ShearDisplacementStructure. Examples include 'sinistral', 'dextral', 'normal', 'reverse'. ",,"Movement sense:   
Contraction applies to folds, for which the deformation is contraction normal to the trend of the fold; dextral; missing; normal; normal dextral; normal sinistral; normal oblique fault has normal movement sense, with an unspecified strike component; oblique fault has unspecified dip slip and strike slip separation; reverse oblique fault has reverse movement sense, with an unspecified strike component; 
reverse dextral; reverse sinistral ; reverse; sinistral; thrust, a subtype of reverse, denotes fault surface dipping less than about 30 degrees; thrust dextral; thrust sinistral; thrust,  oblique fault has thrust movement sense, with an unspecified strike component.
",,,,,,,,,,,,,,,,,,,,,
"string","term",,"0..1","Term indicating general direction of dip of the fault structure described in this record.",,,,,,,,,,,,,,,,,,,,,,,
"calendarDate","dateTime",,"0..1","If earthquakes are associated with fault, calendar date of most recent event. Use ISO 8601 date time for consistency with other dates, recognizing that in general this will not include a time. Recommend using 12:00:00 as the default time.",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Estimated average time in thousands of years between slip events on fault.",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"0..1","Vector (trend, plunge, magnitude) linking piercing points on opposite sides of fault, with uncertainty.",,,,,,,,,,,,,,,,,,,,,,,
"string","free text",,"1","Mandatory. Short text explanation of source of information defining this feature or record; may be author-date type citation, well log, report, data files etc., but should include some indication of how digital data originated. If unpublished data, provide researcher name, date and research institution for proper citation. Separate multiple citations with pipe '|' character.",,,,,,,,,,,,,,,,,,,,,,,
"URI","string 255",,"0..1","URI identifying (and ideally dereferencing to get) a full formal metadata record for the observation report. A time series of observations may all reference the same metadata record that provides contact information and details on procedure, etc.",,,,,,,,,,,,,,,,,,,,,,,
"AASG Geothermal Data: Active Fault Feature content",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.2.2",,,,,,,,,,,,,,,,,,,,,,,,,,,
"This workbook indicates the content requested for features representing active fault traces. Design is focused on faults portrayed as line segments. The content model is based on the GeoSciML thematic view for ShearDisplacementStructure (see https://www.seegrid.csiro.au/wiki/bin/view/CGIModel/GeoSciMLThematicViewModel), extended with some convienence properties specific to young fault structures. Active in this context denotes that there is compelling evidence of fault displacement during the Quaternary.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each feature in an active fault data set (row in this workbook) should be characterized by a unique combination of name, URI, geologic history, slip, locatability and orientation properties. For mapped active faults, the deformation style is assumed to be brittle (as opposed to ductile).",,,,,,,,,,,,,,,,,,,,,,,,,,,
"AZGS:  Stephen Richard, Diane Love, Esty Pape, Celia Coleman, Christy Caudill",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Comment","Person",,"Date",,,,,,,,,,,,,,,,,,,,,,,,
"remove Shape/FeatureTrace field. Update Notes to point out that can't create line feature classs from content in spreadsheet--it has to be joined with a GIS feature class that contains the geometry and a foreign key to join with the table here (if that is the chosen approach to data compilation). Recommended compilation approach is to compile data into personal geodatabase feature class, avoiding long text truncation and field name truncation that will be a problem in the shapefile version of the feature class template","Stephen Richard","http://1.2",,,,,,,,,,,,,,,,,,,,,,,,,
"Clean up for posting on github","Celia Coleman","http://1.2","1/9/2013",,,,,,,,,,,,,,,,,,,,,,,,
"Standardized Field Descriptions on FieldList for xsd and xml; deleted DataValidTerms tab.","Esty Pape","http://1.2.1","8/9/2013",,,,,,,,,,,,,,,,,,,,,,,,
"Massive formatting changes to template.","Christy Caudill","http://1.2.1","8/29/2013",,,,,,,,,,,,,,,,,,,,,,,,
"Changed date implementation type format to ""dateTime"".","Christy Caudill","http://1.2.2","12/16/2013",,,,,,,,,,,,,,,,,,,,,,,,
