"rin","primary_key","date_occurred","time_occurred","location","area_command","nature_of_contact","reason_desc","r2r_level","master_subject_id","subject_sex","subject_race","subject_ethnicity","subject_conduct_desc","subject_resistance","weapon_used_1","weapon_used_2","weapon_used_3","weapon_used_4","weapon_used_5","number_shots","effect_on_officer","officer_organization_desc","officer_commission_date","officer_yrs_of_service","x_coordinate","y_coordinate","council_district","census_tract","zip","county","county_desc"
"7497485","20191011352","2019-04-11T00:00:00.000",,"SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD","CH","1-TRAFFIC STOP [Motor Vehicle Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459050389: 20191011352","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","METRO TAC REGION I","2012-03-23T00:00:00.000","7","3134343","10077828","1","21","78721","1","TRAVIS COUNTY"
"7497485","20191011352","2019-04-11T00:00:00.000","1638","SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD","CH","1-TRAFFIC STOP [Motor Vehicle Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459050389: 20191011352","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","METRO TAC REGION I","2012-11-30T00:00:00.000","6","3134343","10077828","1","21","78721","1","TRAVIS COUNTY"
"7497636","20191011706","2019-04-11T00:00:00.000","2358","500 E 7TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459599315: 20191011706","M","B","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # CYCLES (use #shots field)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","2018-09-01T00:00:00.000","1","3115951","10070759","9","-","78701","1","TRAVIS COUNTY"
"7497666","20191011890","2019-04-11T00:00:00.000","2143","203 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459624418: 20191011890","M","A","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","GEORGE 400 REG I EVENING","2012-11-30T00:00:00.000","6","3114814","10070519","9","-","78701","1","TRAVIS COUNTY"
"7497878","20191011919","2019-04-11T00:00:00.000","2204","2400 RIO GRANDE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459263513: 20191011919","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2017-06-23T00:00:00.000","2","3113475","10078053","9","-","78705","1","TRAVIS COUNTY"
"7497878","20191011919","2019-04-11T00:00:00.000","2224","2400 RIO GRANDE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459263513: 20191011919","F","W","N","EDP/MENTALLY UNSTABLE","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 800 NIGHT REG I PATROL","2017-12-22T00:00:00.000","1","3113475","10078053","9","-","78705","1","TRAVIS COUNTY"
"7497878","20191011919","2019-04-11T00:00:00.000","2204","2400 RIO GRANDE ST","BA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459263513: 20191011919","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","BAKER 700 REG I PATROL","2017-12-22T00:00:00.000","1","3113475","10078053","9","-","78705","1","TRAVIS COUNTY"
"7497813","20191011951","2019-04-11T00:00:00.000","2314","9400 GROUSE MEADOW LN","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","238027511: 20191011951","M","B","N",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","2017-12-22T00:00:00.000","1","3125324","10107088","4","18.19","78758","1","TRAVIS COUNTY"
"7497813","20191011951","2019-04-11T00:00:00.000","1050","9400 GROUSE MEADOW LN","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","238027511: 20191011951","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2018-09-02T00:00:00.000","1","3125324","10107088","4","18.19","78758","1","TRAVIS COUNTY"
"7497813","20191011951","2019-04-11T00:00:00.000","2250","9400 GROUSE MEADOW LN","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","238027511: 20191011951","M","B","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2018-09-01T00:00:00.000","1","3125324","10107088","4","18.19","78758","1","TRAVIS COUNTY"
"7497813","20191011951","2019-04-11T00:00:00.000","2310","9400 GROUSE MEADOW LN","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","238027511: 20191011951","M","B","N",,"PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","2018-09-01T00:00:00.000","1","3125324","10107088","4","18.19","78758","1","TRAVIS COUNTY"
"7497910","20191012075","2019-04-11T00:00:00.000","0024","1301 PARSONS DR","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","125306448: 20191012075","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2017-06-23T00:00:00.000","2","3127988","10112970","4","-","78758","1","TRAVIS COUNTY"
"7497910","20191012075","2019-04-11T00:00:00.000",,"1301 PARSONS DR","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","125306448: 20191012075","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"0","NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2017-06-23T00:00:00.000","2","3127988","10112970","4","-","78758","1","TRAVIS COUNTY"
"7497910","20191012075","2019-04-11T00:00:00.000","0024","1301 PARSONS DR","ED","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","125306448: 20191012075","F","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 700 REG II PATROL","2017-12-22T00:00:00.000","1","3127988","10112970","4","-","78758","1","TRAVIS COUNTY"
"7497905","20191020250","2019-04-12T00:00:00.000","0430","1501 REAGAN HILL DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","203817329: 20191020250","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 800 REG I PATROL","2011-10-07T00:00:00.000","8","3130394","10092312","4","18.11","78752","1","TRAVIS COUNTY"
"7497905","20191020250","2019-04-12T00:00:00.000","0500","1501 REAGAN HILL DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","203817329: 20191020250","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 800 REG I PATROL","2017-06-23T00:00:00.000","2","3130394","10092312","4","18.11","78752","1","TRAVIS COUNTY"
"7498210","20191020648","2019-04-12T00:00:00.000","1017","5207 WOODLAND OAKS CT","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","301402419: 20191020648","F","W","H",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","2006-06-23T00:00:00.000","13","3114789","10044223","2","24.13","78744","1","TRAVIS COUNTY"
"7498210","20191020648","2019-04-12T00:00:00.000","1028","5207 WOODLAND OAKS CT","FR","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","301402419: 20191020648","F","W","H","EDP/MENTALLY UNSTABLE","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 100 REG IV PATROL","2012-11-30T00:00:00.000","6","3114789","10044223","2","24.13","78744","1","TRAVIS COUNTY"
"7498210","20191020648","2019-04-12T00:00:00.000","1027","5207 WOODLAND OAKS CT","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","301402419: 20191020648","F","W","H",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","2014-03-21T00:00:00.000","5","3114789","10044223","2","24.13","78744","1","TRAVIS COUNTY"
"7498200","20191021117","2019-04-12T00:00:00.000","1457","7209 CREEKSIDE DR","ID","4-DISPATCHED CALL [non MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","4","9180685: 20191021117","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 200 REG I PATROL","2002-05-10T00:00:00.000","17","3132297","10091373","1","18.11","78752","1","TRAVIS COUNTY"
"7498200","20191021117","2019-04-12T00:00:00.000","1457","7209 CREEKSIDE DR","ID","4-DISPATCHED CALL [non MV Stop]","TO RESTRAIN FOR SUBJECTS SAFETY","4","9180685: 20191021117","M","W","H","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","IDA 200 REG I PATROL","2013-03-22T00:00:00.000","6","3132297","10091373","1","18.11","78752","1","TRAVIS COUNTY"
"7498892","20191021896","2019-04-12T00:00:00.000","2133","7900 SAN FELIPE BLVD","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","313131459: 20191021896","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"COMPLAINT OF INJURY/PAIN","ADAM 700 REG II PATROL","2009-01-02T00:00:00.000","10","3104909","10132442","6","204.06","78729","2","WILLIAMSON COUNTY"
"7498892","20191021896","2019-04-12T00:00:00.000","2132","7900 SAN FELIPE BLVD","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","313131459: 20191021896","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"0","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","2009-01-02T00:00:00.000","10","3104909","10132442","6","204.06","78729","2","WILLIAMSON COUNTY"
"7498892","20191021896","2019-04-12T00:00:00.000","2130","7900 SAN FELIPE BLVD","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","2","313131459: 20191021896","M","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"0","MINOR INJURY","ADAM 500 REG II PATROL","2012-11-30T00:00:00.000","6","3104909","10132442","6","204.06","78729","2","WILLIAMSON COUNTY"
"7499210","20191022209","2019-04-12T00:00:00.000",,"W WILLIAM CANNON DR / S 1ST ST","FR","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","51255420: 20191022209","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 400 REG IV PATROL","2017-12-22T00:00:00.000","1","3100694","10044621","2","-","78745","1","TRAVIS COUNTY"
"7499210","20191022209","2019-04-12T00:00:00.000",,"W WILLIAM CANNON DR / S 1ST ST","FR","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","51255420: 20191022209","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 400 REG IV PATROL","2017-12-22T00:00:00.000","1","3100694","10044621","2","-","78745","1","TRAVIS COUNTY"
"7447141","201910255","2019-01-01T00:00:00.000",,"7077 GRAND CANYON DR","ID","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459756342: 201910255","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 700 REG I PATROL","2018-02-05T00:00:00.000","1","3129103","10092525","4","18.12","78752","1","TRAVIS COUNTY"
"7447141","201910255","2019-01-01T00:00:00.000",,"7077 GRAND CANYON DR","ID","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459756342: 201910255","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 700 REG I PATROL","2018-09-02T00:00:00.000","0","3129103","10092525","4","18.12","78752","1","TRAVIS COUNTY"
"7450724","201910273","2019-01-01T00:00:00.000","0055","403 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","1193895: 201910273",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115468","10070315","9","-","78701","1","TRAVIS COUNTY"
"7450724","201910273","2019-01-01T00:00:00.000","0054","403 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","OTHER (DOCUMENT IN SUPPLEMENT)","4","1193893: 201910273",,,,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2015-10-30T00:00:00.000","3","3115468","10070315","9","-","78701","1","TRAVIS COUNTY"
"7498346","20191030126","2019-04-13T00:00:00.000","0112","404 COLORADO ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459792665: 20191030126","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","PASSIVE RESISTANCE; DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","ROBBERY UNIT","2002-05-10T00:00:00.000","17","3113643","10070357","9","-","78701","1","TRAVIS COUNTY"
"7498346","20191030126","2019-04-13T00:00:00.000","0113","404 COLORADO ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459792665: 20191030126","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG 1 EVENING","2014-12-12T00:00:00.000","4","3113643","10070357","9","-","78701","1","TRAVIS COUNTY"
"7498346","20191030126","2019-04-13T00:00:00.000","0124","404 COLORADO ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459792665: 20191030126","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY; COMPLAINT OF INJURY/PAIN","CHARLIE 800 REG III PATROL","2017-06-23T00:00:00.000","2","3113643","10070357","9","-","78701","1","TRAVIS COUNTY"
"7498362","20191030335","2019-04-13T00:00:00.000","0700","115 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459212576: 20191030335","M","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2010-04-23T00:00:00.000","9","3114530","10070615","9","11","78701","1","TRAVIS COUNTY"
"7498362","20191030335","2019-04-13T00:00:00.000","0708","115 E 6TH ST","GE","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459212576: 20191030335","M","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 900 REG I NIGHTS","2016-07-08T00:00:00.000","3","3114530","10070615","9","11","78701","1","TRAVIS COUNTY"
"7498811","20191031156","2019-04-13T00:00:00.000","1520","1124 RUTLAND DR","ED","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","458874484: 20191031156","F","W","N","EDP/MENTALLY UNSTABLE","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","EDWARD 500 REG II PATROL","2017-12-22T00:00:00.000","1","3125782","10107636","4","18.22","78758","1","TRAVIS COUNTY"
"7498912","20191031753","2019-04-13T00:00:00.000","1849","2200 PANTHER TRL","DA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459148525: 20191031753","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 500 REG IV PATROL","2016-10-28T00:00:00.000","2","3100653","10059490","5","20.04","78704","1","TRAVIS COUNTY"
"7498912","20191031753","2019-04-13T00:00:00.000","1749","2200 PANTHER TRL","DA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459148525: 20191031753","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 500 REG IV PATROL","2016-10-28T00:00:00.000","2","3100653","10059490","5","20.04","78704","1","TRAVIS COUNTY"
"7498912","20191031753","2019-04-13T00:00:00.000","1849","2200 PANTHER TRL","DA","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459148525: 20191031753","F","W","N","EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","DAVID 400 REG IV PATROL","2017-12-22T00:00:00.000","1","3100653","10059490","5","20.04","78704","1","TRAVIS COUNTY"
"7498692","20191032178","2019-04-13T00:00:00.000","0004","2122 PONCIANA LOOP","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459793211: 20191032178","M","W","H",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","2018-09-02T00:00:00.000","1","3111414","10045462","2","-","78744","1","TRAVIS COUNTY"
"7498692","20191032178","2019-04-13T00:00:00.000","0004","2122 PONCIANA LOOP","FR","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","459793211: 20191032178","M","W","H",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 500 REG IV PATROL","2018-09-02T00:00:00.000","1","3111414","10045462","2","-","78744","1","TRAVIS COUNTY"
"7498692","20191032178","2019-04-13T00:00:00.000","0004","2122 PONCIANA LOOP","FR","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459793211: 20191032178","M","W","H",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","FRANK 600 EVENINGS REG IV PATROL","2018-09-01T00:00:00.000","1","3111414","10045462","2","-","78744","1","TRAVIS COUNTY"
"7498755","20191040067","2019-04-14T00:00:00.000","0040","10705 GUNGROVE DR","AD","4-DISPATCHED CALL [non MV Stop]","NECESSARY TO DEFEND REPORTING OFFICER","3","305861581: 20191040067","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ADAM 700 REG II PATROL","2016-07-08T00:00:00.000","3","3091248","10135988","6","204.05","78750","2","WILLIAMSON COUNTY"
"7498755","20191040067","2019-04-14T00:00:00.000","0055","10705 GUNGROVE DR","AD","4-DISPATCHED CALL [non MV Stop]","IN CUSTODY, MAINTAINING CONTROL","4","305861581: 20191040067","F","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","ADAM 400 REG II PATROL","2017-12-22T00:00:00.000","1","3091248","10135988","6","204.05","78750","2","WILLIAMSON COUNTY"
"7498489","20191040156","2019-04-14T00:00:00.000","0135","400 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459792837: 20191040156","M","W","N",,"DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2012-07-13T00:00:00.000","7","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7498489","20191040156","2019-04-14T00:00:00.000","0145","400 E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459792837: 20191040156","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7498489","20191040156","2019-04-14T00:00:00.000","0340","400 E 6TH ST","GE","6-SELF-INITIATED SUBJECT STOP [non-MV Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459792837: 20191040156","M","W","N","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"NO COMPLAINT OF INJURY/PAIN","IDA 300 REG I PATROL","2018-09-02T00:00:00.000","1","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7498490","20191040173","2019-04-16T00:00:00.000","0145","400 BLOCK E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459792849: 20191040173","M","W","H",,"AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,"1","NO COMPLAINT OF INJURY/PAIN","GEORGE 400 REG I EVENING","2010-04-23T00:00:00.000","9","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7498490","20191040173","2019-04-16T00:00:00.000","0145","400 BLOCK E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","4","459792849: 20191040173","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","AGGRESSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)",,,,,,"MINOR INJURY","GEORGE 400 REG I EVENING","2012-11-30T00:00:00.000","6","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
"7498490","20191040173","2019-04-16T00:00:00.000","0145","400 BLOCK E 6TH ST","GE","5-VIEWED OFFENSE [non MV-Stop]","NECESSARY TO EFFECT ARREST / DETENTION","3","459792849: 20191040173","M","W","H","SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","DEFENSIVE RESISTANCE",,,,,,,,"GEORGE 400 REG I EVENING","2014-12-12T00:00:00.000","4","3115491","10070521","9","-","78701","1","TRAVIS COUNTY"
