"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","depth_to_bottom","manhole","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.689989077235 30.413804824186)","4973384","0","1","1111540","2181346","115","Modified in 2018","2000-09-07T00:00:00.000Z","2000","APPLANEL",,"MAMARAL","2016-06-03T14:50:06.000Z","KGALLUSCIO","2020-07-08T13:55:16.000Z",,"WLN","L34","466T","132096","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","888e8a09-1dd3-4cc0-bb33-7481efc05fde","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.666369945066 30.310829846326)","4945971","0","1","393902","367256","301",,"1980-01-16T00:00:00.000Z","1980","APPLANEL",,"JHOLDER","2011-10-20T09:57:43.000Z","SBURZYNSKI","2012-04-24T15:13:32.000Z","RODAVILA","LWA","N26","557N","3503861","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3138068.2461","10086868.554","DIG11","SUB-M",,"532.82000732","N","CONCRETE","527.30999756","122","6","T","4","120","43","30","GRADE","34","PRESENT","G1R","NOTMARKED","7998d8d1-8433-40a1-90a5-6d0dd5541671","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","BILL BUTLER","2011-10-06T00:00:00.000Z","THOMAS GOMEZ","10062011_1_029.jpg","13","3.2527","2",,"0","2011-10-06T00:00:00.000Z","14:30","1",,"401311508","WPD"
"POINT (-97.615982098369 30.170723786727)","4958719","0","1","200745","1091094","220","Silt fence obstructing; difficult to measure","2005-01-19T00:00:00.000Z","2005","ASBLTEL",,"MLEACH","2015-03-31T12:52:25.000Z","MLEACH","2015-03-31T16:02:07.000Z","CGORE","DRE","Q14","678N","3104743","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3155204.4006","10036314.4781","DIG08","SUB-M","463.48001099","465.44000244","N","CONCRETE","459.48001099","122","7","T","6","120","32","18","GRADE","45","PRESENT","G1","NOTMARKED","d9646f2b-e87b-492c-bfba-d8affaad4a2e","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"ISRAEL RAMIREZ",,,"04022009_5_004.jpg","0",,,,"0",,,,,"1100232","WPD"
"POINT (-97.714737995568 30.303339860306)","4976567","0","1","706180","883098","140",,"1977-09-13T00:00:00.000Z","1977","APPLANEL",,"APRUITT","2014-06-05T10:45:03.000Z","GDELANO","2014-07-03T10:45:54.000Z","GDELANO","BOG","K25","555V","393974","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","bf40e60d-a516-4481-a99c-0ac1606118cc","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.807292723744 30.173855153226)","4952610","0","1","191395","1397010","1",,"1990-11-28T00:00:00.000Z","1990","APPLANEL",,"CWEYENBERG","2016-06-15T15:51:32.000Z","CWEYENBERG","2016-06-30T12:41:02.000Z","CGORE","SLA","F14","673Q","596194","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3094739.7119","10036028.3719","DIG08","SUB-M","676.65997314","677.07000732","N","CONCRETE","671.76000977","174","6","T","6","180","33","18","GRADE","49","PRESENT","G1","NOTMARKED","c6facb80-2732-4e06-a412-97f79889a086","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"HEATHER DAVIS",,,"12032008_3_052.jpg","0",,,,"0",,,,,"1093393","WPD"
"POINT (-97.774784242776 30.44854838486)","4962621","0","1","186263","1010770","221",,"1980-02-12T00:00:00.000Z","1980","ASBLTEL",,"MMCDONALD","2014-12-30T11:41:34.000Z","MMCDONALD","2014-12-30T12:58:37.000Z","CGORE","LKC","G37","434T","249010","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3102712.0575","10136139.6338","DIG08","SUB-M","906.33001709","906.45001221","N","CONCRETE","902.34002686","74","8","T","5","60","31","18","GRADE","33","PRESENT","G1","GOOD","faf4589b-4788-477a-8742-a55fdfe4cf51","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"MUYIWA SAMI",,,"09112008_1_021.jpg","0",,,"2019-08-15T00:00:00.000Z","0",,,,,"1087971","WPD"
"POINT (-97.79282882381 30.238697609552)","4969277","0","1","389117","261360","320",,"1983-10-21T00:00:00.000Z","1983","APPLANEL",,"NPULLIAS","2011-10-25T09:43:26.000Z","NPULLIAS","2011-10-25T12:15:00.000Z","RODAVILA","BAR","F20","613R","977853","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","11b4f191-9759-4131-a23a-ffc99352731a","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.803407273459 30.200588994834)","4947886","0","1","638433","860371","19","field inlet/junction box","1982-08-09T00:00:00.000Z","1982","APPLANEL","1987","APRUITT","2014-04-24T10:54:46.000Z","APRUITT","2014-04-24T10:58:40.000Z","SJOHNSON","WMS","F16","643U","739562","CITY","CITY","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,"692.32000732","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","S4","NODATA","0f0697bd-772c-417c-8d7e-f18df39f39ea","ENTERED","2022-03-08T21:02:51.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.681586931102 30.313765880808)","4935586","0","1","81523","1966934","328","square manhole cover",,,"NO_SOURCE",,"JHOLDER","2012-02-28T14:07:59.000Z","SJOHNSON","2018-08-11T10:18:05.000Z","SJOHNSON","LWA","M26","556Q","127772","CITY","CITY","PHYS_INSP","DEM","GPS","3133234.2221","10087823.955","DIG07","SUB-M",,"614.11999512","N","CONCRETE","608.28997803","128","6","T","7","120","24","18","GRADE","70","PRESENT","G1","NOTMARKED","7c816c40-88eb-4cd0-8bfb-93f29de506cc","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DLEWIS","2008-10-24T00:00:00.000Z",,"08102007_4_018.jpg","0",,,,"0",,,,,"1103516","WPD"
"POINT (-97.637194973219 30.362641744326)","4958797","0","1","182965","714807","311","Silt fence obstructing","2005-01-26T00:00:00.000Z","2005","ASBLTEL",,"TBARRINGTON","2013-09-09T08:51:04.000Z","TBARRINGTON","2013-09-09T09:40:52.000Z","RODAVILA","WLN","P30","527C","3129893","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3146811.4175","10105929.515","DIG08","SUB-M","649.15997314","648.5300293","N","CONCRETE","645.15997314","121","7","T","6","120","46","18","GRADE","43","PRESENT","G1","NOTMARKED","372aac1a-527d-4fcb-8176-316bddf684e2","ENTERED","2022-02-08T14:52:51.000Z","ACTIVE","2","N","MICHAEL CHISUM",,,"07182008_3_026.jpg","0",,,,"0",,,,,"1084125","WPD"
"POINT (-97.787603807032 30.495490095218)","4978105","0","1","191882",,,,,,"NO_SOURCE",,"HEATHER DAVIS",,"SDE","2016-06-16T16:29:10.000Z","J.T. STEWART","SBR","G41","404J","3138573","OTHER","OTHER","PHYS_INSP","DEM","GPS","3098283.0269","10153114.585","DIG08","SUB-M",,"869.65997314","N","CONCRETE","866.08001709","127","6","T","6","120","46","18","GRADE","43","PRESENT","G1","NOTMARKED","5a53daca-d315-4d1a-9309-0589a506d993","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N",,,,"11192008_3_048.jpg","0",,,,"0",,,,,"1092764","WPD"
"POINT (-97.699408208578 30.428038828579)","4933631","0","1","2031844","2179779","356",,"2015-09-23T00:00:00.000Z","2015","APPLANEL",,"KGALLUSCIO","2020-07-02T08:39:23.000Z","GDELANO","2022-01-20T16:09:21.000Z","SBURZYNSKI","WLN","L36","466E","5326222","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","779.78997803","783.34002686","N","CONCRETE","775.78997803",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","e6f7d858-563e-4445-805c-15f4bc699610","ENTERED","2022-03-08T21:02:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.616529145884 30.173205681304)","4930778","0","1","200455","1050469","270",,"2000-12-21T00:00:00.000Z","2000","APPLANEL",,"MLEACH","2015-02-18T08:37:08.000Z","MLEACH","2015-02-18T16:19:36.000Z","CGORE","DRE","Q14","678N","3047940","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3155009.5381","10037212.6338","DIG08","SUB-M","469.08999634","471.02999878","N","CONCRETE","465.42001343","122","7","T","6","120","31","17","GRADE","43","PRESENT","G1","GOOD","40384360-d789-4560-8425-a63048fc3cf9","ENTERED","2022-02-08T14:52:53.000Z","ACTIVE","2",,"GEETHA GANESAN",,,"03272009_2_028.jpg","0",,,"2012-11-15T00:00:00.000Z","0",,,,,"1102583","WPD"
"POINT (-97.809527316619 30.321305501633)","4930944","0","1","912119","1070930","345",,"1997-06-13T00:00:00.000Z","1997","ASBLTEL",,"DWARDEN","2015-03-09T18:17:36.000Z","DWARDEN","2015-03-10T10:27:07.000Z","DDAVIS","BEE","F27","553G","182065","CITY","CITY","ASBLTEL","ASBLTEL","ASBLTEL",,,"NOGPS","NOGPS","889.80999756","-1","N","NODATA","886.30999756",,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","9c7f7e41-ed53-4b42-80b4-367b5bc8bbbd","ENTERED","2022-03-08T21:02:54.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.73279681009 30.262129067595)","4963385","0","1","60312","143367","111",,"1931-10-15T00:00:00.000Z","1931","SSM","1971","DLEWIS","2009-04-06T00:00:00.000Z","EDUBIN","2010-12-15T00:00:00.000Z","DDAVIS","WLR","J22","585X","3034152","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"465.07000732","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","681c6ee7-b207-4d9d-bd0a-40c38c72a068","ENTERED","2022-03-08T21:02:53.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.763248883222 30.307626523253)","4940819","0","1","81029","1924690","287","Top repaired in 2014,",,,"NO_SOURCE",,"MAMARAL","2017-04-18T14:05:07.000Z","DWARDEN","2022-01-05T08:37:54.000Z","ACOLEMAN","TYS","H25","554U","3349301","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3107526.2434","10084988.818","DIG07","SUB-M",,"581.08001709","N","CONCRETE","578.33001709","68","5","T","5","68","34","18","SAG","33","NOTPRESENT","S1","GOOD","89c5d88b-a834-445f-a385-60c8e5a40aec","ENTERED","2022-02-08T14:52:54.000Z","ACTIVE","2",,"DLEWIS","2008-10-13T00:00:00.000Z",,"08172007_4_053.jpg","0",,,"2021-10-15T00:00:00.000Z","0",,,,,"1080341","WPD"
"POINT (-97.676746612236 30.393707742329)","4932283","0","1","191258","1712532","90",,"1986-07-01T00:00:00.000Z","1986","ASBLTEL",,"TBARRINGTON","2013-12-27T14:46:53.000Z","GDELANO","2017-07-17T10:13:09.000Z","SJOHNSON","WLN","M33","496H","3342919","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3134071.4294","10116924.5338","DIG08","SUB-M","635.90002441","636.22998047","N","CONCRETE","630.65002441","134","6","T","5","123","45","36","SAG","49","PRESENT","S1R","MARKED","5139d648-dfba-4949-8765-1b23fb5c407b","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2","N","BILLY MULLINS",,,"11102008_4_027.jpg","19",,,,"0",,,,,"1094020","WPD"
"POINT (-97.867986964013 30.227281055714)","4958357","0","1","195278","945186","107",,"1988-03-12T00:00:00.000Z","1988","ASBLTEL",,"AJURADO","2014-09-30T10:50:06.000Z","AJURADO","2014-10-01T14:33:03.000Z","SJOHNSON","WMS","C19","612W","137971","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3075134.7256","10055023.9069","DIG08","SUB-M",,"840.58001709","N","CONCRETE","835.42999268","172","6","T","5","180","30","36","GRADE","55","PRESENT","G1R","GOOD","b91131a3-1a08-449c-acb0-f1b15646aa06","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2",,"DANIEL WHEAT",,,"01122009_5_007.jpg","19",,,"2014-08-15T00:00:00.000Z","0",,,,,"1096315","WPD"
"POINT (-97.768681309647 30.349719011623)","4968581","0","1","82170",,,,,,,,"RODAVILA","2008-10-10T00:00:00.000Z","SDE","2016-06-16T16:19:36.000Z","DRODRIGUEZ","DRN","H29","524Q","150528","CITY","CITY","PHYS_INSP","DEM","GPS","3105455.3001","10100251.602","DIG07","SUB-M",,"790.01000977","N","CONCRETE","786.34002686","126","7","T","6","121","46","19","GRADE","44","PRESENT","G1","MARKED","7886cf5d-c762-435f-a89a-70d729a193cb","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N",,,,"08232007_5_072.jpg","0",,,,"0",,,,,"1085040","WPD"
"POINT (-97.708205869391 30.265843589328)","4973577","0","1","1197474","1514132","204",,"2014-07-28T00:00:00.000Z","2014","APPLANEL",,"SBURZYNSKI","2016-09-14T16:04:51.000Z","SBURZYNSKI","2016-09-14T16:27:49.000Z","DWARDEN","BOG","L22","586W","5115703","OTHER","OTHER","NO_SOURCE","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","S4","NODATA","435b585b-db8a-449b-9720-a3b329b7ee20","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.727313389239 30.227564777867)","4978164","0","1","182879",,,,,,"NO_SOURCE",,"DARREN TJEPKEMA",,"SDE","2016-06-16T16:26:23.000Z","J.T. STEWART","CCW","K19","615Y","86451","OTHER","OTHER","PHYS_INSP","DEM","GPS","3119548.6819","10056139.6894","DIG08","SUB-M",,"498","N","CONCRETE","494","124","4","T","3","124","44","6","SAG","48","PRESENT","S1","NOTMARKED","c7ae74b8-a284-4975-8f0e-a33308a6d680","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","2","N",,,,"07292008_2_019.jpg","0",,,,"0",,,,,"1083710","WPD"
"POINT (-97.790166764318 30.490856324035)","4931219","0","1","1238932","1597010","64","To be removed upon development of section IA, Phase 2","2012-04-26T00:00:00.000Z","2012","APPLANEL",,"ACOLEMAN","2016-12-16T08:12:04.000Z","ACOLEMAN","2016-12-16T10:07:32.000Z","DWARDEN","SBR","G41","404J","5074256","CITY","CITY","NO_SOURCE","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","906.40002441","906.95001221","N","CONCRETE","900.70001221",,,"N",,,,,"NODATA",,"PRESENT","S4","NODATA","afb7c74c-bf75-451f-8813-65d3900ddc1f","ENTERED","2022-03-08T21:02:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.782323330187 30.253054510069)","4943476","0","1","192520","1744243","119",,,,"NO_SOURCE",,"RPARKER","2007-08-14T00:00:00.000Z","JAMARTINEZ","2017-08-01T10:42:01.000Z","SJOHNSON","BAR","G21","614E","119265","CITY","CITY","PHYS_INSP","DEM","GPS","3101967.4363","10065004.955","DIG08","SUB-M",,"565.51000977","N","CONCRETE","562.17999268","128","6","T","7","120","24","17","GRADE","40","PRESENT","G1","GOOD","6a08acc8-de15-4ff0-87f4-04b6f6490a2f","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","JULIA PRESAS",,,"11202008_4_046.jpg","0",,,"2017-08-15T00:00:00.000Z","0",,,,,"1095122","WPD"
"POINT (-97.707736914304 30.313981498404)","4969190","0","1","445639","883098","104",,"1977-09-13T00:00:00.000Z","1977","APPLANEL",,"SBURZYNSKI","2012-10-24T09:12:14.000Z","GDELANO","2014-07-03T10:45:50.000Z","GDELANO","TAN","L26","556N","776810","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"120",,,"NODATA",,"NODATA","NODATA","NODATA","cdd3a92d-b845-4033-ac6c-f8e1ba66f15e","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.71646445749 30.27695097249)","4961500","0","1","81440","2055570","261",,"1985-05-24T00:00:00.000Z","1985","APPLANEL",,"NPULLIAS","2012-01-25T16:20:48.000Z","GDELANO","2019-01-22T15:23:11.000Z","DDAVIS","BOG","K23","585R","682100","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3122551.334","10074176.589","DIG07","SUB-M",,"535.98999023","N","CONCRETE","533.57000732","127","5","T","6","120","24","15","SAG","29","COVERED","S1","NODATA","cf33714f-1d16-488a-871b-4322ac47967b","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","SJOHNSON","2008-10-16T00:00:00.000Z",,"08092007_1_001.jpg","0",,,,"0",,,,,"1081301","WPD"
"POINT (-97.767954122776 30.143701300567)","4943707","0","1","916364","1077972","148",,"2013-05-14T00:00:00.000Z","2013","APPLANEL",,"BRASMITH","2015-03-17T11:26:57.000Z","MLEACH","2015-03-24T12:23:06.000Z",,"ONI","H11","704L","5089375","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","644.94000244","646.89001465","N","CONCRETE","640.94000244",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","44c68c85-de80-4702-af79-d0e07a3acdc4","ENTERED","2022-03-08T21:02:51.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.782035309184 30.477773977758)","4978045","0","1","1882795","1968883","21",,"2016-01-22T00:00:00.000Z","2016","APPLANEL",,"MMARKOWSKI","2018-08-28T14:43:05.000Z","MMARKOWSKI","2018-08-28T16:41:17.000Z","SJOHNSON","LKC","G40","404W","5378844","OTHER","OTHER","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60","60",,"NODATA",,"NODATA","S4","NODATA","ab96f371-1276-417e-ab4d-63c444a9a263","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.756535494832 30.218749502804)","4975417","0","1","471705","931412","29",,"1958-08-05T00:00:00.000Z","1958","APPLANEL","2006","CGORE","2014-07-29T08:48:00.000Z","CGORE","2014-09-23T12:11:56.000Z","RODAVILA","BLU","H18","644H","1012322","OTHER","TXDOT","APPLANEL","NO_SOURCE","APPLANEL",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,"60",,,"NODATA",,"NODATA","NODATA","NODATA","fca347d9-1b1a-4b79-a22b-a214a63b9b46","ENTERED","2022-02-08T14:52:55.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.766073865356 30.239714491849)","4944440","0","1","78415","924691","301",,,,"NO_SOURCE",,"RPARKER","2007-08-02T00:00:00.000Z","GDELANO","2014-08-12T11:43:49.000Z","DDAVIS","WBO","H20","614Q","989607","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3107215.7746","10060268.743","DIG07","SUB-M",,"612.13000488","N","CONCRETE","609.04998779","130","5","T","4","120","24","18","GRADE","37","PRESENT","G1","GOOD","0700c425-0cec-465f-ac24-9bc41704b306","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","SJOHNSON","2008-10-30T00:00:00.000Z",,"07192007_2_038.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1079825","WPD"
"POINT (-97.753573451847 30.280362656488)","4952140","0","1","102019","88628","210",,"1967-01-24T00:00:00.000Z","1967","APPLANEL",,"RPARKER","2007-12-11T00:00:00.000Z","RMOELLMER","2010-07-05T00:00:00.000Z","DDAVIS","SHL","H23","584M","245021","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3110811.1956","10075141.658","DIG06","SUB-M","531.76000977","532.57000732","N","CONCRETE","528.59002686","128","6","T","7","120","25","16","GRADE","40","PRESENT","G1","GOOD","40fddb92-231f-451b-971b-fcdcb830927e","ENTERED","2022-02-08T14:52:49.000Z","ACTIVE","2","N",,"2006-05-12T00:00:00.000Z",,"B_051206_0006.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1082135","WPD"
"POINT (-97.607166630811 30.377808651725)","4954255","0","1","1570979","1670292","196",,"2013-10-23T00:00:00.000Z","2013","APPLANEL",,"ABODIN","2017-03-15T11:40:49.000Z","ACOLEMAN","2017-04-03T10:46:57.000Z","ACOLEMAN","GIL","Q31","498T","5377860","CITY","CITY","APPLANEL","APPLANEL","APPLANEL",,,"NOGPS","NOGPS","615.38000488","611.79998779","N","NODATA","609.48999023",,,"N",,"120",,,"NODATA",,"PRESENT","NODATA","NODATA","f1f0cff5-b140-42f4-8d22-ae6a29be586f","ENTERED","2022-03-08T21:02:52.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.742448086182 30.375638842334)","4942851","0","1","76370","698510","294",,"1963-04-05T00:00:00.000Z","1963","PLANNOEL",,"RODAVILA","2007-07-25T00:00:00.000Z","TBARRINGTON","2013-08-22T12:34:20.000Z","RODAVILA","SHL","J31","495S","502058","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113517.9725","10109867.928","DIG07","SUB-M","774.11999512","774.72998047","N","CONCRETE","772.72998047","128","6","T","6","120","42","18","GRADE","24","PRESENT","G1","GOOD","0828b1a7-2c5e-44e4-bd30-d86598e853c9","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","HCHOU","2008-10-07T00:00:00.000Z",,"07102007_3_036.jpg","0",,,"2013-04-15T00:00:00.000Z","0",,,,,"1077691","WPD"
"POINT (-97.64630500285 30.401183576404)","4948675","0","1","192640","754457","120","Silt fence obstructing; difficult to measure","2005-12-15T00:00:00.000Z","2005","ASBLTEL",,"MPACHECO","2013-10-30T16:22:13.000Z","MPACHECO","2013-10-31T13:45:50.000Z","SBURZYNSKI","HRS","N33","497B","153783","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3143600.5831","10119873.1019","DIG08","SUB-M","699.7800293","699.79998779","N","CONCRETE","695.63000488","126","8","T","6","120","46","19","GRADE","46","PRESENT","G1","MARKED","b6778488-bd0e-4d2f-9f34-de2402236825","ENTERED","2022-02-08T14:52:52.000Z","ACTIVE","2","N","HEATHER DAVIS",,,"11262008_4_011.jpg","0",,,,"0",,,,,"1094689","WPD"
"POINT (-97.724354417041 30.275255135807)","4937462","0","1","79615","1738530","79",,"1978-11-21T00:00:00.000Z","1978","ASBLTEL",,"JABAKER","2011-04-19T16:48:04.000Z","DWARDEN","2017-10-10T18:20:31.000Z","GDELANO","BOG","K23","585Q","525542","CITY","CITY","PHYS_INSP","DEM","GPS","3120075.1307","10073500.836","DIG07","SUB-M",,"553.75","N","CONCRETE","550.25","130","5","T","6","120","31","16","GRADE","42","PRESENT","G1","MARKED","78bb3a97-21e6-4121-97ce-79bbd2225478","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","DDAVIS","2008-10-20T00:00:00.000Z",,"08102007_1_016.jpg","0",,,,"0",,,,,"1081294","WPD"
"POINT (-97.764226832826 30.262939937867)","4961807","0","1","13573","54","127",,,,"NO_SOURCE",,"RODAVILA","2007-07-16T00:00:00.000Z","RODAVILA","2007-07-16T00:00:00.000Z","ARUDIN","TWN","H22","584Y","692186","CITY","CITY","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,"508.48001099","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","51c2ee4a-ec5d-4307-a358-2601fe57f457","ENTERED","2022-03-08T21:02:53.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.74918102077 30.306003209681)","4948265","0","1","79461","26832","217",,,,"NO_SOURCE",,"RODAVILA","2009-06-16T00:00:00.000Z","RODAVILA","2009-06-16T00:00:00.000Z","HCHOU","SHL","J25","555S","631486","CITY","CITY","PHYS_INSP","DEM","GPS","3111981.0371","10084497.465","DIG07","SUB-M",,"578","N","CONCRETE","575.33001709","67","5","T","4","60","26","18","GRADE","32","PRESENT","G1","MARKED","92209050-0300-4f65-8f37-c1c6b77e2891","ENTERED","2022-02-08T14:52:48.000Z","ACTIVE","2","N","LPUGH","2008-10-22T00:00:00.000Z",,"07272007_2_020.jpg","0",,,,"0",,,,,"1103690","WPD"
"POINT (-97.771370315749 30.313456549223)","4968225","0","1","27425","2157699","292","No field evidence",,,"NO_SOURCE",,"RPARKER","2008-02-21T00:00:00.000Z","GDELANO","2020-03-06T13:05:26.000Z","GDELANO","TYN","G26","554P","3290524","OTHER","OTHER","NO_SOURCE","NO_SOURCE","ESM",,,"NOGPS","NOGPS",,"551.71002197","N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","bc107a2c-f1ca-4e1e-88f7-da34b9043e93","ENTERED","2022-02-08T14:52:48.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.830198154371 30.296122599477)","4970803","0","1","1076454","1278290","10",,,,"NO_SOURCE",,"MAMARAL","2016-03-11T11:39:27.000Z","SJOHNSON","2016-04-08T12:09:33.000Z","SJOHNSON","EAN","E24","583A","128723","OTHER","TXDOT","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,"NODATA","NODATA","NODATA","96a2ccd8-94a5-44e5-b9f4-b5f63e11d376","ENTERED","2022-02-08T14:52:55.000Z","ACTIVE","0",,,,,,,,,,"0",,,,,,
"POINT (-97.642654493834 30.28927333687)","4934758","0","1","192133","509721","306",,"2006-12-20T00:00:00.000Z","2006","APPLANEL",,"TBARRINGTON","2013-01-08T14:17:33.000Z","TBARRINGTON","2013-01-08T14:25:45.000Z","RODAVILA","WLN","P24","587G","3281083","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3145735.4437","10079212.3888","DIG08","SUB-M","551.52001953","551.4699707","N","CONCRETE","547.52001953","127","7","T","7","120","43","17","GRADE","41","PRESENT","G1","NOTMARKED","2af7eef2-8cae-45b3-ac9b-2299e3417e3c","ENTERED","2022-02-08T14:52:50.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,"11182008_1_007.jpg","0",,,,"0",,,,,"1091053","WPD"
