"folderrsn","parentrsn","issuedate","sub_type","permit_status","reason_for_request","fee_required","heritage_tree","public_tree","type_of_work","removal_of_regulated_tree","encroahment_of_root_zone","prune","tree_species","general_tree_conditions","type_of_application","trunk_diameter","appf_removed","non_appf_removed","replanted_mitigation","latitude","longitude"
"11828384",,"2018-01-11T00:00:00.000","Commercial","Active","Removal of Cedar Elm, Per Don Gardner, Consulting Arborist, Poor-fair condition, Co-dominant trunk, all at lean","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","19","19","0","0","30.28064014","-97.74980209"
"11832469",,"2017-12-28T00:00:00.000","Commercial","Active","remove 59"" cottonwood tree. Cottonwood tree needs to come down the roots are eating water line of retail center and breaking air conditioner. Cedar Elm, Hackberry both 21"" trees are dead dropping limbs on shuttle cars, vans, and asphalt is around root system and killing trees.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood, Cedar Elm, Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","55, 19.6, 19.6","94.2","0","0","30.21471120","-97.66050813"
"11838870",,"2017-12-20T00:00:00.000","Commercial","Active","to remove a risky, split in half, tree at Connection Apartment Complex, side of building 10

24"" main leader, 16"" per upper co-dominant trunks, 12"" lower co-dominant trunk","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","38","38","0","0","30.22706634","-97.72624474"
"11839062",,"2017-12-20T00:00:00.000","Commercial","Active","Remove ash tree at 11144 PinehurstTree is overmature and in poor condition.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","23.23","0","23.23","0","30.13245031","-97.78809226"
"11839815",,"2017-12-20T00:00:00.000","Public","Active","Remove a 19.5","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Loblolly pine","3. Poor","Non-Development Related","19.5","0","19.5","0","30.43877663","-97.81105737"
"11839819",,"2018-01-09T00:00:00.000","Commercial","Active","Remove dead post oak.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Post oak","4. Dead, diseased, or imminent hazard","Non-Development Related","34.5","34.5","0","0","30.48543796","-97.77170645"
"11846644",,"2018-01-12T00:00:00.000","Commercial","Active","ATTN: Patti Dodson! reviewed trees already, 2 imminent hazard tree removals at 1105 Airport. Large American elm and red oak.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American elm and red oak","4. Dead, diseased, or imminent hazard","Non-Development Related","56, 27","83","0","0","30.26165911","-97.69389004"
"11756030",,"2017-07-14T00:00:00.000","Public","Active","Tree is 90% dead","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","20.5","20.5","0","0","30.21405054","-97.86240719"
"11756235",,"2017-07-18T00:00:00.000","Commercial","Active","Removal of declining Bradford Pear","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford Pear","4. Dead, diseased, or imminent hazard","Non-Development Related","15""","0","15","3","30.22364546","-97.77448061"
"11673447",,"2017-02-28T00:00:00.000","Commercial","Active","tree condition","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","3. Poor","Non-Development Related","54""","0","54","0","30.30432344","-97.71672600"
"11673451",,"2017-03-07T00:00:00.000","Commercial","Active","tree is interfering with electric utility transformer","Yes","No","No","Utility Repair/Replacement","Yes","No","Yes","Live Oak","1. Good","Non-Development Related","13.5","13.5","0","6.75","30.37702109","-97.74860934"
"11673458",,"2017-02-16T00:00:00.000","Commercial","Active","poor structure, mgmt convern due to similar trees nearby","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford Pear","3. Poor","Non-Development Related","16","0","16","3","30.40943017","-97.71869156"
"11673460",,"2017-02-16T00:00:00.000","Commercial","Active","history of large limbs breaking due to poor structure of species","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford pear","3. Poor","Non-Development Related","18","0","18","3","30.40943017","-97.71869156"
"11673464",,"2017-02-16T00:00:00.000","Commercial","Active","history of limb failure due to poor structure of species","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford Pear","3. Poor","Non-Development Related","14","0","14","0","30.40943017","-97.71869156"
"11673467",,"2017-02-16T00:00:00.000","Commercial","Active","history of limb failure due to poor structure of species","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford Pear","3. Poor","Non-Development Related","17","0","17","3","30.40943017","-97.71869156"
"11673470",,"2017-02-16T00:00:00.000","Commercial","Active","history of limb failure due to poor structure of species","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford Pear","3. Poor","Non-Development Related","17","0","17","3","30.40943017","-97.71869156"
"11677176",,"2017-02-22T00:00:00.000","Commercial","Active","see attached tree risk assessment","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Pecan","3. Poor","Non-Development Related","22.5","22.5","0","0","30.27298950","-97.74997753"
"11677217",,"2017-02-22T00:00:00.000","Commercial","Active","cracking, need emegency action, see photos","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","3. Poor","Non-Development Related","40""","40","0","0","30.25535804","-97.72023759"
"11680463",,"2017-03-14T00:00:00.000","Commercial","Active","safety hazard","Yes","No","No","Utility Repair/Replacement","Yes","Yes","Yes","Cottonwood, chinaberry, hackberry","1. Good","Development Related","31"", 13"", 12""","12","13","6","30.22729459","-97.76305370"
"11690802",,"2017-03-24T00:00:00.000","Commercial","Active","It is hanging very close to the roof and appears to be slowly falling. safety issues","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","11.5","11.5","0","1.5","30.25250058","-97.74104305"
"11690641",,"2017-03-20T00:00:00.000","Public","Active","codom trunks splitting, tree is structurally unsound and targets 2 houses. crown looks healthy","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","20","20","0","0","30.28327365","-97.77152013"
"11697324",,"2017-04-05T00:00:00.000","Public","Active","Tree removal","No","Yes","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Red Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","25","25","0","0","30.29770456","-97.74797233"
"11700066",,"2017-04-05T00:00:00.000","Commercial","Active","Live oak tree removal, north side of the parking garage.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","14""","14","0","0","30.26242676","-97.79404027"
"11704235",,"2017-04-18T00:00:00.000","Commercial","Active","NonDev Comm DB","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Ailanthus","4. Dead, diseased, or imminent hazard","Non-Development Related","24","0","24","0","30.28685583","-97.74298608"
"11718115",,"2017-05-09T00:00:00.000","Commercial","Final","Remove double leader Hackberry that is supported, entirely, by twin 9","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","3. Poor","Non-Development Related","13.5","13.5","0","3","30.34932718","-97.71724463"
"11732314",,"2017-06-22T00:00:00.000","Commercial","Active","Trenching to install a underground natural gas line.","Yes","Yes","No","Utility Repair/Replacement","No","Yes","No","Live Oak, Live Oak","1. Good","Development Related","28"", 44""","0","0","0","30.33995114","-97.73102910"
"11732657",,"2017-06-09T00:00:00.000","Public","Active","complete removal of diseased and dangerous tree in frequently used area.","No","No","Yes","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","cottonwood","4. Dead, diseased, or imminent hazard","Non-Development Related","33","33","0","0","30.32401834","-97.69002432"
"11735284",,"2017-06-07T00:00:00.000","Commercial","Active","Remove tree","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","23","23","0","0","30.25026005","-97.76663514"
"11742322",,"2017-06-28T00:00:00.000","Commercial","Active","Remove American Elm tree, with root rot, in poor condition.","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","American Elm","4. Dead, diseased, or imminent hazard","Non-Development Related","25.47","25.47","0","0","30.28961796","-97.71245160"
"11742799",,"2017-06-30T00:00:00.000","Commercial","Active","tree leaning","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Cedar elm","4. Dead, diseased, or imminent hazard","Non-Development Related","14","14","0","1.5","30.31431636","-97.74249987"
"11742310",,"2017-06-28T00:00:00.000","Commercial","Active","Remove over-mature Ash tree at 7524 Guadalupe St.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","37.26","0","37.26","0","30.34294886","-97.71278873"
"11742348",,"2017-06-28T00:00:00.000","Commercial","Active","Dead tree removalShoe string  Acacia","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Acacia stenophylla","4. Dead, diseased, or imminent hazard","Non-Development Related","9.5","0","9.5","0","30.23209373","-97.75713135"
"11742362",,"2017-06-28T00:00:00.000","Commercial","Active","Dead tree removalShoe string  Acacia","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Acacia stenophylla","4. Dead, diseased, or imminent hazard","Non-Development Related","9.5","0","9.5","0","30.23209373","-97.75713135"
"11742368",,"2017-06-28T00:00:00.000","Commercial","Active","Dead tree removal Afghan pine","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Afghan pine","4. Dead, diseased, or imminent hazard","Non-Development Related","18","0","18","0","30.23209373","-97.75713135"
"11742456",,"2017-07-11T00:00:00.000","Commercial","Active","The Contemporary Austin is embarking on an invasives removal scope of work in the floodplain forest at Laguna Gloria this summer, in consultation with Reed Hilderbrand Landscape Architects and ecologists from the Lady Bird Johnson Wildflower Center.  We understand that all protected size trees (>19","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow, Chinese tallow","4. Dead, diseased, or imminent hazard","Non-Development Related","22.8, 19, 19.5, 27, 17, 17, 19, 25, 30.5, 21, 28, 17, 20, 21, 21","0","324.8","0","30.31212169","-97.77440606"
"11745629",,"2017-07-05T00:00:00.000","Commercial","Active","- Remove to grade dying live oak at industrial office building/grounds.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak","4. Dead, diseased, or imminent hazard","Non-Development Related","17.5","17.5","0","0","30.23929315","-97.83881789"
"11745633",,"2017-07-05T00:00:00.000","Commercial","Active","Remove to grade dying Arizona ash tree on grounds of industrial office complex.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona ash","4. Dead, diseased, or imminent hazard","Non-Development Related","19.5","0","19.5","0","30.23867363","-97.83920528"
"11748697",,"2017-06-30T00:00:00.000","Commercial","Active","Hazardous Tree","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Arizona Ash","4. Dead, diseased, or imminent hazard","Non-Development Related","28.5","0","28.5","0","30.18020825","-97.83214905"
"11748698",,"2017-07-14T00:00:00.000","Commercial","Active","tree removals","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Bradford pear, cedar elm, live oak, live oak, Arizona ash, cedar elm, Ashe juniper, hackberry, hackberry","4. Dead, diseased, or imminent hazard","Non-Development Related","22, 9.5, 11, 13, 18, 10, 17.5, 21, 10","92","40","16.25","30.37560367","-97.74051974"
"11760985",,"2017-08-01T00:00:00.000","Commercial","Active","- Remove to grade dead Eastern red cedar tree transplanted near plaza.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Eastern Red Cedar","4. Dead, diseased, or imminent hazard","Non-Development Related","25","25","0","0","30.26020459","-97.73793407"
"11759934",,"2017-08-01T00:00:00.000","Commercial","Active","Tree removal","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live Oak, Ashe juniper","4. Dead, diseased, or imminent hazard","Non-Development Related","12, 7","19","0","0","30.39233714","-97.73781482"
"11759966",,"2017-08-01T00:00:00.000","Commercial","Active","tree removal building #18","No","Yes","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","post oak","4. Dead, diseased, or imminent hazard","Non-Development Related","28","28","0","0","30.47571929","-97.81084646"
"11759989",,"2017-08-08T00:00:00.000","Commercial","Active","Replacing ramp with new ADA Accessible Ramp","Yes","Yes","No","Not Construction Related but Impacts Regulated Trees","No","Yes","No","White Ash, Pecan","1. Good","Development Related","17, 24","0","0","0","30.26006401","-97.73859764"
"11765301",,"2017-08-02T00:00:00.000","Commercial","Active","Trees are leaning, diseased and dying. Both trees are in the quad playground area of St Georges Episcopal Church and Day School.","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Live oak, live oak","4. Dead, diseased, or imminent hazard","Non-Development Related","21, 22","33","0","0","30.29988756","-97.71499681"
"11765414",,"2017-08-03T00:00:00.000","Public","Active","Remove eastern red cedar near the front of the lot.","No","No","No","Not Construction Related but Impacts Regulated Trees","Yes","No","Yes","eastern red cedar","4. Dead, diseased, or imminent hazard","Non-Development Related","20","20","0","0","30.27668099","-97.75350473"
"11769649",,"2017-10-18T00:00:00.000","Commercial","Active","Remove dead Mulberry in back yard at 1409 Holly St","No","No","No","Dead, Diseased, or Imminent Hazard Tree(s)","Yes","No","Yes","Mulberry","4. Dead, diseased, or imminent hazard","Non-Development Related","27","27","0","0","30.25512859","-97.73161630"
"11770237",,"2017-08-30T00:00:00.000","Commercial","Active","A site plan exemption has been submitted to DAC for review. The existing building will be converted to a daycare facility. Wall screening is desired between the play yard and E 38 1/2 Street. The wall alignment falls within the critical root zone of a 10","Yes","No","No","Site Plan Exemption Related","Yes","Yes","Yes","Ligustrum","2. Fair","Development Related","10","0","10","0","30.29550751","-97.72034851"
