"registrationnumber","registrationstatus","registeredaddress","city","state","zipcode","registeredunits","activitytype","activitydate","latitude","longitude","address","parcelid"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-06-08T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-06-10T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-06-08T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2014-031226 OL","Closed","2425 CROMWELL CIR","AUSTIN","TX","78741","1","Inspection Performed","2021-08-04T00:00:00.000","3121692.25","10055203","2425 CROMWELL CIR
AUSTIN, TX 78741
(3121692.25, 10055203)","0310080101"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-06-04T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","Inspection Performed","2021-06-10T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-10T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035997 OL","Active","8404 GARCREEK CIR","AUSTIN","TX","78724","4","NOV Sent","2021-06-10T00:00:00.000","3149935","10081264","8404 GARCREEK CIR
AUSTIN, TX 78724
(3149935.0, 10081264)","0217380327"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-08T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2021-06-11T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-08T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2015-144185 OL","Active","1007 E RUNDBERG LN","AUSTIN","TX","78753","112","Inspection Performed","2021-06-11T00:00:00.000","3132081.5","10103006","1007 E RUNDBERG LN
AUSTIN, TX 78753
(3132081.5, 10103006)","0239200901"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2021-06-10T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2021-06-10T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2021-06-11T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-08T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-06-10T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","NOV Sent","2021-06-11T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","NOV Sent","2021-06-10T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","Inspection Performed","2021-08-05T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2018-170898 OL","Active","8071 N LAMAR BLVD NB","AUSTIN","TX","78753","176","NOV Sent","2021-08-06T00:00:00.000","3123583.25","10100179","8071 N LAMAR BLVD
AUSTIN, TX 78753
(3123583.25, 10100179)","0236120208"
"2020-139607 OL","Active","4411 AIRPORT BLVD","AUSTIN","TX","78722","89","Inspection Performed","2022-06-02T00:00:00.000","3123316.9599999934","10083006.739999995","4411 AIRPORT BLVD
AUSTIN, TX 78722
(3123316.9599999934, 10083006.739999995)","0218110101"
"2019-164450 OL","Closed","911 BATTLE BEND BLVD","AUSTIN","TX","78745","70","NOV Sent","2020-09-28T00:00:00.000","3108412.25","10047115","911 BATTLE BEND BLVD
AUSTIN, TX 78745
(3108412.25, 10047115)","0417050732"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2022-06-01T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2020-139653 OL","Active","8800 N IH 35 SVRD SB","AUSTIN","TX","78753","504","Inspection Performed","2022-04-12T00:00:00.000","3129362.599999994","10101733.930000007","8800 N IH
AUSTIN, TX 78753
(3129362.599999994, 10101733.930000007)","0236170117"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2022-06-01T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2014-118060 OL","Closed","5112 S 1ST ST","AUSTIN","TX","78745","101","Inspection Performed","2019-08-05T00:00:00.000","3103639.75","10050800","5112 S 1ST ST
AUSTIN, TX 78745
(3103639.75, 1.00508E+7)","0412090654"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","Inspection Performed","2019-08-01T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2015-144633 OL","Closed","1300 SPYGLASS DR","AUSTIN","TX","78746","408","Inspection Performed","2017-02-25T00:00:00.000","3100521.019999996","10067949.799999997","1300 SPYGLASS DR
AUSTIN, TX 78746
(3100521.019999996, 10067949.799999997)","0103100803"
"2017-126078 OL","Active","9200 NORTH PLZ","AUSTIN","TX","78753","420","NOV Sent","2018-10-29T00:00:00.000","3131540.5","10102640","9200 NORTH PLZ
AUSTIN, TX 78753
(3131540.5, 1.010264E+7)","0239200804"
"2014-057017 OL","Suspended","1512 WHELESS LN","AUSTIN","TX","78723","32","Inspection Performed","2021-02-23T00:00:00.000","3129873.75","10089955","1512 WHELESS LN
AUSTIN, TX 78723
(3129873.75, 10089955)","0226170414"
"2015-144698 OL","Closed","1515 WICKERSHAM LN","AUSTIN","TX","78741","270","Inspection Performed","2017-10-10T00:00:00.000","3122306","10058898","1515 WICKERSHAM LN
AUSTIN, TX 78741
(3122306.0, 10058898)","0307110121"
"2014-124014 OL","Closed","7106 ASTRO VIEW DR","AUSTIN","TX","78724","2","Warning Issued","2016-07-20T00:00:00.000","3145711.25","10082242","7106 ASTRO VIEW DR
AUSTIN, TX 78724
(3145711.25, 10082242)","0219330817"
"2015-144698 OL","Closed","1515 WICKERSHAM LN","AUSTIN","TX","78741","270","Inspection Performed","2017-06-26T00:00:00.000","3122306","10058898","1515 WICKERSHAM LN
AUSTIN, TX 78741
(3122306.0, 10058898)","0307110121"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","Inspection Performed","2019-08-08T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2014-032498 OL","Active","7201 WOOD HOLLOW DR","AUSTIN","TX","78731","390","NOV Sent","2019-05-30T00:00:00.000","3111009.8900000006","10102787.189999998","7201 WOOD HOLLOW DR
AUSTIN, TX 78731
(3111009.8900000006, 10102787.189999998)","0239010104"
"2015-144211 OL","Closed","5306 WOODLAND OAKS CT","AUSTIN","TX","78744","2","NOV Sent","2014-12-10T00:00:00.000","3114543","10044114","5306 WOODLAND OAKS CT
AUSTIN, TX 78744
(3114543.0, 10044114)","0320020204"
"2014-031137 OL","Active","1516 BURTON DR","AUSTIN","TX","78741","536","Inspection Performed","2020-05-07T00:00:00.000","3119061.9599999934","10060239.939999998","1516 BURTON DR
AUSTIN, TX 78741
(3119061.9599999934, 10060239.939999998)","0304070701"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","NOV Sent","2019-01-07T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2014-118066 OL","Active","1630 RUTLAND DR","AUSTIN","TX","78758","240","NOV Sent","2018-03-30T00:00:00.000","3123027.5","10109223","1630 RUTLAND DR
AUSTIN, TX 78758
(3123027.5, 10109223)","0244120438"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2020-03-09T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2017-126294 OL","Closed","10800 TOPPERWEIN DR","AUSTIN","TX","78758","2","Inspection Performed","2018-12-13T00:00:00.000","3124798.5","10113673","10800 TOPPERWEIN DR
AUSTIN, TX 78758
(3124798.5, 10113673)","0249130306"
"2014-049581 OL","Closed","6118 FAIRWAY ST","AUSTIN","TX","78741","125","Inspection Performed","2019-07-29T00:00:00.000","3127179.75","10056845.269999996","6118 FAIRWAY ST
AUSTIN, TX 78741
(3127179.75, 10056845.269999996)","0307150617"
"2017-126294 OL","Closed","10800 TOPPERWEIN DR","AUSTIN","TX","78758","2","Inspection Performed","2018-08-31T00:00:00.000","3124798.5","10113673","10800 TOPPERWEIN DR
AUSTIN, TX 78758
(3124798.5, 10113673)","0249130306"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-036004 OL","Closed","6903 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-09T00:00:00.000","3149860.25","10081415","6903 WENTWORTH DR
AUSTIN, TX 78724
(3149860.25, 10081415)","0217380309"
"2017-126240 OL","Suspended","1118 AZIE MORTON RD","AUSTIN","TX","78704","3","Inspection Performed","2021-06-11T00:00:00.000","3105189","10067534","1118 AZIE MORTON RD
AUSTIN, TX 78704
(3105189.0, 10067534)","0103061116"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-124014 OL","Closed","7106 ASTRO VIEW DR","AUSTIN","TX","78724","2","NOV Sent","2021-06-11T00:00:00.000","3145711.25","10082242","7106 ASTRO VIEW DR
AUSTIN, TX 78724
(3145711.25, 10082242)","0219330817"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","Inspection Performed","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2016-035997 OL","Active","8404 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-07T00:00:00.000","3149935","10081264","8404 GARCREEK CIR
AUSTIN, TX 78724
(3149935.0, 10081264)","0217380327"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-032498 OL","Active","7201 WOOD HOLLOW DR","AUSTIN","TX","78731","390","Inspection Performed","2021-06-10T00:00:00.000","3111009.8900000006","10102787.189999998","7201 WOOD HOLLOW DR
AUSTIN, TX 78731
(3111009.8900000006, 10102787.189999998)","0239010104"
"2020-139697 OL","Active","12151 N IH 35 SVRD NB","AUSTIN","TX","78753","360","Inspection Performed","2021-06-11T00:00:00.000","3135985.170000002","10117220.030000001","12151 N IH
AUSTIN, TX 78753
(3135985.170000002, 10117220.030000001)","0251210402"
"2017-126240 OL","Suspended","1118 AZIE MORTON RD","AUSTIN","TX","78704","3","Inspection Performed","2021-08-03T00:00:00.000","3105189","10067534","1118 AZIE MORTON RD
AUSTIN, TX 78704
(3105189.0, 10067534)","0103061116"
"2022-021737 OL","Active","810 E SLAUGHTER LN","AUSTIN","TX","78744","224","NOV Sent","2022-06-03T00:00:00.000","3104781.530000001","10031064.900000006","810 E SLAUGHTER LN
AUSTIN, TX 78744
(3104781.530000001, 10031064.900000006)","0439080724"
"2016-036027 OL","Closed","6807 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-09T00:00:00.000","3149682.5","10081277","6807 WENTWORTH DR
AUSTIN, TX 78724
(3149682.5, 10081277)","0217380306"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2014-121076 OL","Active","1124 RUTLAND DR","AUSTIN","TX","78758","200","NOV Sent","2021-06-11T00:00:00.000","3125782","10107636","1124 RUTLAND DR
AUSTIN, TX 78758
(3125782.0, 10107636)","0243160302"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2018-161485 OL","Active","1026 CLAYTON LN","AUSTIN","TX","78723","176","NOV Sent","2021-06-11T00:00:00.000","3126017.55","10089888.36","1026 CLAYTON LN
AUSTIN, TX 78723
(3126017.55, 10089888.36)","0225150335"
"2019-232660 OL","Suspended","8412 GARCREEK CIR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-08T00:00:00.000","3150227","10081398","8412 GARCREEK CIR
AUSTIN, TX 78724
(3150227.0, 10081398)","0217380323"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2020-103339 OL","Active","739 W WILLIAM CANNON DR","AUSTIN","TX","78745","255","Inspection Performed","2021-06-11T00:00:00.000","3100039.25","10044720","739 W WILLIAM CANNON DR
AUSTIN, TX 78745
(3100039.25, 1.004472E+7)","0419120319"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-08T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2017-126281 OL","Active","9024 NORTHGATE BLVD","AUSTIN","TX","78758","416","NOV Sent","2021-06-10T00:00:00.000","3121526","10108096","9024 NORTHGATE BLVD
AUSTIN, TX 78758
(3121526.0, 10108096)","0243100803"
"2020-041835 OL","Active","8900 N IH 35 SVRD SB","AUSTIN","TX","78753","336","Inspection Performed","2021-06-10T00:00:00.000","3129387.9099999964","10102200.349999994","8900 N IH
AUSTIN, TX 78753
(3129387.9099999964, 10102200.349999994)","0234111501"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-036020 OL","Suspended","6711 WENTWORTH DR","AUSTIN","TX","78724","4","Inspection Performed","2021-06-08T00:00:00.000","3149483.25","10081045","6711 WENTWORTH DR
AUSTIN, TX 78724
(3149483.25, 10081045)","0217380302"
"2017-126240 OL","Suspended","1118 AZIE MORTON RD","AUSTIN","TX","78704","3","Inspection Performed","2022-05-31T00:00:00.000","3105189","10067534","1118 AZIE MORTON RD
AUSTIN, TX 78704
(3105189.0, 10067534)","0103061116"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","NOV Sent","2021-06-09T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
"2019-164536 OL","Active","5310 JOE SAYERS AVE","AUSTIN","TX","78756","40","NOV Sent","2022-05-31T00:00:00.000","3115734.5","10091903","5310 JOE SAYERS AVE
AUSTIN, TX 78756
(3115734.5, 10091903)","0227050522"
"2016-035176 OL","Active","1704 NELMS DR","AUSTIN","TX","78744","382","Inspection Performed","2021-08-04T00:00:00.000","3107921.62","10043296.25","1704 NELMS DR
AUSTIN, TX 78744
(3107921.62, 10043296.25)","0422060203"
