"offense_case_type","offense_date","offense_time","charges_description","offense_street_name","offense_cross_street","case_closed","agency","officer_code","race","defendant_gender"
"CM","2/24/2019","1:15 AM","FAILURE TO IDENTIFY - REFUSE","404 East 6th Street",,"N","APD","8140","Black","Male"
"CM","2/24/2019","12:00 AM","PUBLIC INTOXICATION","500 Block Neches Street",,"N","APD","7850","No Data","No Data"
"CM","2/24/2019","2:33 AM","PUBLIC INTOXICATION","701 East 11th Street",,"Y","APD","6799","White","Female"
"CM","2/24/2019","2:21 AM","PUBLIC INTOXICATION","204 East 6th Street",,"Y","APD","7299","Hispanic","Male"
"CM","2/24/2019","1:15 AM","DISORDERLY CONDUCT - FIGHTING","404 East 6th Street",,"N","APD","8140","Black","Male"
"CO","2/25/2019","9:25 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"Y","APD","7608","White","Male"
"CM","2/25/2019","12:00 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7844","Hispanic","Female"
"CO","2/25/2019","9:20 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"N","APD","7608","White","Male"
"CO","2/25/2019","9:32 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"Y","APD","7608","White","Female"
"CO","2/25/2019","9:25 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"N","APD","7849","White","Female"
"CM","2/25/2019","4:42 AM","PUBLIC INTOXICATION","100 Block North Ih 35",,"Y","APD","8268","Hispanic","Female"
"CO","2/25/2019","9:33 PM","CAMPING IN A PUBLIC PLACE","700 Block Neches Street",,"N","APD","7401","White","Male"
"CO","2/26/2019","9:46 AM","CAMPING IN A PUBLIC PLACE","East Cesar Chavez And Ih 35",,"N","APD","6144","Black","Male"
"CO","2/26/2019","1:45 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","611 Congress Avenue",,"Y","APD","7796","White","Male"
"CO","2/26/2019","1:45 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","611 Congress Avenue",,"Y","APD","7796","White","Male"
"CO","2/26/2019","7:48 AM","CAMPING IN A PUBLIC PLACE","800 Block East Chavez Street",,"Y","APD","5635","Black","Male"
"CO","2/27/2019","10:38 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 7th Street And North Ih 35",,"Y","APD","8149","White","Male"
"CO","2/27/2019","10:36 AM","CAMPING IN A PUBLIC PLACE","6th Street And Ih 35",,"N","APD","7837","Black","Male"
"CM","2/27/2019","3:30 PM","SIMPLE ASSAULT BY THREAT-NON FAMILY","209 East 6th Street",,"Y","APD","7764","Black","Male"
"CO","2/27/2019","10:40 AM","CAMPING IN A PUBLIC PLACE","East 6th Street And Ih 35",,"N","APD","8067","Black","Male"
"CO","2/27/2019","9:58 AM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"Y","APD","3454","Black","Female"
"CO","2/27/2019","10:38 AM","CAMPING IN A PUBLIC PLACE","East 6th Street And Ih 35",,"N","APD","8067","Hispanic","Female"
"CM","2/27/2019","10:15 AM","Possession of Drug Paraphernalia","East 8th Street And Red River Street",,"N","APD","8067","Black","Female"
"CO","2/27/2019","10:05 AM","CAMPING IN A PUBLIC PLACE","100 Block East 8th Street",,"N","APD","7857","Black","Female"
"CO","2/27/2019","10:02 AM","CAMPING IN A PUBLIC PLACE","300 Block East 8th Street",,"Y","APD","8017","Black","Female"
"CO","2/27/2019","10:02 AM","CAMPING IN A PUBLIC PLACE","200 Block East 8th Street",,"Y","APD","8017","Black","Male"
"CO","2/27/2019","10:03 AM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"N","APD","7837","Black","Male"
"CO","2/27/2019","10:00 PM","MANIFESTING - DRUGS","500 Block East 7th Street",,"N","APD","8004","Black","Male"
"CO","2/27/2019","10:35 AM","CAMPING IN A PUBLIC PLACE","800 Block East 6th Street",,"Y","APD","7994","Black","Male"
"CM","2/27/2019","8:10 PM","PUBLIC INTOXICATION","617 East 7th Street",,"Y","APD","8018","White","Male"
"CO","2/27/2019","9:55 AM","CAMPING IN A PUBLIC PLACE","100 Block East 8th Street",,"Y","APD","7857","Hispanic","Female"
"CO","2/27/2019","10:02 AM","CAMPING IN A PUBLIC PLACE","200 Block East 8th Street",,"N","APD","8017","White","Female"
"CO","2/27/2019","2:23 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Ih 35 And Cesar Chavez Street",,"N","APD","4579","White","Male"
"CM","2/28/2019","12:00 AM","Possession of Drug Paraphernalia","500 Block East 7th Street",,"N","APD","7872","Black","Male"
"CO","2/28/2019","11:25 AM","CAMPING IN A PUBLIC PLACE","600 Block East 7th Street",,"Y","APD","3968","Black","Male"
"CM","3/1/2019","12:00 AM","MINOR CONSUMING ALCOHOL","600 Block San Jacinto",,"Y","APD","7756","Black","Female"
"CM","3/1/2019","10:47 PM","Possession of Drug Paraphernalia","500  TRINITY ST",,"N",,"8140","White","Male"
"CM","3/1/2019","10:56 PM","MISREPRESENTATION OF AGE BY MINOR","615  RED RIVEE",,"Y",,"7046","White","Male"
"CM","3/1/2019","12:25 AM","MINOR CONSUMING ALCOHOL","402 East 6th Street",,"Y","APD","7796","White","Male"
"CM","3/1/2019","1:30 AM","PUBLIC INTOXICATION","308 East 6th Street",,"Y","APD","8110","White","Male"
"CO","3/1/2019","9:47 PM","HUMAN WASTE","500 Block East 6th Street",,"Y","APD","7796","White","Female"
"TR","3/2/2019","12:20 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street And Ih 35",,"N","APD","8149","Hispanic","Male"
"TR","3/2/2019","12:16 PM","PEDESTRIAN CROSSING MIDBLOCK","East 7th Street And Ih 35",,"Y","APD","8067","No Data","No Data"
"CM","3/2/2019","1:16 AM","Interference with a police service animal","300  E 6TH ST",,"Y",,"8140","White","Male"
"CM","3/2/2019","1:16 AM","MISREPRESENTATION OF AGE BY MINOR","300  E 6TH ST",,"Y",,"8140","White","Male"
"TR","3/2/2019","12:10 PM","PEDESTRIAN CROSSING MIDBLOCK","700 Block East 7th Street",,"N","APD","7994","Hispanic","Male"
"TR","3/2/2019","12:15 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street And Ih 35",,"Y","APD","7857","White","Male"
"CO","3/2/2019","12:26 AM","HUMAN WASTE","East 6th Street","Neches Street","N","APD","7796","Hispanic","Male"
"TR","3/2/2019","12:26 PM","PEDESTRIAN CROSSING MIDBLOCK","East 7th Street And Ih 35",,"Y","APD","8067","White","Female"
"TR","3/2/2019","1:45 PM","PEDESTRIAN CROSSING MIDBLOCK","600 Block North Ih 35",,"N","APD","7870","Black","Male"
"TR","3/2/2019","1:35 PM","PEDESTRIAN CROSSING MIDBLOCK","800 Block East 7th Street",,"N","APD","7870","Black","Male"
"CO","3/2/2019","1:47 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","800 Block East 7th Street",,"Y","APD","8017","White","Female"
"TR","3/2/2019","1:45 PM","PEDESTRIAN CROSSING MIDBLOCK","700 Block East 7th Street",,"Y","APD","7994","White","Female"
"CO","3/3/2019","5:20 AM","NOISE - AFTER 2:00 AM","3401  S LAMAR BLVD",,"Y",,"8802","White","Female"
"CM","3/3/2019","2:42 AM","DISORDERLY CONDUCT - FIGHTING","East 5th Street","Neches Street","N","APD","7850","White","Male"
"CM","3/3/2019","3:55 AM","MINOR CONSUMING ALCOHOL","100 Block East 8th Street",,"Y","APD","7597","Hispanic","Female"
"CO","3/4/2019","1:19 PM","AGGRESSIVE SOLICITATION","East 6th Street And Brazos Street",,"Y","APD","8067","White","Male"
"CO","3/4/2019","12:26 PM","AGGRESSIVE SOLICITATION","600 Block Congress Avenue",,"Y","APD","7042","White","Male"
"CO","3/4/2019","1:23 PM","AGGRESSIVE SOLICITATION","200 Block East 6th Street",,"Y","APD","7837","Black","Male"
"CO","3/4/2019","1:10 PM","AGGRESSIVE SOLICITATION","6th Street And Brazos Street",,"N","APD","7857","White","Male"
"CM","3/4/2019","1:55 AM","PUBLIC INTOXICATION","402 East 6th Street",,"Y","APD","8115","Black","Male"
"CO","3/4/2019","1:26 PM","AGGRESSIVE SOLICITATION","East 6th Street And San Jacinto",,"Y","APD","7857","Black","Male"
"CM","3/4/2019","12:34 AM","PUBLIC INTOXICATION","800 Block East 6th Street",,"N","APD","8787","Black","Male"
"CO","3/5/2019","11:41 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","100 Block North Ih 35",,"Y","APD","7870","Black","Male"
"CM","3/5/2019","7:27 PM","Possession of Drug Paraphernalia","300 Block East 6th Street",,"Y","APD","7756","Black","Male"
"CO","3/5/2019","11:40 AM","AGGRESSIVE SOLICITATION","East Cesar Chavez Street And Ih 35",,"Y","APD","8017","Black","Male"
"CO","3/5/2019","9:30 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","817 West 5th Street",,"N","APD","7046","No Data","Male"
"CO","3/6/2019","4:05 AM","LITTERING","600 Block Congress Avenue",,"Y","APD","7608","White","Female"
"CO","3/6/2019","2:30 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","600 Block San Jacinto Street",,"Y","APD","7870","Black","Male"
"CO","3/6/2019","2:28 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","219 East 6th Street",,"N","APD","8149","White","Male"
"TR","3/6/2019","12:00 AM","PEDESTRIAN CROSSING MIDBLOCK","North Ih 35 Service Road",,"Y","APD","7857","Hispanic","Male"
"CO","3/6/2019","3:20 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block North  Ih 35",,"Y","APD","8017","White","Male"
"CO","3/6/2019","10:30 PM","MANIFESTING - DRUGS","500 Block East 7th Street",,"Y","APD","7608","Black","Male"
"CO","3/6/2019","12:00 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","North Ih 35 Service Road",,"Y","APD","7857","Hispanic","Male"
"CO","3/6/2019","3:00 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","700 Block North Ih 35",,"Y","APD","8017","Black","Male"
"CO","3/6/2019","4:05 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Congress Avenue",,"Y","APD","7608","White","Female"
"CO","3/6/2019","2:50 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","7th Street And Ih 35",,"N","APD","7837","Hispanic","Male"
"TR","3/6/2019","3:20 PM","PEDESTRIAN CROSSING MIDBLOCK","East 7th Street And Ih 35",,"Y","APD","7870","Black","Male"
"CO","3/7/2019","1:25 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 6th Street And Brazos Street",,"N","APD","8067","Black","Male"
"CO","3/7/2019","12:24 PM","CAMPING IN A PUBLIC PLACE","800 Block East 7th Street",,"N","APD","8017","Black","Male"
"CO","3/7/2019","3:10 PM","AGGRESSIVE SOLICITATION","90 Block North Ih 35",,"Y","APD","7608","Black","Male"
"CO","3/7/2019","12:25 PM","CAMPING IN A PUBLIC PLACE","East 7th Street And Ih 35",,"Y","APD","7857","Hispanic","Female"
"CO","3/7/2019","12:27 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","600 Block Neches Street",,"Y","APD","7042","Hispanic","Male"
"TR","3/7/2019","12:30 PM","PEDESTRIAN CROSSING MIDBLOCK","East 7th Street And North Ih 35",,"Y","APD","8017","White","Female"
"CO","3/7/2019","12:25 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 7th Street And Ih 35",,"Y","APD","7857","Hispanic","Female"
"CO","3/7/2019","12:25 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","East 7th Street And Ih 35",,"N","APD","7857","No Data","Male"
"CO","3/7/2019","12:00 AM","CAMPING IN A PUBLIC PLACE","800 Block East 7th Street",,"Y","APD","7870","Black","Female"
"CO","3/7/2019","12:10 PM","CAMPING IN A PUBLIC PLACE","800 Block East 8th Street",,"N","APD","7870","Black","Male"
"CO","3/7/2019","9:38 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","109 East 7th Street",,"Y","APD","7608","White","Male"
"CO","3/7/2019","12:00 AM","AGGRESSIVE SOLICITATION","Cesar Chavez Street And Ih 35",,"Y","APD","7857","White","Male"
"CO","3/7/2019","3:10 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","90 Block North Ih 35",,"Y","APD","7870","Black","Male"
"CO","3/7/2019","12:35 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 7th Street And Ih 35",,"Y","APD","7857","No Data","No Data"
"TR","3/7/2019","12:10 PM","PEDESTRIAN CROSSING MIDBLOCK","700 Block East 8th Street",,"N","APD","7994","White","Female"
"TR","3/7/2019","12:10 PM","PEDESTRIAN CROSSING MIDBLOCK","800 Block East 8th Street",,"N","APD","7870","Black","Male"
"TR","3/7/2019","12:35 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street And Ih 35",,"Y","APD","7857","No Data","No Data"
"CO","3/7/2019","12:15 PM","CAMPING IN A PUBLIC PLACE","700 Block East 8th Street",,"Y","APD","8017","White","Female"
"CO","3/7/2019","1:36 PM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","200 Block East 6th Street",,"Y","APD","7042","White","Male"
"TR","3/7/2019","1:00 PM","PEDESTRIAN CROSSING MIDBLOCK","200 Block East 6th Street",,"N","APD","7994","White","Male"
"CO","3/7/2019","12:10 PM","CAMPING IN A PUBLIC PLACE","800 Block East 8th Street",,"Y","APD","7870","White","Female"
"CO","3/7/2019","12:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","800 Block East 7th Street",,"Y","APD","7870","Black","Female"
"TR","3/7/2019","12:30 PM","PEDESTRIAN WALKING AGAINST LIGHT","East 7th Street And North Ih 35",,"Y","APD","8017","White","Female"
"CO","3/7/2019","3:24 PM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And Ih 35",,"Y","APD","7042","Black","Male"
"TR","3/7/2019","12:10 PM","PEDESTRIAN CROSSING MIDBLOCK","800 Block East 8th Street",,"Y","APD","7870","White","Female"
"CO","3/7/2019","12:00 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","Cesar Chavez Street And Ih 35",,"Y","APD","7857","White","Male"
"TR","3/8/2019","12:00 AM","PEDESTRIAN ON ROADWAY","700 Block East 7th Street",,"Y","APD","7835","White","Female"
"TR","3/8/2019","3:06 AM","PEDESTRIAN CROSSING MIDBLOCK","500 Block East 7th Street",,"N","APD","8140","Hispanic","Male"
"CM","3/9/2019","8:34 PM","PUBLIC INTOXICATION","6607 S Ih 35 Service Road North Bound",,"Y","APD","8665","Black","Male"
"CM","3/9/2019","10:57 PM","PUBLIC INTOXICATION","West 5th Street",,"Y","APD","5906","White","Male"
"CM","3/9/2019","12:00 AM","PUBLIC INTOXICATION","200 Block Colorado Street",,"Y","APD","8115","White","Male"
"CO","3/9/2019","6:41 AM","HUMAN WASTE","300 Block East 6th Street",,"N","APD","6144","Black","Male"
"CM","3/10/2019","11:20 PM","DISREGARD ORDER OF A POLICE OFFICER","400 Block East 6th Street",,"Y","APD","8140","Hispanic","Female"
"CM","3/10/2019","3:15 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7796","Hispanic","Male"
"CM","3/10/2019","7:52 AM","PUBLIC INTOXICATION","West 2nd Street And","Guadalupe Street","N","APD","5666","White","Male"
"CM","3/10/2019","12:51 AM","DISORDERLY CONDUCT - FIGHTING","401 East 6th Street",,"Y","APD","7884","White","Female"
"CM","3/10/2019","9:45 PM","PUBLIC INTOXICATION","300 Block East 7th Street",,"Y","APD","6970","White","Male"
"CM","3/10/2019","12:51 AM","DISORDERLY CONDUCT - FIGHTING","401 East 6th Street",,"N","APD","7884","Hispanic","Female"
"CM","3/10/2019","12:55 AM","PUBLIC INTOXICATION","403 East 6th Street",,"Y","APD","7835","Black","Male"
"CM","3/10/2019","3:07 AM","DISORDERLY CONDUCT - FIGHTING","300 Block East 6th Street",,"N","APD","6331","Black","Female"
"CM","3/10/2019","11:00 PM","DISORDERLY CONDUCT - FIGHTING","400 Block East 6th Street",,"Y","APD","7804","Black","Male"
"CM","3/10/2019","12:00 AM","PUBLIC INTOXICATION","600 Block Trinity Street",,"Y","APD","3454","Hispanic","Male"
"CM","3/11/2019","12:12 AM","PUBLIC INTOXICATION","500 Block Trinity Street",,"Y","APD","7887","White","Male"
"CM","3/11/2019","12:00 AM","PUBLIC INTOXICATION","310 East 5th Street",,"N","APD","7092","White","Female"
"CO","3/11/2019","1:42 AM","AGGRESSIVE SOLICITATION","600 Block Neches Street",,"Y","APD","7796","Black","Male"
"CM","3/12/2019","6:59 AM","DISORDERLY CONDUCT-INDECENT EXPOSURE #","515 Congress Avenue",,"N","APD","7785","Black","Male"
"CO","3/12/2019","9:14 PM","Glass Container Prohibited","BRUSHY ST","E 5TH ST","N",,"7451","White","Male"
"CM","3/12/2019","10:38 PM","DISREGARD ORDER OF A POLICE OFFICER","6th And San Jacinto",,"Y","APD","7837","White","Male"
"CM","3/12/2019","3:23 AM","PUBLIC INTOXICATION","98 Red River Street",,"Y","APD","7948","White","Male"
"CM","3/12/2019","12:00 AM","PUBLIC INTOXICATION","1801 Lavaca Street",,"N","APD","8570","White","Male"
"CM","3/12/2019","12:00 AM","PUBLIC INTOXICATION","1801 Lavaca Street",,"Y","APD","8570","White","Male"
"CO","3/12/2019","3:35 PM","AGGRESSIVE SOLICITATION","6th Street And Red River Street",,"N","APD","7775","White","Male"
"CO","3/12/2019","9:10 AM","LITTERING","700 Block Neches Street",,"Y","APD","5193","Black","Male"
"CM","3/13/2019","12:00 AM","PUBLIC INTOXICATION","400 Block Guadalupe Street",,"N","APD","5988","White","Male"
"CM","3/13/2019","2:00 AM","DISORDERLY CONDUCT - FIGHTING","409 East 6th Street",,"N","APD","7872","White","Female"
"CM","3/13/2019","6:30 PM","DISREGARD ORDER OF A POLICE OFFICER","600 Block East 6th Street",,"Y","APD","5930","Black","Male"
"CM","3/13/2019","6:30 PM","DISREGARD ORDER OF A POLICE OFFICER","600 Block East 6th Street",,"Y","APD","5930","White","Female"
"CO","3/13/2019","11:00 PM","HUMAN WASTE","600 Block North Ih 35",,"Y","APD","7238","White","Male"
"CM","3/13/2019","6:23 PM","DISREGARD ORDER OF A POLICE OFFICER","600 Block East 6th Street",,"Y","APD","5930","Black","Male"
"CM","3/14/2019","2:20 AM","DISREGARD ORDER OF A POLICE OFFICER","East 6th Street And Trinity Street",,"Y","APD","7445","White","Male"
"CO","3/14/2019","11:14 PM","HUMAN WASTE","81 Rainey Street",,"Y","APD","7293","White","Male"
"CM","3/14/2019","2:20 AM","PUBLIC INTOXICATION","East 6th Street And Trinity Street",,"Y","APD","7445","White","Male"
"CM","3/15/2019","2:20 PM","PUBLIC INTOXICATION","1213 Sabine Street",,"N","APD","8382","White","Male"
"CM","3/15/2019","11:58 PM","PUBLIC INTOXICATION","61 Rainey Street",,"N","APD","7051","Hispanic","Male"
"CM","3/15/2019","3:06 AM","PUBLIC INTOXICATION","50 Block East Avenue",,"Y","APD","5906","Black","Male"
"CO","3/15/2019","10:00 PM","OPEN GLASS CONTAINER","823 Congress Avenue",,"N","APD","7849","White","Male"
"CM","3/16/2019","12:00 AM","PUBLIC INTOXICATION","700 Block East 8th Street",,"Y","APD","6477","White","Male"
"CM","3/16/2019","12:00 AM","PUBLIC INTOXICATION","208 East 6th Street",,"Y","APD","7327","White","Male"
"CM","3/16/2019","9:39 PM","PUBLIC INTOXICATION","5th Street And","Red River Street","N","APD","7613","White","Male"
"CM","3/16/2019","2:00 AM","DISORDERLY CONDUCT - FIGHTING","300 Block East 6th Street",,"N","APD","6811","Black","Male"
"CM","3/16/2019","2:15 AM","PUBLIC INTOXICATION","300 Block East 6th Street",,"N","APD","7403","Hispanic","Female"
"CM","3/16/2019","12:00 AM","PUBLIC INTOXICATION","1701 East Cesar Chavez Street",,"N","APD","8787","Hispanic","Male"
"CM","3/16/2019","12:00 AM","PUBLIC INTOXICATION","1400 Block East 6th Street",,"Y","APD","7835","Hispanic","Male"
"CM","3/16/2019","3:25 PM","GAMING - CARDS; DICE; OR BALLS","500 Block East 6th Street",,"N","APD","7870","Black","Male"
"CM","3/17/2019","2:03 AM","Interference with a police service animal","6th Street","Trinity Street","N","APD","7946","Hispanic","Male"
"CM","3/17/2019","7:28 PM","PUBLIC INTOXICATION","700 Block West 6th Street",,"Y","APD","6802","White","Male"
"CM","3/18/2019","2:00 AM","PUBLIC INTOXICATION","400 Block East 6th Street",,"Y","APD","7804","Hispanic","Male"
"CM","3/18/2019","9:53 PM","Possession of Drug Paraphernalia","400  E 6TH ST",,"Y",,"8140","White","Male"
"CO","3/18/2019","4:30 PM","LITTERING","719 East 6th Street",,"N","APD","3274","White","Male"
"TR","3/19/2019","12:40 AM","PEDESTRIAN WALKING AGAINST LIGHT","400  E 6TH ST",,"N",,"8140","White","Male"
"CM","3/20/2019","4:05 PM","Possession of Drug Paraphernalia","500 Block Neches Street",,"N","APD","7759","White","Male"
"CO","3/20/2019","6:30 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East 7th Street","Red River Street","N","APD","7077","Black","Male"
"CO","3/21/2019","12:00 AM","Sitting or Lying Down on a Public Sidewalk or Sleeping Outdoors","213 East 6th Street",,"N","APD","7798","White","Male"
"CM","3/21/2019","1:50 AM","THEFT OF SERVICE","East 6th Street","Trinity Street","N","APD","8140","Black","Male"
"CO","3/21/2019","11:48 PM","AGGRESSIVE SOLICITATION","East 6th Street","San Jacinto Boulevard","Y","APD","7796","White","Male"
"CM","3/21/2019","3:17 PM","Possession of Drug Paraphernalia","400 Block East 6th Street",,"N","APD","7759","White","Female"
"CO","3/21/2019","4:16 PM","CONSUMING ALCOHOL IN A PUBLIC STREET","Ih 35 And East 6th Street",,"Y","APD","7986","Hispanic","Female"
"CO","3/22/2019","9:38 AM","CAMPING IN A PUBLIC PLACE","800 Block East Cesar Chavez Street",,"N","APD","5193","Hispanic","Male"
"CO","3/22/2019","9:42 AM","CAMPING IN A PUBLIC PLACE","800 Block East Cesar Chavez Street",,"N","APD","5193","Hispanic","Female"
"CO","3/22/2019","10:17 AM","PEDESTRIAN IN ROADWAY/CITY ORDINANCE","East Cesar Chavez Street","North Ih 35","Y","APD","6144","White","Male"
"CO","3/22/2019","10:14 AM","AGGRESSIVE SOLICITATION","East Cesar Chavez Street And North Ih 35",,"Y","APD","5193","Hispanic","Male"
"CO","3/22/2019","9:33 AM","CAMPING IN A PUBLIC PLACE","East Cesar Chavez Street And North Ih 35",,"Y","APD","6144","Black","Male"
