TCAD or WCAD Property ID (s),Auditor,Company,Duct System 1 - Type,Duct System 2 - Type,Duct System 1 - RValue,Duct System 2 - RValue,Duct System 1 - Return Sizing,Duct System 2 - Return Sizing,Duct System 1 - % Leakage,Duct System 2 - % Leakage,System 1 - Location Air Handler,System 2 - Location Air Handler,System 1 - Air Handler Type,System 2 - Air Handler Type,System 1 - Age (years),System 2 - Age (years),System 1 - EER,System 2 - EER,System 1 - sqft/ton,System 2 - sqft/ton,Water Heater - Fuel Type,Water Heating - Tank Type,Toilet Type,Programmable Thermostat Present,Window Screen Area Recommended (sqft),Furnace - Fuel Type,Audit Date,Attic R-Value,Recommended Additional R-Value,Year Built,Bedrooms,Conditioned (sqft),Attic (sqft),Home_Type,As of,Address,Single Member Council Districts,"Boundaries: Zip Code Tabulation Areas, 2017",BOUNDARIES_single_member_districts,Neighborhood Planning Areas,Community Registry,Zipcodes,Zip Codes
136735,Stephen Standley,AUSTIN AUDITORS,,,,,Adequate,,26,,,,,,22,,6,,470,,Elec,Tank,Standard,N,0,Elec,02/25/2014 12:00:00 AM,,0,1992,1,706,706,Condo,05/20/2014 12:00:00 AM,"6000-15 SHEPARD MOUNTAIN CV 1502
Austin, Tx 78730
(30.36437077000045, -97.82911657599965)",,31,,,540,6,3246
328452,Tim Janecek,AUSTEX ENERGY AUDITS,Grey_Flex,,4.2,,Inadequate,,57,,Garage,,Up Flow,,19,,9.5,,448,,Gas,Tank,Water_Saving,Y,117,Elec,06/09/2009 12:00:00 AM,15,23,1978,3,1345,1345,Single Family,05/20/2014 12:00:00 AM,"6309 CAPRIOLA
Austin, Tx 78745
(30.205024168000477, -97.79676530299969)",2,5,4,65,373,23,3259
153911,Scott Freeze,PRECISION INSPECTION,Duct_Board,Duct_Board,4,4,Adequate,Adequate,35,19,Garage,Attic,Up Flow,Horizontal,5,6,9,8,500,522,Elec,Tank,Standard,Y,569,Elec,02/23/2011 12:00:00 AM,17,21,1990,3,3067,1567,Single Family,05/20/2014 12:00:00 AM,"7812 MOONFLOWER
Austin, Tx 78750
(30.389783768000484, -97.8028152659997)",10,39,5,,540,28,3639
276564,Mitchell Young,GREEN LEAF ENERGY,Mylar_Flex,,4,,Adequate,,27,,Closet,,Up Flow,,20,,13,,530,,Gas,Tank,Water_Saving,Y,186,Gas,01/19/2013 12:00:00 AM,22,16,1985,3,1863,800,Single Family,05/20/2014 12:00:00 AM,"2210 WATERWAY BEND
Austin, Tx 78728
(30.44787550400048, -97.67841791499967)",,28,,,540,48,3244
243398,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,4,,Adequate,,14.7,,Closet,,Up Flow,,,,9,,554,,Gas,Tank,Standard,Y,193,Gas,06/19/2009 12:00:00 AM,8,30,1969,4,2217,2000,Single Family,05/20/2014 12:00:00 AM,"1003 COLLINGSWORTH
Austin, Tx 78753
(30.356526732000475, -97.68422625899967)",4,47,9,87,217,78,3642
R075388,Stephen Standley,AUSTIN AUDITORS,Sheet_Metal,,6,,Adequate,,24,,Attic,,Horizontal,,18,,9,,,,Gas,Tank,Standard,N,73,Gas,04/10/2013 12:00:00 AM,19,19,1982,4,1652,1652,Single Family,05/20/2014 12:00:00 AM,"12302 SPLIT RAIL PKWY
Austin, Tx 78750
(30.458433331000435, -97.8050609069997)",6,39,6,,540,28,3639
333066,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Duct_Board,,7,,Adequate,,40,,Attic,,Horizontal,,11,,9,,439,,Elec,Tank,Water_Saving,Y,90,Elec,04/12/2011 12:00:00 AM,25,13,1974,4,1368,1300,Single Family,05/20/2014 12:00:00 AM,"6800 MEADOW RUN
Austin, Tx 78745
(30.19908672200046, -97.79770572399968)",5,5,1,,329,23,3259
220296,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Mylar_Flex,,8,,Adequate,,15,,Attic,,Horizontal,,23,,9,,360,,Gas,Tank,Water_Saving,N,30,Gas,10/21/2011 12:00:00 AM,25,13,1953,2,720,700,Single Family,05/20/2014 12:00:00 AM,"921 E 53 ST
Austin, Tx 78751
(30.312845707000463, -97.71260234399966)",9,6,10,68,217,65,3640
112805,Greg Schroeder,GREEN ZONE HOME,,,,,,,,,,,,,,,,,,,Gas,Tank,Standard,N,213,Elec,11/13/2013 12:00:00 AM,5,33,1946,2,1616,1616,Single Family,05/20/2014 12:00:00 AM,"2404 W 10TH ST
Austin, Tx 78703
(30.28411666900047, -97.77171859299966)",10,26,5,6,126,69,2858
128502,Hunter Konzen,ENERGY AUDIT MASTERS,Grey_Flex,,5,,Adequate,,20,,Attic,,Horizontal,,,,11,,466,,Elec,Tank,Water_Saving,N,0,Elec,10/25/2012 12:00:00 AM,13,25,1984,2,1167,580,Condo,05/20/2014 12:00:00 AM,"3845 RANCH ROAD 2222 12
Austin, Tx 78731
(30.341548688000444, -97.76514156799965)",10,17,5,,217,66,3247
220486,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,18,,Closet,,Up Flow,,18,,10,,648,,Gas,Tank,Water_Saving,Y,0,Gas,08/08/2012 12:00:00 AM,25,0,1982,4,1296,1296,Single Family,05/20/2014 12:00:00 AM,"1315 CORONA DR
Austin, Tx 78723
(30.311155555000482, -97.70210255299969)",4,19,9,84,309,33,3239
303907,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,13,,Attic,,Horizontal,,8,,12,,526,,Gas,Tank,Water_Saving,Y,0,Elec,08/09/2012 12:00:00 AM,25,0,1955,2,1577,1577,Single Family,05/20/2014 12:00:00 AM,"1113 W OLTORF ST
Austin, Tx 78704
(30.24468412200048, -97.76651903599969)",3,9,3,85,64,75,2859
380758,Alan Kowalik,ADVANCED HOME INSPECTIONS,Mylar_Flex,,6,,Adequate,,9,,Attic,,Horizontal,,15,,9,,448,,Elec,Tank,Water_Saving,N,0,Gas,08/16/2012 12:00:00 AM,26,12,1997,4,2239,778,Single Family,05/20/2014 12:00:00 AM,"8821 LA SIESTA BEND
Austin, Tx 78749
(30.21217444800044, -97.88055754099969)",8,38,2,,531,53,3638
241467,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,4,,Adequate,,35.6,,Closet,,Up Flow,,,,9,,529,,Gas,Tank,Water_Saving,Y,0,Gas,09/11/2012 12:00:00 AM,11,27,1966,3,1587,1500,Single Family,05/20/2014 12:00:00 AM,"8104 RIPPLEWOOD DR
Austin, Tx 78757
(30.35679914600047, -97.72310094999966)",7,3,7,9,217,16,3645
262122,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,4,,Adequate,,13.5,,Closet,,Up Flow,,,,10.5,,447,,Gas,Tank,Water_Saving,Y,270,Gas,09/13/2013 12:00:00 AM,19,19,1976,3,1564,1500,Single Family,05/20/2014 12:00:00 AM,"11301 TOLEDO DR
Austin, Tx 78759
(30.40766953700046, -97.74106015199965)",6,51,6,,540,58,3647
114588,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,6,,Inadequate,,13,,Closet,,Up Flow,,16,,11,,592,,Elec,Tank,Standard,Y,0,Gas,12/13/2012 12:00:00 AM,25,0,1965,3,2072,1642,Single Family,05/20/2014 12:00:00 AM,"1903 ELTON LN
Austin, Tx 78703
(30.29277944000046, -97.76672156899969)",10,26,5,6,126,69,2858
273856,James Davis,ENERGY AUDIT MASTERS,Duct_Board,,5,,Adequate,,23.4,,Attic,,Horizontal,,,,11,,556,,Gas,Tank,Water_Saving,Y,96,Gas,01/14/2013 12:00:00 AM,9,29,1984,2,1669,1600,Single Family,05/20/2014 12:00:00 AM,"1903 KLATTENHOFF DR
Austin, Tx 78728
(30.438563675000466, -97.67663064099969)",,28,,,540,48,3244
318678,Beau Delozier,GREENLIFE ENERGY SOLUTIONS,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,10,10,Attic,Attic,Horizontal,Horizontal,23,23,9,9,466,600,Gas,Tank,Water_Saving,Y,98,Gas,11/30/2011 12:00:00 AM,40,0,1991,4,2603,1200,Single Family,05/20/2014 12:00:00 AM,"7909 RICHARD KING TRL
Austin, Tx 78749
(30.219984445000478, -97.8723649799997)",8,38,2,73,531,53,3638
219214,Chad Roesch,A-1 ENERGY AUDITS,Duct_Board,,6,,Adequate,,34,,Closet,,Up Flow,,11,,13,,588,,Elec,Tankless,Water_Saving,N,0,Gas,07/18/2011 12:00:00 AM,11,27,1965,4,2060,1030,Single Family,05/20/2014 12:00:00 AM,"6204 REICHER DR
Austin, Tx 78723
(30.307338203000484, -97.67336522399967)",1,19,8,26,309,33,3239
237601,Brady Zaitoon,SQUARE HOUSE,Grey_Flex,,6,,Adequate,,,,Attic,,Horizontal,,17,,13,,578,,Gas,Tank,Water_Saving,Y,0,Gas,02/28/2013 12:00:00 AM,25,,1951,2,1157,1157,Single Family,05/20/2014 12:00:00 AM,"1506 RICHCREEK
Austin, Tx 78757
(30.346306462000484, -97.72546858399966)",7,3,7,89,217,16,3645
371943,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,14.4,18.5,Attic,Attic,Horizontal,Horizontal,5,18,14,8,496.8,370.3,Gas,Tank,Standard,Y,0,Gas,04/30/2012 12:00:00 AM,30,8,1996,4,3595,1000,Single Family,05/20/2014 12:00:00 AM,"4801 EAGLE FEATHER DR
Austin, Tx 78735
(30.24380292100045, -97.8329738869997)",8,32,2,11,126,49,3251
262336,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,9,,Attic,,Horizontal,,9,,12,,430,,Elec,Tank,Water_Saving,Y,77,Elec,05/03/2013 12:00:00 AM,12,26,1975,3,1294,1294,Single Family,05/20/2014 12:00:00 AM,"4600 GRAY FOX DR
Austin, Tx 78759
(30.41046000500046, -97.73623723599968)",6,51,6,,540,58,3647
R361573,Hung Phi,HP GREEN ENERGY,Mylar_Flex,,6.5,,Adequate,,16,,Garage,,Up Flow,,16,,9,,538,,Elec,Tank,Standard,N,43,Elec,01/11/2010 12:00:00 AM,44,,1998,3,1613,1600,Single Family,05/20/2014 12:00:00 AM,"1524 THIBODEAUX DR
Round Rock, Tx 78664
(30.48155774200046, -97.6546633969997)",,20,,,533,44,8485
339843,James Biddle,QUALITY HOME INSPECTIONS,Grey_Flex,,6,,Adequate,,15.6,,Garage,,Up Flow,,6,,,,457,,Gas,Tank,Standard,N,0,Gas,12/13/2010 12:00:00 AM,17,21,1983,3,1143,,Single Family,05/20/2014 12:00:00 AM,"8903 WAGTAIL COVE
Austin, Tx 78748
(30.187895237000475, -97.8283842999997)",5,37,1,,62,22,3637
244614,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Duct_Board,,4,,Adequate,,,,Closet,,Up Flow,,5,,12,,458,,Elec,Tank,Standard,Y,0,Elec,10/09/2013 12:00:00 AM,16,22,1965,3,1604,990,Single Family,05/20/2014 12:00:00 AM,"8516 PARKFIELD DR
Austin, Tx 78758
(30.358754607000435, -97.71161217699967)",4,22,9,16,63,18,3646
284827,Brady Zaitoon,SQUARE HOUSE,Duct_Board,,6,,Adequate,Adequate,14,,Closet,,Up Flow,,21,,,,481,,Elec,Tank,Water_Saving,Y,0,Elec,01/30/2013 12:00:00 AM,26,,1993,3,1454,974,Single Family,05/20/2014 12:00:00 AM,"1300 SUMMIT ST
Austin, Tx 78741
(30.244266025000456, -97.73325726199965)",9,8,10,64,309,55,3256
187503,James Davis,ENERGY AUDIT MASTERS,,,,,,,,,,,,,,,,,,,Gas,Tank,Water_Saving,N,80,Gas,02/09/2010 12:00:00 AM,13,25,1932,2,792,750,Single Family,05/20/2014 12:00:00 AM,"74 JULIUS ST
Austin, Tx 78702
(30.252023908000467, -97.71728786799969)",3,7,3,66,309,1,2857
122591,Rob Scott,GREEN COLLAR OPERATIONS,Duct_Board,Duct_Board,4,4,Adequate,,6.25,7,Closet,Attic,Up Flow,Horizontal,4,,,,538,412,Elec,Tank,Water_Saving,Y,0,Elec,06/24/2013 12:00:00 AM,,14,1990,5,4499,2884,Single Family,05/20/2014 12:00:00 AM,"6004 NORTHERN DANCER
Austin, Tx 78746
(30.318427830000473, -97.81511180599966)",10,10,5,,217,29,3260
222522,James Davis,ENERGY AUDIT MASTERS,Sheet_Metal,,4,,Adequate,,19,,Closet,Attic,Up Flow,Horizontal,17,,10.5,,493,,Gas,Tank,Water_Saving,N,122,Gas,05/14/2011 12:00:00 AM,19,19,1957,2,985,900,Single Family,05/20/2014 12:00:00 AM,"2202 BRISTOL DR
Austin, Tx 78723
(30.31455599500049, -97.68295775599967)",1,19,8,84,309,33,3239
256784,Greg Hecker,ATTIC CARE LTD CO,Grey_Flex,,6,,Adequate,,8.12,,Closet,,Up Flow,,19,,10,,400,,Gas,Tank,Water_Saving,Y,36,Gas,12/12/2010 12:00:00 AM,,28,1978,3,1604,1404,Single Family,05/20/2014 12:00:00 AM,"1602 CRICKET HOLLOW
Austin, Tx 78758
(30.38523563500047, -97.70194857999968)",4,22,9,,217,18,3646
120780,Gene Bautista,GREEN COLLAR OPERATIONS,Sheet_Metal,Sheet_Metal,6,6,Adequate,Adequate,40,74,Closet,Closet,Up Flow,Up Flow,,,,,540,596,Elec,Tank,Water_Saving,Y,0,Gas,03/08/2010 12:00:00 AM,18,20,1971,4,2868,1300,Single Family,05/20/2014 12:00:00 AM,"3102 MAYWOOD AVE
Austin, Tx 78703
(30.30892531200044, -97.7668719889997)",10,26,5,6,126,69,2858
251151,Brady Zaitoon,SQUARE HOUSE,Duct_Board,Duct_Board,4,4,Adequate,Adequate,27,18,Closet,Closet,Up Flow,Up Flow,20,20,12,14,406,406,Elec,Tank,Water_Saving,Y,125,Elec,09/17/2013 12:00:00 AM,15,0,1975,2,1627,200,Town Homes,05/20/2014 12:00:00 AM,"8318 SUMMERWOOD DR
Austin, Tx 78759
(30.37342944100044, -97.74734344499967)",10,51,5,,217,58,3647
800742,Amir Faghih,APPROVED ENERGY AUDITS,,,5,,Inadequate,,32,,Attic,,Horizontal,,29,,7.5,,500,,Gas,Tank,Water_Saving,N,12,Gas,04/28/2011 12:00:00 AM,19,19,1982,2,1000,600,Duplex,05/20/2014 12:00:00 AM,"1806 CINNAMON PATH A
Austin, Tx 78704
(30.242324778000466, -97.77685419299968)",5,9,1,22,441,75,2859
131413,Trent Brazziel,AUSTIN GREENTEAM,Duct_Board,,4,,Adequate,,32,,Attic,,Horizontal,,3,,,,521,,Gas,Tank,Water_Saving,Y,186,Elec,03/13/2012 12:00:00 AM,13,25,1980,3,2084,1524,Single Family,05/20/2014 12:00:00 AM,"5905 PASEO DELTORO
Austin, Tx 78731
(30.343775379000476, -97.76370487799966)",10,17,5,,217,66,3247
R049866,James Davis,ENERGY AUDIT MASTERS,Mylar_Flex,,6,,Adequate,,7.6,,Closet,,Up Flow,,,,,,553,,Gas,Tank,Standard,Y,86,Gas,10/19/2009 12:00:00 AM,28,10,1989,4,1660,900,Single Family,05/20/2014 12:00:00 AM,"12707 HANNA COVE
Austin, Tx 78729
(30.444003669000438, -97.7617719219997)",,30,,,540,46,3245
297807,Mike Ratterree,MODERN HOME & AIR,Grey_Flex,,6,,Adequate,,21.2,,Closet,,Up Flow,,15,,8,,373,,Gas,Tank,Standard,N,129,Gas,05/12/2010 12:00:00 AM,15,23,1983,2,887,746,Duplex,05/20/2014 12:00:00 AM,"7322 SALT SPRINGS A
Austin, Tx 78744
(30.165706508000483, -97.7415268099997)",2,25,4,,484,20,3258
R057214,Sam Bruce,GREEN ZONE HOME,Mylar_Flex,,4,,Adequate,,10,,Garage,,Up Flow,,7,,11.5,,,,Gas,Tank,Standard,Y,132,Gas,06/28/2013 12:00:00 AM,15.6,22.6,1983,3,1506,1268,Single Family,05/20/2014 12:00:00 AM,"13116 MILL STONE DR
Austin, Tx 78729
(30.462529019000442, -97.78325000499967)",6,30,6,,540,46,3245
321980,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,6,,Inadequate,,19,,Attic,,Horizontal,,9,,9,,,,Gas,Tank,Water_Saving,Y,72,Gas,11/20/2012 12:00:00 AM,19,19,1993,4,1867,1600,Single Family,05/20/2014 12:00:00 AM,"6041 ABILENE TRL
Austin, Tx 78749
(30.218164008000485, -97.87026502199967)",8,38,2,,531,53,3638
503840,Lynn Howden,AUSTIN QUALITY GREEN ENERGY AUDITS,Sheet_Metal,,4,,Inadequate,,50,,Closet,,Up Flow,,4,,11,,488,,Elec,Tank,Water_Saving,N,27,Gas,07/16/2010 12:00:00 AM,18,20,1972,3,1220,995,Single Family,05/20/2014 12:00:00 AM,"11701 NATRONA DR
Austin, Tx 78759
(30.414944181000465, -97.74153509999968)",6,51,6,,540,58,3647
108009,James Davis,ENERGY AUDIT MASTERS,Grey_Flex,Grey_Flex,5,5,Adequate,Adequate,87,36.6,Attic,Attic,Horizontal,Horizontal,,,10,8,600,600,Elec,Tank,Water_Saving,Y,207,Elec,06/15/2010 12:00:00 AM,13,25,1981,4,3544,750,Single Family,05/20/2014 12:00:00 AM,"1609 BARCLAY DR
Austin, Tx 78746
(30.276184679000437, -97.82511532999968)",8,10,2,,179,29,3260
237217,Bob Woerner,BUILDING PERFORMANCE AUDITS,Sheet_Metal,,4,,Inadequate,,14.4,,Attic,,Horizontal,,16,,9.5,,578,,Elec,Tank,Water_Saving,Y,0,Elec,06/16/2010 12:00:00 AM,11,27,1964,3,1734,1734,Single Family,05/20/2014 12:00:00 AM,"6801 LEXINGTON RD
Austin, Tx 78757
(30.349395402000482, -97.74715986199965)",7,3,7,53,217,16,3645
333992,Amir Faghih,APPROVED ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,21,,Closet,,Up Flow,,3,,12.5,,663,,Gas,Tank,Water_Saving,N,98,Gas,02/12/2010 12:00:00 AM,19,19,1978,3,1327,1327,Single Family,05/20/2014 12:00:00 AM,"3300 PLANTATION RD
Austin, Tx 78745
(30.199195688000486, -97.83346778599969)",5,5,1,,62,23,3259
362851,Chad Roesch,A-1 ENERGY AUDITS,Grey_Flex,,8,,Adequate,,16,,Closet,,Up Flow,,15,,10,,533,,Gas,Tank,Water_Saving,Y,40,Gas,10/13/2011 12:00:00 AM,38,0,1999,4,1866,1866,Single Family,05/20/2014 12:00:00 AM,"13013 WITHERS WAY
Austin, Tx 78727
(30.419543243000476, -97.68466922799968)",7,24,7,,540,36,3243
193636,Andy Pell,1 EARTH ENERGY AUDITS,Mylar_Flex,,6,,Adequate,,30,,Attic,,Horizontal,,14,,11,,523,,Elec,Tank,Water_Saving,N,0,Elec,06/13/2013 12:00:00 AM,40,0,1945,2,784,584,Single Family,05/20/2014 12:00:00 AM,"1100 CHERICO ST
Austin, Tx 78702
(30.263837209000485, -97.70129596999965)",3,7,3,29,309,1,2857
128119,Andy Pell,1 EARTH ENERGY AUDITS,Duct_Board,,6,,Inadequate,,20,,Closet,,Up Flow,,21,,11,,644,,Elec,Tankless,Water_Saving,N,0,Gas,07/14/2011 12:00:00 AM,28,0,1959,2,2437,1333,Single Family,05/20/2014 12:00:00 AM,"5100 RIDGEMOORE DR
Austin, Tx 78731
(30.33615607200045, -97.76602632099969)",10,17,5,,217,66,3247
542278,Greg Schroeder,GREEN ZONE HOME,Duct_Board,,4,,Inadequate,,42,,Closet,,Horizontal,,11,,9,,455,,Elec,Tank,Water_Saving,Y,20,Elec,01/15/2014 12:00:00 AM,,,1982,1,676,,Condo,05/20/2014 12:00:00 AM,"9100 MOUNTAIN RIDGE DR 102
Austin, Tx 78759
(30.38729887700049, -97.75349052999968)",10,51,5,,217,58,3647
233537,Brian Meyerdirk,HIGH PERFORMANCE ENERGY,Mylar_Flex,,8,,Adequate,,14,,Closet,,Up Flow,,9,,11.5,,,,Gas,Tank,Standard,N,0,Gas,09/22/2009 12:00:00 AM,21,17,1948,2,750,750,Single Family,05/20/2014 12:00:00 AM,"1906 PEQUENO ST
Austin, Tx 78757
(30.337455369000452, -97.73551829999968)",7,3,7,25,217,16,3645
102623,Efrain Ramirez,"EARTH ANGELS ENERGY AUDITS, LLC",Grey_Flex,,6,,Adequate,,8,,Attic,,Horizontal,,7,,7,,517,,Gas,Tank,Water_Saving,N,98,Elec,05/10/2011 12:00:00 AM,30,8,1940,2,1294,1294,Single Family,05/20/2014 12:00:00 AM,"1504 BLUEBONNET LN
Austin, Tx 78704
(30.256067482000446, -97.77126496399967)",5,9,1,2,217,75,2859
552926,Amir Faghih,APPROVED ENERGY AUDITS,Duct_Board,,5,,Adequate,,35,,Closet,,Up Flow,,14,,9,,425,,Gas,Tank,Standard,Y,60,Gas,02/01/2011 12:00:00 AM,19,19,1976,1,640,420,Fourplex,05/20/2014 12:00:00 AM,"3107 GLEN ORA ST B
Austin, Tx 78704
(30.240088612000477, -97.78078643299966)",5,9,1,22,441,75,2859
269185,James Davis,ENERGY AUDIT MASTERS,Grey_Flex,,5,,Adequate,,43.2,,Garage,,Up Flow,,,,11,,458,,Gas,Tank,Water_Saving,Y,153,Gas,07/06/2010 12:00:00 AM,19,19,1983,3,1374,1300,Single Family,05/20/2014 12:00:00 AM,"1916 ELYSIAN FIELDS
Austin, Tx 78727
(30.423486142000456, -97.68897810999965)",7,24,7,,540,36,3243
542853,Trent Brazziel,AUSTIN GREENTEAM,Grey_Flex,,4,,Inadequate,,27,,Attic,,Horizontal,,7,,,,491,,Gas,Tank,Standard,N,130,Elec,03/12/2012 12:00:00 AM,19,19,1983,2,983,495,Condo,05/20/2014 12:00:00 AM,"11301 JOLLYVILLE RD G-1
Austin, Tx 78759
(30.410477771000444, -97.74763007199965)",10,51,5,,540,58,3647
261770,Deron Neblett,1ST CHOICE ENERGY,Grey_Flex,,4,,Inadequate,,34.6,,Garage,,Up Flow,,14,,,,468,,Elec,Tank,Water_Saving,Y,121,Elec,11/21/2012 12:00:00 AM,,23,1983,3,1641,873,Single Family,05/20/2014 12:00:00 AM,"11901 SNOW FINCH
Austin, Tx 78758
(30.398587484000473, -97.70007602799967)",7,22,7,,217,18,3646
503874,Andy Pell,1 EARTH ENERGY AUDITS,Sheet_Metal,,6,,Inadequate,,17,,Garage,,Up Flow,,14,,10,,392,,Elec,Tank,Standard,Y,0,Elec,03/09/2012 12:00:00 AM,15,23,1972,3,1178,878,Single Family,05/20/2014 12:00:00 AM,"11612 FAST HORSE DR
Austin, Tx 78759
(30.413436427000477, -97.74065626799967)",6,51,6,,540,58,3647
198528,Andy Pell,GREEN CITY ENERGY AUDITS,,,,,,,,,,,,,,,,,,,Elec,Tank,Standard,N,12,Elec,05/11/2009 12:00:00 AM,,20,1930,2,720,720,Single Family,05/20/2014 12:00:00 AM,"1905 E 18TH ST
Austin, Tx 78752
(30.27884367800044, -97.7204265529997)",1,7,8,23,309,1,2857
522555,Alan Kowalik,ADVANCED HOME INSPECTIONS,Mylar_Flex,,6,,Adequate,,8.2,,Closet,,Up Flow,,14,,9,,514.3,,Gas,Tank,Water_Saving,Y,0,Gas,10/15/2013 12:00:00 AM,22,16,2000,3,2057,1712,Single Family,05/20/2014 12:00:00 AM,"5701 DRIFTWOOD DR
Austin, Tx 78731
(30.36252695100046, -97.78764416499968)",10,17,5,,217,66,3247
227661,Scott Lawton Phillips,ENERGY ACTION,Duct_Board,,4,,Inadequate,,27,,Closet,,Up Flow,,14,,9.5,,367,,Elec,Tank,Water_Saving,Y,30,Gas,09/28/2011 12:00:00 AM,,,1968,1,564,,Condo,05/20/2014 12:00:00 AM,"2122 HANCOCK DR #108
Austin, Tx 78756
(30.32285396800046, -97.74059467899968)",7,12,7,74,217,7,3644
139383,Vance Acker,GREEN LEAF ENERGY,Mylar_Flex,Mylar_Flex,6,6,Adequate,Adequate,15.6,17.4,Attic,Attic,Horizontal,Horizontal,19,19,9,9,600,500,Gas,Tank,Standard,Y,0,Gas,04/22/2013 12:00:00 AM,22,16,1995,3,2883,1500,Single Family,05/20/2014 12:00:00 AM,"5906 LONG CT
Austin, Tx 78730
(30.361565210000435, -97.79969197799966)",10,31,5,,540,6,3246
124544,William Sherman,AXIS GREEN SERVICES,Mylar_Flex,,8,,Inadequate,,16,,Closet,,Up Flow,,4,,4.5,,498,,Gas,Tank,Water_Saving,Y,0,Gas,06/03/2011 12:00:00 AM,22,16,1955,3,1992,1992,Single Family,05/20/2014 12:00:00 AM,"5017 HIGHLAND CT
Austin, Tx 78731
(30.330372600000487, -97.75644918599966)",10,17,5,,126,66,3247
365590,Jay Hill,ADVANCED ENERGY SOLUTIONS,Mylar_Flex,Mylar_Flex,8,8,Adequate,Adequate,5.8,8.2,Attic,Attic,Horizontal,,9,18,12.5,10.5,640,530,Gas,Tank,Water_Saving,Y,0,Elec,10/05/2012 12:00:00 AM,38,,1996,3,2927,,Single Family,05/20/2014 12:00:00 AM,"4201 SUN SPIRIT
Austin, Tx 78735
(30.253775979000466, -97.83241133099966)",8,32,2,11,126,49,3251
369584,Stew Ford,CITY CONSERVATION HEATING & AIR CONDITIONING,Duct_Board,,6,,Adequate,,5,,Attic,,Horizontal,,,,,,,,Gas,Tank,Standard,Y,0,Elec,06/06/2009 12:00:00 AM,25,13,1995,4,2274,2274,Single Family,05/20/2014 12:00:00 AM,"1529 CUTTING HORSE LANE
Austin, Tx 78727
(30.416795413000443, -97.68337466799966)",7,24,7,,540,36,3243
466029,Jeff Geissen,AUSTIN GREEN & CONSERVATION,Mylar_Flex,,6,,Adequate,,14,,Attic,,Horizontal,,15,,8,,581,,Gas,Tank,Water_Saving,Y,0,Gas,05/27/2010 12:00:00 AM,30,,1999,3,2324,2324,Single Family,05/20/2014 12:00:00 AM,"4420 COMPANEROS WAY
Austin, Tx 78749
(30.19557613200044, -97.8590498479997)",8,38,2,,62,53,3638
124304,Stephen Standley,AUSTIN AUDITORS,Mylar_Flex,,6,,Adequate,,8,,Attic,,Horizontal,,20,,14,,542,,Elec,Tankless,Water_Saving,Y,0,Elec,06/27/2013 12:00:00 AM,35,0,1950,3,1836,1836,Single Family,05/20/2014 12:00:00 AM,"4806 W PARK DR
Austin, Tx 78731
(30.325631408000447, -97.75322285299967)",10,17,5,53,217,66,3247
160630,Sam Bruce,GREEN ZONE HOME,Duct_Board,Duct_Board,2,2,Inadequate,Adequate,32,18,Garage,Attic,Up Flow,Horizontal,13,6,8,9,,,Elec,Tank,Standard,Y,304,Elec,05/23/2013 12:00:00 AM,22,16,1981,4,2861,832,Single Family,05/20/2014 12:00:00 AM,"7205 CARLWOOD DR
Austin, Tx 78759
(30.420844909000436, -97.7715823859997)",10,51,5,,540,58,3647
160793,Rick Von Schnier,GREEN BUILDING AUTHORITY,Mylar_Flex,Mylar_Flex,10,6,Adequate,Adequate,18,26,Attic,Attic,Horizontal,Horizontal,2,18,9.5,9.5,621,544,Elec,Tank,Standard,Y,15,Elec,04/04/2012 12:00:00 AM,30,0,1994,6,4661,2917,Single Family,05/20/2014 12:00:00 AM,"7438 FIREOAK DR
Austin, Tx 78759
(30.420103468000434, -97.77410754799968)",10,51,5,,540,58,3647
312895,Ronald Holan,GREEN YOUR HUT,Sheet_Metal,,,,Inadequate,,21,,Closet,,Up Flow,,,,9,,473,,Elec,Tank,Standard,N,124,Elec,04/16/2010 12:00:00 AM,6,32,1957,3,1182,1182,Single Family,05/20/2014 12:00:00 AM,"4801 MANCHACA
Austin, Tx 78745
(30.22390484100049, -97.7921354449997)",5,5,1,92,373,23,3259
228719,Brady Zaitoon,SQUARE HOUSE,Mylar_Flex,,6,,Adequate,,12,,Attic,,Horizontal,,10,,10.5,,497,,Gas,Tank,Water_Saving,N,180,Gas,10/03/2013 12:00:00 AM,30,0,1950,2,1493,1100,Single Family,05/20/2014 12:00:00 AM,"5709 JOE SAYERS AVE
Austin, Tx 78756
(30.33003622700045, -97.7331340829997)",7,12,7,25,217,7,3644
