"bill_no","title","enacted_bill","sponsors","co_sponsors","introduction_date","expiration_date_of_pending_bills","public_hearing_date","action_date","effective_date","effective_date_2","sunset_date","mc_code_chapter","mc_code_section","lmc_chapter_no","status","yeas","nays","abstain","absent","final_vote","executive_action","lead_analyst","veto_override_date","veto_override_vote","disapprove_date","voted_to_disapprove_vote","withdrawn_date"
"12-14","Personnel - Telecommuting - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?897_1_2219_Bill_12-14_Signed_20140731.pdf","Berliner, Floreen, Riemer, Leventhal, Elrich, Andrews, Navarro",,"2014-01-28T00:00:00.000",,"2014-02-11T00:00:00.000","2014-04-22T00:00:00.000","2014-07-31T00:00:00.000",,,"33, Article II","33-24","Ch. 12, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/01/2014","Robert Drummer",,,,,
"42-17E","Property Tax - Advance Payment - Authorized","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1468_1_482_Bill_42-17E_Signed_20171226.pdf","Riemer",,"2017-12-26T00:00:00.000",,"2017-12-26T00:00:00.000","2017-12-26T00:00:00.000","2017-12-26T00:00:00.000",,,"52","52-2A","Ch. 38, LMC 2017","Enacted","Elrich, Berliner, Riemer, Navarro, Katz, Floreen, Leventhal","Rice","Hucker",,"7 Yeas - 1 Nays","Approved 12/26/17","Robert Drummer",,,,,
"5-18E","Special Taxing District - White Flint -Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2554_1_348_Bill_5-18E_Signed_20180424.pdf","Riemer",,"2018-03-06T00:00:00.000",,"2018-04-03T00:00:00.000","2018-04-17T00:00:00.000","2018-04-24T00:00:00.000",,,"Amending 68C","68C-1 and 68C-2","Ch. 9. LMC 2018","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/24/18","Glenn Orlin",,,,,
"19-13","Common Ownership Communities - Administrative Hearing - Attorney's Fees","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?870_1_2442_Bill_19-13_Signed_20140203.pdf","Leventhal",,"2013-06-18T00:00:00.000",,"2013-07-09T00:00:00.000","2013-10-22T00:00:00.000","2014-02-03T00:00:00.000",,"2016-09-01T00:00:00.000","10B","10B-13","Ch. 29, LMC 2013","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/04/2013","Robert Drummer",,,,,
"5-21","Agricultural Land Preservation � Solar Collection System � Dedication of Business Personal Property Tax Revenue","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2696_1_17876_Bill_5-21_Signed_20211207.pdf","Friedson","Rice, Katz","2021-01-19T00:00:00.000",,"2021-03-09T00:00:00.000","2021-11-30T00:00:00.000","2022-03-08T00:00:00.000",,,,,"Ch. 33, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Katz, Navarro, Rice","Riemer",,"Jawando","7 Yeas - 1 Nays","Approved 12/7/2021",,,,,,
"24-17","Land Use Information - Burial Sites","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1450_1_647_Bill_24-17_Signed_20171115.pdf","Rice, Berliner, Leventhal","Katz, Navarro, Hucker, Elrich","2017-06-27T00:00:00.000",,"2017-09-12T00:00:00.000","2017-10-31T00:00:00.000","2018-02-09T00:00:00.000",,,"Amending 33A","Sections 33A-17","Ch. 31. LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/10/17","Jeffrey Zyontz",,,,,
"47-16E","Montgomery County Economic Development Corporation -Board of Directors - Initial Terms - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1057_1_894_Bill_47-16E_Signed_20161219.pdf","Council President at the Request of the County Executive",,"2016-11-15T00:00:00.000",,"2016-11-29T00:00:00.000","2016-12-13T00:00:00.000","2016-12-19T00:00:00.000",,,"Amending 30","Section 30B-3","Ch. 41, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/19/16","Robert Drummer",,,,,
"6-11","Advisory Board for the Montgomery Cares Program - Membership","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?775_1_3194_Bill_6-11_Signed_20110712.pdf","Council President at the Request of the County Executive",,"2011-03-08T00:00:00.000","2012-09-08T00:00:00.000","2011-03-29T00:00:00.000","2011-04-05T00:00:00.000","2011-07-12T00:00:00.000",,,"24","24-50","Ch. 4, LMC 2011","Enacted","Andrews, Berliner, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,"Elrich","8 Yeas - 0 Nays","Approved 04/12/2011","Amanda Mihill",,,,,
"15-11","Special Capital Improvements Project - Travilah Road","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?783_1_3137_Bill_15-11_Signed_20110922.pdf","Council President at the Request of the County Executive",,"2011-05-17T00:00:00.000","2011-11-17T00:00:00.000","2011-06-14T00:00:00.000","2011-06-14T00:00:00.000","2011-09-22T00:00:00.000",,,"Adding to the 2011 Laws of Montgomery County",,"Ch. 11, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 06/23/2011","Glenn Orlin",,,,,
"28-19E","Technical Corrections","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2624_1_9742_Bill_28-19E_Signed_20191009.pdf","County Council",,"2019-09-17T00:00:00.000",,"2019-10-01T00:00:00.000","2019-10-01T00:00:00.000","2019-10-09T00:00:00.000",,,"Amending 1A; 2;15A;16;18A;19;19A;20;22A;24;25A;ARTICLE 1X; 27;29;31C;33A;49;52;54;68C. 2018 MCC Ch. 12.","Amending Sections 1A-102;Section 2-81B;Sections 15A-5 and 15A-12;Section 16-27;Section 18A-35;Section 19-68;Section 19A-12;Section 20-76E;Section 22A-3;Section 24-9;Sections 25A-3, 25A-5, 25A-5A, and 25A-8;Section 27-64;Section 29-19;Sections 31C-5, 31C-6, and 31C-11;Sections 33A-2, 33A-3, and 33A-14;Section 49-62;Section 52-47;Sections 54-1, 54-3, 54-7, 54-8, 54-11, 54-14, 54-17, 54-20, 54-21, 54-22, 54-22A, 54-25, 54-26, 54-28, 54-30, 54-32, 54-33, 54-39, 54-43, 54-45, and 54-47;Section 68C-2","Ch. 23. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/9/19","Amanda Mihill",,,,,
"28-12","Personnel - Merit System Review Commission - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?838_1_2710_Bill_28-12_Signed_20130306.pdf","Government Operations and Fiscal Policy Committee",,"2012-10-16T00:00:00.000","2014-04-16T00:00:00.000","2012-11-13T00:00:00.000","2012-11-27T00:00:00.000","2013-03-06T00:00:00.000",,,"33","33-5","Ch. 24, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/05/2012","Amanda Mihill",,,,,
"25-17E","Elections - Public Campaign Financing - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1451_1_637_Bill_25-17E_Signed_20170801.pdf","Navarro, Katz, Riemer, Elrich",,"2017-07-11T00:00:00.000",,"2017-07-18T00:00:00.000","2017-07-25T00:00:00.000","2017-08-01T00:00:00.000",,,"Amending 16","Section 16-22 and 16-23","Ch. 23, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/1/17","Robert Drummer",,,,,
"8-21E","Administration - Department of Technology Services - Renamed","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2699_1_14388_Bill_8-21E_Signed_20210430.pdf","Council President at the Request of the County Executive",,"2021-02-23T00:00:00.000",,"2021-03-16T00:00:00.000","2021-04-20T00:00:00.000","2021-04-30T00:00:00.000",,,,,"Ch. 10, 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/30/2021",,,,,,
"28-13","Elected Officials - Compensation","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?879_1_2356_Bill_28-13_BecameLaw_20140204.pdf","Council President at the request of the Committee to Study Compensation of County Executive, County Council, Sheriff, State's Attorney",,"2013-10-01T00:00:00.000",,"2013-10-22T00:00:00.000","2013-10-22T00:00:00.000","2014-02-04T00:00:00.000",,,"1A; 2","1A-106; 2-7 and 2-123A","Ch. 30, LMC 2013","Enacted","Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer","Andrews",,,"8 Yeas - 1 Nays","Returned unsigned 11/04/2013","Josh Hamlin",,,,,
"44-14","Landlord-Tenant Relations - Licensing of Rental Housing - Common Ownership Community Fees","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?929_1_1959_Bill_44-14_Signed_20150612.pdf","Leventhal, Floreen, Branson",,"2014-09-23T00:00:00.000",,"2014-10-21T00:00:00.000","2015-03-03T00:00:00.000","2015-06-12T00:00:00.000",,,"29","29-1 and 29-19","Ch. 10, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 3/13/2015","Michael Faden",,,,,
"28-14","Cable Communications - Community Media Organizations","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?913_1_2090_Bill_28-14_Signed_20141022.pdf","Council President at the Request of the County Executive",,"2014-05-06T00:00:00.000",,"2014-07-08T00:00:00.000","2014-07-15T00:00:00.000","2014-10-22T00:00:00.000",,,"8A","8A-3 and 8A-32","Ch. 23, LMC 2014","Enacted","Andrews, Berliner, Branson, Elrich, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/23/2014","Amanda Mihill",,,,,
"4-16","Administration - Boards, Committees, and Commissions - Various Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1005_1_1257_Bill_4-16_Signed_20160720.pdf","Government Operations and Fiscal Policy Committee",,"2016-03-01T00:00:00.000",,"2016-03-22T00:00:00.000","2016-04-12T00:00:00.000","2016-07-20T00:00:00.000",,,"Amending 2, 5, 10A, 24, 27, 41 Article III","2-46, 5-104, 10A-4, 24-61, 27-35 and 27-51, 41-21, 41-25, 41-26, 41-27, 41-28, 41-29, and 41-30","Ch. 12, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 4/20/2016","Robert Drummer",,,,,
"17-17E","Landlord-Tenant Relations - Duties of Director - Licensing of Rental Housing - Fees","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1443_1_721_Bill_17-17E_Signed_20170701.pdf","Council President at request of Planning Board","Hucker","2017-05-16T00:00:00.000",,"2017-06-13T00:00:00.000","2017-06-20T00:00:00.000","2017-07-01T00:00:00.000",,,"Amending 29","29-6, 29-20","Ch. 17, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 6/29/2017","Josh Hamlin",,,,,
"34-11E","Biotechnology Investment Incentive Tax Credit Supplement - Amendment","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?805_1_2987_Bill_34-11E_Signed_20111207.pdf","Council President at the Request of the County Executive",,"2011-10-25T00:00:00.000","2013-04-25T00:00:00.000","2011-11-15T00:00:00.000","2011-11-29T00:00:00.000","2011-12-07T00:00:00.000",,,"20, Finance","20-76A","Ch. 23, LMC 2011","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/07/2011","Michael Faden",,,,,
"22-20E","Position Creation and Position Alteration - Director of Strategic Partnerships and Director of Criminal Justice Coordinating Commission","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2661_1_14449_Bill_22-20E_Signed_20210525.pdf","Council President at the Request of the County Executive",,"2020-04-14T00:00:00.000",,"2020-05-05T00:00:00.000","2021-05-18T00:00:00.000","2021-05-25T00:00:00.000",,,,,"Ch. 11. LMC 2021","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/25/2021",,,,,,
"45-10","Personnel - Disability Retirement - Eligibility - Total and Partial Incapacity","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?754_1_3356_Bill_45-10_Signed_20120701.pdf","Trachtenberg","Andrews, Berliner","2010-07-27T00:00:00.000","2012-01-27T00:00:00.000","2010-09-28T00:00:00.000","2011-06-28T00:00:00.000","2012-07-01T00:00:00.000",,,"33","33-43, 33-128, 33-129, and 33-131","Ch. 13, LMC 2011","Enacted","Ervin, Berliner, Navarro, Rice, Andrews, Floreen, Riemer","Leventhal","Elrich",,"7 Yeas - 1 Nays","Approved 7/11/11","Robert Drummer",,,,,
"37-15","Boards, Committees, and Commissions - Advocacy","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?987_1_1415_Bill_37-15_Signed_20160811.pdf","Leventhal, Berliner, Rice",,"2015-09-15T00:00:00.000",,"2015-10-06T00:00:00.000","2016-05-03T00:00:00.000","2016-08-11T00:00:00.000",,,"Amending 2B, 8A, 10A, 18A, 19, 21, 24, 27, 31B, 48 and 49","2B-2, 8A-30, 10A-4, 18A-8A, 19-49, 21-2, 24-7, 24-8, 24-39, 24-40, 24-44, 24-60, and 24-60A, 27-5, 27-48, 27-52A, 27-61, and 27-63, 31B-4, 48-42, 49-80","Ch. 15, LMC 2016","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/12/2016","Amanda Mihill",,,,,
"2-12","Personnel - Retirement Trust Funds - Emerging Investment Managers","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?813_1_2916_Bill_2-12_Signed_20120615.pdf","Council President at the Request of the County Executive",,"2012-01-17T00:00:00.000","2013-07-17T00:00:00.000","2012-02-14T00:00:00.000","2012-03-06T00:00:00.000","2012-06-15T00:00:00.000",,,"33","33-60B and 33-162A","Ch. 3, LMC 2012","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 03/16/12","Robert Drummer",,,,,
"1-22","Eating and Drinking Establishments � Healthy Meals for Children","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2742_1_22446_Bill_1-22_Signed_20220301.pdf","Rice","Albornoz, Jawando, Hucker, Navarro","2022-01-11T00:00:00.000",,"2022-02-01T00:00:00.000","2022-03-01T00:00:00.000","2023-03-15T00:00:00.000","2023-09-15T00:00:00.000",,,,"Ch. 8, 2022","Enacted","Albornoz, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer","Friedson",,,"8 Yeas - 1 Nays","Approved 3/14/2022",,,,,,
"4-19","Personnel - Merit System - Requesting Salary History - Prohibited","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2600_1_81_Bill_4-19_Signed_20190520.pdf","Glass","Navarro, Katz, Friedson, Jawando, Rice, Hucker, Riemer, Albornoz","2019-03-05T00:00:00.000",,"2019-03-26T00:00:00.000","2019-05-07T00:00:00.000","2019-08-15T00:00:00.000",,,"Adding Ch. 33; Article II","Section 33-25","Ch. 8. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/16/19","Robert Drummer",,,,,
"26-12","Swimming Pools - Defibrillators","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?836_1_2725_Bill_26-12_Signed_20131113.pdf","Leventhal, Riemer, Rice, Navarro, Andrews, Elrich, Floreen",,"2012-09-11T00:00:00.000","2012-03-11T00:00:00.000","2012-10-16T00:00:00.000","2012-11-13T00:00:00.000","2013-11-13T00:00:00.000",,,"51","Amending 51-1; and adding 51-16A","Ch. 23, LMC 12","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 11/26/2012","Amanda Mihill",,,,,
"57-10E","Personnel - Collective Bargaining - Impasse Procedures","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?766_1_3264_Bill_57-10E_Signed_20101222.pdf","Ervin","Floreen, Andrews, Berliner, Elrich, Knapp, Navarro, Trachtenberg, Leventhal","2010-11-23T00:00:00.000","2012-05-23T00:00:00.000","2010-12-07T00:00:00.000","2010-12-14T00:00:00.000","2010-12-22T00:00:00.000",,,"33","33-81, 33-108, and 33-153","Ch. 57, LMC 2010","Enacted","Andrews, Berliner, Elrich, Ervin, Floreen, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/22/2010","Robert Drummer",,,,,
"16-16","Personnel - Benefits for Domestic Partner of Employee - Repeal","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1017_1_1159_Bill_16-16_Signed_20161006.pdf","Leventhal","Katz","2016-04-19T00:00:00.000",,"2016-05-03T00:00:00.000","2016-06-28T00:00:00.000","2016-10-06T00:00:00.000",,,"Amending 33","33-22","Ch. 21, LMC 2016","Enacted","Berliner,  Floreen, Katz, Leventhal, Navarro, Riemer","Elrich, Hucker, Rice",,,"6 Yeas - 3 Nays","Approved 7/7/2016","Robert Drummer",,,,,
"40-15E","Economic Development - Workforce Development - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?989_1_1397_Bill_40-15E_Signed_20151018.pdf","Council President at the Request of the County Executive",,"2015-09-29T00:00:00.000",,"2015-10-13T00:00:00.000","2015-10-13T00:00:00.000","2015-10-18T00:00:00.000",,,"Amending  30B; Adding 30B","30B-1, 30B-2, and 30B-4; 30B-8, 30B-9, 30B-10, 30B-11, 30B-12, 30B-13, and 30B-14","Ch. 48, LMC 2015","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 10/18/2015","Robert Drummer",,,,,
"16-20E","Economic Development Fund - Public Health Emergency Grant Program - Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2655_1_10568_Bill_16-20E_Signed_20200403.pdf","County Council",,"2020-03-24T00:00:00.000",,"2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2020-04-03T00:00:00.000",,,,,"Ch. 9. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Riemer",,"Rice",,"8 Yeas - 0 Nays","Approved 4/3/20",,,,,,
"1-19","Police - Officer Involved Death - Independent Investigation","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2597_1_105_Bill_1-19_Signed_20190520.pdf","Jawando","Rice, Riemer, Navarro, Albornoz, Katz, Friedson, Glass, Hucker","2019-01-15T00:00:00.000",,"2019-03-05T00:00:00.000","2019-05-07T00:00:00.000","2020-01-01T00:00:00.000",,,"Amending Ch. 35","Section 35-2","Ch. 6. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/16/19","Robert Drummer",,,,,
"36-18","Transportation Management - Transportation Demand Management (TDM) Plan - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2592_1_10470_Bill_36-18_Signed_20191212.pdf","Council President at the Request of the County Executive",,"2018-11-13T00:00:00.000",,"2018-12-04T00:00:00.000","2019-12-03T00:00:00.000","2020-03-13T00:00:00.000",,,"Amending Ch. 42A: Adding Ch. 42A","Amending Sections 42A-21, 42A-22, 42A-23, 42A-24, 42A-25, 42A-26, 42A-27, 42A-28, 42A-29, and 42A-30: Adding Sections 42A-3 l and 42A-32","Ch. 28. LMC 2019","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 12/12/19","Robert Drummer",,,,,
"19-22E","Bond Authorization","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2759_1_21380_Bill_19-22E_Signed_20220725.pdf","Council President at the Request of the County Executive",,"2022-06-21T00:00:00.000",,"2022-07-12T00:00:00.000","2022-07-12T00:00:00.000","2022-07-25T00:00:00.000",,,,,"Ch. 18, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 7/25/2022",,,,,,
"11-17E","Retirement - Board of Investment Trustees - Consolidated Retiree Health Benefit Trust Board of Trustees - Powers and Duties - Montgomery County Group Trust","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?1437_1_777_Bill_11-17E_Signed_20170512.pdf","Council President at the Request of the County Executive",,"2017-04-18T00:00:00.000",,"2017-04-25T00:00:00.000","2017-05-02T00:00:00.000","2017-05-12T00:00:00.000",,,"Amending and adding 33","Sections 33-60, 33-125, 33-145, and 33-162; 33-170","Ch. 14, LMC 2017","Enacted","Berliner, Elrich, Floreen, Hucker, Katz, Leventhal, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 5/12/2017","Robert Drummer",,,,,
"14-22","Police � Private Security Camera Incentive Program � Established","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2755_1_22435_Bill_14-22_Signed_20220726.pdf","Rice, Katz, Albornoz","Jawando, Navarro, Hucker","2022-06-14T00:00:00.000",,"2022-07-12T00:00:00.000","2022-07-26T00:00:00.000","2022-11-07T00:00:00.000",,,,,"Ch. 27, 2022","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Approved 8/8/2022",,,,,,
"5-15","Contracts and Procurement - Health Insurance Preference","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?953_1_1702_Bill_5-15_Signed_20160701.pdf","Navarro",,"2015-02-03T00:00:00.000",,"2015-03-03T00:00:00.000","2015-09-15T00:00:00.000","2016-07-01T00:00:00.000",,,"11B","Article XVII; Section 11B-77","Ch. 43, LMC 2015","Enacted","Elrich, Floreen, Hucker, Katz, Navarro, Rice, Riemer","Leventhal",,"Berliner","7 Yeas - 1 Nays","Approved 9/24/2015","Robert Drummer",,,,,
"38-20","Taxation - Development Impact Taxes for Transportation and Public School Improvements - Amendments","https://apps.montgomerycountymd.gov/CCLLIMS/downloadFilePage.aspx?2677_1_14252_Bill_38-20_Signed_20201208.pdf","Council President at the request of the Planning Board",,"2020-07-29T00:00:00.000",,"2020-09-15T00:00:00.000","2020-11-16T00:00:00.000","2021-02-26T00:00:00.000",,,,,"Ch. 37. LMC 2020","Enacted","Albornoz, Friedson, Glass, Hucker, Jawando, Katz, Navarro, Rice, Riemer",,,,"9 Yeas - 0 Nays","Vetoed 11/30/2020",,"2020-12-08T00:00:00.000","12/8/2020 Overrode veto (9Y)",,,
