"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","hit_run","route_type","mile_point","mile_point_direction","lane_direction","lane_number","lane_type","number_of_lanes","direction","distance","distance_unit","road_grade","nontraffic","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","at_fault","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","first_harmful_event","second_harmful_event","fixed_oject_struck","junction","intersection_type","intersection_area","road_alignment","road_condition","road_division","latitude","longitude","geolocation"
"MCP1563007W","220037329","Montgomery County Police","Injury Crash","2022-08-29T10:17:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 5060 NICHOLSON LN",,,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.0468423","-77.1029564","
,  
(39.0468423, -77.1029564)"
"EJ7888002T","220037308","Gaithersburg Police Depar","Property Damage Crash","2022-08-29T08:45:00.000","No","Maryland (State)","1.706","North","West","1",,"2","North","500","FEET","LEVEL","No","GREAT SENECA HWY","Municipality","LAKELANDS DR",,"GAITHERSBURG",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.12366484","-77.23150844","
,  
(39.12366484, -77.23150844)"
"MCP3048008K","220037328","Montgomery County Police","Injury Crash","2022-08-29T08:00:00.000","No","County","0.25","North","South","1",,"1","South","200","FEET","LEVEL","No","DENFELD AVE","Maryland (State)","CONNECTICUT AVE",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"OTHER VEHICLE","N/A","N/A","OTHER DRIVEWAY","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.99493167","-77.07686167","
,  
(38.99493167, -77.07686167)"
"EJ7888002S","220037298","Gaithersburg Police Depar","Injury Crash","2022-08-29T07:35:00.000","No","Maryland (State)","10.28","East","North","1",,"1","East","0","FEET","LEVEL","No","CLOPPER RD","Unknown","SULLNICK WAY",,"N/A","PEDESTRIAN","DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED","NONE DETECTED","PEDESTRIAN","N/A","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","OTHER","39.14816825","-77.2369545","
,  
(39.14816825, -77.2369545)"
"MCP2977009B","220037303","Montgomery County Police","Property Damage Crash","2022-08-29T07:27:00.000","No","US (State)","2.48","North","South","4",,"4","North","50","FEET","LEVEL","No","COLESVILLE RD","Ramp","RAMP 8 FR US 29 SB TO IS 495 WB",,"N/A",,"DRIVER","SAME DIR REAR END","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERCHANGE RELATED","N/A","ON RAMP ENTRANCE AREA","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0180515","-77.0150374","
,  
(39.0180515, -77.0150374)"
"MCP9428004N","220037294","Montgomery County Police","Property Damage Crash","2022-08-29T06:15:00.000","Yes","Maryland (State)","1.18","North","South","1",,"1","North","100","FEET","LEVEL","No","RIDGE RD","County","SNOWDEN FARM PKWY (PROP)",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAWN","NO CONTROLS","NONE DETECTED, UNKNOWN",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","THRU ROADWAY","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.217336","-77.238782","
,  
(39.217336, -77.238782)"
"MCP3229001M","220037283","Montgomery County Police","Property Damage Crash","2022-08-28T23:15:00.000","No","County","1.85","East","West","1",,"3","West","25","FEET","GRADE DOWNHILL","No","DARNESTOWN RD","County","HI WOOD DR",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK NO LIGHTS","N/A","NONE DETECTED",,"FIXED OBJECT","N/A","CURB","N/A","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.092371","-77.183504","
,  
(39.092371, -77.183504)"
"MCP2921004B","220037267","Montgomery County Police","Property Damage Crash","2022-08-28T20:40:00.000","No","Other Public Roadway","0.752","South","North","1",,"2","South","100","FEET","N/A","No","GRAND ELM ST","Other Public Roadway","RAINBOW ARCH DR",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DARK LIGHTS ON","N/A","N/A",,"PARKED VEHICLE","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.24304","-77.026449","
,  
(39.24304, -77.026449)"
"MCP2556004G","220037257","Montgomery County Police","Property Damage Crash","2022-08-28T18:41:00.000","No","County","1","South","North","2",,"2","North","0","FEET","LEVEL","No","MIDCOUNTY HWY","County","MILLER FALL RD",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.1439785","-77.1613819","
,  
(39.1439785, -77.1613819)"
"MCP30680048","220037245","Montgomery County Police","Property Damage Crash","2022-08-28T18:07:00.000","No","Maryland (State)","1.74","North","South","2",,"2","North","0","FEET","LEVEL","No","OLD GEORGETOWN RD","County","OAKMONT AVE",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","N/A","DRY","DAYLIGHT","N/A","N/A",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0036009","-77.110345","
,  
(39.0036009, -77.110345)"
"MCP3193003N","220037244","Montgomery County Police","Property Damage Crash","2022-08-28T17:29:00.000","No","County","0","South","South","1",,"1","North","0","FEET","LEVEL","No","TACKBROOKE DR","County","WICKHAM RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER","N/A","OTHER","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.05258867","-77.07649017","
,  
(39.05258867, -77.07649017)"
"MCP30680047","220037228","Montgomery County Police","Injury Crash","2022-08-28T16:30:00.000","No","County","0.31","West","East","1",,"3","West","0","FEET","LEVEL","No","DEMOCRACY BLVD","County","BELLS MILL RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","N/A","N/A",,"FIXED OBJECT","N/A","OTHER","INTERSECTION","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.02390915","-77.15412603","
,  
(39.02390915, -77.15412603)"
"MCP33080017","220037218","Montgomery County Police","Injury Crash","2022-08-28T16:28:00.000","No","Maryland (State)","4.72","East","East","1",,"3","East","0","FEET","LEVEL","No","VEIRS MILL RD","County","NEWPORT MILL RD",,"N/A",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.04504","-77.06498","
,  
(39.04504, -77.06498)"
"MCP3138004N","220037214","Montgomery County Police","Property Damage Crash","2022-08-28T15:03:00.000","No","Maryland (State)","29.6","East","East","1",,"2","West","200","FEET","LEVEL","No","NORBECK RD","County","WHITEHAVEN RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"FIXED OBJECT","FIXED OBJECT","TREE SHRUBBERY","N/A","N/A","N/A","CURVE RIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.12077","-77.03902","
,  
(39.12077, -77.03902)"
"MCP2339007H","220037220","Montgomery County Police","Property Damage Crash","2022-08-28T14:51:00.000","Yes","County","1.34","South","West","2",,"2","South","20","FEET","LEVEL","No","TWINBROOK PKWY","Municipality","PIER DR",,"ROCKVILLE",,"DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.0711","-77.11373","
,  
(39.0711, -77.11373)"
"MCP2047004N","220037198","Montgomery County Police","Injury Crash","2022-08-28T13:15:00.000","No","County","0.548","North","North","2",,"2","North","0","FEET","LEVEL","No","E JEFFERSON ST","Unknown","ENT TO FEDERAL PLAZA SC",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","OTHER","INTERSECTION RELATED","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.057","-77.12564","
,  
(39.057, -77.12564)"
"MCP3138004M","220037194","Montgomery County Police","Property Damage Crash","2022-08-28T12:00:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"2211 UNIVERSITY BLVD W PARKING LOT",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","UNKNOWN",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.04181","-77.04909","
,  
(39.04181, -77.04909)"
"MCP1113004G","220037191","Montgomery County Police","Injury Crash","2022-08-28T11:14:00.000","No","County","3.17","East","West","1",,"2","West","0","FEET","LEVEL","No","SUNDOWN RD","County","ZION RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"N/A","N/A","N/A","INTERSECTION RELATED","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.221895","-77.085591","
,  
(39.221895, -77.085591)"
"MCP209400K9","220037173","Montgomery County Police","Injury Crash","2022-08-28T09:17:00.000","No","County","0.77","South","West","1",,"2","South","0","FEET","LEVEL","No","OAKLYN DR","County","POTOMAC STATION LA",,"N/A","BICYCLIST","DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","BICYCLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.00102","-77.21083","
,  
(39.00102, -77.21083)"
"MCP15950022","220027156","Montgomery County Police","Injury Crash","2022-08-28T03:07:00.000","Yes","Maryland (State)","3.44","North","East","1",,"1","North","100","FEET","LEVEL","No","GEORGIA AVE","County","ENNALLS AVE",,"N/A","PEDESTRIAN","NONMOTORIST","OTHER","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","UNKNOWN","ALCOHOL CONTRIBUTED","PEDESTRIAN","N/A","N/A","NON INTERSECTION","N/A","THRU ROADWAY","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0393508","-77.054306","
,  
(39.0393508, -77.054306)"
"MCP32550046","220037131","Montgomery County Police","Injury Crash","2022-08-27T20:30:00.000","No","Maryland (State)","3.76","North","North","3",,"3","North","0","FEET","LEVEL","No","MONTGOMERY VILLAGE AVE","Unknown","SPUR TO RUSSELL AVE",,"N/A",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","N/A","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.1510847","-77.2059297","
,  
(39.1510847, -77.2059297)"
"MCP2286004K","220037119","Montgomery County Police","Property Damage Crash","2022-08-27T20:25:00.000","No","Maryland (State)","17.77","East","West","2",,"3","East","100","FEET","LEVEL","No","DARNESTOWN RD","County","MUDDY BRANCH RD",,"N/A",,"UNKNOWN","SINGLE VEHICLE","CLEAR","DRY","DARK NO LIGHTS","NO CONTROLS","NONE DETECTED",,"ANIMAL","N/A","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.101377","-77.216535","
,  
(39.101377, -77.216535)"
"MCP2498002C","220037117","Montgomery County Police","Property Damage Crash","2022-08-27T20:15:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"IN REAR PARKING LOT OF 19525 AMARANTH DRIVE (CRISWELL HONDA USED CAR DEALERSHIP)",,,"DRIVER","SINGLE VEHICLE","CLEAR",,"DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","LIGHT SUPPORT POLE",,,,,,,"39.17534","-77.25039","
,  
(39.17534, -77.25039)"
"MCP3079004H","220037110","Montgomery County Police","Property Damage Crash","2022-08-27T18:44:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT 12018 BIRDSEYE TER GERMANTOWN MARYLAND 20874",,,"DRIVER","N/A","CLEAR",,"DAYLIGHT","NO CONTROLS","ALCOHOL PRESENT",,"OTHER VEHICLE","N/A","N/A",,,,,,,"39.163887","-77.2493182","
,  
(39.163887, -77.2493182)"
"MCP2921004D","220037113","Montgomery County Police","Property Damage Crash","2022-08-27T18:18:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF CLARKSBURG 7-ELEVEN LOCATED AT 12101 SNOWDEN FARM PKWY. CLARKSBURG, MD 20871",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","N/A","UNKNOWN",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.22956","-77.25142","
,  
(39.22956, -77.25142)"
"EJ7876004X","220037102","Gaithersburg Police Depar","Injury Crash","2022-08-27T18:10:00.000","No","Municipality","0.32","North","South","1",,"2","North","0","FEET","LEVEL","No","S SUMMIT AVE","Municipality","OLDE TOWNE AVE",,"GAITHERSBURG",,"DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.14036229","-77.19357215","
,  
(39.14036229, -77.19357215)"
"MCP3295001Z","220037100","Montgomery County Police","Injury Crash","2022-08-27T17:38:00.000","No","Maryland (State)","4.32","East","West","1",,"4","East","100","FEET","LEVEL","No","UNIVERSITY BLVD E","US (State)","COLESVILLE RD",,"N/A",,"UNKNOWN","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OVERTURN","N/A","GUARDRAIL OR BARRIER","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","ONE-WAY TRAFFICWAY","39.03499205","-76.98487112","
,  
(39.03499205, -76.98487112)"
"EJ7876004V","220037093","Gaithersburg Police Depar","Property Damage Crash","2022-08-27T17:00:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"11 N SUMMIT DR. APT 102",,,"DRIVER","SINGLE VEHICLE","CLEAR",,"DAYLIGHT","NO CONTROLS","N/A",,"FIXED OBJECT","N/A","BUILDING",,,,,,,"39.8729","-77.11358","
,  
(39.8729, -77.11358)"
"MCP2739004B","220037088","Montgomery County Police","Injury Crash","2022-08-27T16:00:00.000","No",,,,,"0",,"0",,,,,"Yes",,,,"PARKING LOT OF 13615 GEORGIA AVE SILVER SPRING MD 20906",,"OTHER CONVEYANCE","DRIVER","STRAIGHT MOVEMENT ANGLE","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED","NONE DETECTED","OTHER CONVEYANCE","N/A","N/A",,,,,,,"39.04453194","-76.9900027","
,  
(39.04453194, -76.9900027)"
"MCP33250013","220037081","Montgomery County Police","Property Damage Crash","2022-08-27T15:48:00.000","No","Maryland (State)","4.89","North","South","3",,"3","South","50","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","LOCKWOOD DR",,"N/A",,"DRIVER","SAME DIRECTION RIGHT TURN","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","OTHER","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0482701","-76.9930832","
,  
(39.0482701, -76.9930832)"
"EJ7844001B","220037076","Gaithersburg Police Depar","Property Damage Crash","2022-08-27T15:40:00.000","No","County","1.37","North","West","2",,"2","North","0","FEET","LEVEL","No","MUDDY BRANCH RD","Municipality","SCHOOL DR",,"GAITHERSBURG","BICYCLIST","NONMOTORIST","STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED","NONE DETECTED","BICYCLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.120622","-77.216776","
,  
(39.120622, -77.216776)"
"EJ7876004W","220036918","Gaithersburg Police Depar","Injury Crash","2022-08-27T15:30:00.000","No","Municipality","0.09","North","North","1",,"1","North","10","FEET","LEVEL","No","BUREAU DR","Unknown","CROSSOVER",,"N/A","OTHER PEDALCYCLIST","DRIVER","OTHER","CLEAR","DRY","DAYLIGHT","STOP SIGN","NONE DETECTED","NONE DETECTED","OTHER PEDALCYCLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION",,"STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.14314953","-77.21732241","
,  
(39.14314953, -77.21732241)"
"MCP23630026","220037393","Montgomery County Police","Property Damage Crash","2022-08-27T13:30:00.000","No","Municipality","0.28","West","West","1",,"1","East","2","FEET","LEVEL","No","THORNAPPLE ST","Maryland (State)","CONNECTICUT AVE",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"FIXED OBJECT","N/A","CURB","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","38.9823718","-77.0729316","
,  
(38.9823718, -77.0729316)"
"MCP29770099","220037034","Montgomery County Police","Injury Crash","2022-08-27T11:22:00.000","No","Maryland (State)","2.68","North","South","2",,"3","North","20","FEET","LEVEL","No","NEW HAMPSHIRE AVE","County","DILSTON RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION RELATED","FOUR-WAY INTERSECTION","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.0112144","-76.9788972","
,  
(39.0112144, -76.9788972)"
"MCP2496003G","220037035","Montgomery County Police","Injury Crash","2022-08-27T11:15:00.000","No","County","0.07","North","East","1",,"2","North","0","FEET","LEVEL","No","MUDDY BRANCH RD","County","STONEBRIDGE VIEW DR",,"N/A",,"DRIVER","HEAD ON LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","INTERSECTION","T-INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET","39.11428333","-77.27262","
,  
(39.11428333, -77.27262)"
"MCP2107003P","220037033","Montgomery County Police","Property Damage Crash","2022-08-27T10:58:00.000","No","Maryland (State)","3.8","North","North","0","SHOULDER AREA","1","South","150","FEET","LEVEL","No","GERMANTOWN RD","County","LEAMAN FARM RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","LIGHT SUPPORT POLE","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.1595603","-77.2843904","
,  
(39.1595603, -77.2843904)"
"MCP28140038","220037026","Montgomery County Police","Property Damage Crash","2022-08-27T10:05:00.000","No","Maryland (State)","16.03","North","North","3",,"3","North","0","FEET","LEVEL","No","FREDERICK RD","Unknown","WATKINS MILL RD",,"N/A",,"DRIVER","SINGLE VEHICLE","N/A","N/A","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"FIXED OBJECT","N/A","CURB","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.159465","-77.219088","
,  
(39.159465, -77.219088)"
"MCP26220036","220037028","Montgomery County Police","Property Damage Crash","2022-08-27T09:48:00.000","No","Interstate (State)","9.17","East","West","1",,"3","East","0.2","MILE","LEVEL","No","CAPITAL BELTWAY","Unknown","BEGIN BRIDGE",,"N/A",,"DRIVER","SAME DIRECTION LEFT TURN","CLEAR","DRY","DAYLIGHT","NO CONTROLS","N/A, NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","N/A","N/A","N/A","CURVE LEFT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.009739","-77.065565","
,  
(39.009739, -77.065565)"
"MCP3133003V","220037016","Montgomery County Police","Injury Crash","2022-08-27T08:19:00.000","No","Maryland (State)","2.85","East","West","1",,"2","East","25","FEET","HILL UPHILL","No","VEIRS MILL RD","County","PARKLAND DR",,"N/A",,"DRIVER","SAME DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.06156","-77.0919","
,  
(39.06156, -77.0919)"
"MCP2786003N","220036996","Montgomery County Police","Property Damage Crash","2022-08-26T23:34:00.000","No","Maryland (State)","21.98","North","North","1",,"2","North","690","FEET","LEVEL","No","DAMASCUS RD","County","GRIFFITH RD",,"N/A",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK NO LIGHTS","NO CONTROLS","NONE DETECTED",,"FIXED OBJECT","N/A","TREE SHRUBBERY","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.2838723","-77.1918568","
,  
(39.2838723, -77.1918568)"
"MCP2305002F","220036978","Montgomery County Police","Property Damage Crash","2022-08-26T21:59:00.000","No","Maryland (State)","8.07","North","South","1",,"2","North","0.2","MILE","LEVEL","No","RIDGE RD","County","HOLSEY RD",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","N/A","N/A","RESIDENTIAL DRIVEWAY","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, NOT DIVIDED","39.310903","-77.197971","
,  
(39.310903, -77.197971)"
"MCP23610021","220036967","Montgomery County Police","Injury Crash","2022-08-26T20:23:00.000","No","Maryland (State)","16.03","North","South","3",,"3","South","500","FEET","HILL UPHILL","No","FREDERICK RD","Municipality","WATKINS MILL RD",,"GAITHERSBURG",,"DRIVER","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"OVERTURN","N/A","N/A","N/A","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.159083","-77.219108","
,  
(39.159083, -77.219108)"
"MCP3134003N","220036963","Montgomery County Police","Injury Crash","2022-08-26T19:48:00.000","No","Maryland (State)","5.68","East","East","4",,"4","East","0","FEET","LEVEL","No","UNIVERSITY BLVD E","County","E WAYNE AVE",,"N/A","BICYCLIST","DRIVER","OTHER","CLEAR","DRY","DUSK","TRAFFIC SIGNAL","N/A","N/A","PEDESTRIAN","N/A","N/A","INTERSECTION","FOUR-WAY INTERSECTION","INTERSECTION","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.006144","-76.997678","
,  
(39.006144, -76.997678)"
"MCP1433004B","220036968","Montgomery County Police","Property Damage Crash","2022-08-26T19:45:00.000","Yes",,,,,"0",,"0",,,,,"Yes",,,,"FEDERAL PLAZA SHOPPING CENTER PARKING LOT 
12270 ROCKVILLE PIKE",,,"DRIVER","OTHER","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"PARKED VEHICLE","N/A","N/A",,,,,,,"39.05697888","-77.1200937","
,  
(39.05697888, -77.1200937)"
"DD5650001Y","220036940","Rockville Police Departme","Property Damage Crash","2022-08-26T17:16:00.000","No","Maryland (State)","0","East","West","2",,"2","East","0","FEET","LEVEL","No","VEIRS MILL RD","Maryland (State)","FIRST ST",,"N/A",,"DRIVER","SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"OTHER VEHICLE","OTHER VEHICLE","N/A","NON INTERSECTION","N/A","N/A","STRAIGHT","NO DEFECTS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","39.10145069","-77.12823607","
,  
(39.10145069, -77.12823607)"
