"license_number","city","zip","date_filed","date_closed","type_of_case","type_of_complaint","case_disposition","geolocation"
"44045","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-03-30T00:00:00.000","OLTA-TMF","Reduction in Services","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44042","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44039","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44044","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44043","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44038","SILVER SPRING","20910","2022-03-23T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44024","SILVER SPRING","20910","2022-03-22T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44035","SILVER SPRING","20910","2022-03-22T00:00:00.000","2022-06-28T00:00:00.000","OLTA-TMF","Security Deposit","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"44025","SILVER SPRING","20910","2022-03-22T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43039","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43035","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43028","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43043","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43038","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43024","CLARKSBURG","20871","2022-03-21T00:00:00.000","2022-05-24T00:00:00.000","OLTA-TSF","Reduction in Services","Refund/Rent Credit","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"43033","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43042","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43049","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43046","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43032","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43036","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43044","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43048","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43037","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43034","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43045","SILVER SPRING","20910","2022-03-21T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43025","ROCKVILLE","20852","2022-03-21T00:00:00.000","2022-03-29T00:00:00.000","OLTA-LSF","Fee","Service performed or corrected","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"43023","SILVER SPRING","20904","2022-03-18T00:00:00.000","2022-08-11T00:00:00.000","OLTA-TMF","Rule Violations-Entering without notice","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"43016","SILVER SPRING","20906","2022-03-17T00:00:00.000","2022-04-19T00:00:00.000","OLTA-TMF","Rent Increase","Service performed or corrected","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"43018","SILVER SPRING","20902","2022-03-17T00:00:00.000","2022-04-18T00:00:00.000","OLTA-TMF","Rent Increase","Refund/Rent Credit","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"43017","SILVER SPRING","20902","2022-03-17T00:00:00.000","2022-05-19T00:00:00.000","OLTA-TSF","Ratio Utility Billing","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"43021","DAMASCUS","20872","2022-03-17T00:00:00.000","2022-03-17T00:00:00.000","OLTA-TSF","Security Deposit","Non-jurisdiction-Room Rental","
DAMASCUS,  20872
(39.282424, -77.213985)"
"43014","GERMANTOWN","20876","2022-03-16T00:00:00.000","2022-04-12T00:00:00.000","OLTA-TMF","Fee","Service performed or corrected","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"43013","SILVER SPRING","20910","2022-03-16T00:00:00.000","2022-04-26T00:00:00.000","OLTA-TMF","Fee","No jurisdiction","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"43011","GERMANTOWN","20874","2022-03-15T00:00:00.000","2022-04-05T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"43008","SILVER SPRING","20904","2022-03-15T00:00:00.000","2022-04-14T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"43005","GERMANTOWN","20876","2022-03-11T00:00:00.000","2022-06-05T00:00:00.000","OLTA-LSF","Fee","Acceptable explanation","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"43006","SILVER SPRING","20901","2022-03-11T00:00:00.000","2022-08-22T00:00:00.000","OLTA-TMF","Rent Payment History","Complaint noted for the record","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"43003","SILVER SPRING","20901","2022-03-11T00:00:00.000","2022-04-07T00:00:00.000","OLTA-TMF","Money Damages - Fire","Goods delivered or replaced","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"43002","GAITHERSBURG","20877","2022-03-10T00:00:00.000","2022-04-13T00:00:00.000","OLTA-TSF","Quit and Vacate","No jurisdiction","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"43000","BETHESDA","20814","2022-03-10T00:00:00.000","2022-03-19T00:00:00.000","OLTA-TMF","Rent Increase","Acceptable explanation","
BETHESDA,  20814
(39.003061, -77.102949)"
"43001","SILVER SPRING","20901","2022-03-10T00:00:00.000","2022-06-28T00:00:00.000","OLTA-TSF","Fee","Settlement Agreement","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"42999","SILVER SPRING","20901","2022-03-09T00:00:00.000","2022-04-12T00:00:00.000","OLTA-TMF","Pets","Service performed or corrected","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"42997","GERMANTOWN","20876","2022-03-09T00:00:00.000","2022-04-12T00:00:00.000","OLTA-TMF","Retaliatory Eviction","Acceptable explanation","
GERMANTOWN,  20876
(39.198155, -77.240725)"
"42998","ROCKVILLE","20852","2022-03-09T00:00:00.000","2022-03-30T00:00:00.000","OLTA-TMF","Quit and Vacate","Service performed or corrected","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"42996","SILVER SPRING","20906","2022-03-09T00:00:00.000",,"OLTA-TMF","Rent Payment History","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"42994","SILVER SPRING","20904","2022-03-09T00:00:00.000","2022-03-11T00:00:00.000","OLTA-TMF","Other-Miscellaneous","Referred to a MD State Government agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42995","SILVER SPRING","20904","2022-03-09T00:00:00.000","2022-06-05T00:00:00.000","OLTA-TMF","Maintenance- General","Refer to Code Enforcement","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42992","BETHESDA","20816","2022-03-08T00:00:00.000","2022-03-30T00:00:00.000","OLTA-TMF","Other-Miscellaneous","Acceptable explanation","
BETHESDA,  20816
(38.958638, -77.115455)"
"42993","SILVER SPRING","20910","2022-03-08T00:00:00.000","2022-03-10T00:00:00.000","OLTA-TMF","Money Damage - General","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42989","KENSINGTON","20895","2022-03-07T00:00:00.000","2022-07-21T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
KENSINGTON,  20895
(39.027698, -77.077422)"
"42988","SILVER SPRING","20902","2022-03-07T00:00:00.000","2022-05-19T00:00:00.000","OLTA-TSF","Ratio Utility Billing","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"42987","SILVER SPRING","20902","2022-03-07T00:00:00.000","2022-05-19T00:00:00.000","OLTA-TSF","Ratio Utility Billing","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"42990","CLARKSBURG","20871","2022-03-07T00:00:00.000","2022-04-13T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
CLARKSBURG,  20871
(39.250697, -77.27543)"
"42985","GERMANTOWN","20874","2022-03-04T00:00:00.000","2022-03-25T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42983","GERMANTOWN","20874","2022-03-03T00:00:00.000","2022-05-10T00:00:00.000","OLTA-TMF","Other-Miscellaneous","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42982","GAITHERSBURG","20878","2022-03-03T00:00:00.000","2022-03-08T00:00:00.000","OLTA-TMF","Security Deposit","Referred to a Montgomery County Agency","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"42980","SILVER SPRING","20906","2022-03-03T00:00:00.000","2022-08-08T00:00:00.000","OLTA-TSF","Security Deposit","Refund (payments/deposits)","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"42978","SILVER SPRING","20910","2022-03-02T00:00:00.000","2022-03-22T00:00:00.000","OLTA-TMF","Noise","No jurisdiction","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42977","GAITHERSBURG","20878","2022-03-01T00:00:00.000","2022-03-01T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"42975","SILVER SPRING","20906","2022-02-28T00:00:00.000","2022-03-16T00:00:00.000","OLTA-TMF","Other-Miscellaneous","Complaint noted for the record","
SILVER SPRING,  20906
(39.083452, -77.060664)"
"42972","SILVER SPRING","20901","2022-02-25T00:00:00.000","2022-04-29T00:00:00.000","OLTA-TSF","Money Damage - General","Service performed or corrected","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"42970","BETHESDA","20817","2022-02-24T00:00:00.000","2022-05-04T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
BETHESDA,  20817
(38.998099, -77.143306)"
"42968","KENSINGTON","20895","2022-02-24T00:00:00.000","2022-07-21T00:00:00.000","OLTA-LSF","Fee","Settlement Agreement","
KENSINGTON,  20895
(39.027698, -77.077422)"
"42967","SILVER SPRING","20902","2022-02-24T00:00:00.000","2022-03-16T00:00:00.000","OLTA-TMF","Retaliatory Eviction","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"42966","POTOMAC","20854","2022-02-23T00:00:00.000","2022-04-06T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Referred to Landlord-Tenant Commission","
POTOMAC,  20854
(39.038266, -77.203413)"
"42965","SILVER SPRING","20910","2022-02-23T00:00:00.000","2022-03-30T00:00:00.000","OLTA-TMF","Security Deposit","Refund/Rent Credit","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42961","SILVER SPRING","20904","2022-02-22T00:00:00.000","2022-03-16T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42956","SILVER SPRING","20903","2022-02-18T00:00:00.000","2022-03-30T00:00:00.000","OLTA-TMF","Lease Agreement-Early Termination","Other- no communication from tenant","
SILVER SPRING,  20903
(39.016139, -76.982897)"
"42957","ROCKVILLE","20855","2022-02-18T00:00:00.000","2022-03-10T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
ROCKVILLE,  20855
(39.134606, -77.141459)"
"42955","SILVER SPRING","20904","2022-02-18T00:00:00.000","2022-02-25T00:00:00.000","OLTA-TMF","Money Damage - General","Referred to a MD State Government agency","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42951","SILVER SPRING","20902","2022-02-17T00:00:00.000","2022-07-05T00:00:00.000","OLTA-TMF","Rent Payment History","Acceptable explanation","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"42952","GAITHERSBURG","20878","2022-02-17T00:00:00.000","2022-02-23T00:00:00.000","OLTA-TMF","Lease Agreement","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"42947","GERMANTOWN","20874","2022-02-16T00:00:00.000","2022-06-27T00:00:00.000","OLTA-TMF","Security Deposit","Settlement Agreement","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42949","ROCKVILLE","20852","2022-02-16T00:00:00.000","2022-05-16T00:00:00.000","OLTA-TMF","Fee","Refund/Rent Credit","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"42948","GAITHERSBURG","20877","2022-02-16T00:00:00.000","2022-02-16T00:00:00.000","OLTA-TMF","Security Deposit","Non-jurisdiction-Geographic Location","
GAITHERSBURG,  20877
(39.140752, -77.187359)"
"42942","GERMANTOWN","20874","2022-02-15T00:00:00.000","2022-03-09T00:00:00.000","OLTA-TMF","Security Deposit","Complaint withdrawn","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42940","ROCKVILLE","20852","2022-02-11T00:00:00.000","2022-03-16T00:00:00.000","OLTA-TSF","Lease Agreement","Service performed or corrected","
ROCKVILLE,  20852
(39.050009, -77.125351)"
"42938","SILVER SPRING","20904","2022-02-10T00:00:00.000","2022-03-23T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42939","GAITHERSBURG","20878","2022-02-10T00:00:00.000","2022-02-23T00:00:00.000","OLTA-TMF","Failure to Pay Rent","Acceptable explanation","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
"42936","GERMANTOWN","20874","2022-02-09T00:00:00.000","2022-04-05T00:00:00.000","OLTA-TMF","Quit and Vacate","Dismissed by Landlord-Tenant Commission","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42937","SILVER SPRING","20910","2022-02-09T00:00:00.000","2022-05-04T00:00:00.000","OLTA-TMF","Money Damage - General","Acceptable explanation","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42935","GERMANTOWN","20874","2022-02-08T00:00:00.000","2022-05-10T00:00:00.000","OLTA-TSF","Security Deposit","Acceptable explanation","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42933","SILVER SPRING","20901","2022-02-08T00:00:00.000","2022-04-06T00:00:00.000","OLTA-TSF","Security Deposit","Referred to Landlord-Tenant Commission","
SILVER SPRING,  20901
(39.020211, -77.009764)"
"42932","GERMANTOWN","20874","2022-02-08T00:00:00.000","2022-05-10T00:00:00.000","OLTA-TMF","Security Deposit","Refund (payments/deposits)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42927","SILVER SPRING","20910","2022-02-07T00:00:00.000","2022-03-01T00:00:00.000","OLTA-TMF","Maintenance- General","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42931","SILVER SPRING","20904","2022-02-07T00:00:00.000","2022-08-11T00:00:00.000","OLTA-TMF","Lease Agreement","Service performed or corrected","
SILVER SPRING,  20904
(39.066507, -76.979098)"
"42930","SILVER SPRING","20902","2022-02-07T00:00:00.000","2022-02-11T00:00:00.000","OLTA-TMF","Rent Payment History","Service performed or corrected","
SILVER SPRING,  20902
(39.042613, -77.046758)"
"42924","GERMANTOWN","20874","2022-02-04T00:00:00.000","2022-04-14T00:00:00.000","OLTA-TMF","Eviction","Other referral (private attorney/legal aid/etc.)","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42923","MONTGOMERY VILLAGE","20886","2022-02-04T00:00:00.000","2022-02-16T00:00:00.000","OLTA-TSF","Harassment","No jurisdiction","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"42922","SILVER SPRING","20910","2022-02-02T00:00:00.000","2022-03-01T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Complaint noted for the record","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42921","SILVER SPRING","20910","2022-02-02T00:00:00.000","2022-02-07T00:00:00.000","OLTA-TMF","Maintenance- General","Referred to a Montgomery County Agency","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42920","KENSINGTON","20895","2022-02-02T00:00:00.000","2022-03-12T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
KENSINGTON,  20895
(39.027698, -77.077422)"
"42919","SILVER SPRING","20910","2022-02-01T00:00:00.000","2022-04-25T00:00:00.000","OLTA-TMF","Lease Agreement Tenant Rights","Service performed or corrected","
SILVER SPRING,  20910
(39.001851, -77.034885)"
"42917","GERMANTOWN","20874","2022-02-01T00:00:00.000","2022-03-01T00:00:00.000","OLTA-TSF","Quit and Vacate","Referred to a MD State Government agency","
GERMANTOWN,  20874
(39.158483, -77.280856)"
"42910","MONTGOMERY VILLAGE","20886","2022-01-28T00:00:00.000","2022-03-05T00:00:00.000","OLTA-TSF","Lease Agreement Tenant Rights","Other- no communication from tenant","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"42909","MONTGOMERY VILLAGE","20886","2022-01-28T00:00:00.000","2022-02-15T00:00:00.000","OLTA-TMF","Rent Increase","Service performed or corrected","
MONTGOMERY VILLAGE,  20886
(39.179257, -77.193738)"
"42912","GAITHERSBURG","20878","2022-01-28T00:00:00.000","2022-05-24T00:00:00.000","OLTA-TSF","Security Deposit","Settlement Agreement","
GAITHERSBURG,  20878
(39.114215, -77.239673)"
