"company","txmp_maddr3","txmp_maddr4","txmp_mcity","txmp_mstate","txmp_mzip"
"AINLOO, INC.","554 N FREDERICK AVE                     ","                                        ","GAITHERSBURG                            ","MD","20877-2504"
"AINS, INC.","806 W DIAMOND AVE                       ","STE 400                                 ","GAITHERSBURG                            ","MD","20878"
"AINSFIELD AUTISM SERVICES LLC","2822 SCHOOLHOUSE CIR                    ","                                        ","SILVER SPRING                           ","MD","20902-2562"
"AIPING SUI, M.D. AND WEI XU, M.D., P.C.","604 S FREDERICK AVE                     ","                                        ","GAITHERSBURG                            ","MD","20877-1275"
"AIR FLOW ENVIRONMENTAL CONTROL, LTD.","7845 AIRPARK RD UNIT H                  ","                                        ","GAITHERSBURG                            ","MD","20879"
"AIR FLOW SERVICES, INC.","1143 TAFT ST                            ","                                        ","ROCKVILLE                               ","MD","20850"
"AIR PARK AUTO CENTER, INC.","70 CESSNA CT                            ","                                        ","GAITHERSBURG                            ","MD","20879-4145"
"AIR PRODUCTS AND CHEMICALS, INC.","7201 HAMILTON BLVD                      ","                                        ","ALLENTOWN                               ","PA","18195-1526"
"AIR QUALITY HEATING AND AIR CONDITIONING","100 TULIP DR                            ","                                        ","GAITHERSBURG                            ","MD","20877"
"AIR SUPPLY INC. AIRCONDITIONING & HEATIN","14672 SOUTHLAWN LANE #M                 ","                                        ","ROCKVILLE                               ","MD","20850-1376"
"AIR TECH MANAGEMENT, INC","11820 PARKLAWN DR                       ","#201                                    ","ROCKVILLE                               ","MD","20852"
"AIR TEMP TECHNOLOGY INC.","9418 CURRAN RD                          ","                                        ","SILVER SPRING                           ","MD","20901-2804"
"AIR-COOL, INCORPORATED","11900 RENICK LANE                       ","                                        ","SILVER SPRING                           ","MD","20904-2140"
"AIRECO SUPPLY, INC.","PO BOX 414                              ","                                        ","SAVAGE                                  ","MD","20763-0414"
"AIRESPRING, INC","PROPERTY TAX DEPARTMENT                 ","6060 SEPULVEDA BLVD, SUITE 220          ","VAN NUYS                                ","CA","91411"
"AIRFACTS, INC.","8120 WOODMONT AV                        ","STE 200                                 ","BETHESDA                                ","MD","20814"
"AIRGAS USA, LLC","PO BOX 6675                             ","                                        ","RADNOR                                  ","PA","19087-8675"
"AIRIN TECHNOLOGIES INC.","10537 MACARTHUR BOULEVARD               ","                                        ","POTOMAC                                 ","MD","20854"
"AIRLINE TARIFF PUBLISHING COMPANY","45005 AVIATION DRIVE                    ","STE 130                                 ","DULLES                                  ","VA","20166"
"AIRON, INC.","416 N STONESTREET AVE. B4               ","                                        ","ROCKVILLE                               ","MD","20850-1652"
"AIRPARK 124, LLC","2141 INDUSTRIAL PKWY                    ","                                        ","SILVER SPRING                           ","MD","20904-1988"
"AIRPARK APARTMENTS LIMITED PARTNERSHIP","9710 TRAVILLE GATEWAY DR                ","PMB 395                                 ","ROCKVILLE                               ","MD","20850-7408"
"AIRPARK AUTO MASTERS, INC.","7935 QUEENAIR DR                        ","                                        ","GAITHERSBURG                            ","MD","20879-4137"
"AIRPARK AUTO SERVICES, INC","18725 MOONEY DR                         ","                                        ","GAITHERSBURG                            ","MD","20879-4704"
"AIRPARK CARPET AND INTERIORS, INC.","7601 H AIRPARK ROAD                     ","                                        ","GAITHERSBURG                            ","MD","20879"
"AIRPARK HOLDINGS LLC","7622 AIRPARK RD                         ","                                        ","GAITHERSBURG                            ","MD","20879-4134"
"AIRPARK PARCEL ""J"" LIMITED LIABILITY COM","SUITE 211                               ","4405 E WEST HWY                         ","BETHESDA                                ","MD","20814-4522"
"AIRPARK PETRO, LLC","19230 WOODFIELD ROAD                    ","                                        ","GAITHERSBURG                            ","MD","20879"
"AIRPARK TOWING, LLC","7905 MUNCASTER MILL RD                  ","                                        ","GAITHERSBURG                            ","MD","20877"
"AIRPORT QUICK CONNECTION, INC.","8203 STRINGFELLOW PLACE                 ","                                        ","MONTGOMERY VILLAGE                      ","MD","20886"
"AIRSHOW, INC.","7014C WESTMORELAND AVE                  ","                                        ","TAKOMA PARK                             ","MD","20912-4490"
"AIRTEK AIR CONDITIONING AND REFRIGERATIO","14650 ROTHGEB DRIVE STE. Q              ","                                        ","ROCKVILLE                               ","MD","20850-5316"
"AIRWAYS UNLIMITED, INC.","9305 COLUMBIA BOULEVARD                 ","                                        ","SILVER SPRING                           ","MD","20910"
"AIS ENGINEERING, INC.","804 PERSHING DR                         ","                                        ","SILVER SPRING                           ","MD","20910-4434"
"AISHOK CO","14418 BAUER DR.                         ","                                        ","ROCKVILLE                               ","MD","20853"
"AITHERAS, LLC","51 MONROE ST                            ","STE 506                                 ","ROCKVILLE                               ","MD","20850"
"AIYER ASSOCIATES, INC.","7207 BRENNON LN                         ","                                        ","CHEVY CHASE                             ","MD","20815-4065"
"AJ & AJ CORPORATION","9902 HEDIN DRIVE                        ","                                        ","SILVER SPRING                           ","MD","20903"
"AJ BAKERY, INC.","19725 GERMANTPWN RD STE B               ","                                        ","GERMANTOWN                              ","MD","20874"
"AJ CONTRACTORS, LLP","9502 BRIAR GLEN WAY                     ","                                        ","MONTGOMERY VILLAGE                      ","MD","20886"
"AJ'S PLUMBING LLC","21234 HICKORY FOREST WAY                ","                                        ","GERMANTOWN                              ","MD","20876"
"AJAC, INC.","5400 RANDOLPH RD                        ","                                        ","ROCKVILLE                               ","MD","20852-2616"
"AJAY BAKSHI, M.D., LLC","9406 OLD GEORGETOWN ROAD                ","                                        ","BETHESDA                                ","MD","20814"
"AJAY GLASS & MIRROR CO., INC.","101 NORTH STREET                        ","                                        ","CANANDAIGUA                             ","NY","14424"
"AJB TRUCKING, INC.","4204 ELBY STREET                        ","                                        ","SILVER SPRING                           ","MD","20906"
"AJC PROFESSIONAL PAINTING INC","3503 FARTHING DR                        ","                                        ","SILVER SPRING                           ","MD","20906-4128"
"AJE CONSULTING LLC","9 WELWYN WAY                            ","                                        ","ROCKVILLE                               ","MD","20850"
"AJE NETWORKS, LLC","4512 ADRIAN ST                          ","                                        ","ROCKVILLE                               ","MD","20853"
"AJI SPICES LLC","11211 DUNSTABLE WAY                     ","                                        ","GERMANTOWN                              ","MD","20876"
"AJK, INC.","216 MAIN ST                             ","                                        ","GAITHERSBURG                            ","MD","20878-5524"
"AJMAGH, LLC","11419 ENCORE DRIVE                      ","                                        ","SILVER SPRING                           ","MD","20901-5044"
"AJN, LLC","17500 COUNTRY VIEW WAY                  ","                                        ","ASHTON                                  ","MD","20861"
"AKAD, INC.","11910 Q PARKLAWN DR                     ","                                        ","ROCKVILLE                               ","MD","20852"
"AKAL, LLC","108 CHERRYWOOD TERRACE                  ","                                        ","GAITHERSBURG                            ","MD","20878"
"AKAMAI TECHNOLOGIES, INC.","8 CAMBRIDGE CTR                         ","                                        ","CAMBRIDGE                               ","MA","2142"
"AKARA RUGS INC.","6520 79TH PLACE                         ","                                        ","CABIN JOHN                              ","MD","20818"
"AKCME-SAP SOFTWARE SERVICES LLC","906 PLEASANT RUN DR                     ","                                        ","GAITHERSBURG                            ","MD","20878"
"AKIDESIGN INC.","13 SUMMIT RIDGE CT.                     ","                                        ","GERMANTOWN                              ","MD","20874"
"AKME INC.","17830 CRICKET HILL DR                   ","                                        ","GERMANTOWN                              ","MD","20874-3457"
"AKPENE'S CASA CORP.","941 BONIFANT ST   UNIT 1                ","                                        ","SILVER SPRING                           ","MD","20910-4594"
"AKS CONSULTING LLC","23100 SERVICEBERRY DR                   ","                                        ","CLARKSBURG                              ","MD","20871-3317"
"AKSHAT LLC","21326 EMERALD DRIVE                     ","                                        ","GERMANTOWN                              ","MD","20876"
"AKSUM LLC","3303 SHIRLEY LANE                       ","                                        ","CHEVY CHASE                             ","MD","20815"
"AKTA REAL ESTATE, LLC","#10784                                  ","16501 SHADY GROV ROAD                   ","GAITHERSBURG                            ","MD","20898"
"AKVARR, INC.","101 LAKEFOREST BLVD                     ","                                        ","GAITHERSBURG                            ","MD","20877-2611"
"AL TAYYAR ENERGY-PRINCETON LLC","1ST FLOOR                               ","221 WITHERSPOON ST                      ","PRINCETON                               ","NJ","08542-3240"
"ALA GROUP LLC","4026 SIMMS DRIVE                        ","                                        ","KENSINGTON                              ","MD","20895"
"ALADDIN FOOD MANAGEMENT SERVICES, LLC OF","775 WOODLANDS PKWY STE 100              ","                                        ","RIDGELAND                               ","MS","39157-5214"
"ALADDIN SURFACES, INC.","7400 LINDBERGH DR                       ","                                        ","GAITHERSBURG                            ","MD","20879-5408"
"ALADDIN TRAVEL SERVICES, INC.","3807 DECATURAVENUE                      ","                                        ","KENSINGTON                              ","MD","20895"
"ALAINA ANN CREATIVE, LLC","17204 CHISWELL RD                       ","                                        ","POOLSVILLE                              ","MD","20837"
"ALAINA ANN PHOTOGRAPHY, LLC","17204 CHISWELL RD                       ","                                        ","POOLSVILLE                              ","MD","20837"
"ALAM AND OBAIED INC.","280 N FREDERICK AVE                     ","                                        ","GAITHERSBURG                            ","MD","20877"
"ALAN ASSOCIATES, INC.","5950 AGER ROAD                          ","                                        ","HYATTSVILLE                             ","MD","20782"
"ALAN B. KRAVITZ, M.D., P.A.","11119 ROCKVILLE PIKE                    ","SUITE 105                               ","ROCKVILLE                               ","MD","20892-3143"
"ALAN BEER & WINE, INC.","8204 PINEY BRANCH RD                    ","                                        ","SILVER SPRING                           ","MD","20910-4605"
"ALAN COLE PHOTOGRAPHY LLC","17411 KIRSTIN CT                        ","                                        ","OLNEY                                   ","MD","20832-2542"
"ALAN EDITS LLC","APT 1704                                ","9039 SLIGO CREEK PKWY                   ","SILVER SPRING                           ","MD","20901-3301"
"ALAN FURMAN & CO., INC.","12250 ROCKVILLE PIKE                    ","                                        ","ROCKVILLE                               ","MD","20852-1600"
"ALAN G. POCINKI, M.D. LLC A/K/A/ ALAN G.","10110 MOLECULAR DRIVE                   ","SUITE 209                               ","ROCKVILLE                               ","MD","20850"
"ALAN H. GRANT, O. D., CHARTERED","ALAN H GRANT O D CHARTERE               ","7209 ARMAT DRIVE                        ","BETHESDA                                ","MD","20817"
"ALAN HERMESCH PUBLIC RELATIONS, LLC","6318 ALCOTT RD                          ","                                        ","BETHESDA                                ","MD","20817-3180"
"ALAN I. SIEGEL & ASSOCIATES, INC.","8401 CONNRCTICUT AVE                    ","#108                                    ","CHEVY CHASE                             ","MD","20815"
"ALAN J. DINKIN, D.D.S., P.A.","SUITE A26                               ","19201 MONTGOMERY VILLAGE AVE            ","MONTGOMERY VILLAGE                      ","MD","20886-5043"
"ALAN KRESSE PHOTOGRAPHY, LLC","450 TSCHIFFELY SQUARE ROAD              ","                                        ","GAITHERSBURG                            ","MD","20878"
"ALAN L. BERMAN, PH.D., ABPP, PLLC","7200 MAPLE AVE                          ","                                        ","CHEVY CHASE                             ","MD","20815"
"ALAN L. FARKAS & ASSOCIATES, INC.","3216 LELAND ST                          ","                                        ","CHEVY CHASE                             ","MD","20815-4010"
"ALAN L. GORDON, CPA, P.A.","51 MONROE ST                            ","                                        ","ROCKVILLE                               ","MD","20850-2421"
"ALAN M. LEVINE, DDS, LLC","5530 WISCONSIN AVE   STE 829            ","                                        ","CHEVY CHASE                             ","MD","20815-4401"
"ALAN PENN & ASSOCIATES, INC.","14 CLEMSON CENTER                       ","                                        ","ROCKVILLE                               ","MD","20850"
"ALAN R. VINITSKY, M.D., LLC","STE 201                                 ","902 WIND RIVER LN                       ","GAITHERSBURG                            ","MD","20878-1977"
"ALAN R. WOLCOTT, DDS, P.A. DENTAL HEALTH","1734 ELTON RD    STE 231                ","                                        ","SILVER SPRING                           ","MD","20903-5722"
"ALAN SISLEN PHOTOGRAPHY, LLC","9139 MCDONALD DRIVE                     ","                                        ","BETHESDA                                ","MD","20817"
"ALAN ZIPP, CPA, PC","932 HUNGERFORD DR STE 13                ","                                        ","ROCKVILLE                               ","MD","20850"
"ALANIZ CARPET INC.","14200 CANTERBURY LN                     ","                                        ","ROCKVILLE                               ","MD","20853-2014"
"ALBA ESPRESSO SERVICE LLC","12205 SAINT PETER CT                    ","                                        ","GERMANTOWN                              ","MD","20874-2557"
"ALBAS CONTRACTORS INC.","3908 WENDY LN                           ","                                        ","SILVER SPRING                           ","MD","20906-5236"
"ALBERT & SCHULWOLF, LLC","110 NO WASHINGTON STREET                ","NUMBER 300                              ","ROCKVILLE                               ","MD","20850"
"ALBERT K. LEE, M.D., LLC","SUITE 105                               ","8218 WISCONSIN AVE.                     ","BETHESDA                                ","MD","20814"
"ALBERT PAVING, INCORPORATED","6225 WALHONDING RD                      ","                                        ","BETHESDA                                ","MD","20816-2138"
"ALBERT USTER IMPORTS, INC.","9211 GAITHER RD                         ","                                        ","GAITHERSBURG                            ","MD","20877-1419"
"ALBERTINE COUTURE HAIR SALON LLC","305 MUDDY BRANCH RD                     ","                                        ","GAITHERSBURG                            ","MD","20878"
"ALBERTO CONTRACTORS, INC.","5633 COLUMBIA PIKE                      ","                                        ","FALLS CHURCH                            ","VA","22041"
"ALBIN MARKETING SOLUTIONS, LLC","500 NORTH WASHINGTON STREET #1947       ","                                        ","ROCKVILLE                               ","MD","20849"
"ALBS INVESTMENTS, LLC","4 SHIPWRIGHT COURT                      ","                                        ","GAITHERSBURG                            ","MD","20877"
