Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities
09/09/2016,09/22/2016,Maple Avenue,Takoma Park,MD,20912,Comcast,,,,,,,,1,,,,,Complaint,"Maple Avenue
Takoma Park, MD 20912",,,,,
09/09/2016,09/09/2016,Elm Forest Court,Clarksburg,MD,20871,Comcast,1,,,,,,,,,,,,Complaint,"Elm Forest Court
Clarksburg, MD 20871",,,,,
09/09/2016,09/26/2016,Reserve Champion Drive,Rockville,MD,20850,Comcast,,,1,,,,,,,,,,Complaint,"Reserve Champion Drive
Rockville, MD 20850",,,,,
09/09/2016,09/13/2016,Falling Creek Road,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Falling Creek Road
Silver Spring, MD 20904",,,,,
09/09/2016,09/15/2016,Village Square Terrace,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Village Square Terrace
Rockville, MD 20852",,,,,
09/12/2016,09/14/2016,Grandin Avenue,Rockville,MD,20850,Verizon,,,1,,,,,,,,,,Complaint,"Grandin Avenue
Rockville, MD 20850",,,,,
09/12/2016,09/14/2016,Whitechurch Circle,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Whitechurch Circle
Germantown, MD 20874",,,,,
09/12/2016,09/15/2016,Grand Champion Drive,Rockville,MD,20850,Verizon,,,,,,1,,,,,,,Complaint,"Grand Champion Drive
Rockville, MD 20850",,,,,
09/12/2016,09/21/2016,David Mill Road,Germantown,MD,20876,Verizon,1,,,,,,,,,,,,Complaint,"David Mill Road
Germantown, MD 20876",,,,,
09/12/2016,09/12/2016,Symphony Woods Drive,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Symphony Woods Drive
Silver Spring, MD 20901",,,,,
09/13/2016,09/16/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
09/13/2016,09/15/2016,Aquamarine Terrace,Silver Spring,MD,20904,Verizon,,,,,,,,,,1,,,Complaint,"Aquamarine Terrace
Silver Spring, MD 20904",,,,,
09/13/2016,09/13/2016,,,MD,20850,Comcast,,,,,,,,,,1,,,Complaint,"MD 20850
(39.092462, -77.178614)",3,3,25,71,12
09/14/2016,09/16/2016,Brantford Avenue,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Brantford Avenue
Silver Spring, MD 20904",,,,,
09/14/2016,09/15/2016,Midland Road,Silver Spring,MD,20904,Comcast,,1,1,,1,,,,,,1,,Complaint,"Midland Road
Silver Spring, MD 20904",,,,,
09/14/2016,09/14/2016,Bauer Drive,Rockville,MD,20853,Verizon,1,,,,,,,,,,,,Complaint,"Bauer Drive
Rockville, MD 20853",,,,,
09/14/2016,09/27/2016,Moorland Lane,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Moorland Lane
Bethesda, MD 20814",,,,,
09/14/2016,09/14/2016,Elmer School Road,Dickerson,MD,20842,Inquiry,,,,,,,,,1,,,,Complaint,"Elmer School Road
Dickerson, MD 20842",,,,,
09/15/2016,09/20/2016,Wheatfield Drive,Germantown,MD,20876,Verizon,,,,,,,,,,1,,,Complaint,"Wheatfield Drive
Germantown, MD 20876",,,,,
09/15/2016,10/25/2016,Woodfield School Road,Gaithersburg,MD,20882,Comcast,1,,,,,,,,,,,,Complaint,"Woodfield School Road
Gaithersburg, MD 20882",,,,,
09/15/2016,09/15/2016,Arliss Street,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Arliss Street
Silver Spring, MD 20901",,,,,
09/15/2016,09/19/2016,W Diamond Avenue,Gaithersburg,MD,20877,Comcast,1,,,,,,,,,,,,Complaint,"W Diamond Avenue
Gaithersburg, MD 20877",,,,,
09/15/2016,09/16/2016,Kirkside Drive,Chevy Chase,MD,20815,Verizon,1,,,,,,,,,,,,Complaint,"Kirkside Drive
Chevy Chase, MD 20815",,,,,
09/15/2016,09/15/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
09/15/2016,09/19/2016,Rhodes Way,Montgomery Village,MD,20886,Comcast,,,,,,,,,,1,,,Complaint,"Rhodes Way
Montgomery Village, MD 20886",,,,,
09/15/2016,09/21/2016,Hillbourne Way,Chevy Chase,MD,20815,Verizon,,,,,,,,,,1,,,Complaint,"Hillbourne Way
Chevy Chase, MD 20815",,,,,
09/15/2016,09/15/2016,Bells Ridge Terrace,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Bells Ridge Terrace
Potomac, MD 20854",,,,,
09/15/2016,09/16/2016,Horseshoe Lane,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Horseshoe Lane
Potomac, MD 20854",,,,,
09/19/2016,09/27/2016,Gibbs Square,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Gibbs Square
Rockville, MD 20850",,,,,
09/19/2016,09/29/2016,Abbey Manor Drive,Brookeville,MD,20833,Verizon,,,,,,,,,,,,1,Complaint,"Abbey Manor Drive
Brookeville, MD 20833",,,,,
09/19/2016,09/21/2016,Hamil Circle,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Hamil Circle
Montgomery Village, MD 20886",,,,,
09/19/2016,09/21/2016,Flower Avenue,Takoma Park,MD,20912,RCN,,,,,1,,,,,,,,Complaint,"Flower Avenue
Takoma Park, MD 20912",,,,,
09/19/2016,09/22/2016,Stockton Road,Silver Spring,MD,20901,Comcast,1,,1,,,,,,,,,,Complaint,"Stockton Road
Silver Spring, MD 20901",,,,,
09/19/2016,09/22/2016,Monitor Place,Olney,MD,20832,Verizon,1,,,,,,,,,,,,Complaint,"Monitor Place
Olney, MD 20832",,,,,
09/19/2016,09/19/2016,Midvale Road,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Midvale Road
Kensington, MD 20895",,,,,
09/20/2016,09/26/2016,Mountain Quail Road,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Mountain Quail Road
Silver Spring, MD 20901",,,,,
09/21/2016,09/23/2016,Atlanta Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Atlanta Drive
Silver Spring, MD 20906",,,,,
09/22/2016,09/26/2016,Stringtown Road,Clarksburg,MD,20871,Verizon,,,,,,,,,1,,,,Complaint,"Stringtown Road
Clarksburg, MD 20871",,,,,
09/22/2016,09/27/2016,Rockville Pike,Rockville,MD,20852,Comcast,,1,,,,,,,,,,,Complaint,"Rockville Pike
Rockville, MD 20852",,,,,
09/23/2016,10/06/2016,Midland Road,Silver Spring,MD,20904,Comcast,1,1,,,,,,,,,,,Complaint,"Midland Road
Silver Spring, MD 20904",,,,,
09/26/2016,09/29/2016,Winterset Terrace,Potomac,MD,20854,Verizon,,,,,,,,,,,1,,Complaint,"Winterset Terrace
Potomac, MD 20854",,,,,
09/26/2016,09/29/2016,Bradley Blvd,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"Bradley Blvd
Chevy Chase, MD 20815",,,,,
09/26/2016,09/30/2016,Aurora Drive,Kensington,MD,20905,Verizon,,,,,,,,,,,1,,Complaint,"Aurora Drive
Kensington, MD 20905",,,,,
09/27/2016,09/28/2016,Bloomingdale Court,Rockville,MD,20852,Verizon,1,,,,,,,,,,,,Complaint,"Bloomingdale Court
Rockville, MD 20852",,,,,
09/27/2016,09/27/2016,Easley Street,Silver Spring,MD,20910,Inquiry,1,,,,,,,,,,,,Complaint,"Easley Street
Silver Spring, MD 20910",,,,,
09/27/2016,10/03/2016,Creek Valley Lane,Rockville,MD,20850,Comcast,,,,,1,,,,,,,,Complaint,"Creek Valley Lane
Rockville, MD 20850",,,,,
09/27/2016,09/29/2016,Edgemoor Lane,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Edgemoor Lane
Bethesda, MD 20814",,,,,
09/27/2016,10/04/2016,Careret Road,Bethesda,MD,20817,Comcast,,,,,,,,,,1,,,Complaint,"Careret Road
Bethesda, MD 20817",,,,,
09/27/2016,09/27/2016,Dairymaid Drive,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Dairymaid Drive
Germantown, MD 20874",,,,,
09/27/2016,09/27/2016,Lacy Drive,Silver Spring,MD,20904,Inquiry,1,,,,,,,,,,,,Complaint,"Lacy Drive
Silver Spring, MD 20904",,,,,
09/28/2016,10/03/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
09/28/2016,09/29/2016,December Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"December Drive
Silver Spring, MD 20904",,,,,
09/28/2016,09/28/2016,Montgomery Lane,Bethesda,MD,20814,Verizon,,,1,1,,,,,,,,,Complaint,"Montgomery Lane
Bethesda, MD 20814",,,,,
09/28/2016,09/28/2016,Azalea Drive,Rockville,MD,20850,Inquiry,,,1,,,,,,,,,,Complaint,"Azalea Drive
Rockville, MD 20850",,,,,
09/28/2016,09/29/2016,Luxmanor Road,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Luxmanor Road
Rockville, MD 20852",,,,,
09/29/2016,10/06/2016,Hidden Valley Lane,Silver Spring,MD,20904,Verizon,,1,,,,,,,,,,,Complaint,"Hidden Valley Lane
Silver Spring, MD 20904",,,,,
09/30/2016,10/11/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
09/30/2016,10/04/2016,Laughlin Lane,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Laughlin Lane
Silver Spring, MD 20906",,,,,
09/30/2016,10/10/2016,Greenery Lane,Silver Spring,MD,20906,Comcast,,,,,,,,,,1,,,Complaint,"Greenery Lane
Silver Spring, MD 20906",,,,,
09/30/2016,09/30/2016,,,MD,,Inquiry,,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
09/30/2016,10/05/2016,Beechgrove Lane,Potomac,MD,20854,Verizon,,,,,,,,1,,,,,Complaint,"Beechgrove Lane
Potomac, MD 20854",,,,,
09/30/2016,10/04/2016,Winemiller Way,Clarksburg,MD,20871,Comcast,,,,,,,,,,1,,,Complaint,"Winemiller Way
Clarksburg, MD 20871",,,,,
10/03/2016,10/06/2016,Cobblestone Drive,Silver Spring,MD,20905,Comcast,,,,,,,,,,1,,,Complaint,"Cobblestone Drive
Silver Spring, MD 20905",,,,,
10/03/2016,10/03/2016,Lacy Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Lacy Drive
Silver Spring, MD 20904",,,,,
10/03/2016,11/16/2016,E Jefferson Street,Rockville,MD,20852,Comcast,,,1,,,,,,,,,,Complaint,"E Jefferson Street
Rockville, MD 20852",,,,,
10/03/2016,10/03/2016,Stone House Lane,Silver Spring,MD,20905,Comcast,,,,,,,,,,,,,Complaint,"Stone House Lane
Silver Spring, MD 20905",,,,,
10/03/2016,10/03/2016,Veirs Mill Road,Rockville,MD,20853,Inquiry,1,,,,,,,,,,,,Complaint,"Veirs Mill Road
Rockville, MD 20853",,,,,
10/03/2016,10/03/2016,Cobblestone Drive,Silver Spring,MD,20905,Inquiry,,,,,,,,,,1,,,Complaint,"Cobblestone Drive
Silver Spring, MD 20905",,,,,
10/03/2016,10/02/2016,Hillandale Road,Bethesda,MD,20815,Verizon,,,,,,,1,,,,,,Complaint,"Hillandale Road
Bethesda, MD 20815",,,,,
10/06/2016,10/13/2016,Newport Mill Road,Kensington,MD,20895,Comcast,,,,,,,,,,1,,,Complaint,"Newport Mill Road
Kensington, MD 20895",,,,,
10/06/2016,10/11/2016,Harvest Glen Way,Germantown,MD,20874,Verizon,1,,,,,,,,,,1,,Complaint,"Harvest Glen Way
Germantown, MD 20874",,,,,
10/06/2016,10/11/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/06/2016,10/11/2016,,,MD,,RCN,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/06/2016,10/10/2016,Skymist Terrace,Olney,MD,20832,Comcast,1,,,,1,,,,,,,,Complaint,"Skymist Terrace
Olney, MD 20832",,,,,
10/06/2016,10/17/2016,Sunbright Lane,Germantown,MD,20874,Comcast,,,,,,1,,,,,,,Complaint,"Sunbright Lane
Germantown, MD 20874",,,,,
10/06/2016,10/20/2016,Beechgrove Lane,Potomac,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Beechgrove Lane
Potomac, MD 20854",,,,,
10/06/2016,10/11/2016,Mayfair Manor Drive,Rockville,MD,20852,Verizon,1,,,,,,,,,,,,Complaint,"Mayfair Manor Drive
Rockville, MD 20852",,,,,
10/06/2016,10/06/2016,Tilton Drive,Silver Spring,MD,20902,Comcast,,,,,,,,,,1,,,Complaint,"Tilton Drive
Silver Spring, MD 20902",,,,,
10/06/2016,10/11/2016,Bluhaven Court,Silver Spring,MD,20906,Comcast,,,,,,,,,,1,,,Complaint,"Bluhaven Court
Silver Spring, MD 20906",,,,,
10/06/2016,10/12/2016,Ansell Terrace,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Ansell Terrace
Germantown, MD 20874",,,,,
10/07/2016,10/12/2016,East West Hwy,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"East West Hwy
Silver Spring, MD 20910",,,,,
10/07/2016,10/07/2016,Copperstone Court,Rockville,MD,20852,Verizon,,,,,,,1,,,,,,Complaint,"Copperstone Court
Rockville, MD 20852",,,,,
10/07/2016,10/12/2016,Beekman Place,Potomac,MD,20854,Verizon,,,,,,1,,,,,,,Complaint,"Beekman Place
Potomac, MD 20854",,,,,
10/10/2016,10/19/2016,Peachtree Road,Clarksburg,MD,20871,Verizon,,,,,,,,,1,,,,Complaint,"Peachtree Road
Clarksburg, MD 20871",,,,,
10/10/2016,10/10/2016,King Farm Blvd,Rockville,MD,20850,Inquiry,,,,,,,,,,,,1,Complaint,"King Farm Blvd
Rockville, MD 20850",,,,,
10/10/2016,10/11/2016,Thayer Avenue,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Thayer Avenue
Silver Spring, MD 20910",,,,,
10/10/2016,10/31/2016,Bluet Lane,Silver Spring,MD,20906,Verizon,,,,,,,,,,,1,,Complaint,"Bluet Lane
Silver Spring, MD 20906",,,,,
10/10/2016,10/13/2016,Walden Road,Silver Spring,MD,20901,Comcast,,,,,,,,,,1,,,Complaint,"Walden Road
Silver Spring, MD 20901",,,,,
10/11/2016,10/12/2016,Star Drift Drive,Germantown,MD,20876,Comcast,1,,,,,,,,,,,,Complaint,"Star Drift Drive
Germantown, MD 20876",,,,,
10/11/2016,10/11/2016,Wilson Lane,Bethesda,MD,20817,Comcast,,1,,,,,,,,,,,Complaint,"Wilson Lane
Bethesda, MD 20817",,,,,
10/12/2016,10/13/2016,Duke Street,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Duke Street
Rockville, MD 20850",,,,,
10/12/2016,10/25/2016,Pretty Man Drive,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Pretty Man Drive
Rockville, MD 20850",,,,,
10/12/2016,10/18/2016,Anchor Lane,Boyds,MD,20841,Verizon,,,,,1,,,,,,,,Complaint,"Anchor Lane
Boyds, MD 20841",,,,,
10/12/2016,10/12/2016,Jamestown Road,Bethesda,MD,20816,Inquiry,,,,,,,,,,,,1,Complaint,"Jamestown Road
Bethesda, MD 20816",,,,,
10/12/2016,10/19/2016,S Leisure World Blvd,Silver Spring,MD,20902,Verizon,,,,,,,,1,,,,,Complaint,"S Leisure World Blvd
Silver Spring, MD 20902",,,,,
10/13/2016,10/27/2016,Fetlock Drive,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Fetlock Drive
Germantown, MD 20874",,,,,
10/13/2016,10/15/2016,,,MD,,Verizon,,,,,,,,,,1,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/13/2016,10/13/2016,South Park Avenue,Chevy Chase,MD,20815,Comcast,1,,,,,,,,,,,,Complaint,"South Park Avenue
Chevy Chase, MD 20815",,,,,
10/14/2016,10/18/2016,Tobeytown Drive,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Tobeytown Drive
Potomac, MD 20854",,,,,
10/14/2016,10/14/2016,Lanier Drive,Silver Spring,MD,20910,Comcast,1,,,,,,,,,,,,Complaint,"Lanier Drive
Silver Spring, MD 20910",,,,,
10/17/2016,10/19/2016,Westlake Terrace,Bethesda,MD,20817,Comcast,1,,,,,,,1,,,,,Complaint,"Westlake Terrace
Bethesda, MD 20817",,,,,
10/17/2016,10/21/2016,Lake Landing Road,Montgomery Village,MD,20886,Comcast,,,,,,,,,,1,,,Complaint,"Lake Landing Road
Montgomery Village, MD 20886",,,,,
10/17/2016,10/19/2016,Munsey Street,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Munsey Street
Silver Spring, MD 20906",,,,,
10/17/2016,10/20/2016,Saddle River Drive,Gaithersburg,MD,20878,Comcast,,,,,,1,,,,,,,Complaint,"Saddle River Drive
Gaithersburg, MD 20878",,,,,
10/17/2016,10/17/2016,Falling Spring Court,Laytonsville,MD,20882,Inquiry,,,1,,,,,,,,,,Complaint,"Falling Spring Court
Laytonsville, MD 20882",,,,,
10/18/2016,10/18/2016,,,MD,,Inquiry,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/18/2016,10/18/2016,Creekside Drive,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Creekside Drive
Silver Spring, MD 20904",,,,,
10/18/2016,10/20/2016,Malta Lane,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"Malta Lane
Silver Spring, MD 20901",,,,,
10/19/2016,10/25/2016,Winexburg Manor Drive,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Winexburg Manor Drive
Silver Spring, MD 20906",,,,,
10/19/2016,11/15/2016,Hallmark Court,Gaithersburg,MD,20879,Comcast,,,,,,,,,,1,,,Complaint,"Hallmark Court
Gaithersburg, MD 20879",,,,,
10/19/2016,10/21/2016,Bennett Chase Drive,Clarksburg,MD,20871,Verizon,,,,,1,,,,,,,,Complaint,"Bennett Chase Drive
Clarksburg, MD 20871",,,,,
10/19/2016,10/31/2016,Bluet Lane,Silver Spring,MD,20906,Verizon,,,,,,,,,,,1,,Complaint,"Bluet Lane
Silver Spring, MD 20906",,,,,
10/19/2016,10/20/2016,,,MD,,Verizon,,,,,,,,,,,,1,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/19/2016,10/27/2016,Wooden Bridge Road,Potomac,MD,20854,Comcast,,,,,,1,,,,,,,Complaint,"Wooden Bridge Road
Potomac, MD 20854",,,,,
10/19/2016,10/26/2016,Earlston Drive,Bethesda,MD,20816,Comcast,,,,,1,,,,,,,,Complaint,"Earlston Drive
Bethesda, MD 20816",,,,,
10/19/2016,10/20/2016,Ventnor Road,Bethesda,MD,20816,Comcast,,,1,,,,,,,,,,Complaint,"Ventnor Road
Bethesda, MD 20816",,,,,
10/20/2016,10/20/2016,Wooden Bridge Road,Potomac,MD,20854,Inquiry,,,,,,1,,,,,,,Complaint,"Wooden Bridge Road
Potomac, MD 20854",,,,,
10/24/2016,11/10/2016,Gate House Court,Olney,MD,20832,Comcast,,,,,,,,,,1,,,Complaint,"Gate House Court
Olney, MD 20832",,,,,
10/24/2016,11/11/2016,Mountain Gate Drive,Bethesda,MD,20817,Comcast,,,,,,,,,,,,1,Complaint,"Mountain Gate Drive
Bethesda, MD 20817",,,,,
10/24/2016,10/26/2016,N Washington Street,Rockville,MD,20850,Verizon,,,,,,,,,,1,,,Complaint,"N Washington Street
Rockville, MD 20850",,,,,
10/24/2016,10/27/2016,Pennsylvania Avenue,Silver Spring,MD,20910,Comcast,,,,,,,,,,1,,,Complaint,"Pennsylvania Avenue
Silver Spring, MD 20910",,,,,
10/24/2016,10/31/2016,Gate House Court,Olney,MD,20832,Verizon,,,,,,,,,,1,,,Complaint,"Gate House Court
Olney, MD 20832",,,,,
10/24/2016,10/24/2016,Tuckey Foot Road,Gaithersburg,MD,20878,Comcast,,,,,,,,,,,,1,Complaint,"Tuckey Foot Road
Gaithersburg, MD 20878",,,,,
10/24/2016,10/26/2016,Pennsylvania Avenue,Silver Spring,MD,20910,Verizon,,,,,,,,,,1,,,Complaint,"Pennsylvania Avenue
Silver Spring, MD 20910",,,,,
10/24/2016,11/04/2016,Cobble Hill Terrace,Silver Spring,MD,20902,Comcast,,,,,,,,,,1,,,Complaint,"Cobble Hill Terrace
Silver Spring, MD 20902",,,,,
10/24/2016,10/25/2016,Mountain Quail Road,Silver Spring,MD,20901,Comcast,,,,,,1,,,,,,,Complaint,"Mountain Quail Road
Silver Spring, MD 20901",,,,,
10/24/2016,10/31/2016,Oakmont Street,Gaithersburg,MD,20877,Verizon,1,,,,,,,,,,,,Complaint,"Oakmont Street
Gaithersburg, MD 20877",,,,,
10/24/2016,10/24/2016,Falls Farm Drive,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Falls Farm Drive
Potomac, MD 20854",,,,,
10/24/2016,10/25/2016,Apple Grove Road,Silver Spring,MD,20904,Comcast,,,1,,,,,,,,,,Complaint,"Apple Grove Road
Silver Spring, MD 20904",,,,,
10/24/2016,11/15/2016,Brown church Road,Mt Airy,MD,21771,Comcast,,,1,,,,,,,,,,Complaint,"Brown church Road
Mt Airy, MD 21771",,,,,
10/24/2016,10/25/2016,Georgia Avenue,Brookeville,MD,20833,Comcast,1,,,,,,,,,,,,Complaint,"Georgia Avenue
Brookeville, MD 20833",,,,,
10/24/2016,10/24/2016,,,MD,,Comcast,1,,,,,,,,,,,,Complaint,"MD
(38.946466, -76.687282)",,,,2915,
10/24/2016,10/26/2016,Renn Street,Rockville,MD,20853,Comcast,,1,,,,,,,,,,,Complaint,"Renn Street
Rockville, MD 20853",,,,,
10/24/2016,10/26/2016,,,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"MD 20874
(39.158483, -77.280856)",2,2,39,39,1
10/24/2016,10/24/2016,,,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"MD 20874
(39.158483, -77.280856)",2,2,39,39,1
10/25/2016,10/25/2016,Gallop Terrace,Germantown,MD,20874,Inquiry,,,,,,,,,,,,1,Complaint,"Gallop Terrace
Germantown, MD 20874",,,,,
10/25/2016,10/25/2016,Ridgemont Avenue,Rockville,MD,20850,Inquiry,1,,,,,,,,,,,,Complaint,"Ridgemont Avenue
Rockville, MD 20850",,,,,
10/26/2016,10/28/2016,Hammonton Road,Silver Spring,MD,20904,Comcast,,,,,,,,,,1,,,Complaint,"Hammonton Road
Silver Spring, MD 20904",,,,,
10/26/2016,10/26/2016,Wisconsin Avenue,Chevy Chase,MD,20815,Verizon,,,,,,,,,,,1,,Complaint,"Wisconsin Avenue
Chevy Chase, MD 20815",,,,,
10/26/2016,10/31/2016,Hammonton Road,Silver Spring,MD,20904,Verizon,,,,,,,,,,1,,,Complaint,"Hammonton Road
Silver Spring, MD 20904",,,,,
10/26/2016,10/31/2016,Bailiwick Terrace,Germantown,MD,20874,Verizon,,,,,,,,,,,,1,Complaint,"Bailiwick Terrace
Germantown, MD 20874",,,,,
10/27/2016,10/28/2016,Chesterfield Road,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Chesterfield Road
Rockville, MD 20853",,,,,
10/27/2016,10/27/2016,Chesnut Street,Chevy Chase,MD,20815,RCN,,,,,,,,,,1,,,Complaint,"Chesnut Street
Chevy Chase, MD 20815",,,,,
10/28/2016,11/01/2016,Connecticut Avenue,Chevy Chase,MD,20815,Comcast,,,,,,,,,,1,,,Complaint,"Connecticut Avenue
Chevy Chase, MD 20815",,,,,
10/28/2016,11/02/2016,Clifton Road,Silver Spring,MD,20904,Verizon,1,,,,,,,,,,,,Complaint,"Clifton Road
Silver Spring, MD 20904",,,,,
10/28/2016,11/14/2016,Branch Drive,Silver Spring,MD,20901,Comcast,,1,,,,,,,,,,,Complaint,"Branch Drive
Silver Spring, MD 20901",,,,,
10/28/2016,10/28/2016,Veirs Mill Road,Rockville,MD,20851,Comcast,1,,,,,,,,,,,,Complaint,"Veirs Mill Road
Rockville, MD 20851",,,,,
10/28/2016,11/03/2016,Muscadine Drive,Clarksburg,MD,20871,Verizon,,,,,,1,,,,,,,Complaint,"Muscadine Drive
Clarksburg, MD 20871",,,,,
10/31/2016,11/10/2016,Heritage Hills Drive,Brookeville,MD,20833,Comcast,1,,,,1,,,,,,,,Complaint,"Heritage Hills Drive
Brookeville, MD 20833",,,,,
10/31/2016,11/01/2016,Dunbridge Way,Montgomery Village,MD,20886,Comcast,1,,,,,,,,,,,,Complaint,"Dunbridge Way
Montgomery Village, MD 20886",,,,,
10/31/2016,11/03/2016,Brice Road,Rockville,MD,20852,Verizon,,,,,,,,,,1,,,Complaint,"Brice Road
Rockville, MD 20852",,,,,
10/31/2016,11/17/2016,Middleboro Drive,Damascus,MD,20872,Comcast,,,,,,,,,,1,,,Complaint,"Middleboro Drive
Damascus, MD 20872",,,,,
10/31/2016,11/04/2016,Highview Avenue,Silver Spring,MD,20901,Verizon,,,,,,,,,,,,,Complaint,"Highview Avenue
Silver Spring, MD 20901",,,,,
10/31/2016,11/03/2016,Timber Hill Lane,Potomac,MD,20854,Verizon,1,,,,,,,,,,,,Complaint,"Timber Hill Lane
Potomac, MD 20854",,,,,
11/01/2016,11/10/2016,Bradley Blvd,Bethesda,MD,20817,Comcast,,1,,,,,,,,,,,Complaint,"Bradley Blvd
Bethesda, MD 20817",,,,,
11/01/2016,11/10/2016,Fetlock Drive,Germantown,MD,20874,Comcast,,,,,,,,,,1,,,Complaint,"Fetlock Drive
Germantown, MD 20874",,,,,
11/02/2016,11/04/2016,Sentinel Drive,Bethesda,MD,20816,Comcast,,,,,,,1,,,,,,Complaint,"Sentinel Drive
Bethesda, MD 20816",,,,,
11/02/2016,11/03/2016,Stapleford Hall Place,Potomac,MD,20854,Verizon,,1,,,,,,,,,,,Complaint,"Stapleford Hall Place
Potomac, MD 20854",,,,,
11/02/2016,11/04/2016,East West Hwy,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"East West Hwy
Bethesda, MD 20814",,,,,
11/02/2016,11/04/2016,Brighton Drive,Gaithersburg,MD,20877,Comcast,,,,,,,,,,,1,,Complaint,"Brighton Drive
Gaithersburg, MD 20877",,,,,
11/04/2016,11/16/2016,Leighton Avenue,Silver Spring,MD,20901,Verizon,,,,,,,1,,,,,,Complaint,"Leighton Avenue
Silver Spring, MD 20901",,,,,
11/07/2016,11/08/2016,Wisconsin Avenue,Bethesda,MD,20814,Comcast,1,,,,,,,,,,,,Complaint,"Wisconsin Avenue
Bethesda, MD 20814",,,,,
11/08/2016,11/08/2016,Country Ridge Drive,Germantown,MD,20874,Comcast,1,,,,,,,,,,,,Complaint,"Country Ridge Drive
Germantown, MD 20874",,,,,
11/08/2016,11/10/2016,Brink Meadow Lane,Germantown,MD,20876,Comcast,,1,,,1,,,,,,,,Complaint,"Brink Meadow Lane
Germantown, MD 20876",,,,,
11/08/2016,11/11/2016,Winter Park Ct,Gaithersburg,MD,20879,Comcast,,,,,,,,,,1,,,Complaint,"Winter Park Ct
Gaithersburg, MD 20879",,,,,
