"name","month","quarter","year","filing_frequency","due_date","taxable_amount","tax_due","interest","penalty","total_amount_due"
"Global Serviced Apartments LLC","11",,"2021","M","2021-12-31T00:00:00.000","42312.15","2961.85","0","0","2961.85"
"Hampshire Lodging Inc","11",,"2021","M","2021-12-31T00:00:00.000","200046.53","14003.25","0","0","14003.25"
"Bethesda Hotel Associates LLC","11",,"2021","M","2021-12-31T00:00:00.000","442262.87","30958.4","0","0","30958.4"
"Cambria Hotel Rockville","11",,"2021","M","2021-12-31T00:00:00.000","277253.99","19407.77","0","0","19407.77"
"Fairfield Inn & Suites - Germantown","11",,"2021","M","2021-12-31T00:00:00.000","176305.85","12341.4","0","0","12341.4"
"Hilton Garden Inn Silver Spring","11",,"2021","M","2021-12-31T00:00:00.000","285627.24","19993.9","0","0","19993.9"
"Bethesda North Marriott Hotel & Conference Center #337V9","11",,"2021","M","2021-12-31T00:00:00.000","689692.14","48278.44","0","0","48278.44"
"HomeAway.com, Inc.","11",,"2021","M","2021-12-31T00:00:00.000","88040.13","6162.8","0","0","6162.8"
"Gaithersburg Marriott Washingtonian Center #337K6","11",,"2021","M","2021-12-31T00:00:00.000","679959.86","47597.19","0","0","47597.19"
"Courtyard by Marriott Rockville #311D1","11",,"2021","M","2021-12-31T00:00:00.000","221547.86","15508.35","0","0","15508.35"
"AIL Hospitality LLC dba Sleep Inn Hotel","11",,"2021","M","2021-12-31T00:00:00.000","106154","7430.78","0","0","7430.78"
"TripAdvisor LLC","11",,"2021","M","2021-12-31T00:00:00.000","0","0","0","0","0"
"Congressional Country Club","11",,"2021","M","2021-12-31T00:00:00.000","49385","3456.95","0","0","3456.95"
"BW RRI III","11",,"2021","M","2021-12-31T00:00:00.000","223226.98","15625.88","0","0","15625.88"
"EXTENDED STAY AMERICA #2529","11",,"2021","M","2021-12-31T00:00:00.000","74811.5","5236.8","0","0","5236.8"
"Tusculum Farm Enterprises, LLC","11",,"2021","M","2021-12-31T00:00:00.000","28571","1999.97","0","0","1999.97"
"AIL Hospitality LLC dba Radisson Hotel","11",,"2021","M","2021-12-31T00:00:00.000","101194.11","7083.58","0","0","7083.58"
"Airbnb Inc","11",,"2021","M","2021-12-31T00:00:00.000","743475.41","52043.27","0","0","52043.27"
"GAI Enterprises, LLC. DBA - Motel 6","11",,"2021","M","2021-12-31T00:00:00.000","143798.88","10065.92","0","0","10065.92"
"Aramark Sports & Entertainment Services, LLC","11",,"2021","M","2021-12-31T00:00:00.000","25362","1775.34","0","0","1775.34"
"Bethesda Marriott Suites #337P9","11",,"2021","M","2021-12-31T00:00:00.000","466365.14","32645.55","0","0","32645.55"
"American Inn Bethesda","11",,"2021","M","2021-12-31T00:00:00.000","76896.02","5382.72","0","0","5382.72"
"Sheraton Silver Spring Hotel","11",,"2021","M","2021-12-31T00:00:00.000","0","0","0","0","0"
"TMG II BETHESDA HOTEL OPERATING COMPANY LLC","11",,"2021","M","2021-12-31T00:00:00.000","1389249.57","97247.46","0","0","97247.46"
"Residence Inn by Marriott Bethesda Downtown #57136","11",,"2021","M","2021-12-31T00:00:00.000","464252","32497.64","0","0","32497.64"
"Silver Hospitality Inc","11",,"2021","M","2021-12-31T00:00:00.000","152105.98","10647.41","0","0","10647.41"
"EXTENDED STAY AMERICA #2528","11",,"2021","M","2021-12-31T00:00:00.000","118196.66","8273.76","0","0","8273.76"
"Chevy Chase Club","11",,"2021","M","2021-12-31T00:00:00.000","59240","4146.8","0","0","4146.8"
"TownePlace Suites at Gaithersburg","11",,"2021","M","2021-12-31T00:00:00.000","97988.59","6859.2","0","0","6859.2"
"Courtyard by Marriott - Silver Spring Downtown","11",,"2021","M","2021-12-31T00:00:00.000","398153.73","27870.76","0","0","27870.76"
"Maryland National Capital Park & Planning Commission","11",,"2021","M","2021-12-31T00:00:00.000","2880","201.6","0","0","201.6"
"Canopy by Hilton-Washington DC-North Bethesda","11",,"2021","M","2021-12-31T00:00:00.000","520909","36463.63","0","0","36463.63"
"Gaithersburg Operator, LLC","11",,"2021","M","2021-12-31T00:00:00.000","434816.21","30437.13","0","0","30437.13"
"A-TBC Bethesda Owner, LLC dba Doubletree Bethesda Hotel","11",,"2021","M","2021-12-31T00:00:00.000","474705.71","33229.39","0","0","33229.39"
"Hotel Tonight, LLC","11",,"2021","M","2021-12-31T00:00:00.000","38564.19","2699.49","0","0","2699.49"
"LCOF Silver Spring Operating, LLC","11",,"2021","M","2021-12-31T00:00:00.000","204058.79","14284.11","0","0","14284.11"
"T-R 1775 Rockville Owner LLC dba Rockville Even Hotel","11",,"2021","M","2021-12-31T00:00:00.000","202860.88","14200.26","0","0","14200.26"
"EXTENDED STAY AMERICA #9663","11",,"2021","M","2021-12-31T00:00:00.000","104109.21","7287.64","0","0","7287.64"
"RGALTD T/A Comfort Inn","11",,"2021","M","2021-12-31T00:00:00.000","189791.57","13285.4","0","0","13285.4"
"ELSS LLC","11",,"2021","M","2021-12-31T00:00:00.000","160072.57","11205.07","0","0","11205.07"
"EXTENDED STAY AMERICA #2504","11",,"2021","M","2021-12-31T00:00:00.000","50024.14","3501.68","0","0","3501.68"
"Rockville Hospitality, LLC","11",,"2021","M","2021-12-31T00:00:00.000","220610.98","15442.76","0","0","15442.76"
"DHM Rockville LLC","11",,"2021","M","2021-12-31T00:00:00.000","463231.19","32426.18","0","0","32426.18"
"Courtyard by Marriott Silver Spring #311F1","11",,"2021","M","2021-12-31T00:00:00.000","192008","13440.56","0","0","13440.56"
"Holiday Inn Express Germantown","11",,"2021","M","2021-12-31T00:00:00.000","327814.68","22947.02","0","0","22947.02"
"MAA","11",,"2021","M","2021-12-31T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #9662","11",,"2021","M","2021-12-31T00:00:00.000","132747.82","9292.34","0","0","9292.34"
"BEST WESTERN PLUS ROCKVILLE","11",,"2021","M","2021-12-31T00:00:00.000","149173.86","10442.17","0","0","10442.17"
"Bethesda Marriott #33728","11",,"2021","M","2021-12-31T00:00:00.000","512336.14","35863.52","0","0","35863.52"
"Rocket Travel Inc.","11",,"2021","M","2021-12-31T00:00:00.000","4515.71","316.09","0","0","316.09"
"Residence Inn by Marriott Silver Spring #57188","11",,"2021","M","2021-12-31T00:00:00.000","234921.57","16444.5","0","0","16444.5"
"Courtyard by Marriott Bethesda/Chevy Chase","10",,"2021","M","2021-11-30T00:00:00.000","509225.27","35645.76","0","0","35645.76"
"Courtyard by Marriott Rockville #311D1","10",,"2021","M","2021-11-30T00:00:00.000","235241.71","16466.91","0","0","16466.91"
"EXTENDED STAY AMERICA #2504","10",,"2021","M","2021-11-30T00:00:00.000","78371.44","5486","0","0","5486"
"BEST WESTERN PLUS ROCKVILLE","10",,"2021","M","2021-11-30T00:00:00.000","151596","10611.72","0","0","10611.72"
"Bethesda Marriott #33728","10",,"2021","M","2021-11-30T00:00:00.000","604884","42341.88","0","0","42341.88"
"Hilton Garden Inn Silver Spring","10",,"2021","M","2021-11-30T00:00:00.000","313909.24","21973.64","0","0","21973.64"
"Hampton Inn & Suites","10",,"2021","M","2021-11-30T00:00:00.000","234427.62","16409.93","0","0","16409.93"
"Global Serviced Apartments LLC","10",,"2021","M","2021-11-30T00:00:00.000","28330.77","1983.15","0","0","1983.15"
"DHM Rockville LLC","10",,"2021","M","2021-11-30T00:00:00.000","396657.56","27766.02","0","0","27766.02"
"Rockville Hospitality, LLC","10",,"2021","M","2021-11-30T00:00:00.000","256494.92","17954.64","0","0","17954.64"
"MAA","10",,"2021","M","2021-11-30T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #9662","10",,"2021","M","2021-11-30T00:00:00.000","159654.33","11175.8","0","0","11175.8"
"Bethesda Marriott Suites #337P9","10",,"2021","M","2021-11-30T00:00:00.000","500501.43","35035.1","0","0","35035.1"
"Hotel Tonight, LLC","10",,"2021","M","2021-11-30T00:00:00.000","26606.3","1862.44","0","0","1862.44"
"Bethesda North Marriott Hotel & Conference Center #337V9","10",,"2021","M","2021-11-30T00:00:00.000","914293.29","64000.53","0","0","64000.53"
"Holiday Inn Express Germantown","10",,"2021","M","2021-11-30T00:00:00.000","311119.56","21778.36","0","0","21778.36"
"American Inn Bethesda","10",,"2021","M","2021-11-30T00:00:00.000","62950.48","4406.53","0","0","4406.53"
"Residence Inn by Marriott Bethesda Downtown #57136","10",,"2021","M","2021-11-30T00:00:00.000","626511.57","43855.8","0","0","43855.8"
"Maryland National Capital Park & Planning Commission","10",,"2021","M","2021-11-30T00:00:00.000","5655","395.85","0","0","395.85"
"Rocket Travel Inc.","10",,"2021","M","2021-11-30T00:00:00.000","886","62.02","0","0","62.02"
"Congressional Country Club","10",,"2021","M","2021-11-30T00:00:00.000","84915","5944.05","0","0","5944.05"
"HomeAway.com, Inc.","10",,"2021","M","2021-11-30T00:00:00.000","84692.1","5928.44","0","0","5928.44"
"TripAdvisor LLC","10",,"2021","M","2021-11-30T00:00:00.000","0","0","0","0","0"
"EXTENDED STAY AMERICA #2528","10",,"2021","M","2021-11-30T00:00:00.000","99474.79","6963.23","0","0","6963.23"
"ELSS LLC","10",,"2021","M","2021-11-30T00:00:00.000","263535.57","18447.48","0","0","18447.48"
"Cambria Hotel Rockville","10",,"2021","M","2021-11-30T00:00:00.000","269754.86","18882.84","0","0","18882.84"
