"licensetype","licenseno","issueddate","expiredate","applicant","additionalapplicant","organization","businessname","addr1","addr2","city","state","zip","telephone","geolocation"
"BUILDING CONTRACTORS LICENSE","BC3657","2002-06-13T09:06:00.000","2004-06-12T12:06:00.000","JAMES BULLINGTON","BULLINGTON","LAWRENCE BUILDERS, INC.",,"729 WEST WATERSVILLE ROAD",,"MT. AIRY","MD","21771","(301)831-7753x","POINT (-77.119824 39.356701)"
"BUILDING CONTRACTORS LICENSE","BC0764","1998-12-05T12:12:00.000","1999-12-31T12:12:00.000","JOHN CHRISTIAN","CHRISTIAN","BROOKMONT BUILDERS, INC.",,"006502  RIDGE  DRIVE",,"BETHESDA","MD","20816","(301)229-1533x","POINT (-77.122071 38.944263)"
"BUILDING CONTRACTORS LICENSE","BC3378","1999-02-10T12:02:00.000","2004-07-09T12:07:00.000","REZA MEHRABIAN","MONI, INC.","MONI, INC.",,"7115  LEESBURG  PIKE,","SUITE 115","FALLS CHURCH","VA","22043","(703)533-3121x","POINT (-77.191322 38.895161)"
"BUILDING CONTRACTORS LICENSE","BC227654","2020-03-25T01:03:18.000","2022-03-25T01:03:18.000","_ VRE V, LLC","VRE V, LLC",,,"5116 WESSLING LANE",,"BETHESDA","MD","20814","(240)417-7665","POINT (-77.103996 38.979241)"
"BUILDING CONTRACTORS LICENSE","BC3440","1998-01-06T12:01:00.000","2004-01-06T12:01:00.000","AHMAD ABDUL-BAKI","ABDUL-BAKI","THE CAMBRIDGE COMPANY, INC.",,"8614  WESTWOOD CENTER  DRIVE","SUITE 900","VIENNA","VA","22182","(703)442-8423x","POINT (-77.247005 38.929126)"
"BUILDING CONTRACTORS LICENSE","BC3578","2000-09-14T03:09:00.000","2006-09-13T12:09:00.000","MICHAEL PFAU","TRINITY HOMES","TRINITY HOMES",,"3675 PARK AVENUE,","SUITE 301","ELLICOTT CITY","MD","21043","(410)480-0023x","POINT (-76.798847 39.269466)"
"BUILDING CONTRACTORS LICENSE","BC222630","2016-01-06T05:01:19.000","2018-01-06T05:01:19.000","NEW CONCEPT HOME BUILDERS NEW CONCEPT HOME IMPROVEMENT, LLC","MRATSAKANYOR","NEW CONCEPT HOME IMPROV, LLC",,"74 ORCHARD DRIVE",,"GAITHERSBURG","MD","20878","(240)426-1556","POINT (-77.249777 39.120122)"
"BUILDING CONTRACTORS LICENSE","BC3926","2007-06-21T08:06:39.000","2011-06-21T08:06:39.000","JOHN CAULFIELD","CAULFIELD","J.C.B. CUSTOM HOMES, LLC",,"9201 FLOWER AVENUE",,"SILVER SPRING","MD","20901","(301)495-5844x","POINT (-77.007743 39.006981)"
"BUILDING CONTRACTORS LICENSE","BC3704","2003-03-04T02:03:39.000","2011-03-04T12:03:00.000","DAVID KAHN","OVERTON HOMES, INC.","OVERTON HOMES, INC.",,"2556 SUTCLIFF TERRACE",,"BROOKEVILLE","MD","20833","(301)570-7070x","POINT (-77.054219 39.163637)"
"BUILDING CONTRACTORS LICENSE","BC3146","1992-12-04T12:12:00.000","1994-12-04T12:12:00.000","_ LAWSON & ASSOCIATES","LAWSON & ASSOCIATES",,,"004919  BETHESDA  AVE",,"BETHESDA","MD","20814",,"POINT (-77.099184 38.980812)"
"BUILDING CONTRACTORS LICENSE","BC3584","2000-11-15T08:11:00.000","2018-06-01T12:06:00.000","_ PREFERRED INVESTMENTS, LLC","PREFERRED INVESTMENTS, LLC","PREFERRED INVESTMENTS, LLC",,"21240 NEW HAMPSHIRE AVENUE",,"BROOKEVILLE","MD","20833","(301)370-4504x","POINT (-77.033683 39.205565)"
"BUILDING CONTRACTORS LICENSE","BC3343","1998-05-07T12:05:00.000","2000-05-07T12:05:00.000","KEVIN BERRY","BERRY","BERRY CONSTRUCTION CO.",,"17801  PARK MILL  DRIVE",,"DERWOOD","MD","20855","(301)330-9368x","POINT (-77.152902 39.14761)"
"BUILDING CONTRACTORS LICENSE","BC0655","1999-03-12T12:03:00.000","2001-03-12T12:03:00.000","CHRISTOPHER DORMENT","ROCKY GORGE COMMUNITIES, INC.","ROCKY GORGE COMMUNITIES, INC.",,"007611  LITTLE RIVER  TURNPIKE","SUITE 101-E","ANNANDALE","VA","22003","(703)658-8710x","POINT (-77.209246 38.832191)"
"BUILDING CONTRACTORS LICENSE","BC2936","1991-05-16T12:05:00.000","1993-05-16T12:05:00.000","_ RISHI INC","RISHI INC",,,"011783  INDIAN RIDGE  RD",,"RESTON","VA","22091",,"POINT (-77.354467 38.946837)"
"BUILDING CONTRACTORS LICENSE","BC2517","1998-12-05T12:12:00.000","2014-12-05T12:12:00.000","_ SCHWARTZ ENTERPRISES, INC.","SCHWARTZ","SCHWARTZ ENTERPRISES, INC.",,"11308  FULL CRY  COURT",,"OAKTON","VA","22124","(703)620-4421x","POINT (-77.338677 38.887631)"
"BUILDING CONTRACTORS LICENSE","BC2915","1991-03-06T12:03:00.000","2018-09-10T12:09:00.000","JOS KLOCKNER & COMPANY","JOS. KLOCKNER & COMPANY","JOS KLOCKNER & COMPANY",,"6480 SLIGO MILL ROAD",,"TAKOMA PARK","MD","20912","(301)270-3033x","POINT (-77.001369 38.968669)"
"BUILDING CONTRACTORS LICENSE","BC3198","1997-10-12T12:10:00.000","2009-10-12T12:10:00.000","PAUL JEFFS","JEFFS","ACADIA CONTRACTORS, INC.",,"006106  MACARTHUR  BLVD.,","SUITE 100","BETHESDA","MD","20816","(301)320-6702x","POINT (-77.115074 38.943095)"
"BUILDING CONTRACTORS LICENSE","BC2815","1992-02-01T12:02:00.000","1994-02-01T12:02:00.000","_ STONE HOMES INC","STONE HOMES INC",,,"001811  DENNINGS  RD",,"NEW WINDSOR","MD","21776",,"POINT (-77.060459 39.512491)"
"BUILDING CONTRACTORS LICENSE","BC0244","1994-10-16T12:10:00.000","1996-10-16T12:10:00.000","_ WRIGHT MAHER INC","WRIGHT MAHER INC",,,"013015  BIRDALE  LANE",,"GAITHERSBURG","MD","20878",,"POINT (-77.270446 39.107745)"
"BUILDING CONTRACTORS LICENSE","BC0278","1991-04-01T12:04:00.000","1993-04-01T12:04:00.000","_ CROWELL & BAKER","CROWELL & BAKER CONSTRUCTION C",,"CROWELL & BAKER CONSTRUCTION CO INC","152  ROLLINS  AVE 100",,"ROCKVILLE","MD","20852",,"POINT (-77.124121 39.058664)"
"BUILDING CONTRACTORS LICENSE","BC3452","1998-04-07T12:04:00.000","2002-04-07T12:04:00.000","WILLIAM BORRELLI","AVALON RESIDENTIAL, INC.","AVALON RESIDENTIAL, INC.",,"6314  BELMONT CIRCLE,","SUITE #3","MOUNT AIRY","MD","21771","(410)795-6366x","POINT (-77.108042 39.39664)"
"BUILDING CONTRACTORS LICENSE","BC2653","1999-06-01T12:06:00.000","2011-06-01T12:06:00.000","BARBARA MELVIN","BGM ENTERPRISES, INC.","BGM ENTERPRISES, INC.",,"9301 MERKEL FARM ROAD",,"BOWIE","MD","20715","(301)482-1600x","POINT (-76.749416 39.020333)"
"BUILDING CONTRACTORS LICENSE","BC3779","2004-08-04T08:08:18.000","2013-08-04T12:08:00.000","DAVID BLAUFARB","BLAUFARB","KENSINGTON CONSTRUCTION, INC.",,"10421 METROPOLITAN AVENUE",,"KENSINGTON","MD","20895","(301)949-3100x","POINT (-77.07017 39.026445)"
"BUILDING CONTRACTORS LICENSE","BC226399","2018-12-05T10:12:20.000","2022-12-05T10:12:20.000","JT Custom Builders, LLC","JT Custom Builders, LLC",,,"3860 W. Watersville Rd.",,"Mt. Airy","MD","21771","(240)394-6123","POINT (-77.130223 39.376461)"
"BUILDING CONTRACTORS LICENSE","BC4027","2010-11-02T05:11:00.000","2012-11-02T12:11:00.000","IAN SANDERSON","SANDERSON","CEDAR RIDGE BUILDERS, LLC",,"7617 FISHER DRIVE",,"FALLS CHURCH","VA","22043","(703)969-2585x","POINT (-77.209168 38.911101)"
"BUILDING CONTRACTORS LICENSE","BC3732","2003-09-11T02:09:00.000","2012-09-11T12:09:00.000","FRANCIS DANIEL","CONSTRUCTION TECHNOLOGIES,LLC","CONSTRUCTION TECHNOLOGIES,LLC",,"312 BRADLEY AVENUE",,"ROCKVILLE","MD","20851","(240)286-6409x","POINT (-77.117413 39.078953)"
"BUILDING CONTRACTORS LICENSE","BC3175","1993-05-20T12:05:00.000","1995-05-20T12:05:00.000","_ ROJAS BROTHERS CO INC","ROJAS BROTHERS CO INC",,,"007513  MACARTHUR  BLVD",,"CABIN JOHN","MD","20818",,"POINT (-77.155133 38.973308)"
"BUILDING CONTRACTORS LICENSE","BC0384","1993-03-10T12:03:00.000","1995-03-10T12:03:00.000","_ HUBERT E SNAPP INC","HUBERT E SNAPP INC",,,"002120  CABIN BRANCH  CT",,"MOUNT AIRY","MD","21771",,"POINT (-77.136255 39.3147)"
"BUILDING CONTRACTORS LICENSE","BC3251","1998-09-15T12:09:00.000","2022-09-15T12:09:00.000","_ ADC BUILDERS, INC.","ADC BUILDERS, INC.","ADC BUILDERS, INC.",,"6290  MONTROSE ROAD",,"ROCKVILLE","MD","20852","(301)692-4000x","POINT (-77.128018 39.052811)"
"BUILDING CONTRACTORS LICENSE","BC3037","1995-04-29T12:04:00.000","1997-04-29T12:04:00.000","_ RITCHEY HOMES INC","RITCHEY HOMES INC",,,"019210  MUNGER FARM  RD",,"POOLESVILLE","MD","20837",,"POINT (-77.403425 39.136514)"
"BUILDING CONTRACTORS LICENSE","BC0253","1991-04-01T12:04:00.000","1993-04-01T12:04:00.000","_ THOMAS P HARKINS INC","THOMAS P HARKINS INC",,,"012301  OLD COLUMBIA  PIKE",,"SILVER SPRING","MD","20904",,"POINT (-76.970088 39.057955)"
"BUILDING CONTRACTORS LICENSE","BC227828","2020-07-07T01:07:54.000","2022-07-07T01:07:54.000","Backyard Homes LLC","Backyard Homes LLC",,,"319 N Maple Avenue",,"Falls Church","VA","22046","(202)866-4663","POINT (-77.168592 38.885619)"
"BUILDING CONTRACTORS LICENSE","BC3319","1997-11-09T12:11:00.000","1999-11-09T12:11:00.000","SETH BLUMBERG","BLUMBERG","PRIMA BUILDERS, INC.",,"6700  BELCREST ROAD","SUITE 117","HYATTSVILLE","MD","20782","(301)559-9100x","POINT (-76.953823 38.971782)"
"BUILDING CONTRACTORS LICENSE","BC2986","1998-01-17T12:01:00.000","2024-01-17T12:01:00.000","_ T.R. SMITH Company","SMITH","T.R. SMITH COMPANY",,"14401 DARNESTOWN ROAD",,"DARNESTOWN","MD","20874","(301)977-3474x","POINT (-77.299028 39.107738)"
"BUILDING CONTRACTORS LICENSE","BC3181","1997-06-17T12:06:00.000","1999-06-17T12:06:00.000","KATHERINE CONTI","CONTI","HAWTHORNE HOMES, LLC",,"21038  WOODFIELD  ROAD",,"GAITHERSBURG","MD","20882","(301)417-0755x","POINT (-77.159131 39.201548)"
"BUILDING CONTRACTORS LICENSE","BC3403","1999-06-03T12:06:00.000","2009-06-03T12:06:00.000","ANATOLY MIZGIREV","MIZGIREV","GENERAL CONSTRUCTION GROUP,COR",,"12811 TRAVILAH ROAD",,"POTOMAC","MD","20854","(301)728-0310x","POINT (-77.26716 39.06454)"
"BUILDING CONTRACTORS LICENSE","BC3291","1997-06-06T12:06:00.000","1999-06-06T12:06:00.000","PAUL BONIN","BONIN & ASSOCIATES, INC.","BONIN AND ASSOCIATES, INC.",,"1011  LEE  AVENUE",,"LAFAYETTE","LA","70501","(318)267-3483x","POINT (-92.019096 30.220852)"
"BUILDING CONTRACTORS LICENSE","BC2576","1998-10-23T12:10:00.000","2010-10-23T12:10:00.000","WILLIAM HANCOCK","WM. HANCOCK, BUILDER","WM. HANCOCK, BUILDER",,"021721  BRINK MEADOW  LANE",,"GERMANTOWN","MD","20876","(301)916-0866x","POINT (-77.243429 39.214997)"
"BUILDING CONTRACTORS LICENSE","BC3941","2007-11-07T07:11:26.000","2009-11-07T07:11:26.000","PRICE PRICE","PRICE-BRAKE CONSTRUCTION, LLC","PRICE-BRAKE CONSTRUCTION, LLC.",,"1111 34TH STREET, NW",,"WASHINGTON","DC","20007","(202)965-7000x","POINT (-77.067796 38.904641)"
"BUILDING CONTRACTORS LICENSE","BC3588","2001-02-08T04:02:00.000","2005-02-06T12:02:00.000","BETTY LLEWELLYN","LLEWELLYN","LLEWELLYN BUILDERS",,"14515 FARADAY DRIVE",,"ROCKVILLE","MD","20853","(301)871-6565x","POINT (-77.08332 39.095332)"
"BUILDING CONTRACTORS LICENSE","BC2497","1996-11-01T12:11:00.000","1998-11-01T12:11:00.000","_ SCHATTNER ROSEN CONSTRUCTION INC","SCHATTNER ROSEN CONSTRUCTION I",,"SCHATTNER ROSEN CONSTRUCTION INC","015729  CRABBS BRANCH  WAY",,"ROCKVILLE","MD","20855",,"POINT (-77.156605 39.112821)"
"BUILDING CONTRACTORS LICENSE","BC0250","1999-03-31T12:03:00.000","2003-03-31T12:03:00.000","RICHARD PETTIT","PETTIT & GRIFFIN, INC.","PETTIT & GRIFFIN, INC.",,"18205-D  FLOWER HILL  WAY",,"GAITHERSBURG","MD","20879","(301)975-1020x","POINT (-77.164242 39.155088)"
"BUILDING CONTRACTORS LICENSE","BC2154","1999-02-04T12:02:00.000","2005-02-04T12:02:00.000","MORTON LEVINE","IMPERIAL DEVELOPMENT CO., INC.","IMPERIAL DEVELOPMENT CO., INC.",,"007979  OLD GEORGETOWN  ROAD,","SUITE 800","BETHESDA","MD","20814","(301)654-7041x","POINT (-77.1014 38.989064)"
"BUILDING CONTRACTORS LICENSE","BC3947","2008-01-08T12:01:00.000","2024-01-25T12:01:00.000","_ R. MILLER CONSTRUCTION CORP.","MILLER","R. MILLER CONSTRUCTION CORP.",,"8120 WOODMONT AVENUE","SUITE 160","BETHESDA","MD","20814","(240)752-9866x","POINT (-77.096753 38.991461)"
"BUILDING CONTRACTORS LICENSE","BC3583","2000-11-15T08:11:00.000","2022-11-14T12:11:00.000","_ N & H GENERAL CONSTRUCTION CO., INC.","N & H GENERAL CONSTRUCTION CO., INC.","N & H GENERAL CONSTRUCTION CO.",,"16201 MORROW ROAD",,"POOLESVILLE","MD","20837","(301)921-8817x","POINT (-77.366932 39.121392)"
"BUILDING CONTRACTORS LICENSE","BC228005","2020-10-07T12:10:05.000","2022-10-07T12:10:05.000","_ 4000 KNOWLES AVENUE, LLC","4000 KNOWLES AVENUE, LLC",,,"4000 Knowles Avenue",,"Kensington","MD","20895","(703)868-2832","POINT (-77.079083 39.027771)"
"BUILDING CONTRACTORS LICENSE","BC3554","2000-05-03T11:05:00.000","2004-05-02T12:05:00.000","JOHN PIERCE","GREEN TREE BUILDERS","GREEN TREE BUILDERS","CORPORATION NAME:  GREEN TREE DEVELOPMENT GROUP, LLC, T/A BREEN TREE BUILDERS/GREEN TREE MODULAR HOMES","5688 FRENCH AVENUE",,"SKYESVILLE","MD","21784","(410)549-3420x","POINT (-77.032104 39.418595)"
"BUILDING CONTRACTORS LICENSE","BC221082","2015-09-01T03:09:04.000","2017-09-01T03:09:04.000","_ LETHBRIDGE CONTRACTORS, INC.","LETHBRIDGE","LETHBRIDGE CONTRACTORS, INC.",,"4320 SANDY SPRING ROAD",,"BURTONSVILLE","MD","20866","(301)421-1450","POINT (-76.923652 39.109803)"
"BUILDING CONTRACTORS LICENSE","BC0362","1999-02-25T12:02:00.000","2023-02-25T12:02:00.000","_ JOHN L. DUFIEF, INC.","JOHN L. DUFIEF, INC.",,,"2280  GLENMORE  TERRACE",,"ROCKVILLE","MD","20850","(301)424-6164x","POINT (-77.186873 39.089593)"
"BUILDING CONTRACTORS LICENSE","BC3968","2008-10-07T03:10:18.000","2010-10-07T03:10:18.000","JANUSZ BAZYLUK","BAZYLUK","VAVEL DESIGN/BUILD",,"10226 CAPITOL VIEW AVENUE",,"SILVER SPRING","MD","20910","(301)585-1005x","POINT (-77.065283 39.023237)"
"BUILDING CONTRACTORS LICENSE","BC3351","1998-06-04T12:06:00.000","2006-06-04T12:06:00.000","ERNEST SINES","SINES","ERNEST R. SINES, INC.",,"14621 LOCUSTWOOD LANE",,"SILVER SPRING","MD","20905","(301)502-0343x","POINT (-76.960535 39.094779)"
"BUILDING CONTRACTORS LICENSE","BC228271","2021-02-17T12:02:51.000","2023-02-17T12:02:51.000","_ 6006 HIGHLAND, LLC","6006 HIGHLAND, LLC",,,"7520 Hampden Lane",,"Bethesda","MD","20814","(202)437-5931","POINT (-77.109779 38.985659)"
"BUILDING CONTRACTORS LICENSE","BC3273","1995-02-02T12:02:00.000","1997-02-02T12:02:00.000","_ COLLINS CONSTRUCTION CO","COLLINS CONSTRUCTION CO",,,"009005  ALTON  PKWY",,"SILVER SPRING","MD","20910",,"POINT (-77.029338 39.002824)"
"BUILDING CONTRACTORS LICENSE","BC213404","2014-03-10T11:03:11.000","2024-03-10T11:03:11.000","_ WORKSHOP 11","WORKSHOP 11","WORKSHOP 11",,"12121 GLEN MILL ROAD",,"POTOMAC","MD","20854","(301)379-2804","POINT (-77.217189 39.056138)"
"BUILDING CONTRACTORS LICENSE","BC228907","2022-01-11T01:01:26.000","2024-01-11T01:01:26.000","Coulter Contracting, LLC","Coulter Contracting, LLC",,,"4078 Sharp Road",,"Glenelg","MD","21737","(140)440-5750","POINT (-77.005799 39.257598)"
"BUILDING CONTRACTORS LICENSE","BC2221","1997-01-27T12:01:00.000","1999-01-27T12:01:00.000","ROSE MICHAEL","MICHAEL","MICHAEL T.ROSE ASSOCIATES,INC.",,"013920  BALTIMORE  BLVD",,"LAUREL","MD","20707","(301)953-3110x","POINT (-76.864534 39.080907)"
"BUILDING CONTRACTORS LICENSE","BC3821","2005-05-12T03:05:43.000","2009-05-12T03:05:43.000","DONALD EDWARDS","D. BRENT EDWARDS","D. BRENT EDWARDS","DONALD B. EDWARDS, T/A","224 QUAINT ACRES DRIVE",,"SILVER SPRING","MD","20904","(301)622-2797x","POINT (-77.004166 39.049118)"
"BUILDING CONTRACTORS LICENSE","BC3654","2002-05-07T02:05:05.000","2004-05-07T12:05:00.000","ETHAN ASSAL","ASSAL","DISTINCTIVE HOMES CORPORATION",,"9916 LOGAN DRIVE",,"POTOMAC","MD","20854","(301)807-6390x","POINT (-77.204231 39.008224)"
"BUILDING CONTRACTORS LICENSE","BC228245","2021-02-02T01:02:51.000","2023-02-02T01:02:51.000","_ LUXMANOR CUSTOM HOME BUILDERS, LLC","LUXMANOR CUSTOM HOME BUILDERS, LLC",,,"170 Rollins Ave",,"Rockville","MD","20852","(301)440-6584","POINT (-77.125221 39.05856)"
"BUILDING CONTRACTORS LICENSE","BC3182","1999-06-17T12:06:00.000","2005-06-17T12:06:00.000","BRUCE WILLIAMS","WILLIAMS","BRUCE R. WILLIAMS GENERAL CONT",,"000326  LINCOLN  AVENUE",,"TAKOMA PARK","MD","20912","(301)270-4428x","POINT (-77.001667 38.980686)"
"BUILDING CONTRACTORS LICENSE","BC3227","1994-06-14T12:06:00.000","1996-06-14T12:06:00.000","_ WILLOW TREE HOMES INC","WILLOW TREE HOMES INC",,,"015615  GERMANTOWN  RD",,"GERMANTOWN","MD","20874",,"POINT (-77.300786 39.112499)"
"BUILDING CONTRACTORS LICENSE","BC3107","1992-04-24T12:04:00.000","1994-04-24T12:04:00.000","_ BRENNAN LTD PARTNERSHIP","BRENNAN LTD PARTNERSHIP",,,"024817  KINGS VALLEY  RD",,"DAMASCUS","MD","20872",,"POINT (-77.235994 39.264622)"
"BUILDING CONTRACTORS LICENSE","BC227852","2020-07-22T12:07:08.000","2024-07-22T12:07:08.000","9912 E. Bexhill LLC","9912 E. Bexhill LLC",,,"8306 Melody Court",,"Bethesda","MD","20817","(240)687-3697","POINT (-77.134768 38.993273)"
"BUILDING CONTRACTORS LICENSE","BC3801","2005-01-12T11:01:00.000","2023-06-06T12:06:00.000","_ A/X CARPENTERS, LLC","MORAES","A/X CARPENTERS, LLC",,"4108 WARNER STREET",,"KENSINGTON","MD","20895","(240)832-1359x","POINT (-77.081032 39.027578)"
"BUILDING CONTRACTORS LICENSE","BC3991","2009-06-16T11:06:23.000","2023-06-16T12:06:00.000","_ THE EVERGREEN COMPANIES","THE EVERGREEN COMPANIES","THE EVERGREENE COMPANIES",,"3684 CENTERVIEW DRIVE,","SUITE 120","CHANTILLY","VA","20151","(703)667-7869","POINT (-77.428374 38.9027)"
"BUILDING CONTRACTORS LICENSE","BC228730","2021-09-13T01:09:32.000","2023-09-13T01:09:32.000","_ TURETCHI DEVELOPMENT COMPANY, LLC","TURETCHI DEVELOPMENT COMPANY, LLC",,,"4500 Chaucer Way","# 106","Owings Mills","MD","21117","(347)782-4785","POINT (-76.802704 39.395363)"
"BUILDING CONTRACTORS LICENSE","BC3612","2001-05-01T02:05:25.000","2003-05-01T02:05:25.000","JEFFREY CARUSO","CARUSO","MARYLAND HOMES, CK, LLC",,"1662 VILLAGE GREEN",,"CROFTON","MD","21114","(301)261-0277x","POINT (-76.69793 39.00596)"
"BUILDING CONTRACTORS LICENSE","BC2362","1999-06-28T12:06:00.000","2011-06-28T12:06:00.000","RALPH DESENA","DESENA","R.A.M. INVESTING, LTD.",,"7600-G5 LINDBERGH DRIVE",,"GAITHERSBURG","MD","20879","(301)762-0775x","POINT (-77.153416 39.166564)"
"BUILDING CONTRACTORS LICENSE","BC4002","2010-04-08T11:04:00.000","2014-04-08T12:04:00.000","_ VAUGHN CONSTR & MANAGMENT","VAUGHN","VAUGHN CONSTR & MANAGMENT",,"3613 QUESADA STREET, NW",,"WASHINGTON","DC","20015","(301)585-6630x","POINT (-77.073923 38.968618)"
"BUILDING CONTRACTORS LICENSE","BC3099","1992-03-02T12:03:00.000","1994-03-02T12:03:00.000","_ MEDFORD DEVELOPMENT CORP","MEDFORD DEVELOPMENT CORP",,,"002762  GARFIELD  AVE",,"SILVER SPRING","MD","20910",,"POINT (-77.056892 39.001903)"
"BUILDING CONTRACTORS LICENSE","BC2989","1998-03-16T12:03:00.000","2004-03-16T12:03:00.000","RISHI GOSAIN","GOSAIN","SUPER STAR HOMES, INC.",,"008750  CENTER  ROAD",,"SPRINGFIELD","VA","22152","(301)499-8895x","POINT (-77.248382 38.780859)"
"BUILDING CONTRACTORS LICENSE","BC3579","2000-09-19T03:09:00.000","2002-09-19T12:09:00.000","KENNETH DUDLEY","DUDLEY","KBD BUILDERS",,"3516 13TH STREET,N.E.",,"WASHINGTON","DC","20017","(202)526-0887x","POINT (-76.988735 38.933249)"
"BUILDING CONTRACTORS LICENSE","BC3327","1997-12-11T12:12:00.000","2001-12-11T12:12:00.000","MARK STEMEN","DOMAIN BUILDERS, INC.","DOMAIN BUILDERS, INC.",,"11240  WAPLES MILL ROAD.","SUITE 201","FAIRFAX","VA","22030","(703)267-5800x","POINT (-77.335612 38.86062)"
"BUILDING CONTRACTORS LICENSE","BC212081","2013-11-05T03:11:53.000","2015-11-05T03:11:53.000","_ RIDAN BUILDERS","RIDAN BUILDERS",,,"13200 CLEVELAND DRIVE",,"ROCKVILLE","MD","20850","(301)840-5854","POINT (-77.197145 39.070207)"
"BUILDING CONTRACTORS LICENSE","BC3896","2006-09-13T08:09:00.000","2008-09-13T12:09:00.000","JEFFREY KIRBY","KING'S OVERLOOK LAND, LLC","KING'S OVERLOOK LAND, LLC",,"11215 DOVEDALE COURT,","SUITE B","WOODSTOCK","MD","21104","(410)442-5080x","POINT (-76.895379 39.307206)"
"BUILDING CONTRACTORS LICENSE","BC226853","2019-06-07T03:06:37.000","2023-06-07T03:06:37.000","_ CM CROWN FARM, LLC","CM CROWN FARM, LLC",,,"1355 Beverly Road","Suite # 330","McLean","VA","22101","(703)734-9855","POINT (-77.177751 38.936807)"
"BUILDING CONTRACTORS LICENSE","BC228786","2021-10-18T12:10:52.000","2023-10-18T12:10:52.000","Thorsen Construction Company Inc","Thorsen Construction Company Inc",,"Thorsen Construction","5700-A General Washington Drive",,"Alexandria","VA","22312","(703)501-1506","POINT (-77.165984 38.79684)"
"BUILDING CONTRACTORS LICENSE","BC226250","2018-09-12T02:09:34.000","2022-09-12T02:09:34.000","Botero Homes, LLC","Botero Homes, LLC",,,"11150 Sunset Hills Rd.","Suite 309","Reston","VA","20190","(571)313-0024","POINT (-77.330412 38.948142)"
"BUILDING CONTRACTORS LICENSE","BC3595","2001-03-06T04:03:00.000","2007-03-06T12:03:00.000","LEROY EAKIN, III","EAKIN, III","FALLSGROVE",,"1000 WILSON BLVD.,","SUITE 2720","ARLINGTON","VA","22209","(703)525-5565x","POINT (-77.068777 38.894266)"
"BUILDING CONTRACTORS LICENSE","BC3971","2008-11-05T07:11:10.000","2010-11-05T07:11:10.000","GARY NASH","NASH","NASH CONSTRUCTION, INC.",,"8135 E. MAIN STREET",,"MARSHALL","VA","20115","(540)364-2515x","POINT (-77.841966 38.867325)"
"BUILDING CONTRACTORS LICENSE","BC3750","2004-03-10T09:03:00.000","2012-03-10T12:03:00.000","CHRIS PAPADOPOULOS","ACT. INC.","ACT, INC.","ARCHITECTURAL CONST.TECH., T/A","7307 MACARTHUR BLVD.,","SUITE 204","BETHESDA","MD","20816","(301)320-4100x","POINT (-77.139074 38.968798)"
"BUILDING CONTRACTORS LICENSE","BC3660","2002-06-17T03:06:00.000","2008-06-17T12:06:00.000","SAHEBI ARDESHIR","ARTITECH, INC.","ARTITECH, INC.",,"7600 LINDBERGH DRIVE,","SUITE F","GAITHERSBURG","MD","20879","(301)519-6997x","POINT (-77.153416 39.166564)"
"BUILDING CONTRACTORS LICENSE","BC2363","1991-07-06T12:07:00.000","1993-07-06T12:07:00.000","_ MORTON & RUSSELL CONSTRUCTION CO INC","MORTON & RUSSELL CONSTRUCTION CO INC",,,"015600  AMELUNG  LANE",,"ROCKVILLE","MD","20855",,"POINT (-77.122997 39.111992)"
"BUILDING CONTRACTORS LICENSE","BC2102","1998-07-10T12:07:00.000","2014-07-10T12:07:00.000","_ MICHAEL H. DERSOOKIAN","MICHAEL H. DERSOOKIAN","MICHAEL H. DERSOOKIAN",,"6010 GREENTREE ROAD",,"BETHESDA","MD","20817","(301)332-7522x","POINT (-77.122944 39.001134)"
"BUILDING CONTRACTORS LICENSE","BC222824","2016-04-06T03:04:07.000","2018-04-06T03:04:07.000","_ WOODSIDE PARK PARTNERS, LLC","WOODSIDE PARK PARTNERS, LLC","WOODSIDE PARK PARTNERS, LLC",,"6110 EXECUTIVE BLVD., SUITE 430",,"ROCKVILLE","MD","20852","(301)864-6500","POINT (-77.125002 39.048557)"
"BUILDING CONTRACTORS LICENSE","BC3831","2005-07-12T04:07:00.000","2017-07-12T12:07:00.000","_ AVALON DEVELOPMENT GROUP, LLC","AVALON DEVELOPMENT GROUP, LLC","AVALON DEVELOPMENT GROUP",,"11302 ROLLING HOUSE ROAD",,"NORTH BETHESDA","MD","20852","(301)881-1345x","POINT (-77.142757 39.0403)"
"BUILDING CONTRACTORS LICENSE","BC2079","1999-05-15T12:05:00.000","2009-05-15T12:05:00.000","WILLIAM LIPNICK","LIPNICK","LIPNICK CONSTRUCTION COMPANY",,"001825  K  STREET, N.W.,","SUITE 1205","WASHINGTON","DC","20006","(202)223-1080x","POINT (-77.042551 38.902646)"
"BUILDING CONTRACTORS LICENSE","BC3347","1996-05-14T12:05:00.000","1998-05-14T12:05:00.000","_ BLUEPRINT BUILDERS, INC.","BLUEPRINT BUILDERS, INC.",,,"709  CLIVEDEN  RD",,"BALTIMORE","MD","21208",,"POINT (-76.729039 39.364624)"
