Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,Location,MoCo_boundary,Zip Codes,Communities,Councils,Municipalities
DARO'S BEER & WINE,2501 ENNALLS AVE.,WHEATON,MD,20902,DBW40399,On/Off-Premise,"CORDARO VENTURES,LLC","2501 ENNALLS AVE.
WHEATON, MD 20902
(39.039996, -77.052968)",1,17,16,4,1
BOTTLES UP,11800 NEBEL ST.,ROCKVILLE,MD,20852,DBW305259,On/Off-Premise,"V3 PROPERTIES, LLC","11800 NEBEL ST.
ROCKVILLE, MD 20852
(39.04906, -77.106756)",1,60,19,1,1
HUNAN DELIGHT,18220 VILLAGE CENTER DRIVE,OLNEY,MD,20832,BBWLHR212260,On Premise,"HUNAN DELIGHT 1688, LLC","18220 VILLAGE CENTER DRIVE
OLNEY, MD 20832
(39.153175, -77.063284)",1,100,58,4,1
ANTHONY'S COAL FIRED PIZZA,7776 NORFOLK AVENUE,BETHESDA,MD,20814,BBWLHR135263,On Premise,"ANTHONY'S COAL FIRED PIZZA, LLC","7776 NORFOLK AVENUE
BETHESDA, MD 20814
(38.988356, -77.096312)",1,111,12,1,1
GREGORIO'S TRATTORIA AT SUMNER PLACE,4611A SANGAMORE LN.,BETHESDA,MD,20816,BBWLHR391274,On Premise,"GREGORIO'S AT SUMNER PLACE, LLC","4611A SANGAMORE LN.
BETHESDA, MD 20816
(38.94866, -77.119725)",1,107,12,1,1
MISSION BBQ-GERMANTOWN,"19800 CENTURY BLVD.,STE. 600",GERMANTOWN,MD,20874,HBWHR51270,On Premise,"MISSION BBQ GERMANTOWN, LLC","19800 CENTURY BLVD.,STE. 600
GERMANTOWN, MD 20874
(39.180589, -77.267834)",1,39,39,2,1
CHAMPIONS SPORTS BAR,9433 GEORGIA AVE.,SILVER SPRING,MD,20910,DBWL192259,On Premise,"ACTION HOUSE VAPE & HOOKAH, LLC","9433 GEORGIA AVE.
SILVER SPRING, MD 20910
(39.009169, -77.040422)",1,3065,7,5,1
PICCOLI PIATTI,10257 OLD GEORGETOWN RD.,BETHESDA,MD,20814,HBWHR393274,On Premise,"PICCOLI PIATTI, INC.","10257 OLD GEORGETOWN RD.
BETHESDA, MD 20814
(39.023945, -77.124553)",1,111,12,1,1
CUBANO'S RESTAURANT 2,4907 CORDELL AVE.,BETHESDA,MD,20814,BBWLHR43805,On Premise,"MENDEZ & MENDEZ, INC.","4907 CORDELL AVE.
BETHESDA, MD 20814
(38.989168, -77.098312)",1,111,12,1,1
N-BONFIELDS MARKET,6124 MACARTHUR BLVD.,BETHESDA,MD,20816,DBW224260,On/Off-Premise,"BONFIELDS MARKET, LLC","6124 MACARTHUR BLVD.
BETHESDA, MD 20816
(38.943729, -77.115947)",1,107,12,1,1
N-BBQ CHICKEN & BEER,2235 BEL PRE RD.,SILVER SPRING,MD,20906,BBWLHR655357,On Premise,"HIZ CHICKEN FACTORY, LLC","2235 BEL PRE RD.
SILVER SPRING, MD 20906
(39.090501, -77.047895)",1,6,59,4,1
JAVA NATION-KENTLANDS,121 MARKET ST.,GAITHERSBURG,MD,20878,BBWLHR481300,On Premise,"JN KENTLANDS, INC.","121 MARKET ST.
GAITHERSBURG, MD 20878
(39.122198, -77.234979)",1,33,36,3,21
RED CHILLIES INDIAN CUISINE,1341 UNIVERSITY BLVD.,TAKOMA PARK,MD,20912,HBWHR61261,On Premise,"JB BISHAL,LLC","1341 UNIVERSITY BLVD.
TAKOMA PARK, MD 20912
(38.987199, -76.985127)",,3062,,5,11
LOS PRIMOS TEX MEX GRILL,12303 TWINBROOK PARKWAY,ROCKVILLE,MD,20852,BBWLHR39399,On Premise,"LOS PRIMOS TEX MEX GRILL, INC.","12303 TWINBROOK PARKWAY
ROCKVILLE, MD 20852
(39.058675, -77.119318)",1,60,25,1,12
POOLESVILLE GOLF COURSE,16601 WEST WILLARD ROAD,POOLESVILLE,MD,20837,BBWLCL084,On Premise,MONTGOMERY COUNTY REVENUE AUTH,"16601 WEST WILLARD ROAD
POOLESVILLE, MD 20837
(39.127178, -77.424335)",1,97,34,1,1
CURRY PLACE,11229 NEW HAMPSHIRE AVE.,SILVER SPRING,MD,20904,BBWLHR110259,On Premise,"CURRY PLACE THREE, LLC","11229 NEW HAMPSHIRE AVE.
SILVER SPRING, MD 20904
(39.04031, -76.990789)",1,12,18,5,1
N-QDOBAS MEXICAN EATS,16260 FREDERICK RD.,GAITHERSBURG,MD,20877,BBWLHR531355,On/Off-Premise,"METROMEX HOSPITALITY GROUP, INC.","16260 FREDERICK RD.
GAITHERSBURG, MD 20877
(39.121754, -77.176591)",1,35,36,3,1
SLIGO CREEK GOLF COURSE,9701 SLIGO CREEK PKY,SILVER SPRING,MD,20901,BBWLCL269,On Premise,MONTGOMERY CO. REV. AUTHORITY,"9701 SLIGO CREEK PKY
SILVER SPRING, MD 20901
(39.014001, -77.030853)",1,21,7,5,1
NORTHWEST GOLF COURSE,15701 LAYHILL ROAD,SILVER SPRING,MD,20906,BBWLCL231,On Premise,MONTGOMERY CO. REV. AUTHORITY,"15701 LAYHILL ROAD
SILVER SPRING, MD 20906
(39.112134, -77.037099)",1,6,59,4,1
NEEDWOOD GOLF COURSE,6724 NEEDWOOD ROAD,DERWOOD,MD,20855,BBWLCL229,On Premise,MONTGOMERY CO. REV.AUTHORITY,"6724 NEEDWOOD ROAD
DERWOOD, MD 20855
(39.122971, -77.1365)",1,51,54,3,1
FALLS ROAD GOLF COURSE,10800 FALLS ROAD,POTOMAC,MD,20854,BBWLCL013,On Premise,MONTGOMERY CO. REV AUTHORITY,"10800 FALLS ROAD
POTOMAC, MD 20854
(39.031487, -77.19879)",1,53,20,1,1
NT-THE BETHESDAN HOTEL,8120 WISCONSIN AVE,BETHESDA,MD,20814,BBWLHR835387,On Premise,"CRESCENT HOTELS & RESORTS, LLC","8120 WISCONSIN AVE
BETHESDA, MD 20814
(38.991303, -77.095768)",1,111,12,1,1
CM CHICKEN GERMANTOWN,12933 WISTERIA DR.,GERMANTOWN,MD,20874,BBWLHR347259,On Premise,"CM CHICKEN GERMANTOWN, INC.","12933 WISTERIA DR.
GERMANTOWN, MD 20874
(39.177145, -77.270483)",1,39,39,2,1
N-FIREPAN KOREAN BBQ,962 WAYNE AVE.,SILVER SRPING,MD,20910,BBWLHR671356,On Premise,"FIREPAN KBBQ SS, LLC","962 WAYNE AVE.
SILVER SRPING, MD 20910
(38.994545, -77.02601)",1,3065,7,5,1
PROSPERITY BEER & WINE,11623 NEBEL ST.,NORTH BETHESDA,MD,20852,DBW307259,On/Off-Premise,"PROSPERITY PARTNERS, INC.","11623 NEBEL ST.
NORTH BETHESDA, MD 20852
(39.047591, -77.105293)",1,60,19,1,1
BEST CONVENIENCE MART,8120 PINEY BRANCH RD.,SILVER SPRING,MD,20910,ABW238266,Off Premise,"FANTU, INC.","8120 PINEY BRANCH RD.
SILVER SPRING, MD 20910
(38.992528, -77.009667)",1,3065,7,5,1
BARRA BRAVA,15921 FREDERICK ROAD,ROCKVILLE,MD,20855,ABW42119,Off Premise,"BARRA BRAVA PERUVIAN SEAFOOD, LLC","15921 FREDERICK ROAD
ROCKVILLE, MD 20855
(39.116499, -77.167548)",1,51,27,3,12
MEXICUE,4733 ELM ST.,BETHESDA,MD,20814,BBWLHR656367,On Premise,"MEXICUE BETHESDA, LLC","4733 ELM ST.
BETHESDA, MD 20814
(38.982164, -77.095681)",1,111,12,1,1
N-BARRILES REST. & SPORTS BAR,7637 NEW HAMPSHIRE AVE.,TAKOMA PARK,MD,20912,BBWLHR767360,On Premise,"JVJ ENTERPRISES, LLC","7637 NEW HAMPSHIRE AVE.
TAKOMA PARK, MD 20912
(38.986896, -76.987868)",1,3062,4,5,11
N-PAPA SHERMAN'S,8240 FENTON ST.,SILVER SPRING,MD,20910,BBWLHR745355,On Premise,"EAT 2 LIVE, LLC","8240 FENTON ST.
SILVER SPRING, MD 20910
(38.992761, -77.024072)",1,3065,7,5,1
SILVER DINER,9811 WASHINGTONIAN BLVD.,GAITHERSBURG,MD,20878,BBWLHR40010,On Premise,"SILVER DINER RIO WASH, LLC","9811 WASHINGTONIAN BLVD.
GAITHERSBURG, MD 20878
(39.11537, -77.198222)",1,33,36,3,21
RATTLEWOOD GOLF COURSE,13501 PENN SHOP ROAD,MOUNT AIRY,MD,21771,BBWLCL186,On Premise,MONT.CO. REVENUE AUTHORITY,"13501 PENN SHOP ROAD
MOUNT AIRY, MD 21771
(39.34468, -77.192856)",,1769,,,
N-IHOP-GERMANTOWN,20009 CENTURY BLVD.,GERMANTOWN,MD,20874,BBWLHR485315,On/Off-Premise,"HARVEST ASSOCIATES, INC.","20009 CENTURY BLVD.
GERMANTOWN, MD 20874
(39.18424, -77.260329)",1,39,39,2,1
LAYTONSVILLE GOLF COURSE,7130 DORSEY RD,LAYTONSVILLE,MD,20882,BBWLCL018,On Premise,MONTGOMERY CO.REV. AUTHORITY,"7130 DORSEY RD
LAYTONSVILLE, MD 20882
(39.197463, -77.144115)",1,29,46,4,1
N-WILLIE T'S SEAFOOD SHACK-BRB,9326 GEORGIA AVE.,SILVER SPRING,MD,20910,BBWLHR749361,On Premise,"WILLIE T'S LOBSTER SHACK, LLC","9326 GEORGIA AVE.
SILVER SPRING, MD 20910
(39.007918, -77.03995)",1,3065,7,5,1
LITTLE BENNETT GOLF COURSE,25900 PRESCOTT ROAD,CLARKSBURG,MD,20871,BBWLCL100,On Premise,MONTGOMERY CO. REV. AUTHORITY,"25900 PRESCOTT ROAD
CLARKSBURG, MD 20871
(39.281785, -77.294875)",1,44,50,2,1
SISTERS THAI,7995 TUCKERMAN LANE,POTOMAC,MD,20854,BBWLHR39579,On Premise,"LUCKDEE, LLC","7995 TUCKERMAN LANE
POTOMAC, MD 20854
(39.039941, -77.157354)",1,53,20,1,1
IBEX ETHIOPIAN RESTAURANT & LOUNGE,6846 NEW HAMPSHIRE AVE.,TAKOMA PARK,MD,20912,DBWL299261,On Premise,"IBEX BUSINESS P'SHIP, INC.","6846 NEW HAMPSHIRE AVE.
TAKOMA PARK, MD 20912
(38.974324, -76.995406)",1,3062,4,5,1
N-ROHOBOT ETHIOPIAN RESTAURANT,7833 EASTERN AVE.,SILVER SPRING,MD,20912,BBWHR642355,On Premise,"ROHOBOT ENTERPRISE, LLC","7833 EASTERN AVE.
SILVER SPRING, MD 20912
(38.985232, -77.02747)",,3065,,,
THE BETHESDAN HOTEL,8120 WISCONSIN AVENUE,BETHESDA,MD,20814,BBWLHR27731,On Premise,"A-TBC BETHESDA HOSPITALITY,LLC","8120 WISCONSIN AVENUE
BETHESDA, MD 20814
(38.991303, -77.095768)",1,111,12,1,1
DOCK OF THE BAY,429 S. FREDERICK AVENUE,GAITHERSBURG,MD,20877,DBW836400,On/Off-Premise,"URKAY, LLC","429 S. FREDERICK AVENUE
GAITHERSBURG, MD 20877
(39.135405, -77.19165)",1,35,36,3,21
MOSAIC CUISINE AND CAFE,186 HALPINE RD,ROCKVILLE,MD,20852,BBWLHR1059358,On Premise,"GINOU, INC.","186 HALPINE RD
ROCKVILLE, MD 20852
(39.060295, -77.126871)",1,60,25,3,12
SALT AND VINE,3308 OLNEY SANDY SPRING RD.,OLNEY,MD,20832,BBWLHR287260,On Premise,"THE OLNEY HOUSE, LLC","3308 OLNEY SANDY SPRING RD.
OLNEY, MD 20832
(39.15233, -77.065288)",1,100,58,4,1
ZT-SHEBA RESTAURANT,5071 NICHOLSON LANE,ROCKVILLE,MD,20852,HBWHR34236,On Premise,"TAZZO, LLC","5071 NICHOLSON LANE
ROCKVILLE, MD 20852
(39.046081, -77.10402)",1,25,19,1,1
TACO BAR CANTINA,18100 GEORGIA AVE.,OLNEY,MD,20832,BBWLHR272259,On Premise,"TACO BAR CANTINA, LLC","18100 GEORGIA AVE.
OLNEY, MD 20832
(39.153859, -77.066953)",1,100,58,4,1
TACO BAR,3 RUSSELL AVE SUITE A,GAITHERSBURG,MD,20877,BDBWL28685,On/Off-Premise,TACO BAR LLC,"3 RUSSELL AVE SUITE A
GAITHERSBURG, MD 20877
(39.142375, -77.196515)",1,35,36,3,21
GENTLEMAN JIM'S,18257 FLOWER HILL WAY,GAITHERSBURG,MD,20879,BBWLHR451301,On Premise,"CAVALIER, LLC","18257 FLOWER HILL WAY
GAITHERSBURG, MD 20879
(39.155448, -77.16461)",1,35,36,4,1
FOGO DE CHAO,11600 OLD GEORGETOWN ROAD,BETHESDA,MD,20852,BBWLHR41519,On Premise,"FOGO DE CHAO CHURRASCARIA, LLC","11600 OLD GEORGETOWN ROAD
BETHESDA, MD 20852
(39.049032, -77.117199)",1,60,19,1,1
ARADA MARKET,6844 NEW HAMPSHIRE AVE,TAKOMA PARK,MD,20912,DBW24781,On/Off-Premise,"ARADA INTERNATIONAL FOOD CORP, INC","6844 NEW HAMPSHIRE AVE
TAKOMA PARK, MD 20912
(38.97431, -76.995421)",1,3062,4,5,1
CHIKO,7280 WOODMONT AVE.,BETHESDA,MD,20814,BBWHR454315,On/Off-Premise,"CHIKO BETHESDA, LLC","7280 WOODMONT AVE.
BETHESDA, MD 20814
(38.98188, -77.096033)",1,111,12,1,1
DELICLUB CAFE & MARKET,3750 HOWARD AVE.,KENSINGTON,MD,20895,DBW450316,On/Off-Premise,"DELICLUB KENSINGTON, LLC","3750 HOWARD AVE.
KENSINGTON, MD 20895
(39.027605, -77.07358)",1,25,15,1,6
CHEF TONY'S @ THE PROMENADE,5225 POOKS HILL RD.,BETHESDA,MD,20814,BDBWL413274,On/Off-Premise,"ESPLANADE, LLC","5225 POOKS HILL RD.
BETHESDA, MD 20814
(39.015152, -77.107936)",1,111,12,1,1
ANTOJITOS RESTAURANT,12 EAST DIAMOND AVE.,GAITHERSBURG,MD,20877,BDBWL55260,On/Off-Premise,"ANTOJITOS RESTAURANT, INC.","12 EAST DIAMOND AVE.
GAITHERSBURG, MD 20877
(39.141726, -77.197752)",1,35,36,3,21
MI PERU,18216 FLOWER HILL WAY,GAITHERSBURG,MD,20879,HBWHR44059,On Premise,"MI PERU, LLC","18216 FLOWER HILL WAY
GAITHERSBURG, MD 20879
(39.155235, -77.164397)",1,35,36,4,1
CINEPOLIS,629 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR122259,On Premise,"MARYLAND CINEMA INVESTMENTS, LLC","629 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.121887, -77.234083)",1,33,36,3,21
TEXAS PARRILLADA,9631 LOST KNIFE ROAD,GAITHERSBURG,MD,20877,BBWLHR361,On Premise,"HENRIQUEZ BATRES, INC.","9631 LOST KNIFE ROAD
GAITHERSBURG, MD 20877
(39.153897, -77.199854)",1,35,38,2,1
GEORGE'S HOT POT & BBQ,24 BUREAU DR.,GAITHERSBURG,MD,20878,HBWHR223266,On Premise,"GEORGE'S HOT POT & BBQ, INC.","24 BUREAU DR.
GAITHERSBURG, MD 20878
(39.143151, -77.217268)",1,33,36,3,21
EMA ROSSI NEAPOLITAN PIZZERIA,5556 NORBECK RD.,ROCKVILLE,MD,20853,HBWHR117262,On Premise,"RUIZ-HABIG RESTAURANT GROUP, LLC","5556 NORBECK RD.
ROCKVILLE, MD 20853
(39.095504, -77.111559)",1,58,61,3,1
WHITE'S FERRY STORE & GRILL,24801 WHITES FERRY RD.,DICKERSON,MD,20842,DBW92261,On/Off-Premise,"RC1, LLC","24801 WHITES FERRY RD.
DICKERSON, MD 20842
(39.154664, -77.518826)",1,74,48,1,1
HOOK & REEL,9643 LOST KNIFE ROAD,GAITHERSBURG,MD,20877,BBWLHR42554,On Premise,"HOOK REEL GAITHERSBURG, LLC","9643 LOST KNIFE ROAD
GAITHERSBURG, MD 20877
(39.154061, -77.200045)",1,35,38,2,1
INGERA ROCK,825 HUNGERFORD DR.,ROCKVILLE,MD,20850,BBWHR282260,On/Off-Premise,"ENGERA ROCK, LLC","825 HUNGERFORD DR.
ROCKVILLE, MD 20850
(39.094798, -77.153222)",1,71,25,3,12
THE GRILL AT THAT'S AMORE,15201 SHADY GROVE RD.,ROCKVILLE,MD,20850,BBWLHR294259,On Premise,"STRADA FOODS, INC.","15201 SHADY GROVE RD.
ROCKVILLE, MD 20850
(39.1056, -77.190146)",1,71,25,3,1
N-METRO COFFEE,202 PARK ROAD,ROCKVILLE,MD,20850,DBW840393,,"SOZACH, INC","202 PARK ROAD
ROCKVILLE, MD 20850
(39.08575, -77.145965)",1,71,25,3,12
JUICY SEAFOOD MD,2259 BEL PRE RD.,SILVER SPRING,MD,20906,BBWLHR235264,On Premise,"JUICY SEAFOOD MD, LLC","2259 BEL PRE RD.
SILVER SPRING, MD 20906
(39.090489, -77.048503)",1,6,59,4,1
KIELBASA FACTORY,1073 ROCKVILLE PIKE,ROCKVILLE,MD,20852,DBW849394,On/Off-Premise,"SMOLAVI, LLC","1073 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.070839, -77.132053)",1,60,25,3,12
THE NIBBLER,18556 WOODFIELD RD.,GAITHERSBURG,MD,20879,BBWHR387274,On/Off-Premise,"RP GROUP, LLC","18556 WOODFIELD RD.
GAITHERSBURG, MD 20879
(39.161223, -77.158856)",1,31,36,4,1
BETE ETHIOPIAN CUISINE & CAFE,811 ROEDER ROAD,SILVER SPRING,MD,20910,BBWLHR1056162,On Premise,"TADELECH ZELEKE DUBALE, INC.","811 ROEDER ROAD
SILVER SPRING, MD 20910
(38.997602, -77.025902)",1,3065,7,5,1
GIO'S,13643 GEORGIA AVE,SILVER SPRING,MD,20906,BBWHR804374,Off Premise,CHICKEN RICO ASPEN HILL INCE,"13643 GEORGIA AVE
SILVER SPRING, MD 20906
(39.079028, -77.07269)",1,6,59,4,1
VILLAGE BEER & FINE WINE,5526 NORBECK ROAD,ROCKVILLE,MD,20853,DBW798367,On/Off-Premise,"ANT, LLC","5526 NORBECK ROAD
ROCKVILLE, MD 20853
(39.095818, -77.110597)",1,58,61,3,1
UTOPIA BEER & WINE,14 RANDOLPH RD.,SILVER SPRING,MD,20904,ABW299260,Off Premise,"ZEMEN, LLC","14 RANDOLPH RD.
SILVER SPRING, MD 20904
(39.075611, -77.003117)",1,12,26,4,1
NAGOYA SUSHI,"402 KING FARM BLVD.,  #130",ROCKVILLE,MD,20850,HBW174,On Premise,"TAN'S RESTAURANT GROUP, LLC","402 KING FARM BLVD., #130
ROCKVILLE, MD 20850
(39.113878, -77.172402)",1,71,25,3,12
SHADY GROVE  BEER & WINE,15904 SHADY GROVE ROAD,GAITHERSBURG,MD,20877,ABW27290,Off Premise,"CHOISDREAM, INC","15904 SHADY GROVE ROAD
GAITHERSBURG, MD 20877
(39.117535, -77.183645)",1,71,36,3,1
GEORGIA MARKET,"13623  GEORGIA AVE, UNIT D",SILVER SPRING,MD,20906,ABW147,Off Premise,"MUHN, INC.","13623 GEORGIA AVE, UNIT D
SILVER SPRING, MD 20906
(39.079042, -77.07271)",1,6,59,4,1
CHIPOTLE MEXICAN GRILL - GAITH,"564  NORTH FREDERICK AVE, UNIT4",GAITHERSBURG,MD,20877,BBWLHR315,On Premise,CHIPOLTE MEXICAN GRILL OF MD L,"564 NORTH FREDERICK AVE, UNIT4
GAITHERSBURG, MD 20877
(39.150105, -77.209163)",1,35,36,3,21
N-RAKUGAKI,10223 OLD GEORGETOWN ROAD,BETHESDA,MD,20814,BBWLHR791373,On Premise,OG3 LLC,"10223 OLD GEORGETOWN ROAD
BETHESDA, MD 20814
(39.023088, -77.123927)",1,111,12,1,1
TIPICO DOMINICANO,11417 WOODGLEN DR.,ROCKVILLE,MD,20852,BBWLHR669355,On Premise,"TIPICO DOMINICANO MD, LLC","11417 WOODGLEN DR.
ROCKVILLE, MD 20852
(39.044402, -77.113491)",1,60,19,1,1
JK BEER & WINE,331 KENTLANDS BLVD,GAITHERSURG,MD,20878,ABWS463301,Off Premise,"JK BEER & WINE, LLC","331 KENTLANDS BLVD
GAITHERSURG, MD 20878
(39.123823, -77.239796)",1,33,36,3,21
ROCK BOTTOM RESTAURANT & BREWERY,7900 NORFOLK AVE.,BETHESDA,MD,20814,BBWLHR422274,On Premise,"ROCK BOTTOM MARYLAND, LLC","7900 NORFOLK AVE.
BETHESDA, MD 20814
(38.989091, -77.097545)",1,111,12,1,1
BURTONS GRILL & BAR,109 COMMERCE SQUARE PL.,GAITHERSBURG,MD,20878,BDBWL310263,On/Off-Premise,"BURTONS GRILL OF GAITH., LLC","109 COMMERCE SQUARE PL.
GAITHERSBURG, MD 20878",,,,,
SAINTS ROW BREWING,"15 FULKS CORNER AVE, SUITE 101",GAITHERSBURG,MD,20877,DBW30553,On/Off-Premise,SAINTS ROW BREWING LLC,"15 FULKS CORNER AVE, SUITE 101
GAITHERSBURG, MD 20877
(39.14024, -77.195772)",1,35,36,3,21
IPIC THEATERS,11830 GRAND PARK AVE.,NORTH BETHESDA,MD,20852,BBWLHR416288,On Premise,"IPIC THEATERS, LLC","11830 GRAND PARK AVE.
NORTH BETHESDA, MD 20852
(39.049906, -77.117214)",1,60,19,1,1
SIMPLY NAILS & SPA,18078 MATENY ROAD,GERMANTOWN,MD,20874,SBSBW462301,On Premise,"SIMPLY NAILS & SPA, INC.","18078 MATENY ROAD
GERMANTOWN, MD 20874
(39.147353, -77.271861)",1,39,39,2,1
TEQUILA'S,20021 CENTURY BLVD.,GERMANTOWN,MD,20874,BBWLHR452300,On Premise,"RIVAS RESTAURANT VENTURES, LLC","20021 CENTURY BLVD.
GERMANTOWN, MD 20874
(39.184275, -77.260207)",1,39,39,2,1
TALBOTT BEER & WINE,1071 ROCKVILLE PIKE,ROCKVILLE,MD,20858,ABW814373,Off Premise,"Talbott Wine Cellars, LLC","1071 ROCKVILLE PIKE
ROCKVILLE, MD 20858
(39.07085, -77.132063)",1,60,25,3,12
TERRA MARE RESTAURANT & BAR,2504 ENNALLS AVE.,WHEATON,MD,20902,BBWLHR782365,On Premise,"TERRA MARE, INC.","2504 ENNALLS AVE.
WHEATON, MD 20902
(39.039875, -77.053271)",1,17,16,4,1
CHEESESTEAK MIKE'S,10222 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20903,BDBWL1062553,On/Off-Premise,"DJS OH, LLC","10222 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903
(39.022864, -76.978051)",1,15,18,5,1
PETERS CARRY OUT,8017 WISCONSIN AVE,BETHESDA,MD,20814,BBWHR029,On/Off-Premise,PETERS CARRY OUT,"8017 WISCONSIN AVE
BETHESDA, MD 20814
(38.990897, -77.09554)",1,111,12,1,1
CRISFIELD SEAFOOD RESTAURANT,8012 GEORGIA AVE,SILVER SPRING,MD,20910,BBWHR024,On/Off-Premise,"CRISFIELD SEAFOOD REST CO, INC","8012 GEORGIA AVE
SILVER SPRING, MD 20910
(38.988362, -77.02673)",1,3065,7,5,1
HILTON GARDEN INN-SS N.,2200 BROAD BIRCH DR.,SILVER SPRING,MD,20904,BBWLHR441298,On Premise,"CRESTLINE HOTELS & RSRTS-MONT.,LLC","2200 BROAD BIRCH DR.
SILVER SPRING, MD 20904
(39.055949, -76.965765)",1,12,21,5,1
SPRINGHILL SUITES GAITHERSBURG,9715 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,BBWHR28291,On/Off-Premise,"SPRINGHILL SMC, LLC","9715 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.11302, -77.192496)",1,33,36,3,21
LAS AMERICAS MARKET,785 E. ROCKVILLE PIKE,ROCKVILLE,MD,20852,ABW37577,Off Premise,"LAS AMERICAS MARKET, LLC","785 E. ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.077237, -77.139804)",1,60,25,3,12
NIWANO HANA,887 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR35795,On/Off-Premise,"NIWANO HANA HS,INC.","887 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.075164, -77.136831)",1,60,25,3,12
CAPTAIN'S MARKET,7607 MACARTHUR BLVD.,CABIN JOHN,MD,20818,DBW39382,On/Off-Premise,JAE AND JAE MARKET CORP.,"7607 MACARTHUR BLVD.
CABIN JOHN, MD 20818
(38.973439, -77.155702)",1,102,3,1,1
JAVA NATION-ROCKVILLE,11120 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BDBWL43779,On/Off-Premise,"JAVA NATION, INC.","11120 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.039029, -77.109053)",1,25,19,1,1
LEDO PIZZA - BETHESDA,5245 RIVER ROAD,BETHESDA,MD,20816,BBWHR017,On/Off-Premise,"RIVER ROAD PIZZA, INC.","5245 RIVER ROAD
BETHESDA, MD 20816
(38.965574, -77.104703)",1,107,12,1,1
BUTCHER'S ALLEY,4961 BETHESDA AVE.,BETHESDA,MD,20814,ABW39882,Off Premise,"PD & BA, LLC","4961 BETHESDA AVE.
BETHESDA, MD 20814
(38.980776, -77.10034)",1,111,12,1,1
SHALLA RESTAURANT & BAR,8081 GEORGIA AVE.,SILVER SPRING,MD,20910,BBWLHR463302,On Premise,"TRIPLE BROTHERS, LLC","8081 GEORGIA AVE.
SILVER SPRING, MD 20910
(38.990148, -77.026573)",1,3065,7,5,1
TASTEE DINER,8601 CAMERON STREET,SILVER SPRING,MD,20910,DBW033,On/Off-Premise,"SILVER SPRING DINER, INC.","8601 CAMERON STREET
SILVER SPRING, MD 20910
(38.996868, -77.030436)",1,3065,7,5,1
ETHIO ADDIS MARKET,8107 FENTON STREET,SILVER SPRING,MD,20910,ABW38296,Off Premise,"COTTAGE TRADING, LLC","8107 FENTON STREET
SILVER SPRING, MD 20910
(38.990676, -77.023991)",1,3065,7,5,1
MAIN STREET PEARL,7050 CARROLL AVE #101,TAKOMA PARK,MD,20912,DBW468302,On/Off-Premise,"MAIN STREET PEARL, LLC","7050 CARROLL AVE #101
TAKOMA PARK, MD 20912
(38.975048, -77.010832)",1,3062,4,5,11
AJI-NIPPON RESTAURANT,6937 ARLINGTON RD,BETHESDA,MD,20814,BBWHR089,On/Off-Premise,"ASAHI FUSION, INC.","6937 ARLINGTON RD
BETHESDA, MD 20814
(38.979199, -77.09871)",1,111,12,1,1
FLOWER DELICATESSEN,8707 FLOWER AVE,SILVER SPRING,MD,20901,BBWHR044,On/Off-Premise,"MFM, INC.","8707 FLOWER AVE
SILVER SPRING, MD 20901
(38.998579, -77.00368)",1,21,8,5,1
PINES OF ROME,4918 CORDELL AVENUE,BETHESDA,MD,20814,BBWHR045,On/Off-Premise,"LA TAVERNA, INC.","4918 CORDELL AVENUE
BETHESDA, MD 20814
(38.988798, -77.098675)",1,111,12,1,1
FULL ON CRAFT EATS & DRINKS,4007-D NORBECK ROAD,ROCKVILLE,MD,20853,BBWHR136,On/Off-Premise,"FULL ON CRAFT EATS&DRINKS, LLC","4007-D NORBECK ROAD
ROCKVILLE, MD 20853
(39.10949, -77.076962)",1,58,60,4,1
DENIZENS BREWING COMPANY,1115 EAST WEST HIGHWAY,SILVER SPRING,MD,20910,DBWL159,On Premise,"CITIZENS BREWING, LLC","1115 EAST WEST HIGHWAY
SILVER SPRING, MD 20910
(38.988542, -77.027643)",1,3065,7,5,1
KENSINGTON BEER & WINE KABOB & PIZZA,"3701 UNIVERSITY BLVD., WEST",KENSINGTON,MD,20895,BBWHR003,On/Off-Premise,"HOMA, INC.","3701 UNIVERSITY BLVD., WEST
KENSINGTON, MD 20895
(39.033393, -77.07316)",1,25,15,1,1
CEDAR GROVE STORE,23412 RIDGE ROAD,GERMANTOWN,MD,20876,DBW61603,On/Off-Premise,CHEAM CORPORATION,"23412 RIDGE ROAD
GERMANTOWN, MD 20876
(39.241639, -77.234985)",1,36,50,2,1
