"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Retirement","General Fund","Tax Supported Funds","County Executive","GRIP","Personnel Costs","11835.95","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Salaries and Wages","General Fund","Tax Supported Funds","County Stat","Full Time Salaries","Personnel Costs","377810.37","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Social Security","General Fund","Tax Supported Funds","County Stat","Social Security- FICA","Personnel Costs","22596.06","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Social Security","General Fund","Tax Supported Funds","County Stat","Social Security- FICA Medicaid","Personnel Costs","5478.25","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Group Insurance","General Fund","Tax Supported Funds","County Stat","Group Insurance","Personnel Costs","53675","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Retirement","General Fund","Tax Supported Funds","County Stat","RSP","Personnel Costs","16453.74","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Retirement","General Fund","Tax Supported Funds","County Stat","GRIP","Personnel Costs","8887.72","0"
"2015","General Government","County Executive","Internal Audit","Salaries and Wages","General Fund","Tax Supported Funds","Govt. Accountability & Compliance Init","Full Time Salaries","Personnel Costs","144129.07","0"
"2015","General Government","County Executive","Internal Audit","Social Security","General Fund","Tax Supported Funds","Govt. Accountability & Compliance Init","Social Security- FICA","Personnel Costs","7371.8","0"
"2015","General Government","County Executive","Internal Audit","Social Security","General Fund","Tax Supported Funds","Govt. Accountability & Compliance Init","Social Security- FICA Medicaid","Personnel Costs","2089.87","0"
"2015","General Government","County Executive","Internal Audit","Group Insurance","General Fund","Tax Supported Funds","Govt. Accountability & Compliance Init","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","County Executive","Internal Audit","Retirement","General Fund","Tax Supported Funds","Govt. Accountability & Compliance Init","RSP","Personnel Costs","11530.33","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Salaries and Wages","General Fund","Tax Supported Funds","Chief Administrative Officer","Full Time Salaries","Personnel Costs","1810779.71","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Salaries and Wages","General Fund","Tax Supported Funds","Chief Administrative Officer","Part Time Salaries","Personnel Costs","137875.77","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Salaries and Wages","General Fund","Tax Supported Funds","Chief Administrative Officer","Lapse (Workforce)","Personnel Costs","-52541.42","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Social Security","General Fund","Tax Supported Funds","Chief Administrative Officer","Social Security- FICA","Personnel Costs","90308.82","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Social Security","General Fund","Tax Supported Funds","Chief Administrative Officer","Social Security- FICA Medicaid","Personnel Costs","27493.65","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Group Insurance","General Fund","Tax Supported Funds","Chief Administrative Officer","Group Insurance","Personnel Costs","171760","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Retirement","General Fund","Tax Supported Funds","Chief Administrative Officer","RSP","Personnel Costs","79353.11","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Retirement","General Fund","Tax Supported Funds","Chief Administrative Officer","ERS","Personnel Costs","226174.3","0"
"2015","General Government","County Executive","CAO - Supervision & Management of Executive Branch","Retirement","General Fund","Tax Supported Funds","Chief Administrative Officer","GRIP","Personnel Costs","12979.41","0"
"2015","General Government","County Executive","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Administration","Full Time Salaries","Personnel Costs","164496.46","0"
"2015","General Government","County Executive","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA","Personnel Costs","10198.78","0"
"2015","General Government","County Executive","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA Medicaid","Personnel Costs","2385.2","0"
"2015","General Government","Human Rights","Compliance","Retirement","General Fund","Tax Supported Funds","HRC - Compliance (GF)","RSP","Personnel Costs","20798.37","0"
"2015","General Government","County Executive","Administration","Group Insurance","General Fund","Tax Supported Funds","Administration","Group Insurance","Personnel Costs","21470","0"
"2015","General Government","County Executive","Administration","Retirement","General Fund","Tax Supported Funds","Administration","RSP","Personnel Costs","4620.45","0"
"2015","General Government","County Executive","Administration","Retirement","General Fund","Tax Supported Funds","Administration","ERS","Personnel Costs","38074.46","0"
"2015","General Government","Community Engagement Cluster","Administration","Salaries and Wages","General Fund","Tax Supported Funds","Administration","Full Time Salaries","Personnel Costs","354065.69","0"
"2015","General Government","Community Engagement Cluster","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA","Personnel Costs","21952.07","0"
"2015","General Government","Community Engagement Cluster","Administration","Social Security","General Fund","Tax Supported Funds","Administration","Social Security- FICA Medicaid","Personnel Costs","5133.95","0"
"2015","General Government","Community Engagement Cluster","Administration","Group Insurance","General Fund","Tax Supported Funds","Administration","Group Insurance","Personnel Costs","46160.5","0"
"2015","General Government","Community Engagement Cluster","Administration","Retirement","General Fund","Tax Supported Funds","Administration","RSP","Personnel Costs","25888.08","0"
"2015","General Government","Community Engagement Cluster","Administration","Retirement","General Fund","Tax Supported Funds","Administration","ERS","Personnel Costs","10866.76","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Salaries and Wages","General Fund","Tax Supported Funds","Community Partnership","Full Time Salaries","Personnel Costs","580559.51","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Salaries and Wages","General Fund","Tax Supported Funds","Community Partnership","Part Time Salaries","Personnel Costs","96048.71","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Social Security","General Fund","Tax Supported Funds","Community Partnership","Social Security- FICA","Personnel Costs","38739.89","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Social Security","General Fund","Tax Supported Funds","Community Partnership","Social Security- FICA Medicaid","Personnel Costs","9810.82","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Group Insurance","General Fund","Tax Supported Funds","Community Partnership","Group Insurance","Personnel Costs","77828.75","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Retirement","General Fund","Tax Supported Funds","Community Partnership","RSP","Personnel Costs","37585.54","0"
"2015","General Government","Community Engagement Cluster","Community Partnership","Retirement","General Fund","Tax Supported Funds","Community Partnership","GRIP","Personnel Costs","4467.26","0"
"2015","General Government","Community Engagement Cluster","Gilchrist Center","Salaries and Wages","General Fund","Tax Supported Funds","Gilchrist Center","Full Time Salaries","Personnel Costs","64350.6","0"
"2015","General Government","Public Information","Web Content and Graphic Management","Salaries and Wages","General Fund","Tax Supported Funds","Public Info - Publications & Graphics","Full Time Salaries","Personnel Costs","78121.4","0"
"2015","General Government","Public Information","Web Content and Graphic Management","Social Security","General Fund","Tax Supported Funds","Public Info - Publications & Graphics","Social Security- FICA","Personnel Costs","4843.53","0"
"2015","General Government","Public Information","Web Content and Graphic Management","Social Security","General Fund","Tax Supported Funds","Public Info - Publications & Graphics","Social Security- FICA Medicaid","Personnel Costs","1132.76","0"
"2015","General Government","Public Information","Web Content and Graphic Management","Group Insurance","General Fund","Tax Supported Funds","Public Info - Publications & Graphics","Group Insurance","Personnel Costs","10735","0"
"2015","General Government","Public Information","Web Content and Graphic Management","Retirement","General Fund","Tax Supported Funds","Public Info - Publications & Graphics","RSP","Personnel Costs","6249.71","0"
"2015","General Government","Public Information","MC311 Customer Service Center","Salaries and Wages","General Fund","Tax Supported Funds","MC311","Full Time Salaries","Personnel Costs","2317079.02","0"
