"fiscal_year","service","department","program","expense_category","fund","fund_type","cost_center_name","account_name","expense_type","recommended_amount","approved_amount"
"2015","Health and Human Services","Health and Human Services","Director's Office","Retirement","Grant Fund","Non-Tax Supported Funds","Director's Office","RSP","Personnel Costs","11086.66","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","Full Time Salaries","Personnel Costs","143386.55","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Social Security","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","Social Security- FICA","Personnel Costs","8889.97","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Social Security","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","Social Security- FICA Medicaid","Personnel Costs","2079.11","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Group Insurance","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","Group Insurance","Personnel Costs","25764","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Retirement","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","RSP","Personnel Costs","7752.59","0"
"2015","Community Development and Housing","Housing and Community Affairs","Housing Administration","Retirement","Grant Fund","Non-Tax Supported Funds","Division Chief's Office (HD)","GRIP","Personnel Costs","3123.4","0"
"2015","Community Development and Housing","Housing and Community Affairs","Grants Administration - Federal Programs","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Grants & Special Projects","Full Time Salaries","Personnel Costs","186562.58","0"
"2015","General Government","Circuit Court","Grants","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Full Time Salaries","Personnel Costs","86841.31","0"
"2015","General Government","Circuit Court","Grants","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Social Security- FICA Medicaid","Personnel Costs","1259.2","0"
"2015","General Government","Circuit Court","Grants","Group Insurance","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Group Insurance","Personnel Costs","7782.88","0"
"2015","General Government","Circuit Court","Grants","Retirement","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","GRIP","Personnel Costs","5835.74","0"
"2015","General Government","Circuit Court","Grants","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Full Time Salaries","Personnel Costs","94018.14","0"
"2015","General Government","Circuit Court","Grants","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Social Security- FICA","Personnel Costs","5829.12","0"
"2015","General Government","Circuit Court","Grants","Social Security","Grant Fund","Non-Tax Supported Funds","Circuit Court Grants","Social Security- FICA Medicaid","Personnel Costs","1363.26","0"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","County Executive","Full Time Salaries","Personnel Costs","99557.91","0"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Social Security","Grant Fund","Non-Tax Supported Funds","County Executive","Social Security- FICA","Personnel Costs","6172.59","0"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Social Security","Grant Fund","Non-Tax Supported Funds","County Executive","Social Security- FICA Medicaid","Personnel Costs","1443.59","0"
"2015","General Government","County Executive","County Executive - Policy Planning and Development","Group Insurance","Grant Fund","Non-Tax Supported Funds","County Executive","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 10","Social Security- FICA","Personnel Costs","555.32","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 10","Social Security- FICA Medicaid","Personnel Costs","129.87","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 10","Group Insurance","Personnel Costs","2039.65","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 10","ERS","Personnel Costs","4601.07","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 3","Full Time Salaries","Personnel Costs","94281.35","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Station 8","Full Time Salaries","Personnel Costs","47140.67","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 8","Social Security- FICA","Personnel Costs","2922.72","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Social Security","Grant Fund","Non-Tax Supported Funds","Station 8","Social Security- FICA Medicaid","Personnel Costs","683.54","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Group Insurance","Grant Fund","Non-Tax Supported Funds","Station 8","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Fire and Rescue Service","Operations","Retirement","Grant Fund","Non-Tax Supported Funds","Station 8","ERS","Personnel Costs","24216.16","0"
"2015","Public Safety","Police","Office of the Chief","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Director's Office","Full Time Salaries","Personnel Costs","73715.69","0"
"2015","Public Safety","Police","Office of the Chief","Social Security","Grant Fund","Non-Tax Supported Funds","Director's Office","Social Security- FICA","Personnel Costs","4570.37","0"
"2015","Public Safety","Police","Office of the Chief","Social Security","Grant Fund","Non-Tax Supported Funds","Director's Office","Social Security- FICA Medicaid","Personnel Costs","1068.88","0"
"2015","Public Safety","Police","Office of the Chief","Group Insurance","Grant Fund","Non-Tax Supported Funds","Director's Office","Group Insurance","Personnel Costs","10735","0"
"2015","Public Safety","Police","Office of the Chief","Retirement","Grant Fund","Non-Tax Supported Funds","Director's Office","ERS","Personnel Costs","25616.2","0"
"2015","Public Safety","Sheriff","Administration","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Sheriff-Director","Full Time Salaries","Personnel Costs","339177.67","0"
"2015","Public Safety","Sheriff","Administration","Social Security","Grant Fund","Non-Tax Supported Funds","Sheriff-Director","Social Security- FICA","Personnel Costs","21029.02","0"
"2015","Public Safety","Sheriff","Administration","Social Security","Grant Fund","Non-Tax Supported Funds","Sheriff-Director","Social Security- FICA Medicaid","Personnel Costs","4918.08","0"
"2015","Public Safety","Sheriff","Administration","Group Insurance","Grant Fund","Non-Tax Supported Funds","Sheriff-Director","Group Insurance","Personnel Costs","46804.6","0"
"2015","Public Safety","Sheriff","Administration","Retirement","Grant Fund","Non-Tax Supported Funds","Sheriff-Director","ERS","Personnel Costs","126681.03","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Salary Charges From Others","Personnel Costs","81994.1","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- Charges from Others","Personnel Costs","6272.55","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Group Insurance","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Group Insurance- Charges From Others","Personnel Costs","12299.11","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Retirement","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Retirement- Charges from Others","Personnel Costs","24434.24","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- FICA","Personnel Costs","11793.5","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Social Security","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Social Security- FICA Medicaid","Personnel Costs","2758.16","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Group Insurance","Grant Fund","Non-Tax Supported Funds","EMG/EOC","Group Insurance","Personnel Costs","29521.25","0"
"2015","Public Safety","Emergency Management and Homeland Security","Emergency Management Planning, Response & Recovery","Retirement","Grant Fund","Non-Tax Supported Funds","EMG/EOC","RSP","Personnel Costs","12966.85","0"
"2015","Transportation","Transportation","Commuter Services","Salaries and Wages","Grant Fund","Non-Tax Supported Funds","Commuter Services - Vanpool Grant","Full Time Salaries","Personnel Costs","226442.92","0"
"2015","Transportation","Transportation","Commuter Services","Social Security","Grant Fund","Non-Tax Supported Funds","Commuter Services - Vanpool Grant","Social Security- FICA","Personnel Costs","14039.46","0"
"2015","Transportation","Transportation","Commuter Services","Social Security","Grant Fund","Non-Tax Supported Funds","Commuter Services - Vanpool Grant","Social Security- FICA Medicaid","Personnel Costs","3283.42","0"
"2015","Transportation","Transportation","Commuter Services","Group Insurance","Grant Fund","Non-Tax Supported Funds","Commuter Services - Vanpool Grant","Group Insurance","Personnel Costs","36499","0"
"2015","Transportation","Transportation","Special Transportation Programs","Retirement","Grant Fund","Non-Tax Supported Funds","Call N'Ride","ERS","Personnel Costs","28901.48","0"
"2015","Transportation","Transportation","Commuter Services","Retirement","Grant Fund","Non-Tax Supported Funds","Commuter Services - Vanpool Grant","RSP","Personnel Costs","7833.48","0"
