"the_geom","business_name","full_address","city","state","country","zip","address_authority","abc","business_naics_code","phone_number","website","latitude","longitude","business_id","address_id","jurisdiction"
"POINT (-91.110492816167 30.35494881821)","VALERO CORNER STORE #1726","9990 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","447000",,,"30","-91","37848","154028","EBRP"
"POINT (-91.159932644112 30.482324671235)","SMILES MARKET & DELI","2905 WYANDOTTE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","35893","65674","EBRP"
"POINT (-91.189309418061 30.448400599151)","HOTEL INDIGO BATON ROUGE DOWNTOWN","200 CONVENTION ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","721000",,,"30","-91","30168","51040","EBRP"
"POINT (-91.153323352093 30.504167254704)","SIMPLY FASHIONS #138","5963 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","453000",,,"31","-91","35822","137660","EBRP"
"POINT (-91.06870878159 30.416493538801)","CIRCLE K STORE #2707659","10391 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000","225-239-8214","http://circlek.com/","30","-91","26596","3511","EBRP"
"POINT (-91.188987546991 30.447453820417)","TSUNAMI SUSHI","100 LAFAYETTE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","37633","136159","EBRP"
"POINT (-91.187892804534 30.421308722244)","SAVE MORE MARKET 4","2956 STE B NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-769-0404",,"30","-91","7305","136064","EBRP"
"POINT (-91.079603557802 30.431412056619)","WALGREENS # 06028","9820 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","446110","225-248-1104","http://walgreens.com/","30","-91","38063","128581","EBRP"
"POINT (-91.140476636816 30.381600753876)","FAST STOP","266 SEYBURN DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000",,,"30","-91","66410","62766","EBRP"
"POINT (-91.032378207922 30.447467147944)","FAMILY DOLLAR STORES OF LA #8158","13559 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","453000",,,"30","-91","48392","23993","EBRP"
"POINT (-91.179194761938 30.423575440991)","CARUSO GROCERY","2608 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-343-5736",,"30","-91","1843","61930","EBRP"
"POINT (-91.178202521566 30.422169458324)","UNIVERSITY SEAFOOD INC","2819 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","37788","64624","EBRP"
"POINT (-91.130062124391 30.501761321109)","WALGREENS #07836","5955 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","446110","225-924-3880","http://walgreens.com/","31","-91","8703","98881","EBRP"
"POINT (-91.097154661348 30.379299455245)","CVS PHARMACY #1116","7777 STE 100 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","446110","225-766-9091","http://cvs.com/","30","-91","27275","219965","EBRP"
"POINT (-91.065091498549 30.457239426296)","CIRCLE K #8080","10770 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","447000",,"http://circlek.com/","30","-91","26576","6872","EBRP"
"POINT (-91.090138222991 30.419012616973)","BREW BACHERS #1","3554 DRUSILLA LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","25629","74230","EBRP"
"POINT (-91.086499235922 30.485215763926)","B-QUICK CONVENIENCE STORE #1","9227 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","PARISH","YES","447000",,,"30","-91","727","136364","EBRP"
"POINT (-91.038645291164 30.472174241168)","ZACHARY TAYLOR POST 3784 VFW","13214 S CHOCTAW DR","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","38533","21883","EBRP"
"POINT (-91.169283321078 30.493485526548)","FARMER'S MEAT MARKET & DELI","4850 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445210",,,"30","-91","3334","87372","EBRP"
"POINT (-91.175776630403 30.399690265934)","DEAD POETS SALOON","623 STE A E BOYD DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","64376","235001","EBRP"
"POINT (-91.084022624872 30.431978628701)","ROMANS CAFE","9634 STE F1 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","35137","127326","EBRP"
"POINT (-90.978809307925 30.693591807743)","PRIDE ONE STOP","23393 LIBERTY RD","PRIDE","LOUISIANA","UNITED STATES","70770","PARISH","YES","452000",,,"31","-91","6727","58311","EBRP"
"POINT (-91.096224503023 30.379665880646)","LA MADELINE #504","7707 STE 190 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","42100","219963","EBRP"
"POINT (-91.11911473601 30.479997619518)","KIMS FOOD MART","7079 WINBOURNE AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445110","225-924-1813",,"30","-91","14267","138889","EBRP"
"POINT (-91.159113728073 30.394030798999)","CIRCLE K  STORES, INC 2709724","5377 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000","225-766-6365","http://circlek.com/","30","-91","26585","93161","EBRP"
"POINT (-91.090161080595 30.418591313685)","VOO DOO BBQ & GRILL","3510 DRUSILLA LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","445000",,,"30","-91","38011","73734","EBRP"
"POINT (-91.042975920281 30.49813591197)","STORE #144","5310 N FLANNERY RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","PARISH","YES","445000",,,"30","-91","36390","92167","EBRP"
"POINT (-91.177048108046 30.418663465392)","THE PITA PIT","3260 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","37110","139173","EBRP"
"POINT (-91.149250857115 30.654126390613)","BAYOU BLUE GROCERY","5252 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","445000",,,"31","-91","47220","197536","EBRP"
"POINT (-91.081397159804 30.433818633321)","B-QUICK CONVENIENCE STORE #1","9611 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","447000",,,"30","-91","727","127101","EBRP"
"POINT (-91.145704224305 30.522055757154)","CIRCLE K #9727","8133 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","BATON ROUGE","YES","447000","225-357-5006","http://circlek.com/","31","-91","26588","115661","EBRP"
"POINT (-91.088138117677 30.490892151512)","KWIK STOP","4346 JOOR RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","PARISH","YES","447110",,,"30","-91","2142","82719","EBRP"
"POINT (-91.114963465763 30.430941210427)","FLEMINGS PRIME STEAKHOUSE & WINE BAR","7321 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","28864","110200","EBRP"
"POINT (-91.165994711219 30.56884602207)","GREENWOOD PARK TENNIS CENTER","13350 SCOTLAND-ZACHARY HWY","BAKER","LOUISIANA","UNITED STATES","70714","PARISH","YES",,,,"31","-91","62875","179550","EBRP"
"POINT (-91.158667210178 30.425739065548)","DIGIULIO BROTHERS RESTAURANT","2903 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","27721","65648","EBRP"
"POINT (-91.050989558563 30.410636816212)","WALGREENS #2980","4747 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","446110","225-292-8975","http://walgreens.com/","30","-91","38068","86479","EBRP"
"POINT (-91.192553104855 30.655259458667)","JETT'S FOOD MART #7","4760 OLD SCENIC HWY","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","453000",,,"31","-91","47111","195308","EBRP"
"POINT (-91.155037058336 30.492478394224)","DAVE BROTHERS INC","4670 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","453000",,,"30","-91","27436","85858","EBRP"
"POINT (-91.165104097083 30.594907469222)","ALDENS SCHOOL OF COSMETOLOGY","2024 MAIN ST","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","611511",,,"31","-91","13748","190256","EBRP"
"POINT (-91.188065353544 30.447671884203)","DOWNTOWN SEAFOOD","130 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70801","BATON ROUGE","YES","722000",,,"30","-91","12615","136157","EBRP"
"POINT (-91.13880316809 30.42018429099)","THE STATION","4608 BENNINGTON AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","37165","85026","EBRP"
"POINT (-91.139628532202 30.446866661699)","THE EXECUTIVE CENTER","250 STE B S FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","815000",,,"31","-91","67772","251144","EBRP"
"POINT (-91.088890650165 30.419917728939)","NEW ORLEANS ORIGINAL DAIQUIRIS","3404 DRUSILLA LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","67385","135370","EBRP"
"POINT (-91.139605746115 30.4536196676)","Q MART","585 N FOSTER DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","38480","98023","EBRP"
"POINT (-91.147802526714 30.5132694676)","BORDELONS SUPER SAVE INC","6920 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70811","BATON ROUGE","YES","446110","(225) 356-0253","http://bordelonssupersave.com","31","-91","25532","107249","EBRP"
"POINT (-91.151734652679 30.443849212661)","CIRCLE K STORES #2706819","3676 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","447000",,,"30","-91","59779","75609","EBRP"
"POINT (-91.028208260945 30.514395445538)","OAK POINT FRESH MARKET CENTRAL","14485 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","UNITED STATES","70739","CENTRAL","YES","445000",,,"31","-91","46174","202257","EBRP"
"POINT (-91.023506813264 30.542611210138)","LAS PALMAS MEXICAN RESTAURANT","14790 STE 102 WAX RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","722000",,,"31","-91","31657","221267","EBRP"
"POINT (-91.159927187871 30.395250974844)","WAL MART NEIGHBORHOOD MARKET #4659","5255 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445110","225-766-7776","http://walmart.com/","30","-91","38055","143010","EBRP"
"POINT (-91.106789991502 30.400558520507)","INDIA'S RESTAURANT","5230 ESSEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722211",,,"30","-91","4321","140815","EBRP"
"POINT (-91.161627306772 30.450368073826)","ONE STOP GROCERY & DISCOUNT LIQUOR","2601 FLORIDA ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445110","225-338-1380",,"30","-91","33506","61840","EBRP"
"POINT (-91.088012463669 30.373937932147)","REVE STICK","8211 STE A VILLAGE PLAZA CT","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","66985","239822","EBRP"
"POINT (-91.107639647404 30.430743889205)","PORTOBELLOS GRILL","7622 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","34147","144290","EBRP"
"POINT (-91.044006234775 30.431544906229)","BAYOU BELLE","12532 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000",,,"30","-91","25097","18877","EBRP"
"POINT (-91.131676739307 30.421525720832)","DOUBLE TREE by HILTON BATON ROUGE","4964 CONSTITUTION AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","721000",,,"30","-91","27928","143313","EBRP"
"POINT (-91.146124716071 30.646894549866)","CHILI'S BAR AND GRILL #1059","5520 MAIN ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","722000",,,"31","-91","47190","196543","EBRP"
"POINT (-91.17799235104 30.397074279569)","TIGERLAND MARKET INC","4383 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","445000",,,"30","-91","37316","83094","EBRP"
"POINT (-91.155385446102 30.4923063338)","SAVE MORE MARKET #6","4670 STE A PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","46404","229403","EBRP"
"POINT (-91.128151903819 30.469044689185)","TRANZSIR FOOD MART","6223 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445000",,,"30","-91","37516","101633","EBRP"
"POINT (-91.098996736474 30.463721774219)","CATERING CAJUN OF LOUISIANA","1625 N AIRWAY DR","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","722000",,,"30","-91","48110","36492","EBRP"
"POINT (-91.10821734095 30.396506526741)","ZORBAS GREEK BISTRO & RESTAURANT","5713 ESSEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","15768","135982","EBRP"
"POINT (-91.120729309741 30.450395506717)","DIVINE ALLURE SALON & EXTENSIONS","145 ALELLO DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","812000",,,"30","-91","50207","28465","EBRP"
"POINT (-91.172958189895 30.509650523405)","CAPITOL MEAT SUPPLY","6569 SCENIC HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445000",,,"31","-91","26064","104921","EBRP"
"POINT (-91.151193534008 30.425551519135)","T J RIBS INC","2324 S ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","36659","57914","EBRP"
"POINT (-91.034784317753 30.445809073506)","BROTHERS FOOD MART","13289 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","447000",,,"30","-91","33457","22294","EBRP"
"POINT (-91.073097709261 30.409356587492)","KWIK STOP","4425 FLOYNELL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","447110",,,"30","-91","2142","83468","EBRP"
"POINT (-91.155091025108 30.648478951856)","ASIAN PEARL RESTAURANT","4641 MAIN ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","722000",,,"31","-91","46860","198561","EBRP"
"POINT (-91.107558393139 30.429775865217)","BOCAGE SUPERMARKET LLC","7675 JEFFERSON HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","445000",,,"30","-91","25467","135017","EBRP"
"POINT (-91.16039144099 30.393819090411)","WALGREENS #13925","5298 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","446110","225-767-7003","http://walgreens.com/","30","-91","38062","165296","EBRP"
"POINT (-91.15679880521 30.444482213338)","RADIO BAR","3079 STE B GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","34581","68275","EBRP"
"POINT (-91.014977215773 30.456340650933)","VALDEZ MARKET","15356 STE A OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","453000",,,"30","-91","47555","228786","EBRP"
"POINT (-91.137243597818 30.444322736109)","ANDREW FOOD MART","5102 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-928-9191",,"30","-91","24342","89358","EBRP"
"POINT (-91.044898506353 30.461928601451)","THE LAFETE RECEPTION HALL","12341 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","713000",,,"30","-91","37021","136892","EBRP"
"POINT (-91.091082630102 30.419766011563)","DRUSILLA SEAFOOD RESTAURANT","3482 STE D DRUSILLA LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","28013","160332","EBRP"
"POINT (-91.07615166632 30.367235023867)","CALANDROS SUPER MARKET #2","12732 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","445110","225-767-6659","http://calandros.com/","30","-91","25954","133840","EBRP"
"POINT (-91.059670594872 30.393928718985)","BURGERSMITH","6212 SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722000",,,"30","-91","42103","212661","EBRP"
"POINT (-91.157212709853 30.396162456896)","STORE 161","300 LEE DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","447000",,,"30","-91","50267","69933","EBRP"
"POINT (-91.136012007311 30.423955792536)","SULLIVANS STEAKHOUSE","5252 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722000",,,"30","-91","36492","139535","EBRP"
"POINT (-91.076353029259 30.34741529402)","HIGHLAND PARK TENNIS CENTER","14024 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES",,,,"30","-91","60413","25999","EBRP"
"POINT (-90.997910123947 30.354473143595)","TRACTION C S E & W","17475 OPPORTUNITY AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","453000",,,"30","-91","37491","42220","EBRP"
"POINT (-91.160710869077 30.444207063271)","BOUDREAUXS II INC","2647 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","722000",,,"30","-91","25545","62595","EBRP"
"POINT (-91.165464852182 30.464184524683)","B'S SEAFOOD & DELI","1760 PLANK RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","25747","42950","EBRP"
"POINT (-91.130984539053 30.580075222315)","WAL MART SUPERCENTER #1102","14507 PLANK RD","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","453000",,,"31","-91","40455","191397","EBRP"
"POINT (-91.110870118598 30.431455492498)","DON JUAN SPIRITS LLC","7539 CORPORATE BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES",,,,"30","-91","62671","139740","EBRP"
"POINT (-91.064605461985 30.379067892675)","TEXAS ROADHOUSE","10360 N MALL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","BATON ROUGE","YES","722000",,,"30","-91","36854","144903","EBRP"
"POINT (-91.175479906394 30.443422768548)","WAGS ONE STOP","1300 GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","445000",,,"30","-91","41579","138817","EBRP"
"POINT (-91.030785168393 30.54312079599)","GIRASOLE GARDEN","14350 STE 112 WAX RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","722000",,,"31","-91","64177","234577","EBRP"
"POINT (-91.174863894014 30.51612576462)","NEIGHBORHOOD MINI PAK","1710 75TH AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70807","BATON ROUGE","YES","445000",,,"31","-91","23192","168179","EBRP"
"POINT (-91.088547130466 30.373835125377)","BISTRO BYRONZ","8200 VILLAGE PLAZA CT","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","41380","182411","EBRP"
"POINT (-91.058185602902 30.396529910818)","MANAM INDIAN FOOD & GROCERY","5880 STE D SIEGEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","445000",,,"30","-91","67068","246251","EBRP"
"POINT (-91.188442165901 30.451063416515)","THE LITTLE VILLAGE","447 3RD ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","23153","155956","EBRP"
"POINT (-91.134782837077 30.494700893478)","BI RITE GROCERY","4808 MC CLELLAND DR","BATON ROUGE","LOUISIANA","UNITED STATES","70805","BATON ROUGE","YES","445000",,,"30","-91","25304","157430","EBRP"
"POINT (-91.057668063866 30.464094060542)","JASMIN FOOD MART","1710 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","UNITED STATES","70815","BATON ROUGE","YES","453000",,,"30","-91","43448","40276","EBRP"
"POINT (-91.069379702551 30.366180514656)","VILLAGE GROCERY & DELI","13510 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","445000",,,"30","-91","37946","23600","EBRP"
"POINT (-91.14108344947 30.376890386283)","THE OASIS BAR & GRILL","7477 BURBANK DR","BATON ROUGE","LOUISIANA","UNITED STATES","70820","PARISH","YES","722000",,,"30","-91","66614","149876","EBRP"
"POINT (-91.064996743485 30.416918946861)","SUSHI VILLAGE LLC","10404 STE A COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","38864","3568","EBRP"
"POINT (-91.03155383405 30.46364954882)","TORTILLERIA GLORIA LLC","13869 FLORIDA BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70819","BATON ROUGE","YES","339000",,,"30","-91","37438","25467","EBRP"
"POINT (-91.075351864042 30.368059149387)","EXXON/ON THE RUN INC #2707651","12860 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","447000",,,"30","-91","26590","20718","EBRP"
"POINT (-91.142720028747 30.454012546007)","NETTES PLACE","4675 NORTH ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","41771","137506","EBRP"
"POINT (-91.077884386866 30.431012596169)","WAL MART NEIGHBORHOOD MARKET #5327","9830 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","445110","225-248-1616","http://walmart.com/","30","-91","38056","139987","EBRP"
"POINT (-91.088958064933 30.393998447437)","TETRA TECH EM INC","6110 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","815000",,,"30","-91","36850","100279","EBRP"
"POINT (-91.051995348692 30.410396543426)","EL PASO MEXICAN GRILL","4808 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","722000",,,"30","-91","40934","86884","EBRP"
"POINT (-91.056146884804 30.547941928689)","WAL MART #7233 FUEL","11825 HOOPER RD","CENTRAL","LOUISIANA","UNITED STATES","70818","CENTRAL","YES","447000",,,"31","-91","46488","203718","EBRP"
"POINT (-91.107879783262 30.395898209527)","ICHIBAN'S JAPANESE GRILL & SUSHI BAR","5741 ESSEN LN","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722110",,,"30","-91","12348","139779","EBRP"
"POINT (-91.050253072195 30.411430540419)","THE BOIL & ROUX KITCHEN","11777 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70816","BATON ROUGE","YES","722000",,,"30","-91","41571","13154","EBRP"
"POINT (-91.135299956041 30.44620706132)","SHOPPERS VALUE","5355 STE E GOVERNMENT ST","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-925-1522","http://shoppersvaluefoodla.com/","30","-91","33983","134191","EBRP"
"POINT (-91.089170583559 30.483072222059)","CVS PHARMACY #05318","9006 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70814","BATON ROUGE","YES","446110","225-927-5088","http://cvs.com/","30","-91","27274","121432","EBRP"
"POINT (-90.999313212148 30.433238564777)","GREENWELL SPEEDY","2247 CULLY DR","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445000",,,"30","-91","67459","56512","EBRP"
"POINT (-91.176287159552 30.417315274622)","THE CHIMES","3357 HIGHLAND RD","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","36919","71986","EBRP"
"POINT (-91.016676264044 30.409049736148)","ON THE RUN #14","14441 COURSEY BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","447110",,,"30","-91","3246","28251","EBRP"
"POINT (-91.073080130182 30.409582776403)","CIRCLE K STORES 2708046","4415 FLOYNELL DR","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","447000","225-292-5237","http://circlek.com/","30","-91","26570","83320","EBRP"
"POINT (-91.093658379191 30.349373278626)","SUPERMARCADO","11848 VILLA AVE","BATON ROUGE","LOUISIANA","UNITED STATES","70810","PARISH","YES","722000",,,"30","-91","42206","13569","EBRP"
"POINT (-91.177857978866 30.418007691221)","LOUIE'S CAFÉ","209 W STATE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722110",,,"30","-91","5217","52942","EBRP"
"POINT (-91.143183271056 30.649180904675)","LAGNIAPPE ZACHARY","5755 MAIN ST","ZACHARY","LOUISIANA","UNITED STATES","70791","ZACHARY","YES","722000",,,"31","-91","47103","197668","EBRP"
"POINT (-91.169492213488 30.577996460828)","C AND H MART, LLC","310 MAIN ST","BAKER","LOUISIANA","UNITED STATES","70714","BAKER","YES","447000",,,"31","-91","40415","187569","EBRP"
"POINT (-91.153114613627 30.436451282866)","BURFI","1398 S ACADIAN THWY","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","453000",,,"30","-91","66832","234185","EBRP"
"POINT (-91.089620870811 30.393557566625)","KING BUFFET","6230 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","UNITED STATES","70809","PARISH","YES","722110",,,"30","-91","4811","101751","EBRP"
"POINT (-91.020451576883 30.453365775887)","MI CUEVITA PLUS # 2","14890 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70816","PARISH","YES","445000",,,"30","-91","32752","30020","EBRP"
"POINT (-91.179100194289 30.418807227577)","LOS ALVAREZ EXXPRESS LATIN FOOD","262 W STATE ST","BATON ROUGE","LOUISIANA","UNITED STATES","70802","BATON ROUGE","YES","722000",,,"30","-91","50626","62115","EBRP"
"POINT (-91.127348415494 30.461139707016)","B C FOOD MART","1200 N ARDENWOOD DR","BATON ROUGE","LOUISIANA","UNITED STATES","70806","BATON ROUGE","YES","445110","225-201-9299",,"30","-91","24779","14329","EBRP"
"POINT (-91.178081979695 30.397472063059)","ROTOLO'S PIZZERIA","4343 NICHOLSON DR","BATON ROUGE","LOUISIANA","UNITED STATES","70808","BATON ROUGE","YES","722110",,,"30","-91","7162","82691","EBRP"
"POINT (-91.100598920772 30.380651106438)","SOUTHERN PEARL OYSTER HOUSE","9460 PERKINS RD","BATON ROUGE","LOUISIANA","UNITED STATES","70810","BATON ROUGE","YES","722000",,,"30","-91","65552","234281","EBRP"
"POINT (-91.022806967463 30.365767462389)","THE LITTLE VILLAGE 2","14241 AIRLINE HWY","BATON ROUGE","LOUISIANA","UNITED STATES","70817","PARISH","YES","722000",,,"30","-91","37033","144352","EBRP"
