"the_geom","id","church_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.122589915465 30.591486941316)","493","FAITH BAPTIST CHURCH","15880 PLANK RD","BAKER","LOUISIANA","70714",,
"POINT (-91.121980347124 30.597384473145)","492","SHADY GROVE FIRST MISSIONARY BAPTIST CHURCH","16443 PLANK RD","BAKER","LOUISIANA","70714",,
"POINT (-91.146799794872 30.516751964902)","498","OMNI HOUSE","7340 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.145974229074 30.518808912992)","501","BURNING SANDS INTERNATIONAL","7724 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.16008897856 30.478729588013)","490","FRUIT OF THE SPIRIT MINISTRIES","3338 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.126731868601 30.577340287949)","489","CHURCH OF JESUS CHRIST OF LATTER DAY SAINTS, THE","14412 PLANK RD","BAKER","LOUISIANA","70714",,
"POINT (-91.169118008501 30.58865459364)","260","BAKER PRESBYTERIAN CHURCH","3015 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.157433254796 30.488105643498)","495","RESURRECTION LIFE CENTER","4261 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.143552291902 30.374251187535)","478","HINDU VEDIC CENTER","710 S KENILWORTH PKWY","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.160955617178 30.476594431057)","497","ST. ROCK MISSIONARY BAPTIST CHURCH","3138 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.151057006754 30.506854307151)","494","PRAISE TEMPLE RESURRECTION RESTORATION MINISTRIES","6263 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.105402421939 30.644542186444)","488","EASTSIDE BAPTIST CHURCH","19820 PLANK RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.159468583504 30.480960675872)","484","UNITED BIBLE SCHOLARS CHURCH OF GOD","3568 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.153316083585 30.497662815945)","506","ST. GERARD MAJELLA CATHOLIC CHURCH","5354 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.155473668553 30.493825517409)","486","HARVEST TIME FELLOWSHIP","4817 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.135676703202 30.552173830104)","482","PRAYER TIME MINISTRY","11659 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.153614027254 30.587921840566)","263","BLACKWATER CONGREGATION, KINGDOM HALL","4353 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.143552291902 30.374251187535)","477","BALAVIHAR AND HVS COMMUNITY CENTER","710 S KENILWORTH PKWY","BATON ROUGE","LOUISIANA","70820",,
"POINT (-91.160785434519 30.478700653167)","480","MIRACLE TEMPLE CHURCH OF GOD IN CHRIST","3345 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.15350039703 30.586938413777)","262","CHURCH OF NAZARENE","4366 GROOM RD","BAKER","LOUISIANA","70714",,
"POINT (-91.134246181729 30.553462888433)","491","ST. PAULS UNITED METHODIST CHURCH","11828 PLANK RD","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.162873617087 30.471502453037)","496","MUHAMMED MOSQUE","2600 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.157433254796 30.488105643498)","503","MARIAS NAILS","4261 PLANK RD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.15251873063 30.490780695299)","79","HARVEST LIFE CENTER CHURCH","3688 CLAYTON ST","BATON ROUGE","LOUISIANA","70805",,
