"the_geom","id","address_id","business_name","full_address","city","address_jurisdiction","state","zip","country","phone_number","website","resource_type","sub_resource_type","shelter_location","address_authority","subdivision","business_naics_code","service_type","service_name","st_prefix_dir","st_name","st_suffix_type","st_suffix_dir","st_ext","private_street","ward_number","tax_section","longitude","condominium","frontage_road","street_jurisdiction","abc","street_name_complete","latitude","st_prefix_type","created_date","address_no_complete","modified_date"
"POINT (-91.126928754744 30.512571293991)","104683","106206",,"6755 BUTTONWOOD DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","NORTH MERRYDALE",,,,,"BUTTONWOOD","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"BUTTONWOOD DR","31",,,"6755",
"POINT (-91.111402484919 30.432940685943)","143073","139174","BUMBLE LANE SPA","7450 JEFFERSON HWY","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,"PERSONAL SERVICES",,"NO","BATON ROUGE","NONE","812000",,,,"JEFFERSON","HWY",,,"NO","1","3","-91","NO","NO",,"NO","JEFFERSON HWY","30",,,"7450",
"POINT (-91.154281401207 30.41353368708)","88766","37947",,"1651 HOOD AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","CLOVERDALE",,,,,"HOOD","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"HOOD AVE","30",,,"1651",
"POINT (-91.1437229326 30.687550212923)","173097","196868",,"8935 GRAVES DR","SLAUGHTER","EBRP","LOUISIANA","70777","UNITED STATES",,,,,"NO","ZACHARY","HILLSIDE FARMS NORTH",,,,,"GRAVES","DR",,,"NO","2","3","-91","NO","NO",,,"GRAVES DR","31",,,"8935",
"POINT (-91.181681095966 30.441401774635)","76275","248300",,"745 BEAUREGARD ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","BEAUREGARD TOWN",,,,,"BEAUREGARD","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"BEAUREGARD ST","30",,,"745","2021-08-20T19:51:52.000Z"
"POINT (-91.159564397906 30.492407336573)","14428","67972","COURTNEYS CHRISTIAN CHILDCARE","3054 EVANGELINE ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,"COMMUNITY RESOURCE","CHILD DAY CARE","NO","BATON ROUGE","DELMONT PLACE","624000",,,,"EVANGELINE","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE","NO","EVANGELINE ST","30",,,"3054","2022-05-10T20:15:01.000Z"
"POINT (-91.083740252266 30.372303434339)","73206","133901",,"11685 PERKINS RD","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"PERKINS","RD",,,"NO","3","0","-91","NO","NO",,,"PERKINS RD","30",,,"11685",
"POINT (-90.984325284383 30.352383103127)","61685","47295",,"18559 W LAKE TERRACE DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AZALEA LAKES",,,,"W","LAKE TERRACE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"W LAKE TERRACE DR","30",,,"18559",
"POINT (-91.131840712255 30.450438548297)","23744","96418","YWCA CENTER FOR FAMILY DEVELOPMENT","5700 FLORIDA BLVD","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES","225-338-0028","http://ywca-br.org","COMMUNITY RESOURCE","FAMILY SERVICES","NO","BATON ROUGE","NONE","813410",,,,"FLORIDA","BLVD",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","FLORIDA BLVD","30",,,"5700",
"POINT (-91.062016359592 30.48015021456)","139884","8352",,"11018 BIG BEND AVE","BATON ROUGE","EBRP","LOUISIANA","70814","UNITED STATES",,,,,"NO","BATON ROUGE","PARK FOREST",,,,,"BIG BEND","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"BIG BEND AVE","30",,,"11018",
"POINT (-90.958091286449 30.358251711714)","61164","246187",,"10127 OAK COLONY DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","OAK COLONY",,,,,"OAK COLONY","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"OAK COLONY DR","30",,,"10127","2021-03-02T14:57:44.000Z"
"POINT (-91.026223926281 30.393881404761)","169166","233574",,"6140 WOOD WREN DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","AUDUBON PARC",,,,,"WOOD WREN","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"WOOD WREN DR","30",,,"6140",
"POINT (-91.153171816742 30.438855024127)","149563","133053",,"1012 S ACADIAN THWY, STE 12-14","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","RICHLAND PLANTATION",,,,"S","ACADIAN","THWY",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"S ACADIAN THWY","30",,,"1012 STE 12-14",
"POINT (-91.16003616511 30.3953526988)","1790","137654","IMPACT TECHNOLOGY SERVICES INC","5261 HIGHLAND RD","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","NONE","815000",,,,"HIGHLAND","RD",,,"NO","1","3","-91","NO","NO",,"NO","HIGHLAND RD","30",,,"5261",
"POINT (-91.122549042387 30.514038119537)","104947","106811",,"6845 SUMRALL DR","BATON ROUGE","EBRP","LOUISIANA","70812","UNITED STATES",,,,,"NO","PARISH","NORTH MERRYDALE",,,,,"SUMRALL","DR",,,"NO","2","1","-91","NO","NO",,,"SUMRALL DR","31",,,"6845",
"POINT (-90.993193206115 30.531988082764)","194666","208164",,"18081 VILLA TRACE AVE","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","VILLAGE LAKES",,,,,"VILLA TRACE","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"VILLA TRACE AVE","31",,,"18081",
"POINT (-91.182506771277 30.601592389106)","165642","222881",,"2800-3699 CHAMBERLAIN AVE","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","LELAND COLLEGE ANNEX",,,,,"CHAMBERLAIN","AVE",,,"NO","2","2","-91","NO","NO",,,"CHAMBERLAIN AVE","31",,,"2800-3699",
"POINT (-91.13799733651 30.342176107984)","82196","136473",,"8952 WESTLAKE DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","NICHOLSON LAKES",,,,,"WESTLAKE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"WESTLAKE DR","30",,,"8952",
"POINT (-91.15143726355 30.411888110267)","97167","162708",,"4121 HYACINTH AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHDOWNS",,,,,"HYACINTH","AVE",,,"NO","1","3","-91","NO","NO",,,"HYACINTH AVE","30",,,"4121",
"POINT (-91.135638646778 30.495776057557)","166209","224727",,"4999 MC CLELLAND DR","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SCHORTEN PLACE",,,,,"MC CLELLAND","DR",,,"NO","1","2","-91","NO","NO",,,"MC CLELLAND DR","30",,,"4999",
"POINT (-91.227996975822 30.612447729927)","166569","214127",,"210 IRENE RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"IRENE","RD",,,"NO","2","5","-91","NO","NO","EBRP",,"IRENE RD","31",,,"210",
"POINT (-91.140120438911 30.518395851592)","99714","90509",,"5169 STEARNS ST","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","BATON ROUGE","FORTUNE ADDITION",,,,,"STEARNS","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"STEARNS ST","31",,,"5169",
"POINT (-91.131499231181 30.469406793011)","123981","97551",,"5818 ADAMS AVE","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","EAST FAIRFIELDS",,,,,"ADAMS","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"ADAMS AVE","30",,,"5818",
"POINT (-91.133811623014 30.520765464944)","105473","96367",,"5688 D'JUANNA DR","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","PARISH","TIMBERLANE",,,,,"D'JUANNA","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"D'JUANNA DR","31",,,"5688",
"POINT (-91.031752196949 30.439601616776)","144482","47027",,"1850 W FAIRVIEW DR","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","FAIRWOOD ESTATES",,,,"W","FAIRVIEW","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"W FAIRVIEW DR","30",,,"1850",
"POINT (-91.137645924308 30.373106963888)","36541","241193",,"7812 PISA DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","PARISH","COTTAGES AT UNIVERSITY VILLAS, THE",,,,,"PISA","DR",,,"YES","3","0","-91","NO","NO","EBRP",,"PISA DR","30",,,"7812",
"POINT (-91.196442294909 30.537621806744)","95586","2612",,"10297 AVENUE G","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","HIGHLAND FARMS",,,,,"G",,,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"AVENUE G","31","AVENUE",,"10297",
"POINT (-90.963029328662 30.358884487856)","4707","248235",,"10110 MAURIEL LN","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"MAURIEL","LN",,,"YES","3","0","-91","NO","NO","EBRP",,"MAURIEL LN","30",,,"10110","2021-08-13T18:20:33.000Z"
"POINT (-91.168301095785 30.539249797524)","87111","58456",,"2344 ELM PARK DR","BATON ROUGE","EBRP","LOUISIANA","70807","UNITED STATES",,,,,"NO","BATON ROUGE","ELM GROVE PARK",,,,,"ELM PARK","DR",,,"NO","1","5","-91","NO","NO","BATON ROUGE",,"ELM PARK DR","31",,,"2344",
"POINT (-91.068916177044 30.43871500745)","141519","32406",,"1536 S ELAINE DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","BROADMOOR PLACE",,,,"S","ELAINE","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"S ELAINE DR","30",,,"1536",
"POINT (-91.185428229342 30.386209689994)","38664","94477",,"5518 MOORSTONE DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","HEATHERSTONE",,,,,"MOORSTONE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"MOORSTONE DR","30",,,"5518",
"POINT (-91.151288093981 30.47466751989)","122679","77712",,"3874 BRADY ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","HIGHLAND GARDENS ADDITION",,,,,"BRADY","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"BRADY ST","30",,,"3874",
"POINT (-91.121286877401 30.586272793879)","107961","108081",,"7041 JUNO DR","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","PARISH","BROWN HEIGHTS",,,,,"JUNO","DR",,,"NO","2","1","-91","NO","NO","EBRP",,"JUNO DR","31",,,"7041",
"POINT (-90.977074800775 30.397127598092)","71713","100675",,"6133 DOUBLE TREE DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","LAKE AT WHITE OAK, THE",,,,,"DOUBLE TREE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"DOUBLE TREE DR","30",,,"6133",
"POINT (-91.155520572816 30.444363319802)","118691","71301","LOUISIANA COMMUNITY CAPFUND","3313 GOVERNMENT ST","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES","2253347490",,,,"NO","BATON ROUGE","OGDEN PARK","522000",,,,"GOVERNMENT","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"GOVERNMENT ST","30",,,"3313",
"POINT (-91.111994876338 30.401716196035)","35751","92474","CHRISTOPHER VELARDO","5329 DIJON DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","CALAIS OFFICE PARK","55633",,,,"DIJON","DR",,,"NO","1","3","-91","YES","NO","BATON ROUGE","NO","DIJON DR","30",,,"5329",
"POINT (-91.140107244589 30.431836894442)","111287","47627",,"1866 AVONDALE DR","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","WESTDALE WOODS",,,,,"AVONDALE","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"AVONDALE DR","30",,,"1866",
"POINT (-91.110368007733 30.399445944766)","27958","112412","PEPA, LLC","7612 PICARDY AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","CALAIS OFFICE PARK","541690",,,,"PICARDY","AVE",,,"NO","1","3","-91","NO","NO",,"NO","PICARDY AVE","30",,,"7612",
"POINT (-91.144302534113 30.463329653107)","30987","151207",,"1616 COLUMBUS DUNN DR","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","GREENVILLE EXTENSION",,,,,"COLUMBUS DUNN","DR",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"COLUMBUS DUNN DR","30",,,"1616",
"POINT (-91.094154330095 30.431852438067)","134480","49222",,"1928 CHOPIN DR","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","TARA",,,,,"CHOPIN","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"CHOPIN DR","30",,,"1928",
"POINT (-91.212148493659 30.649709763996)","167459","218445",,"1134 AMERICANA BLVD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","ZACHARY","AMERICANA",,,,,"AMERICANA","BLVD",,,"NO","2","3","-91","NO","NO","ZACHARY",,"AMERICANA BLVD","31",,,"1134",
"POINT (-91.126998913828 30.594217269356)","105732","101075",,"6161 BENTLEY DR","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","PARISH","WHITE HILLS",,,,,"BENTLEY","DR",,,"NO","2","1","-91","NO","NO",,,"BENTLEY DR","31",,,"6161",
"POINT (-91.015415562871 30.462812655318)","154413","33045",,"15473 PATRICIA DALE DR","BATON ROUGE","EBRP","LOUISIANA","70819","UNITED STATES",,,,,"NO","PARISH","RIVER OAKS",,,,,"PATRICIA DALE","DR",,,"NO","3","0","-91","NO","NO","EBRP",,"PATRICIA DALE DR","30",,,"15473",
"POINT (-91.00938562465 30.389982274783)","36423","152109",,"15835 TIGER BEND RD","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","NONE",,"UTILITY - ELECTRICITY","MONUMENT SIGN",,"TIGER BEND","RD",,,"NO","3","0","-91","NO","NO","EBRP",,"TIGER BEND RD","30",,,"15835","2020-12-09T20:30:35.000Z"
"POINT (-91.203100573489 30.378848911751)","84243","102433",,"6301 RIVERBEND LAKES DR","BATON ROUGE","EBRP","LOUISIANA","70820","UNITED STATES",,,,,"NO","BATON ROUGE","RIVERBEND LAKES",,,,,"RIVERBEND LAKES","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"RIVERBEND LAKES DR","30",,,"6301",
"POINT (-91.173498657121 30.450655561167)","156351","30503",,"1502 LAUREL ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","BUHLER TOWN",,,,,"LAUREL","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"LAUREL ST","30",,,"1502",
"POINT (-91.151474946231 30.458826389084)","123968","12290",,"1163 N 39TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","GREENVILLE ADDITION",,,,"N","39TH","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"N 39TH ST","30",,,"1163",
"POINT (-91.060785781466 30.368310381454)","70602","25936",,"14014 POYDRAS AVE","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","PARISH","PERKINS VILLAGE",,,,,"POYDRAS","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"POYDRAS AVE","30",,,"14014",
"POINT (-91.052711867884 30.388846705458)","65796","132538",,"11620 CEDAR PARK AVE","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","CLOVERLAND",,,,,"CEDAR PARK","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"CEDAR PARK AVE","30",,,"11620",
"POINT (-91.129100517618 30.491629110408)","123990","100713",,"6135 CLAYTON ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","CINQUEMANO",,,,,"CLAYTON","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"CLAYTON ST","30",,,"6135",
"POINT (-91.062902399328 30.427611977569)","165708","219289",,"10795 MEAD RD, APT 5","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"MEAD","RD",,,"NO","3","0","-91","NO","NO",,,"MEAD RD","30",,,"10795 APT 5",
"POINT (-91.137451121497 30.386750727984)","43140","112503",,"762 SEYBURN CT","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","MIRABEAU GARDENS",,,,,"SEYBURN","CT",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"SEYBURN CT","30",,,"762",
"POINT (-91.000782763159 30.355402785677)","76587","42316",,"17502 SUGAR MILL AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","HIGH POINT",,,,,"SUGAR MILL","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"SUGAR MILL AVE","30",,,"17502",
"POINT (-91.148132397815 30.453494720844)","118161","79727","CITY BAIL  BONDING","4052 NORTH ST","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,"RETAIL",,"NO","BATON ROUGE","SUBURB GEORGETOWN","453000",,,,"NORTH","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE","NO","NORTH ST","30",,,"4052",
"POINT (-91.027515047841 30.45515623551)","144930","25901",,"14009 KATHERINE AVE","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","SHERWOOD FOREST",,,,,"KATHERINE","AVE",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"KATHERINE AVE","30",,,"14009",
"POINT (-90.960634532147 30.360386902373)","37056","148544",,"20365 MONTBARD AVE","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","MALLARD CROSSING",,,,,"MONTBARD","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"MONTBARD AVE","30",,,"20365",
"POINT (-91.159878030257 30.491779026018)","109304","66377",,"2995 SHELLEY ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","DELMONT PLACE",,,,,"SHELLEY","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"SHELLEY ST","30",,,"2995",
"POINT (-91.085168268643 30.50185323524)","13707","125604",,"9443 EL SCOTT AVE","BATON ROUGE","EBRP","LOUISIANA","70811","UNITED STATES",,,,,"NO","PARISH","BRYAN ESTATES",,,,,"EL SCOTT","AVE",,,"NO","3","0","-91","NO","NO","EBRP",,"EL SCOTT AVE","31",,,"9443",
"POINT (-91.049213352411 30.377363739958)","48270","11592","ENTREEGO LLC","11522 MERCHANT DR","BATON ROUGE","EBRP","LOUISIANA","70809","UNITED STATES",,,,,"NO","PARISH","COMMERCE SOUTH","454000",,,,"MERCHANT","DR",,,"NO","3","0","-91","NO","NO","EBRP","NO","MERCHANT DR","30",,,"11522",
"POINT (-91.107443618847 30.386940650344)","28548","45094",,"1808 LEONARD DR","BATON ROUGE","EBRP","LOUISIANA","70810","UNITED STATES",,,,,"NO","BATON ROUGE","MAYFAIR NORTH",,,,,"LEONARD","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"LEONARD DR","30",,,"1808",
"POINT (-91.114298692701 30.449066646844)","22534","60273",,"247 OCEAN DR","BATON ROUGE","EBRP","LOUISIANA","70806","UNITED STATES",,,,,"NO","BATON ROUGE","ACADIANA FOUR TOWNHOUSES",,,,,"OCEAN","DR",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"OCEAN DR","30",,,"247",
"POINT (-91.083694696914 30.467926284556)","132037","50396",,"1961 N REDONDO DR","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","VILLA DEL REY",,,,"N","REDONDO","DR",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"N REDONDO DR","30",,,"1961",
"POINT (-91.142779271177 30.391959861731)","49705","104737",,"6546 SANDSTONE AVE","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","WOODSTONE ESTATES",,,,,"SANDSTONE","AVE",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"SANDSTONE AVE","30",,,"6546",
"POINT (-91.065182029783 30.432906229751)","173037","142298","RIC SEELING CLUB DANCE","10778 N HARRELL'S FERRY RD","BATON ROUGE","EBRP","LOUISIANA","70816","UNITED STATES",,,"RECREATION",,"NO","BATON ROUGE","PHILLIPS ACRES","711120",,,"N","HARRELL'S FERRY","RD",,,"NO","1","4","-91","NO","NO","BATON ROUGE","NO","N HARRELL'S FERRY RD","30",,,"10778",
"POINT (-91.144773151925 30.483679576717)","125427","84701",,"4552 WINNEBAGO ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","BEL-AIR",,,,,"WINNEBAGO","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"WINNEBAGO ST","30",,,"4552",
"POINT (-91.145969372289 30.585686972885)","161870","223351",,"900-1199 SINBAD ST","BAKER","EBRP","LOUISIANA","70714","UNITED STATES",,,,,"NO","BAKER","NONE",,,,,"SINBAD","ST",,,"NO","2","2","-91","NO","NO","BAKER",,"SINBAD ST","31",,,"900-1199",
"POINT (-91.016457021195 30.371657267207)","158822","182717",,"8538 BILLIU ST","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","LONG FARM",,,,,"BILLIU","ST",,,"NO","3","0","-91","NO","NO","EBRP",,"BILLIU ST","30",,,"8538",
"POINT (-91.157497277255 30.457215004115)","26545","123051",,"917 N 31ST ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","RICHMOND PARK",,,,"N","31ST","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE",,"N 31ST ST","30",,,"917","2022-02-10T17:19:01.000Z"
"POINT (-90.991539690555 30.61422672268)","107469","41029",,"17242 LIBERTY RD","PRIDE","EBRP","LOUISIANA","70770","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"LIBERTY","RD",,,"NO","2","1","-91","NO","NO",,,"LIBERTY RD","31",,,"17242",
"POINT (-91.063550582373 30.513863567929)","180245","201041",,"11026 LANDFAIR AVE","CENTRAL","EBRP","LOUISIANA","70818","UNITED STATES",,,,,"NO","CENTRAL","COMITE HILLS WEST",,,,,"LANDFAIR","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"LANDFAIR AVE","31",,,"11026",
"POINT (-91.079003361818 30.470830660851)","134464","127031",,"9593 W DARRYL PKWY","BATON ROUGE","EBRP","LOUISIANA","70815","UNITED STATES",,,,,"NO","BATON ROUGE","VILLA DEL REY",,,,"W","DARRYL","PKWY",,,"NO","1","4","-91","NO","NO","BATON ROUGE",,"W DARRYL PKWY","30",,,"9593",
"POINT (-90.989981271275 30.515706918498)","189559","209586",,"17825 KEYSTONE AVE","GREENWELL SPRINGS","EBRP","LOUISIANA","70739","UNITED STATES",,,,,"NO","CENTRAL","BELLINGRATH ESTATES",,,,,"KEYSTONE","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"KEYSTONE AVE","31",,,"17825",
"POINT (-91.023727455044 30.606144456416)","200785","200404",,"14446 HUBBS ACRES AVE","PRIDE","EBRP","LOUISIANA","70770","UNITED STATES",,,,,"NO","CENTRAL","HUBBS ACRES",,,,,"HUBBS ACRES","AVE",,,"NO","3","1","-91","NO","NO","CENTRAL",,"HUBBS ACRES AVE","31",,,"14446",
"POINT (-91.006140094671 30.391606934234)","188063","234155",,"6537 ROUX DR","BATON ROUGE","EBRP","LOUISIANA","70817","UNITED STATES",,,,,"NO","PARISH","TIGER BEND TRAILS",,,,,"ROUX","DR",,,"YES","3","0","-91","NO","NO","EBRP",,"ROUX DR","30",,,"6537",
"POINT (-91.182423458276 30.45145494273)","14439","111512","BETTER BUSINESS BUREAU","748 MAIN ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES","225-346-5222","http://batonrouge.bbb.org","COMMUNITY RESOURCE","ADVOCACY","NO","BATON ROUGE","DEVALL TOWN","561110",,,,"MAIN","ST",,,"NO","1","1","-91","NO","NO","BATON ROUGE","NO","MAIN ST","30",,,"748",
"POINT (-91.146787311489 30.415694562634)","92227","82708",,"4324 TUPELLO ST","BATON ROUGE","EBRP","LOUISIANA","70808","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHDOWNS",,,,,"TUPELLO","ST",,,"NO","1","3","-91","NO","NO","BATON ROUGE",,"TUPELLO ST","30",,,"4324",
"POINT (-91.14310128071 30.456066771959)","126875","119859",,"860 N 46TH ST","BATON ROUGE","EBRP","LOUISIANA","70802","UNITED STATES",,,,,"NO","BATON ROUGE","GREENVILLE EXTENSION",,,,"N","46TH","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"N 46TH ST","30",,,"860",
"POINT (-91.133476128968 30.500880317058)","143912","142243","LIN GARDEN","5920 AIRLINE HWY","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SOUTHERN COLONIAL PARK","722000",,,,"AIRLINE","HWY",,,"NO","1","2","-91","NO","NO",,"NO","AIRLINE HWY","31",,,"5920",
"POINT (-91.123747328758 30.677755219072)","105723","171212",,"22220 MACHOST RD","ZACHARY","EBRP","LOUISIANA","70791","UNITED STATES",,,,,"NO","PARISH","NONE",,,,,"MACHOST","RD",,,"NO","2","5","-91","NO","NO",,,"MACHOST RD","31",,,"22220",
"POINT (-91.138723416518 30.501981372454)","107413","96357",,"5685 WINCHESTER AVE","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","SUNSET HEIGHTS",,,,,"WINCHESTER","AVE",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"WINCHESTER AVE","31",,,"5685",
"POINT (-91.144805780389 30.484367155584)","125342","84554",,"4542 MOHICAN ST","BATON ROUGE","EBRP","LOUISIANA","70805","UNITED STATES",,,,,"NO","BATON ROUGE","FAIRWOODS",,,,,"MOHICAN","ST",,,"NO","1","2","-91","NO","NO","BATON ROUGE",,"MOHICAN ST","30",,,"4542",
