"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location","stld","stateofdomicile"
"Metropolitan Life Insurance Company","Life","65978","0275","false","18210 Crane Nest Drive, 3rd Floor",,"TAMPA","FL","33647","2125782211","200 Park Avenue",,"New York","NY","10166","303-672-3221","Non Iowa Stock Life - with A & H","Stock","National Travelers Insurance Company","POINT (-82.375315 28.129693)","POINT (-73.976907 40.754153)",,"NY"
"Midland National Life Insurance Company","Life","66044","0277","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","800-923-3223","8300 Mills Civic Parkway",,"West Des Moines","IA","50266","515-273-5614","Iowa Stock Life - with A & H","Stock",,"POINT (-93.821788 41.55995)","POINT (-93.821788 41.55995)",,"IA"
"National Guardian Life Insurance Company","Life","66583","0288","false","123 Town Square PMB 749",,"JERSEY CITY","NJ","07310","800 548-2962","2 East Gilman Street",,"Madison","WI","53703-1494","608-443-5265","Non Iowa Mutual Life - with A & H","Mutual",,,"POINT (-89.388226 43.078499)",,"WI"
"National Life Insurance Company","Life","66680","0289","false","National Life Drive",,"MONTPELIER","VT","05604","800-732-8939","1 National Life Drive",,"Montpelier","VT","05604","214-638-9201","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-72.585514 44.257414)",,"VT"
"New York Life Insurance Company","Life","66915","0292","false","51 Madison Ave",,"NEW YORK","NY","10010","800-692-3086","51 MADISON AVENUE",,"NEW YORK","NY","10010","212-576-6276","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-73.986182 40.743295)","POINT (-73.986182 40.743295)",,"NY"
"North American Company for Life and Health Insurance","Life","66974","0293","true","8300 MILLS CIVIC PARKWAY",,"WEST DES MOINES","IA","50266","5154405500","8300 Mills Civic Parkway",,"West Des Moines","IA","50266","515-273-5614","Iowa Stock Life - with A & H","Stock","North American Accident Association, North American Accident Insurance Company, North American Company for Life, Accident & Health Insurance","POINT (-93.821788 41.55995)","POINT (-93.821788 41.55995)",,"IA"
"Northwestern Mutual Life Insurance Company (The)","Life","67091","0298","false","720 E. Wisconsin Ave.",,"MILWAUKEE","WI","53202","800-388-8123","720 EAST WISCONSIN AVENUE",,"MILWAUKEE","WI","53202-4797","800-388-8123","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-87.902177 43.039)","POINT (-87.902177 43.039)",,"WI"
"Ohio National Life Insurance Company (The)","Life","67172","0301","false","PO BOX 237",,"CINCINNATI","OH","45201-0237","513-794-6100-6266","ONE FINANCIAL WAY",,"CINCINNATI","OH","45242","513-794-6100-6375","Non Iowa Stock Life - with A & H","Stock",,,,,"OH"
"Ohio State Life Insurance Company (The)","Life","67180","0302","false","300 Crescent Court, Suite 700",,"DALLAS","TX","75201","8445227924","300 CRESCENT COURT, SUITE 700",,"DALLAS","TX","75201","844-522-7924","Non Iowa Stock Life - with A & H","Stock",,"POINT (-96.804774 32.793755)","POINT (-96.804774 32.793755)",,"TX"
"Old Republic Life Insurance Company","Life","67261","0304","false","307 North Michigan Ave.",,"CHICAGO","IL","60601","312-346-8100","307 NORTH MICHIGAN AVENUE",,"CHICAGO","IL","60601","312-346-8100","Non Iowa Stock Life - with A & H","Stock","Old Republic Credit Life Insurance Company","POINT (-87.624455 41.887503)","POINT (-87.624455 41.887503)",,"IL"
"Pacific Life Insurance Company","Life","67466","0305","false","700 Newport Center Drive",,"NEWPORT BEACH","CA","92660","949-219-3450","700 NEWPORT CENTER DRIVE",,"NEWPORT BEACH","CA","92660","949-219-6208","Non Iowa Stock Life - with A & H","Stock","Pacific Mutual Life Insurance Company","POINT (-117.876986 33.618997)","POINT (-117.876986 33.618997)",,"NE"
"Paul Revere Life Insurance Company (The)","Life","67598","0306","false","1 Fountain Square",,"CHATTANOOGA","TN","37402","866-410-4012","1 MERCANTILE STREET",,"WORCESTER","MA","01608","866-410-4012","Non Iowa Stock Life - with A & H","Stock",,"POINT (-85.306936 35.05008)","POINT (-71.798378 42.263041)",,"MA"
"Penn Mutual Life Insurance Company (The)","Life","67644","0308","false","600 Dresher Road",,"HORSHAM","PA","19044","800-523-0650","600 DRESHER ROAD",,"HORSHAM","PA","19044","215-956-8086","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-75.144184 40.169114)","POINT (-75.144184 40.169114)",,"PA"
"Pioneer Mutual Life Insurance Company","Life","67911","0311","false","One American Square, PO Box 368",,"INDIANAPOLIS","IN","46206","800-437-4692","P.O. BOX 368",,"INDIANAPOLIS","IN","46206-0368","317-285-1186","Non Iowa Stock Life - with A & H","Stock",,,,,"ND"
"Provident Life and Accident Insurance Company","Life","68195","0314","false","1 Fountain Square",,"CHATTANOOGA","TN","37402","4232941011","1 FOUNTAIN SQUARE",,"CHATTANOOGA","TN","37402-1330","866-410-4012","Non Iowa Stock Life - with A & H","Stock",,"POINT (-85.306936 35.05008)","POINT (-85.306936 35.05008)",,"TN"
"Prudential Insurance Company of America (The)","Life","68241","0316","false","751 Broad Street",,"NEWARK","NJ","07102","877 301-1212","P.O. BOX 8520",,"PHILADELPHIA","PA","19176","973-802-2358","Non Iowa Stock Life - with A & H","Stock",,"POINT (-74.171567 40.73668)",,,"NJ"
"Security Benefit Life Insurance Company","Life","68675","0320","false","One Security Benefit Place",,"TOPEKA","KS","66636-0001","800-888-2461","One Security Benefit Place",,"Topeka","KS","66636-0001","800-888-2461","Non Iowa Stock Life - with A & H","Stock","Knights and Ladies of Security, Security Benefit Association",,,,"KS"
"Security Mutual Life Insurance Company of New York","Life","68772","0321","false","100 Court St., PO Box 1625",,"BINGHAMTON","NY","13902-1625","607-723-3551-7427","PO BOX 1625",,"BINGHAMTON","NY","13902-1625","607-338-7361-","Non Iowa Mutual Life - with A & H","Mutual",,"POINT (-75.910334 42.098923)",,,"NY"
"State Farm Life Insurance Company","Life","69108","0323","false","One State Farm Plaza",,"BLOOMINGTON","IL","61701","309-766-6393","One State Farm Plaza",,"Bloomington","IL","61710","309-766-6393","Non Iowa Stock Life - without A&H","Stock",,,,,"IL"
"First Allmerica Financial Life Insurance Company","Life","69140","0324","false","20 Guest Street",,"BRIGHTON","MA","02135","866-297-7531","4 WORLD TRADE CENTER, 51ST FLOOR",,"NEW YORK","NY","10007","646-495-7837","Non Iowa Stock Life - with A & H","Stock","State Mutual Life Assurance Company of America, State Mutual Life Assurance Company of Worcester","POINT (-71.147504 42.357305)",,,"MA"
"Sun Life Assurance Company of Canada (U.S. Operations of)","Life","80802","0326","false","96 Worcester Street",,"WELLESLEY HILLS","MA","02481","800-786-5433","One Sun Life Executive Park",,"Wellesley Hills","MA","02481","781-446-3937","Non Iowa Stock Life - with A & H","Stock",,"POINT (-71.237133 42.316323)",,,"MI"
"Brighthouse Life Insurance Company","Life","87726","0327","false","12802 Tampa Oaks Blvd, Ste 447",,"TEMPLE TERRACE","FL","33637","9809494100","11225 NORTH COMMUNITY HOUSE ROAD",,"CHARLOTTE","NC","28277","980-949-4341","Non Iowa Stock Life - with A & H","Stock","MetLife Insurance Company of Connecticut, MetLife Insurance Company USA, MetLife Insurance Company of Connecticut, Accident Department, Travelers Insurance Company (The) Life Department, Travelers Insurance Company (The)  Accident Department","POINT (-82.355587 28.06345)","POINT (-80.837096 35.056492)",,"DE"
"United of Omaha Life Insurance Company","Life","69868","0331","false","3300 Mutual of Omaha Plaza",,"OMAHA","NE","68175","800-775-6000","3300 MUTUAL OF OMAHA PLAZA",,"OMAHA","NE","68175","402-351-7671","Non Iowa Stock Life - with A & H","Stock","United Benefit Life Insurance Company",,,,"NE"
"United Insurance Company of America","Life","69930","0332","false","12115 Lackland Rd.",,"ST. LOUIS","MO","63146","866-415-0265","12115 LACKLAND ROAD",,"ST. LOUIS","MO","63146-4003","314-819-4462","Non Iowa Stock Life - with A & H","Stock","United Insurance Company","POINT (-90.445745 38.697058)","POINT (-90.445745 38.697058)",,"IL"
"United States Life Insurance Company in the City of New York (The)","Life","70106","0333","false","PO Box 1591, 3-D1",,"HOUSTON","TX","77251","800-231-3655","2727-A ALLEN PARKWAY",,"HOUSTON","TX","77019","844-452-3832.","Non Iowa Stock Life - with A & H","Stock",,,"POINT (-95.394895 29.761017)",,"NY"
"Washington National Insurance Company","Life","70319","0334","false","11825 N. Pennsylvania Street",,"CARMEL","IN","46032","3178176100","11825 NORTH PENNSYLVANIA STREET",,"CARMEL","IN","46032","317-817-5328","Non Iowa Stock Life - with A & H","Stock","United States National Life and Cas. Co., Washington Fidelity National Insurance Co.","POINT (-86.155173 39.962464)","POINT (-86.155173 39.962464)",,"IN"
"Western and Southern Life Insurance Company (The)","Life","70483","0335","false","400 Broadway",,"CINCINNATI","OH","45202","866-669-5848","400 BROADWAY",,"CINCINNATI","OH","45202","800-926-1993","Non Iowa Stock Life - with A & H","Stock",,"POINT (-84.506187 39.101104)","POINT (-84.506187 39.101104)",,"OH"
"Renaissance Life & Health Insurance Company of America","Life","61700","0339","false","PO Box 30381",,"LANSING","MI","48909","800-745-7509","P.O. Box 30381",,"Okemos","MI","48909","517-347-5332-","Non Iowa Stock Life - with A & H","Stock","Central National Life Insurance Company of Omaha (The)",,,,"IN"
"Farmers New World Life Insurance Company","Life","63177","0340","false","7340 W Memorial Rd",,"Oklahoma City","OK","73142","800-238-9671","3120 139TH AVENUE SOUTHEAST, SUITE 300",,"BELLEVUE","WA","98005-4491","206-236-7929","Non Iowa Stock Life - with A & H","Stock",,"POINT (-97.641587 35.608931)","POINT (-122.154819 47.583476)",,"WA"
"BetterLife","Fraternal","58017","0363","false","6522 Grand Teton Plaza",,"MADISON","WI","53719","8007791936","6522 GRAND TETON PLAZA",,"MADISON","WI","53719","608-824-6059","Non Iowa Fraternal","Mutual","Western Fraternal Life Association, Western Bohemian Fraternal Association","POINT (-89.494486 43.059423)","POINT (-89.494486 43.059423)",,"WI"
"Thrivent Financial for Lutherans","Fraternal","56014","0364","false","625 Fourth Avenue South - MS Reg. Financial",,"MINNEAPOLIS","MN","55415","800-847-4836","4321 NORTH BALLARD ROAD",,"APPLETON","WI","54919-0001","920-628-2698","Non Iowa Fraternal","Mutual","Aid Association for Lutherans",,"POINT (-88.375104 44.310025)",,"WI"
"Baptist Life Association","Fraternal","57223","0365","false","8555 Main St.",,"BUFFALO","NY","14221","716-633-4393-421","8555 Main Street",,"Buffalo","NY","14221","716-633-4393","Non Iowa Fraternal","Mutual","German Baptists Life Association","POINT (-78.6745 42.965163)","POINT (-78.6745 42.965163)",,"NY"
"Catholic Order of Foresters","Fraternal","57487","0368","false","355 Shuman Blvd., P.O. box 3012",,"NAPERVILLE","IL","60566-7012","630-983-4900","355 SHUMAN BLVD",,"NAPERVILLE","IL","60563","630-983-4900","Non Iowa Fraternal","Mutual",,"POINT (-88.153616 41.803939)","POINT (-88.153616 41.803939)",,"IL"
"Croatian Fraternal Union of America","Fraternal","56634","0371","false","100 Delaney Drive",,"PITTSBURGH","PA","15235","412-843-0380","100 Delaney Drive",,"Pittsburgh","PA","15235","412-843-0380","Non Iowa Fraternal","Mutual",,"POINT (-79.807751 40.433889)","POINT (-79.807751 40.433889)",,"PA"
"Czech Catholic Union","Fraternal","56324","0372","false","5349 Dolloff Road",,"CLEVELAND","OH","44127","216-341-0444","5349 Dolloff Road",,"Cleveland","OH","44127","216-341-0444","Non Iowa Fraternal","Mutual",,"POINT (-81.652241 41.466482)","POINT (-81.652241 41.466482)",,"OH"
"CSA Fraternal Life","Fraternal","56138","0373","false","PO Box 249",,"LOMBARD","IL","60148","(800) 543-3272","2050 Finley Road, Suite 70",,"Lombard","IL","60148","630-472-0500-4309","Non Iowa Fraternal","Mutual","Bohemian Slavonian Ben. Society of U.S., Czecho Slovak Protective Society, Czechoslovak Society of America",,"POINT (-88.026452 41.847345)",,"IL"
"Independent Order of Foresters","Fraternal","58068","0376","false","789 Don Mills Rd.",,"DON MILLS, ONTARIO","CN","M3C 1T9","416-467-2509","789 Don Mills Road",,"Toronto","ON","M3C 1T9","416-859-6915","Non Iowa Fraternal","Mutual",,"POINT (-97.855071 33.709871)","POINT (-82.02347 33.104209)",,"NY"
"Knights of Columbus","Fraternal","58033","0378","false","One Columbus Plaza",,"NEW HAVEN","CT","06507","2037524000","ONE COLUMBUS PLAZA",,"NEW HAVEN","CT","06510-3326","203-752-4326","Non Iowa Fraternal","Mutual",,,,,"CT"
"Modern Woodmen of America","Fraternal","57541","0381","false","1701 First Avenue",,"ROCK ISLAND","IL","61201","309-793-5528","1701 FIRST AVENUE",,"ROCK ISLAND","IL","61201-8779","309-786-6481","Non Iowa Fraternal","Mutual",,"POINT (-90.577307 41.511895)","POINT (-90.577307 41.511895)",,"IL"
"Royal Neighbors of America","Fraternal","57657","0386","false","230 - 16th Street",,"ROCK ISLAND","IL","61201","309-788-4561-8332","230 - 16th Street",,"Rock Island","IL","61201","309-788-4561-8203","Non Iowa Fraternal","Mutual",,"POINT (-90.577441 41.509832)","POINT (-90.577441 41.509832)",,"IL"
"Sons of Norway","Fraternal","57142","0387","false","1455 West Lake St.",,"MINNEAPOLIS","MN","55408","612-827-3611","1455 WEST LAKE STREET",,"MINNEAPOLIS","MN","55408","612-827-3611","Non Iowa Fraternal","Mutual",,"POINT (-93.299948 44.94836)","POINT (-93.299948 44.94836)",,"MN"
"Travelers Protective Association of America (The)","Fraternal","56006","0389","false","2041 Exchange Drive",,"SAINT CHARLES","MO","63303","6367242227","2041 Exchange Drive",,"St. Charles","MO","63303","636-724-2227-","Non Iowa Fraternal","Mutual",,"POINT (-90.5295 38.758388)","POINT (-90.5295 38.758388)",,"MO"
"Order of United Commercial Travelers of America (The)","Fraternal","56383","0390","false","1801 Watermark Drive, Suite 100","PO Box 15901","COLUMBUS","OH","43215-8619","800-848-0123","1801 WATERMARK DRIVE SUITE 100",,"COLUMBUS","OH","43215","800-848-0123-1202","Non Iowa Fraternal","Mutual",,"POINT (-83.051657 39.972523)","POINT (-83.051657 39.972523)",,"OH"
"1891 Financial Life","Fraternal","57568","0394","false","320 South School Street",,"MOUNT PROSPECT","IL","60056-3334","847-342-4500-218","320 South School Street",,"Mount Prospect","IL","60056-3334","847-342-4500-204","Non Iowa Fraternal","Mutual","National Catholic Society of Foresters, Womens Catholic Order of Foresters","POINT (-87.931146 42.059638)","POINT (-87.931146 42.059638)",,"IL"
"Woodmen of The World Life Insurance Society","Fraternal","57320","0396","false","1700 Farnam St., 22nd Floor",,"OMAHA","NE","68102-2007","402-342-1890","1700 FARNAM STREET",,"OMAHA","NE","68102","402-342-1890","Non Iowa Fraternal","Mutual","Woodmen of the World (Supreme Comp.)","POINT (-95.938492 41.257607)","POINT (-95.938492 41.257607)",,"NE"
"R.V.I. America Insurance Company","Property Casualty","23132","0407","false","177 Broad Street, 9th Floor",,"STAMFORD","CT","06901","800-369-4784","201 Broad Street, Sixth Floor",,"Stamford","CT","06901","203-975-2174","Non Iowa Stock Fire And Casualty Company","Stock","R.V.I. National Insurance Company, Dubuque Fire & Marine Insurance Company, Bankers Multiple Line Insurance Company","POINT (-73.540808 41.055505)","POINT (-73.534415 41.055256)",,"CT"
"Employers Mutual Casualty Company","Property Casualty","21415","0408","true","PO BOX 712",,"DES MOINES","IA","50306-0712","515-345-7589","717 MULBERRY STREET",,"DES MOINES","IA","50309-3872","515-345-7589","Iowa Mutual Fire and Casualty Company","Mutual","Employers Mutual Casualty Association",,"POINT (-93.626392 41.584518)",,"IA"
"Farmers Mutual Hail Insurance Company of Iowa","Property Casualty","13897","0413","true","6785 WESTOWN PARKWAY",,"WEST DES MOINES","IA","50266","515-282-9104","6785 WESTOWN PARKWAY",,"WEST DES MOINES","IA","50266","515-724-5012","Iowa Mutual Fire and Casualty Company","Mutual","Farmers Mutual Hail Ins. Ass'n of Iowa","POINT (-93.802226 41.595104)","POINT (-93.802226 41.595104)",,"IA"
"Grinnell Mutual Reinsurance Company","Property Casualty","14117","0414","true","4215 HIGHWAY 146, P.O. BOX 790",,"GRINNELL","IA","50112-0790","800-362-2041","4215 HIGHWAY 146, PO BOX 790",,"GRINNELL","IA","50112-0790","641-269-8000-8011","Iowa Mutual Fire and Casualty Company","Mutual","Iowa Farmers Mutual Reins. Association, Farmers Mutual Reinsurance Association, Farmers Mutual Reinsurance Company","POINT (-92.727228 41.684603)","POINT (-92.727228 41.684603)",,"IA"
"Esurance Insurance Company of New Jersey","Property Casualty","21741","0416","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062-7127","8474025000","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Hawkeye-Security Insurance Company, Hawkeye Casualty Company, Inter-State Liability Insurance Company, Homeland Central Insurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)",,"IL"
