"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","expenditure_amount","project_description","project_classification","debt_tracking_name","debt_type","fiscal_year_debt_is_paid_in_full","rebate_paid_to","primary_lat_dec"
"1","ADAIR COUNTY","2013","1009","2890","TIF Bonding and UR Plan Development","Administrative expenses","GO Bond Series 2011","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-94.4709413 41.3307464)"
"1","ADAIR COUNTY","2013","1009","30000","Bonding to pay for roads and bridges","Administrative expenses","GO Bond Series 2011","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-94.4709413 41.3307464)"
"1","ADAIR COUNTY","2013","1009","66000","Bonding to pay for roads and bridges","Administrative expenses","General UR Plan Exp","Internal Loans","2013","NO REBATE","POINT (-94.4709413 41.3307464)"
"1","ADAIR COUNTY","2013","1009","381","TIF Bonding and UR Plan Development","Administrative expenses","General Eco Dev FY13 Funding","Internal Loans","2013","NO REBATE","POINT (-94.4709413 41.3307464)"
"1","ADAIR COUNTY","2013","1009","15000","Midwest Partnership","Administrative expenses","General Paying Agent Fees","Other Debt","2014","NO REBATE","POINT (-94.4709413 41.3307464)"
"2","ADAMS COUNTY","2013","2004","366306","PINNACLE ETHANOL, LLC","Agribusiness","TIF- Poet Plant","TIF Revenue Bonds/Notes","2022","NO REBATE","POINT (-94.6991849 41.02898390000001)"
"25G228","ADEL","2013","25011","6392","Development agreement for minimum improvements","Industrial/manufacturing property","Rebate Agreement - 2006 UB & T","Rebates","2018","United Brick and Tile","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","20103","Planning, surveying, engineering, legal for assistance in promoting urban renewal activities","Administrative expenses","Community and Economic Development - Planning / Marketing","Internal Loans","2023","NO REBATE","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","6945","Development agreement for minimum improvements","Industrial/manufacturing property","Rebate Agreement - Double Vision","Rebates","2015","United Brick and Tile","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","100000","Construction, reconstruction and repairing of street and utility improvements - east side","Roads, Bridges & Utilities","2007 Series A - '06 Street (2012B)","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","188777","Constructing and equipping a new public library and community room along with parking improvements","Municipal and other publicly-owned or leased buildings","Library Refinance - 2011 Series C","General Obligation Bonds/Notes","2024","NO REBATE","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","6482","Planning, surveying, engineering, legal for assistance in promoting urban renewal activities","Administrative expenses","Community and Economic Development - Planning / Marketing","Internal Loans","2023","NO REBATE","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","69567","Demolition of old building","Commercial - office properties","Building Demolition","Internal Loans","2013","NO REBATE","POINT (-94.017453 41.6144325)"
"25G228","ADEL","2013","25011","69445","Reconstruction of streets, sidewalks, water mains and sanitary and storm sewer improvements","Roads, Bridges & Utilities","2011 Series A - 2010 Brick Street","General Obligation Bonds/Notes","2031","NO REBATE","POINT (-94.017453 41.6144325)"
"92G882","AINSWORTH","2013","92010","4831","Rebate for cost assistance with infastructure improvments.","Residential property (classified residential)","Dennis & Linda Stout","Rebates","2013","Dennis Stout","POINT (-91.55238380000002 41.2889098)"
"75G692","AKRON","2013","75023","349929","Construction of elder care center that services LMI individuals","Low and Moderate Income Housing","LMI - Care Center Construction Payment","Outstanding LMI Housing Obligation","2013","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75008","19346","Firestation/LMI/Const. Loan","Roads, Bridges & Utilities","Combined Loan","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75023","113171","Original Housing Development","Residential property (classified residential)","LOST Housing Dev","Internal Loans","2015","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75008","28228","LMI/Davis","Roads, Bridges & Utilities","RUT RR DR Project","Internal Loans","2017","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75023","180","Property Tax Payment","Administrative expenses","Portlandville 6th Property Tax","Internal Loans","2013","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75016","91931","Business park paving and utilities","Roads, Bridges & Utilities","LOST to Business Park Ph2","Internal Loans","2023","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75023","19998","Combined Firestation/LMI/Construction","Roads, Bridges & Utilities","Combined Loan","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75008","180","Property Tax Payment","Administrative expenses","Portlandville 6th Property Tax","Internal Loans","2013","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75023","28228","LMI/Davis","Roads, Bridges & Utilities","LOST to Portlandville Amd","Internal Loans","2013","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75016","12832","Combined Loan","Roads, Bridges & Utilities","Combined Loan","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-96.5594773 42.8288818)"
"75G692","AKRON","2013","75023","19346","Combined Firestation/LMI/Construction","Roads, Bridges & Utilities","Combined Loan 2","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-96.5594773 42.8288818)"
"57G537","ALBURNETT","2013","57062","82707","RUN SEWER LINES FROM HOUSING TO LAGOON","Water treatment plants, waste treatment plants & lagoons","Bankers Trust","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-91.6185065 42.1483285)"
"77G712","ALLEMAN","2013","77028","23124","INFRASTRUCTURE","Residential property (classified residential)","Revenue/TIF","TIF Revenue Bonds/Notes","2022","NO REBATE","POINT (-93.611607 41.8199875)"
"12G093","ALLISON","2013","12007","22436","RISE street project","Roads, Bridges & Utilities","Rise Project","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-92.7951945 42.7527548)"
"12G093","ALLISON","2013","12007","8886","construction of a new grocery store","Commercial - retail","J&C Grocery","Internal Loans","2014","NO REBATE","POINT (-92.7951945 42.7527548)"
"12G093","ALLISON","2013","12007","14420","shower house at Campgrounds","Recreational facilities (lake development, parks, ball fields, trails)","Shower House Wilder Park","Internal Loans","2013","NO REBATE","POINT (-92.7951945 42.7527548)"
"12G093","ALLISON","2013","12007","31395","paint coating facility","Industrial/manufacturing property","Allan Inc. 1","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-92.7951945 42.7527548)"
"12G093","ALLISON","2013","12007","42388","paint coating facility","Industrial/manufacturing property","Allan Inc 2","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-92.7951945 42.7527548)"
"12G093","ALLISON","2013","12007","6486","construction of new car wash","Commercial - retail","Miller Car Wash","Internal Loans","2014","NO REBATE","POINT (-92.7951945 42.7527548)"
"84G798","ALTON","2013","84018","196826","Street and Utility Project","Industrial/manufacturing property","Utility and Street Infrastructure Construction","Internal Loans","2020","NO REBATE","POINT (-96.0105735 42.9874869)"
"84G798","ALTON","2013","84036","51425","Street and Utility Infrastructure","Residential property (classified residential)","Residential Development Infastructure","Internal Loans","2021","NO REBATE","POINT (-96.0105735 42.9874869)"
"84G798","ALTON","2013","84018","7215","Business Attraction With Minimum Assessment Agreement","Industrial/manufacturing property","Land Acquisition Loan from Utilities","Internal Loans","2020","NO REBATE","POINT (-96.0105735 42.9874869)"
"84G798","ALTON","2013","84018","86828","Street Paving Project","Industrial/manufacturing property","2007 Street Paving Bond","General Obligation Bonds/Notes","2017","NO REBATE","POINT (-96.0105735 42.9874869)"
"84G798","ALTON","2013","84065","28","Utility and Street Infrastructure Construction","Residential property (classified residential)","Utility & Infrastucture Loan","Internal Loans","2029","NO REBATE","POINT (-96.0105735 42.9874869)"
"84G798","ALTON","2013","84018","79750","Utilities and Street infrastrucutre","Industrial/manufacturing property","2004 Infrastructure Bond","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-96.0105735 42.9874869)"
"77G713","ALTOONA","2013","77017","206985","1ST AVE INTERSECTION","Roads, Bridges & Utilities","2007B (23)","General Obligation Bonds/Notes","2023","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","4452430","1ST AVE","Roads, Bridges & Utilities","2005 B (17)","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","19130","SANITARY SEWER IMPROVEMENTS","Roads, Bridges & Utilities","NW SANITARY SERVICE","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","60437","IMPROVEMENTS AT LIBRARY","Municipal and other publicly-owned or leased buildings","LIBRARY IMPROVEMENTS","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","292678","SOCCER PARK","Recreational facilities (lake development, parks, ball fields, trails)","2009D (9)","General Obligation Bonds/Notes","2029","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","2073","SIDEWALK REPAIRS","Recreational facilities (lake development, parks, ball fields, trails)","SIDEWALK","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","401187","ADMINISTRATION FEES","Administrative expenses","ADMINISTRATION FEES","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","327390","PARK IMPROVEMENTS","Recreational facilities (lake development, parks, ball fields, trails)","IRONWOOD PARK","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","31770","BIKE TRAIL IMPROVEMENTS","Recreational facilities (lake development, parks, ball fields, trails)","BIKE TRAIL","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","491240","1ST AVE SOUTH","Roads, Bridges & Utilities","2007A (22)","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","532978","945 BRIDGE","Roads, Bridges & Utilities","2010A (3A)","General Obligation Bonds/Notes","2019","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","3782500","PRAIRIE CROSSING DEVELOPMENT","Commercial - retail","2008 TIF REV (25)","TIF Revenue Bonds/Notes","2043","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","1221930","LIBRARY","Municipal and other publicly-owned or leased buildings","2005 (12)","General Obligation Bonds/Notes","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","388157","SOCCER PHASE II","Recreational facilities (lake development, parks, ball fields, trails)","2010B (1)","General Obligation Bonds/Notes","2030","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","380650","PARK LAND","Acquisition of property","2009A (8)","General Obligation Bonds/Notes","2028","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","20062","ADDITION TO PARKING LOT","Roads, Bridges & Utilities","UNDERGROUND SERVICE","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","49000","PAYMENT TO FRANZEN I-80","Commercial - warehouses and distribution facilities","FRANZEN I-80","Rebates","2020","FRANZEN I-80","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","227910","SE WATER TOWER","Roads, Bridges & Utilities","WATER TOWER","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","656138","GREENWAY SEWER","Roads, Bridges & Utilities","2006 B (19)","General Obligation Bonds/Notes","2021","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","35962","ADDITION TO PARKING LOT","Roads, Bridges & Utilities","PARKING LOT","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","512320","RELOCATE GAS PIPELINE","Roads, Bridges & Utilities","1ST AVE GAS PIPELINE","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","690384","ELEVATED RUNNING TRACK","Recreational facilities (lake development, parks, ball fields, trails)","CAMPUS TRACK","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"77G713","ALTOONA","2013","77017","187895","8TH STREET REPAIRA","Roads, Bridges & Utilities","STREET","Internal Loans","2013","NO REBATE","POINT (-93.4646571 41.6441557)"
"85G811","AMES","2013","85021","116817","Public infrastucture for including roads and utilities.","Roads, Bridges & Utilities","2009B GO Bonds","General Obligation Bonds/Notes","2020","NO REBATE","POINT (-93.6199402 42.0347081)"
"53G492","ANAMOSA","2013","53010","8501","Replace road, install new water & sewer mains","Roads, Bridges & Utilities","1,925,000 GO Bonds","General Obligation Bonds/Notes","2016","NO REBATE","POINT (-91.28515940000001 42.1083371)"
"53G492","ANAMOSA","2013","53012","14833","Infrastructure Improvements","Roads, Bridges & Utilities","2012 GO Bonds 2.625","General Obligation Bonds/Notes","2022","NO REBATE","POINT (-91.28515940000001 42.1083371)"
