"company_name","form_numbers","effectivedate","a","b","c","d","e","f","g","h","i","j","hdf","hdg","hdj","k","l","m","n"
"Central States Indemnity Co. of Omaha","* MIPPA plans -- CSMSFA2010IA - Plan F et al","2018-11-01T00:00:00.000","0.12","0.12","0.12",,,"0.12","0.12",,,,,,,,,,"0.12"
"Gerber Life Insurance Company","MTG20, MTG24, MTG25, MTG1, MTG4, MTG5","2018-10-01T00:00:00.000","0.11",,,,,"0.11","0.11",,,,,,,,,,
"American Retirement Life Insurance Company","MIPPA *agent* plans:  AR-MS-AA-F-AI et al","2018-10-01T00:00:00.000",,,,,,"0.105","0.105",,,,,,,,,,"0.075"
"American Retirement Life Insurance Company","MIPPA *direct* plans:  AR-MSD-AA-F-IA et al","2018-10-01T00:00:00.000",,,,,,"0.105","0.105",,,,,,,,,,"0.075"
"Mutual of Omaha Insurance Company","M500 (Group)","2018-09-01T00:00:00.000","0.0",,,"0.0",,"0.0",,,,,,,,,,,
"Mutual of Omaha Insurance Company","M181 (Agency)","2018-09-01T00:00:00.000","0.0",,"0.09","0.08",,"0.09",,,"0.0",,,,,,,,
"Bankers Fidelity Life Insurance Company","2010 MIPPA B 21092","2018-06-19T00:00:00.000","0.09",,,,,"0.09","0.09",,,,"0.0",,,"0.06",,,"0.04"
"Provident American Life and Health Insurance Company","3PA(IA) et al","2018-12-06T00:00:00.000","0.07",,,"0.07",,"0.07","0.07","0.07","0.07","0.07","0.07",,,,,,
"Bankers Fidelity Life Insurance Company","B 9200 et al","2018-06-19T00:00:00.000",,,,,"0.15","0.08","0.08",,"0.11",,,,,,,,
"Medico Insurance Company","2010 Individual MIPPA plans: MSA70F-C et al (A, F, G, N)","2018-11-01T00:00:00.000","0.175",,,,,"0.175","0.175",,,,,,,,,,"0.175"
"UniCare Life & Health Insurance Company","Standard F IA0001F et al","2018-09-01T00:00:00.000","0.0",,,,,"0.0",,,,,"0.0",,,,"0.0",,
"Transamerica Life Insurance Company (formerly Life Investors)","4100IPL, 4200IPB, 4300IPP","2018-07-01T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,,,,,,,,
"United World Life Insurance Company","WM1 et al","2018-09-01T00:00:00.000","0.04","0.0","0.01","0.09",,"0.09","0.09",,,,,,,,,,
"Forethought Life Insurance Company","Forms MSF10-01 et al (A, C, F, G, and N)","2018-10-01T00:00:00.000","0.12",,"0.12",,,"0.12","0.12",,,,,,,,,,"0.12"
"Government Personnel Mutual Life Insurance Company","Modernized Forms MTP20 (Plan A) et al","2018-08-01T00:00:00.000","0.12",,"0.12",,,"0.12","0.12",,,,,,,,,,"0.05"
"Humana Insurance Company","2010 MIPPA plans:  IAMESM10F et al","2018-08-01T00:00:00.000","0.03","0.03","0.04",,,"0.04",,,,,"-0.05",,,"0.03","0.03",,"0.03"
"United of Omaha Life Insurance Company","2010 MIPPA plan N:  UM31","2018-08-01T00:00:00.000",,,,,,,,,,,,,,,,,"0.09"
"Individual Assurance Company, Life, Health & Accident","2010 MIPPA -- 94070 A, 94070 F, 94070 G, 94070 N","2018-08-01T00:00:00.000","0.0",,,,,"0.0","-0.075",,,,,,,,,,"0.0"
"Liberty Bankers Life Insurance Company","2010 MIPPA plans LBL-MSF-POL-0416 et al","2018-09-01T00:00:00.000","0.059",,,,,"0.04","0.035",,,,,,,,,,"0.029"
"Humana Insurance Company","IA-MESA, B et al","2018-09-01T00:00:00.000",,,"0.0",,,"0.0",,,,,"0.0",,,,,,
"Avera Health Plans","IA-SEL-MF (06/10) et al","2018-07-01T00:00:00.000","0.07","0.07","0.07",,,"0.07",,,,,,,,,,,
"Avera Health Plans","IA-STD-MF (06/10) et al","2018-07-01T00:00:00.000","0.07","0.07","0.07",,,"0.07",,,,,,,,,,,
"Pan-American Life Insurance Company","2010 Modernized MIPPA PANF10ST-OT et al","2018-07-01T00:00:00.000",,,,,,"0.045","-0.025",,,,,,,,,,
"State Mutual Insurance Company","2010 MIPPA plans  (Direct and Brokerage)","2018-07-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0","0.0",,,,"0.0",,,,,"0.0","0.0"
"State Mutual Insurance Company","MEDSUP-AA(IA2)","2018-07-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0",,,,,,,,,,,
"Omaha Insurance Company","2010 MIPPA --  	NM20, NM23, NM24","2018-07-01T00:00:00.000","0.09",,,,,"0.09","0.08",,,,"0.0",,,,,,"0.08"
"Continental General Insurance Company","340, 3AA et al","2018-05-26T00:00:00.000","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07",,,,,,
"Loyal American Life Insurance Company","L-5230 et al","2018-05-01T00:00:00.000","0.044","0.044","0.044","0.044",,"0.044","0.044",,,,,,,,,,
"Continental General Insurance Company","MIPPA plans:  CGI-MS-DM-AA-A et al","2018-05-01T00:00:00.000",,,,,,"0.12","0.12",,,,,,,,,,
"United American Insurance Company","DMSA, B, (<65)","2018-05-01T00:00:00.000","0.03","0.0",,,,,,,,,"0.0",,,,,,
"United American Insurance Company","MSF et al","2018-05-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.01","0.0",,,,"0.0",,,"0.0","0.0",,"0.0"
"State Mutual Insurance Company","MS-AAIA - Plan A (for polices novating from Lincoln Heritage)","2018-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Lincoln Heritage Life Insurance Company","MS-AAIA - Plan A et al (some novated to State Mutual)","2018-07-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Transamerica Premier Life Insurance Company (FKA Monumental Life)","MS4000GPM-A","2018-07-01T00:00:00.000","0.06","0.06","0.06","0.06","0.06","0.06","0.06",,,,,,,,,,
"Family Life Insurance Company","MSAAF200810 et al (1990 and 2010 plans)","2018-07-01T00:00:00.000","0.09","0.09","0.09","0.09","0.09","0.09","0.09",,,,,,,,,"0.09","0.09"
"Western Catholic Union","2010 Standardized Medicare Supplement Plans A, F, G and N.","2018-05-01T00:00:00.000","0.05",,,,,"0.05","0.0",,,,,,,,,,"0.0"
"Globe Life and Accident Insurance Company","GGRMSP","2018-04-01T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,,,,,,,
"American Continental Insurance Company","2010 Modernized MIPPA ACIMSP17F IA et al","2018-08-01T00:00:00.000","0.06","0.06",,,,"0.06","0.06",,,,"0.06",,,,,,"0.06"
"Central States Health & Life Co. of Omaha","Group - S48 C","2018-05-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05",,,,,,,,,,,
"Standard Life and Accident Insurance Company","124A-192B","2018-11-01T00:00:00.000","0.04","0.04","0.04","0.04","0.04","0.04","0.04",,,,"0.04",,,,,,
"Americo Financial Life and Annuity Insurance Company","Modernized MIPPA Medicare supplement -- AAA500-A, F, G, N","2018-07-01T00:00:00.000","0.06",,,,,"0.075","0.03",,,,,,,,,,"0.03"
"Central States Health & Life Co. of Omaha","Individual S25","2018-05-01T00:00:00.000","0.05","0.05","0.05","0.05",,"0.05","0.05",,,,"0.05",,,,,,
"Reserve National Insurance Company","2010 MIPPA plans:  MCS-10-F et al","2018-05-01T00:00:00.000","0.15",,"0.09",,,"0.19","0.15",,,,"0.0",,,,,,"0.0"
"Reserve National Insurance Company","MCS-92-A et al","2018-05-01T00:00:00.000","0.0","0.0","0.0","0.0",,"0.0",,,,,"0.0",,,,,,
"Genworth Life and Annuity Insurance Company","NAC-7602 (FedHome)","2018-02-28T00:00:00.000","0.0",,"0.0",,,"0.0",,,,"0.0",,,,,,,
"Oxford Life Insurance Company","2010 MIPPA plans:  2010-104-F-IA et al","2018-06-01T00:00:00.000","0.08",,,,,"0.15","0.0",,,,,,,,,,"0.15"
"Loyal American Life Insurance Company","L-6200 series","2018-04-08T00:00:00.000",,,,,,,,"0.099","0.099","0.099",,,,,,,
"Medico Insurance Company","2010 Group MIPPA Plans: MSA21A, D, F, M, and N","2018-07-01T00:00:00.000","0.12",,,"0.12",,"0.12",,,,,,,,,,,"0.12"
"Aetna Life Insurance Company","2010 MIPPA || Group  plans A, B, F, G, and N","2018-07-01T00:00:00.000","0.03","0.03",,,,"0.03","0.03",,,,,,,,,,"0.03"
"Medico Insurance Company","Group MSA11A, MSA11D, MSA11F","2018-07-01T00:00:00.000","0.0",,,"0.0",,"0.0",,,,,,,,,,,
"Cigna Health and Life Insurance Company","CHLIC-MS-AA-F-IA et al  (new rates effective in 2018)","2018-10-01T00:00:00.000","0.0",,,,,"0.0","0.0",,,,"0.0",,,,,,"0.0"
"Sterling Life Insurance Company","IASEL","2018-04-01T00:00:00.000",,,,,,"0.085",,,,,,,,,,,
"Sterling Life Insurance Company","IASTD","2018-04-01T00:00:00.000",,,,,,"0.085","0.085",,,,,,,"0.085",,,
"Bankers Life & Casualty Company","GR-A05A et al, GR-A06A et al, GR-A70B (Under Age)","2018-02-09T00:00:00.000","0.0","0.0","0.0","0.0","0.0","0.0","0.0",,,"0.0","0.0",,,"0.0","0.0",,
"Medico Insurance Company","MS992A et al","2018-07-01T00:00:00.000","0.04","0.04","0.04","0.04",,"0.04","0.04",,,,,,,,,,
"Continental Life Insurance Company of Brentwood, Tennessee","2010 Modernized MIPPA CLIMSP10F IA et al","2018-06-01T00:00:00.000","0.09","0.09",,,,"0.09","0.09",,,,"0.09",,,,,,"0.09"
"Oxford Life Insurance Company (National States)","ASM-1 et al","2018-05-01T00:00:00.000","0.0","0.0","0.0","0.07",,"0.0",,,,"0.07",,,,,,,
"Globe Life and Accident Insurance Company","GMSA et al","2018-04-01T00:00:00.000","0.05","0.05","0.05",,,"0.05",,,,,,,,,,,
"Genworth Life and Annuity Insurance Company","MSP-1992-A","2018-04-01T00:00:00.000","0.0",,"0.0","0.0",,"0.0",,,,"0.0",,,,,,,
"Golden Rule Insurance Company","GRI-H Plan A et al","2018-06-15T00:00:00.000",,,,,,"0.0","0.06",,,,,,,,,,
"Combined Insurance Company of America","14971 et al","2018-03-01T00:00:00.000","0.0",,"0.05","0.15",,"0.05",,,,,,,,,,,
"SILAC Insurance Company","920 Plans A-J","2018-05-01T00:00:00.000","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04",,"0.04",,"0.04",,
"Physicians Life Insurance Company","Forms L265 et al","2018-06-01T00:00:00.000","0.09","0.09",,,,"0.065","0.09",,,,"0.065",,,,,,
"American Retirement Life Insurance Company","MIPPA plans:AR-MSX-AA-F-IA et al  (prviate exchange)","2018-03-01T00:00:00.000","0.075",,,,,"0.075","0.035",,,,"0.04",,,,,,"0.04"
"American Family Mutual Insurance Company","H-65","2018-04-01T00:00:00.000","0.0",,"0.08",,,"0.08",,,,,,,,,"0.0",,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
