"record_id","offender_number","start_date","supervision_type","supervising_judicial_district","supervising_facility","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","report_date"
"87","19333034","2021-05-13T00:00:00.000","CBC Field","Fifth Judicial District","Creston Probation/Parole Office","Interstate Compact Probation","Male","White","HS Diploma or Equivelent","High School Diploma","31.97535934","1399","NCIC Virtual Code","NCIC - ASSAULT","Violent","Assault","15.04918033","2022-08-15T12:07:15.000"
"88","20932145","2022-02-09T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","51.07460643","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.131147541","2022-08-15T12:07:15.000"
"89","20468537","2020-12-09T00:00:00.000","CBC Field","First Judicial District","Oelwein Field Services","Probation","Male","White","No HS Diploma","Unknown","20.33127995","716.5","Aggravated Misdemeanor","CRIMINAL MISCHIEF 3RD DEGREE","Property","Vandalism","20.13114754","2022-08-15T12:07:15.000"
"90","19883216","2015-06-04T00:00:00.000","CBC Field","Sixth Judicial District","Benton, Iowa, Tama County Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","25.90554415","124.406(1)(a)(1)","B Felony","Dist/Poss w/Int to Dist Sched I, II to Persons Under 18-Certain Real Prop/MM=10 yrs.","Drug","Trafficking","86.19672131","2022-08-15T12:07:15.000"
"91","20300120","2021-02-25T00:00:00.000","CBC Field","Sixth Judicial District","Linn County Probation/Parole","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","25.0403833","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","17.57377049","2022-08-15T12:07:15.000"
"92","20867354","2022-07-21T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Pretrial Release With Supervision","Male","Hispanic",,,"23.87679671","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking","0.8196721311","2022-08-15T12:07:15.000"
"93","18449402","2021-11-17T00:00:00.000","CBC Field","Eighth Judicial District","Ottumwa Area Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","28.55852156","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","8.885245902","2022-08-15T12:07:15.000"
"94","18886442","2022-06-03T00:00:00.000","CBC Field","Sixth Judicial District","Self-Supervised","Probation","Male","Hispanic",,,"27.3155373","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","2.393442623","2022-08-15T12:07:15.000"
"95","19367507","2021-05-04T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 2","Probation","Male","Asian or Pacific Islander","HS Diploma or Equivelent","HiSET/GED","40.31759069","715A.2(2)(b)","Aggravated Misdemeanor","FORGERY-Use/Utter Forged Writing","Property","Forgery/Fraud","15.3442623","2022-08-15T12:07:15.000"
"96","20624879","2020-01-31T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","43.137577","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","30.39344262","2022-08-15T12:07:15.000"
"97","19013606","2022-04-21T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Parole","Male","White","HS Diploma or Equivelent","High School Diploma","33.49212868","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","3.803278689","2022-08-15T12:07:15.000"
"98","20134331","2013-06-10T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White",,,"32.47364819","321J.2(A)","Serious Misdemeanor","OPER VEH WH INT (OWI) / SER MISD / 1ST OFF -","Public Order","OWI","109.9344262","2022-08-15T12:07:15.000"
"99","19366856","2021-11-04T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","34.99794661","708.2A(5)","D Felony","Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury","Violent","Assault","9.31147541","2022-08-15T12:07:15.000"
"100","19447784","2021-03-31T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Probation","Male","Hispanic","No HS Diploma","Eleventh","42.94045175","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","16.45901639","2022-08-15T12:07:15.000"
"101","18746918","2022-04-03T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Probation","Male","Asian or Pacific Islander","Post-Secondary","Associate's Degree","39.75085558","716.8(2)","Serious Misdemeanor","Trespass-Injury or Over $300 Damage","Property","Other Property","4.393442623","2022-08-15T12:07:15.000"
"102","18427775","2021-10-12T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","27.23887748","708.2(3)","Aggravated Misdemeanor","ASSAULT WHILE DISPLAYING A DANGEROUS WEAPON","Violent","Assault","10.06557377","2022-08-15T12:07:15.000"
"103","20570417","2022-02-25T00:00:00.000","CBC Field","Seventh Judicial District","Muscatine County Field Services","Probation","Male","Hispanic","No HS Diploma","Eleventh","25.19644079","124.401(1)(d)","D Felony","Proh. Acts. - Mfg., Del., Consp., or Poss.","Drug","Trafficking","5.606557377","2022-08-15T12:07:15.000"
"104","3481532","2016-02-16T00:00:00.000","CBC Field","Second Judicial District","Ames Probation/Parole Office","Parole","Male","White","No HS Diploma","Eleventh","50.04791239","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","77.7704918","2022-08-15T12:07:15.000"
"105","20487323","2021-09-13T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","Post-Secondary","Bachelor's Degree","36.68172485","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","11.01639344","2022-08-15T12:07:15.000"
"106","3218567","2021-05-18T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Female","White","HS Diploma or Equivelent","HiSET/GED","47.00616016","124.401(5)b","Aggravated Misdemeanor","Possession of a Controlled Substance - 2nd Offense","Drug","Drug Possession","14.8852459","2022-08-15T12:07:15.000"
"107","19710647","2022-07-22T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","24.04928131","321.279(2)","Aggravated Misdemeanor","ELUDING","Public Order","Traffic","0.7868852459","2022-08-15T12:07:15.000"
"108","18083909","2017-10-24T00:00:00.000","CBC Field","Sixth Judicial District","Johnson County Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","43.55099247","726.6(1)","Aggravated Misdemeanor","CHILD ENDANGERMENT","Violent","Other Violent","57.57377049","2022-08-15T12:07:15.000"
"109","18005732","2021-12-08T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","26.47775496","124.401(5)(d)","Serious Misdemeanor","Possession of a Controlled Substance - Marijuana - 1st Offense","Drug","Drug Possession","8.196721311","2022-08-15T12:07:15.000"
"110","19824698","2022-01-28T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","White","No HS Diploma","Ninth","36.79397673","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","6.524590164","2022-08-15T12:07:15.000"
"111","18365666","2021-09-22T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","37.9247091","708.7(2)","Aggravated Misdemeanor","HARASSMENT / 1ST DEG.","Violent","Assault","10.72131148","2022-08-15T12:07:15.000"
"112","18206816","2021-09-17T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Probation","Male","White","No HS Diploma","Eleventh","27.89322382","708.2A(2C)","Aggravated Misdemeanor","DOMESTIC ABUSE ASSAULT WITH INTENT OR DISPLAYS A WEAPON","Violent","Assault","10.8852459","2022-08-15T12:07:15.000"
"113","19318157","2021-06-15T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Female","White","HS Diploma or Equivelent","HiSET/GED","39.97262149","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","13.96721311","2022-08-15T12:07:15.000"
"114","3174068","2019-08-13T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","47.52635181","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","36","2022-08-15T12:07:15.000"
"115","20118062","2022-06-19T00:00:00.000","CBC Field","Sixth Judicial District","Benton, Iowa, Tama County Field Services","Pretrial Release With Supervision","Female","American Indian or Alaska Native",,,"21.70020534","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","1.868852459","2022-08-15T12:07:15.000"
"116","20581742","2022-02-25T00:00:00.000","CBC Field","First Judicial District","Waterloo Field Services","Probation","Female","Black","HS Diploma or Equivelent","High School Diploma","35.56194387","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","5.606557377","2022-08-15T12:07:15.000"
"117","18557393","2021-10-11T00:00:00.000","CBC Field","Second Judicial District","Fort Dodge Probation/Parole Office","Probation","Female","White","No HS Diploma","Ninth","25.52772074","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","10.09836066","2022-08-15T12:07:15.000"
"118","20196125","2021-04-02T00:00:00.000","CBC Field","Seventh Judicial District","Scott County Field Services I","Probation","Male","Black","No HS Diploma","Eleventh","30.5927447","124.401(1)(c)(7)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Amph LT 5 gm","Drug","Trafficking","16.39344262","2022-08-15T12:07:15.000"
"119","19887665","2020-01-13T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","32.15605749","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","30.98360656","2022-08-15T12:07:15.000"
"120","18237602","2022-02-11T00:00:00.000","CBC Field","Sixth Judicial District","Benton, Iowa, Tama County Field Services","Probation","Male","Black","No HS Diploma","Eleventh","32.94182067","453B.12","D Felony","FAILURE TO AFFIX TAX STAMP","Drug","Other Drug","6.06557377","2022-08-15T12:07:15.000"
"121","20057750","2022-07-05T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 6","Pretrial Release With Supervision","Male","White","HS Diploma or Equivelent","High School Diploma","44.3449692","708.2A(2B)","Serious Misdemeanor","DOMESTIC ABUSE ASSAULT - BODILY INJURY - MENTAL","Violent","Assault","1.344262295","2022-08-15T12:07:15.000"
"122","19497164","2022-06-09T00:00:00.000","CBC Field","Fifth Judicial District","Adel Probation/Parole Office","Probation","Female","White","No HS Diploma","Eleventh","25.5797399","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","2.196721311","2022-08-15T12:07:15.000"
"123","92396","2022-07-22T00:00:00.000","CBC Field","Fifth Judicial District","Des Moines Probation/Parole - Unit 3","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","55.3100616","124.414","Simple Misdemeanor","DRUG PARAPHERNALIA","Drug","Other Drug","0.7868852459","2022-08-15T12:07:15.000"
"124","19679327","2021-06-07T00:00:00.000","CBC Field","Third Judicial District","Sheldon Probation/Parole Office","Parole","Female","White","Post-Secondary","Vocational Program/Technical Certificate","37.61259411","155A.23-E","C Felony","Prohibited Acts, Sched I, II, III Controlled Substance","Drug","Drug Possession","14.2295082","2022-08-15T12:07:15.000"
"125","20383940","2020-11-16T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","30.97878166","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","20.8852459","2022-08-15T12:07:15.000"
"126","20548694","2021-02-14T00:00:00.000","CBC Field","Second Judicial District","Marshalltown Probation/Parole Office","Pretrial Release With Supervision","Female","Hispanic",,,"32.29295003","708.8","D Felony","GOING ARMED WITH INTENT","Violent","Assault","17.93442623","2022-08-15T12:07:15.000"
"127","20580464","2022-04-20T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Probation","Female","White","HS Diploma or Equivelent","High School Diploma","36.21081451","714.2(5)","Simple Misdemeanor","THEFT 5TH DEGREE","Property","Theft","3.836065574","2022-08-15T12:07:15.000"
"128","19435343","2022-04-25T00:00:00.000","CBC Field","Fifth Judicial District","Indianola Probation/Parole Office","Parole","Female","White","HS Diploma or Equivelent","High School Diploma","36.49555099","124.401(5)","Aggravated Misdemeanor","Possession of Controlled Substance-2nd Offense","Drug","Drug Possession","3.672131148","2022-08-15T12:07:15.000"
"129","19016225","2022-02-03T00:00:00.000","CBC Field","Fifth Judicial District","Polk County Court House","Probation","Male","White","Post-Secondary","Bachelor's Degree","57.2347707","321J.2(2)(b)","Aggravated Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE","Public Order","OWI","6.327868852","2022-08-15T12:07:15.000"
"130","19954136","2022-04-05T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Probation","Male","Hispanic","No HS Diploma","Unknown","20.80766598","321J.2(2)(a)","Serious Misdemeanor","OPERATING WHILE UNDER THE INFLUENCE 1ST OFFENSE","Public Order","OWI","4.327868852","2022-08-15T12:07:15.000"
"131","18090794","2020-04-20T00:00:00.000","CBC Field","Eighth Judicial District","Burlington Area Field Services","Probation","Male","White","HS Diploma or Equivelent","High School Diploma","30.06433949","453B.12","D Felony","FAILURE TO AFFIX TAX STAMP","Drug","Other Drug","27.7704918","2022-08-15T12:07:15.000"
"132","20217794","2022-07-12T00:00:00.000","CBC Field","Fourth Judicial District","Council Bluffs Probation/Parole Office 1","Interstate Compact Probation","Male","Black","HS Diploma or Equivelent","High School Diploma","26.88569473","5404","NCIC Virtual Code","NCIC - OWI","Public Order","OWI","1.114754098","2022-08-15T12:07:15.000"
"133","3242426","2022-07-26T00:00:00.000","CBC Field","Second Judicial District","Mason City Probation/Parole Office","Pretrial Release With Supervision","Male","White",,,"64.26009582","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","0.6557377049","2022-08-15T12:07:15.000"
"134","19815764","2021-05-25T00:00:00.000","CBC Field","First Judicial District","Dubuque Field Services","Probation","Male","White","HS Diploma or Equivelent","HiSET/GED","39.11293634","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","14.6557377","2022-08-15T12:07:15.000"
