"loanrange","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsretained","dateapproved","lender","cd","geocoded_column"
"e $150,000-350,000","SPENCER BRUNO RES ASSOC INC","3131 Princeton Pike, Bldg. 2A","LAWRENCE TOWNSHIP","NJ","08648","541910","Corporation","Unanswered","Male Owned","Non-Veteran",,"10","2020-04-09T00:00:00.000","First Home Bank","NJ - 12","POINT (-74.71517 40.28301)"
"d $350,000-1 million","REALTIME INFORMATION TECHNOLOGY INC","1000 WASHINGTON STREET","TOMS RIVER","NJ","08753","611710","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-06-29T00:00:00.000","Wells Fargo Bank, National Association","NJ - 03","POINT (-74.169623 39.953488)"
"b $2-5 million","POY HOLDINGS, LLC","15 Jackson Road 0.0","TOTOWA","NJ","07512","423120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"300","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 09","POINT (-74.244497 40.909237)"
"e $150,000-350,000","HERMES NETWORKS INC","Suite 1281, 666 Plainsboro Rd","PLAINSBORO","NJ","08536","541519","Corporation","Unanswered","Unanswered","Unanswered",,"20","2020-04-30T00:00:00.000","Santander Bank, National Association","NJ - 12",
"d $350,000-1 million","SKYLANDS ENERGY SERVICE, INC.","2 THOMPSON ST","RARITAN","NJ","08869","454310","Corporation","Unanswered","Unanswered","Unanswered",,"36","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.631917 40.566499)"
"b $2-5 million","COMPETE DOCUMENT SOLUTIONS LLC","19 Gloria Lane 0.0","FAIRFIELD","NJ","07004","423450","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"153","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 11","POINT (-74.29301 40.873379)"
"e $150,000-350,000","SEAHORSE EXPRESS INC","69 LEFANTE WAY","BAYONNE","NJ","07002","484110","Corporation","Unanswered","Unanswered","Unanswered",,"78","2020-04-30T00:00:00.000","Santander Bank, National Association","NJ - 08","POINT (-74.103343 40.665104)"
"e $150,000-350,000","GARAS TRANSPORT LLC","13 DYNASTY DR STE 1","MONROE TOWNSHIP","NJ","08831","488999","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-04T00:00:00.000","Wells Fargo Bank, National Association","NJ - 12","POINT (-74.414383 40.367254)"
"c $1-2 million","SHORE HEART GROUP, PA","1820 STATE ROUTE 33","NEPTUNE","NJ","07753","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"112","2020-04-11T00:00:00.000","TD Bank, National Association","NJ - 04","POINT (-74.03536 40.208226)"
"e $150,000-350,000","MKW + ASSOCIATES, LLC","39 Park Avenue","RUTHERFORD","NJ","07070","541990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"10","2020-04-29T00:00:00.000","Cross River Bank","NJ - 09","POINT (-74.102908 40.827834)"
"d $350,000-1 million","COLONIAL HARDWARE CORP","33 Commerce Street","SPRINGFIELD","NJ","07081","423710","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-13T00:00:00.000","PNC Bank, National Association","NJ - 07","POINT (-74.319205 40.688368)"
"e $150,000-350,000","CHARLES SURMONTE","301 Main Street","ALLENHURST","NJ","07711","541330","Sole Proprietorship","Unanswered","Unanswered","Unanswered",,"10","2020-04-27T00:00:00.000","Santander Bank, National Association","NJ - 04","POINT (-74.006005 40.237481)"
"c $1-2 million","ASTRON CONSULTING LLC","2740 State Route 10 Ste 201","MORRIS PLAINS","NJ","07950","561312","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"85","2020-04-15T00:00:00.000","Affinity FCU","NJ - 11","POINT (-74.487596 40.857868)"
"d $350,000-1 million","SEAFRIGO TRANSPORT USA INC.","735 Dowd Avenue","ELIZABETH","NJ","07201","484230","Corporation","Unanswered","Unanswered","Unanswered",,"31","2020-04-15T00:00:00.000","Santander Bank, National Association","NJ - 08","POINT (-74.190033 40.672289)"
"e $150,000-350,000","DELAWARE NATIONAL ART COMPANY LLC","1 ENTIN RD","CLIFTON","NJ","07014","484210","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"14","2020-04-07T00:00:00.000","Wilmington Savings Fund Society, FSB","NJ - 09","POINT (-74.123327 40.832376)"
"d $350,000-1 million","LEXA CONCRETE LLC","11 COMMERCE WAY DR","HAMMONTON","NJ","08037","238110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"37","2020-04-14T00:00:00.000","Fulton Bank, National Association","NJ - 01","POINT (-74.819511 39.61661)"
"b $2-5 million","AMERICAN MARITIME SERVICES OF N.J., INC.","1 PENNVAL RD","WOODBRIDGE","NJ","07095","811310","Corporation","Unanswered","Male Owned","Unanswered",,"320","2020-04-15T00:00:00.000","1st Constitution Bank","NJ - 06","POINT (-74.274207 40.549421)"
"e $150,000-350,000","PBKK ENTERPRISES INC","1670 Route 34 N Suite 1C","WALL","NJ","07727","722513","Corporation","White","Male Owned","Non-Veteran",,"60","2020-04-14T00:00:00.000","Lakeland Bank","NJ - 04",
"e $150,000-350,000","K A EXCAVATING CO INC","198 MAJOR RD","MONMOUTH JUNCTION","NJ","08852","238910","Corporation","Unanswered","Unanswered","Unanswered",,"21","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 12","POINT (-74.527936 40.386263)"
"c $1-2 million","MULKAY CARDIOLOGY CONSULTANTS","718 Teaneck Road","TEANECK","NJ","07666","621111","Corporation","Unanswered","Unanswered","Unanswered",,"29","2020-04-15T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.008629 40.882377)"
"e $150,000-350,000","ARMENIA COFFEE CORPORATION","721 Union Blvd.","TOTOWA","NJ","07512","424490","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"12","2020-04-30T00:00:00.000","Bank of America, National Association","NJ - 09","POINT (-74.229882 40.888085)"
"d $350,000-1 million","SEVEN AND EIGHT BIOPHARMACEUTICALS INC.","343 Thornall Street, Suite 520","EDISON","NJ","08837","541714","Corporation","Unanswered","Unanswered","Unanswered",,"5","2020-04-10T00:00:00.000","East West Bank","NJ - 06","POINT (-74.336463 40.560968)"
"c $1-2 million","NORTHERN ARCHITECTURAL SYSTEMS, INC","111 Central Avenue","TETERBORO","NJ","07608","332321","Corporation","Unanswered","Male Owned","Unanswered",,"142","2020-04-28T00:00:00.000","Valley National Bank","NJ - 09","POINT (-74.052178 40.861301)"
"c $1-2 million","RIGGINS INC","3938 S MAIN RD","VINELAND","NJ","08360","424720","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","PNC Bank, National Association","NJ - 02","POINT (-75.022732 39.428457)"
"c $1-2 million","AVANTI LINENS, INC.","234 Moonachie Rd. 0.0","MOONACHIE","NJ","07074","314999","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"96","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 09","POINT (-74.051715 40.835669)"
"e $150,000-350,000","EXCELSIOR ENGINEERING SERVICES, P.C.","433 Essex St. Ste. 3","HACKENSACK","NJ","07601","541330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"15","2020-04-14T00:00:00.000","WebBank","NJ - 05","POINT (-74.061232 40.885051)"
"e $150,000-350,000","DELTAMED SOLUTIONS, INC.","400 Atrium Dr, Suite 101","SOMERSET","NJ","08873","541714","Corporation","Unanswered","Unanswered","Unanswered",,"29","2020-06-23T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 06","POINT (-74.519806 40.534785)"
"e $150,000-350,000","MY IMPORTS USA LLC","60 BRUNSWICK AVE.","EDDISON","NJ","08817","424990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-03T00:00:00.000","Wells Fargo Bank, National Association","NJ - 06","POINT (-74.39921 40.53607)"
"e $150,000-350,000","HRC MANAGEMENT, INC","30 Brower Lane","HILLSBOROUGH","NJ","08844","713940","Corporation","Unanswered","Unanswered","Unanswered",,"35","2020-04-13T00:00:00.000","Fulton Bank, National Association","NJ - 07","POINT (-74.630407 40.499388)"
"e $150,000-350,000","CHAP CORPORATION","26 Gladney Ave","BAYVILLE","NJ","08721","423330","Corporation","Unanswered","Unanswered","Unanswered",,"19","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 03","POINT (-74.179163 39.929556)"
"e $150,000-350,000","AMPAL GROUP LLC","239 Route 22 East Suite 307","DUNELLEN","NJ","08812","541618","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"14","2020-04-08T00:00:00.000","Valley National Bank","NJ - 06","POINT (-74.488762 40.596623)"
"e $150,000-350,000","PARTNERS-IN-PREVENTION (FORMALLY) NATIONAL COUNCIL ON ALCOHOLISM AND DRUG DEPEND","110 B MEADOWLANDS PKWY","SECAUCUS","NJ","07094","923120","Corporation","Unanswered","Male Owned","Unanswered",,"22","2020-04-13T00:00:00.000","Provident Bank","NJ - 08","POINT (-74.075393 40.786357)"
"c $1-2 million","FORMAN INDUSTRIES INC.","3150 Bordentown Avenue","OLD BRIDGE","NJ","08857","541330","Corporation","Unanswered","Unanswered","Unanswered",,"76","2020-04-14T00:00:00.000","Manufacturers and Traders Trust Company","NJ - 06","POINT (-74.316466 40.447456)"
"e $150,000-350,000","KALEE, ENTERPRISES, LLC","33 Devonshire Rd South","CEDAR GROVE","NJ","07009","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"30","2020-04-29T00:00:00.000","Citizens Bank","NJ - 11","POINT (-74.226959 40.841064)"
"d $350,000-1 million","PRIME ASSET CONSULTING","59 Adams Avenue","BERLIN","NJ","08009","541990","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-06-05T00:00:00.000","Celtic Bank Corporation","NJ - 01","POINT (-74.97275 39.773875)"
"d $350,000-1 million","DDRSR MANAGEMENT LLC","746 Broadway","NEWARK","NJ","07104","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-28T00:00:00.000","Capital One, National Association","NJ - 08","POINT (-74.158822 40.775519)"
"d $350,000-1 million","ELECTRI-TECH, INC.","1334 Mays Landing Road","FOLSOM","NJ","08037","238210","Corporation","Unanswered","Unanswered","Unanswered",,"27","2020-05-13T00:00:00.000","Peapack-Gladstone Bank","NJ - 01","POINT (-74.847608 39.609076)"
"e $150,000-350,000","ADULTCARE INC.","1607 Manhattan Avenue","UNION CITY","NJ","07087","621610","Corporation","White","Female Owned","Non-Veteran",,"56","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 08","POINT (-74.032021 40.761414)"
"a $5-10 million","NORDIC CONTRACTING CO INC","95 N Dell Ave","KENVIL","NJ","07847","238910","Corporation","Unanswered","Unanswered","Unanswered",,"329","2020-04-14T00:00:00.000","Fulton Bank, National Association","NJ - 07","POINT (-74.611403 40.892346)"
"d $350,000-1 million","GMB NORTH AMERICA, INC.","100 Herrod Blvd","DAYTON","NJ","08810","423120","Corporation","Unanswered","Unanswered","Unanswered",,"47","2020-04-30T00:00:00.000","Bank of the West","NJ - 12","POINT (-74.489813 40.34901)"
"e $150,000-350,000","CENTURY TUBE CORP","22 Tannery Rd","SOMERVILLE","NJ","08876","236210","Corporation","Unanswered","Male Owned","Non-Veteran",,"27","2020-04-13T00:00:00.000","Fulton Bank, National Association","NJ - 07","POINT (-74.726774 40.608645)"
"d $350,000-1 million","SUPERIOR STAFFING LLC","434 21ST AVE","PATERSON","NJ","07513","561311","Limited  Liability Company(LLC)","Hispanic","Male Owned","Non-Veteran",,"45","2020-04-10T00:00:00.000","Axos Bank","NJ - 09","POINT (-74.155046 40.906408)"
"e $150,000-350,000","SHRIVER'S SALT WATER TAFFY & FUDGE","PO BOX 899","OCEAN CITY","NJ","08226","445292","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"23","2020-04-08T00:00:00.000","OceanFirst Bank, National Association","NJ - 02",
"e $150,000-350,000","STECHER FARMS LLC","895 Bridgeton Pk","SEWELL","NJ","08080","111998","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"21","2020-04-28T00:00:00.000","Republic First Bank d/b/a Republic Bank","NJ - 01","POINT (-75.202323 39.763357)"
"d $350,000-1 million","CUZIN'S SEAFOOD RESTAURANT LLC","130 Route 79 South","MARLBORO","NJ","07746","445220","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"48","2020-04-13T00:00:00.000","BCB Community Bank","NJ - 04",
"e $150,000-350,000","JOHL &AMP; CO., INC.","199 CENTER AVE","WESTWOOD","NJ","07675","524210","Corporation","Unanswered","Unanswered","Unanswered",,"23","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 05","POINT (-74.031364 40.99134)"
"d $350,000-1 million","ELEGANT HEADWEAR CO., INC.","1000 Jefferson Avenue 0.0","ELIZABETH","NJ","07201","315190","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"39","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 08","POINT (-74.199892 40.686406)"
"e $150,000-350,000","NEW ALLIANCE ACADEMY LLC","295 Rochelle Ave.","ROCHELLE PARK","NJ","07662","611110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"18","2020-04-28T00:00:00.000","Lakeland Bank","NJ - 05","POINT (-74.07786 40.904885)"
"d $350,000-1 million","RADIOLOGY ASSOCIATES OF BURLINGTON COUNTY, P.A.","1295 Route 38 West","HAINESPORT","NJ","08036","621512","Corporation","Unanswered","Unanswered","Unanswered",,"29","2020-04-15T00:00:00.000","American Heritage FCU","NJ - 03","POINT (-74.848449 39.972987)"
"e $150,000-350,000","IMPERIAL FLOORING SYSTEMS INC.","56 BOWNE AVE","FREEHOLD","NJ","07728","238330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"13","2020-04-09T00:00:00.000","Amboy Bank","NJ - 04","POINT (-74.284361 40.260229)"
"e $150,000-350,000","DESIGN ALTERNATIVES INC","1555 Route 37 West Suite 4","TOMS RIVER","NJ","08755","541410","Corporation","Unanswered","Unanswered","Unanswered",,"10","2020-04-08T00:00:00.000","OceanFirst Bank, National Association","NJ - 03","POINT (-74.264132 39.988442)"
"e $150,000-350,000","SR EXPRESS TRANSPORT LLC","31 West Munsell Avenue","LINDEN","NJ","07036","484110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-05-31T00:00:00.000","Celtic Bank Corporation","NJ - 07","POINT (-74.248556 40.627747)"
"e $150,000-350,000","FAIRY TALES HAIR CARE INC","6 JUST RD","FAIRFIELD","NJ","07004","424210","Corporation","Unanswered","Male Owned","Unanswered",,,"2020-04-15T00:00:00.000","Provident Bank","NJ - 11","POINT (-74.290576 40.877708)"
"e $150,000-350,000","RICCO CONSTRUCTION CORP","282 Creek Road","BELLMAWR","NJ","08031","238910","Corporation","White","Male Owned","Non-Veteran",,"7","2020-04-14T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-75.092552 39.866091)"
"d $350,000-1 million","BERTONE PICCINI LLP","777 Terrace Ave Suite 201","HASBROUCK HEIGHTS","NJ","07604","541110","Partnership","Unanswered","Unanswered","Unanswered",,"18","2020-04-11T00:00:00.000","Lakeland Bank","NJ - 05","POINT (-74.062314 40.872158)"
"d $350,000-1 million","ON THE MOVE EVENTS LLC","156 Bogerts Mill Road","HARRINGTON PARK","NJ","07640","711190","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"8","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ - 05","POINT (-73.993399 40.98426)"
"e $150,000-350,000","SMILE DENTAL CARE","666 Plainsboro Rd","PLAINSBORO","NJ","08536","621111","Corporation","Asian","Female Owned","Unanswered",,"17","2020-04-29T00:00:00.000","Piermont Bank","NJ - 12","POINT (-74.573829 40.32821)"
"d $350,000-1 million","RUSSELL MARKETING RESEARCH INC","1 MEADOWLANDS PLAZA","EAST RUTHERFORD","NJ","07073","541910","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"57","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","NJ -","POINT (-74.077514 40.805759)"
"d $350,000-1 million","CHURCH OF OUR LADY OF GOOD COUNSEL","42 West Main Street 23 West Prospect Avenue","MOORESTOWN","NJ","08057","813110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","55","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 01",
"d $350,000-1 million","EAST COAST STEEL INC.","360 Columbia Dr","SEWELL","NJ","08080","331210","Corporation","Unanswered","Unanswered","Unanswered",,"43","2020-04-10T00:00:00.000","TD Bank, National Association","NJ - 01","POINT (-75.131267 39.747766)"
"e $150,000-350,000","ALL STAR LIGHTING SUPPLIES, INC.","33 Randolph Ave","AVENEL","NJ","07001","423610","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"42","2020-04-27T00:00:00.000","Citibank, N.A.","NJ - 06","POINT (-74.25446 40.59648)"
"e $150,000-350,000","DP PROPERTY MANAGEMENT, LLC","350 Main Road Suite 201","MONTVILLE","NJ","07045","531311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"23","2020-04-09T00:00:00.000","Valley National Bank","NJ - 11","POINT (-74.366816 40.915373)"
"e $150,000-350,000","MONTCLAIR FILM FESTIVAL, INC.","505 Bloomfield Avenue","MONTCLAIR","NJ","07042","611699","Corporation","Unanswered","Unanswered","Unanswered",,"18","2020-04-27T00:00:00.000","Investors Bank","NJ - 10","POINT (-74.218612 40.814702)"
"e $150,000-350,000","ANGELO PICCIRILLO, INC.","263 RIDGE RD","LYNDHURST","NJ","07071","722511","Corporation","Unanswered","Unanswered","Unanswered",,"21","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 09","POINT (-74.117843 40.80966)"
"e $150,000-350,000","MOONWAY, LLC","327 FRANKLIN AVE","WYCKOFF","NJ","07481","722511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"50","2020-04-08T00:00:00.000","Columbia Bank","NJ - 05","POINT (-74.166757 41.010863)"
"c $1-2 million","FIVE STAR CARE LLC","250 Cedarbridge Avenue Suite 290","LAKEWOOD","NJ","08701","561311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"280","2020-04-28T00:00:00.000","First Commerce Bank","NJ - 03","POINT (-74.208338 40.085462)"
"d $350,000-1 million","MORRIS HEART ASSOCIATES PA","400 VALLEY RD STE 102","MOUNT ARLINGTON","NJ","07856","621111","Corporation","Unanswered","Unanswered","Unanswered",,"36","2020-05-03T00:00:00.000","Bank of America, National Association","NJ - 07","POINT (-74.639363 40.897984)"
"e $150,000-350,000","GREENFAITH, INC.","101 S Third Ave","HIGHLAND PARK","NJ","08904","813312","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","8","2020-04-27T00:00:00.000","Unity Bank","NJ - 06","POINT (-74.427359 40.497577)"
"e $150,000-350,000","SECOND MELODY","16 South St Third Floor","MORRISTOWN","NJ","07960","541490","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"20","2020-04-13T00:00:00.000","TD Bank, National Association","NJ - 07","POINT (-74.480644 40.795929)"
"e $150,000-350,000","MAM ORTHOPAODICS PA","17 Elm Avenue","HACKENSACK","NJ","07601","621111","Corporation","Unanswered","Unanswered","Unanswered",,"9","2020-04-11T00:00:00.000","TD Bank, National Association","NJ - 05","POINT (-74.042494 40.902114)"
"d $350,000-1 million","ABILITIES CENTER OF SOUTHERN NJ INC","1208 Delsea Dr.","WESTVILLE","NJ","08093","624120","Corporation","Unanswered","Male Owned","Unanswered",,"65","2020-04-27T00:00:00.000","Fulton Bank, National Association","NJ - 01","POINT (-75.125135 39.844282)"
