"facid","facility_type","lic","licensed_name","address","fac_addr_2","fac_city","fac_st","zip","county","telephone","faxphone","facemail","lic_expires","licensed_owner","ownaddr","owncsz","owndesc","admin","title","hospbedtotal","geocoded_column"
"NJ24271","AMBULATORY SURGICAL CENTER","24271","FAIR LAWN ASC LLC","15-01 POLLITT DRIVE - IND CTR 1 - UNIT 8B",,"FAIR LAWN","NJ","07410","BERGEN","(201) 773-6537","(201) 773-6539","podo2345@aol.com","2022-08-31T00:00:00.000","FAIR LAWN A.S.C., L.L.C.","15-01 POLLITT DR, FAIR LAWN INDUSTRIAL CENTER UNIT","FAIR LAWN, NJ  07410",,"Dr. PAUL DRUCKER",,,
"NJ317060","HOME HEALTH AGENCY","70705","PATIENT CARE","300 EXECUTIVE DRIVE, SUITE 010",,"WEST ORANGE","NJ","07052","ESSEX","(973) 243-6299","(973) 325-9277","lra@lhcgroup.com","2022-06-30T00:00:00.000","PATIENT CARE MEDICAL SERVICES, INC.","901 HUGH WALLIS ROAD S","LAFAYETTE, KY  70508",,". REBECCA DENNIS",,,"POINT (-74.260404 40.796105)"
"NJ24258","AMBULATORY CARE FACILITY","24258","BVMI LYNN DIAMOND HEALTH CENTER","75 ESSEX STREET #100",,"HACKENSACK","NJ","07601","BERGEN","(201) 342-2478","(201) 518-8494","amissey@bvmi.net","2022-10-31T00:00:00.000","BERGEN VOLUNTEER MEDICAL INITIATIVE INC","75 ESSEX ST #100","HACKENSACK, NJ  07601","Non-Profit - Corporation","Ms. AMANDA MISSEY",,,"POINT (-74.048423 40.878344)"
"NJR24725","SURGICAL PRACTICE","R24725","SOMERS MANOR OB/GYN DIV OF REGIONAL WOMEN'S HEALTH GROUP LLC","599 SHORE ROAD, SUITE 101",,"SOMERS POINT","NJ","08244","ATLANTIC","(609) 926-8353","(609) 926-4579","karen.nelson@awiawh.com","2019-01-31T00:00:00.000","SOMERS MANOR OB/GYN DIV REGIONAL WOMENS HEALTH","599 SHORE ROAD, SUITE 101","SOMERS POINT, NJ  08244",,"Dr. MICHAEL BRAVOCO",,,"POINT (-74.593192 39.317412)"
"NJ23393","AMBULATORY SURGICAL CENTER","23393","HAMILTON SURGERY CENTER L.L.C.","1445 WHITEHORSE MERCERVILLE ROAD",,"HAMILTON","NJ","08619","MERCER","(609) 689-4820","(609) 689-4821","CWETZEL@SURGERYCENTERHAMILTON.COM","2022-05-31T00:00:00.000","HAMILTON SURGERY CENTER, LLC","1445 WHITEHORSE-MERCERVILLE ROAD","HAMILTON, NJ  08619",,"Mr. CHRISTOPHER WETZEL",,,"POINT (-74.690833 40.214775)"
"NJ1029","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1029","SAINT PETER'S COMMUNITY MOBILE HEALTH UNIT","254 EASTON AVENUE",,"NEW BRUNSWICK","NJ","08901","MIDDLESEX","(732) 745-8600","(732) 745-9099","lhirsch@saintpetersuh.com","2022-03-31T00:00:00.000","SAINT PETER'S UNIVERSITY HOSPITAL","254 EASTON AVENUE","NEW BRUNSWICK, NJ  08901","Non-Profit - Religious Affiliation","Mr. LESLIE HIRSCH",,,"POINT (-74.459034 40.501808)"
"NJ90068","AMBULATORY SURGICAL CENTER","R24598","HUDSON TERRACE MEDICAL","464 HUDSON TERRACE  SUITE # 102",,"ENGLEWOOD CLIFFS","NJ","07632","BERGEN","(201) 503-0923","(201) 503-0190","tomhmoon@aol.com","2022-04-30T00:00:00.000","HUDSON TERRACE MEDICAL, PA","464 HUDSON TERRACE #102","ENGLEWOOD CLIFFS, NJ  07632","Profit - Partnership","Dr. TAEWON MOON",,,"POINT (-73.950681 40.876665)"
"NJ23478","AMBULATORY CARE FACILITY","23478","MEMORIAL SLOAN-KETTERING CANCER CENTER AT BASKING RIDGE","136 MOUNTAIN VIEW BOULEVARD",,"BASKING RIDGE","NJ","07920","SOMERSET","(212) 639-8810","(212) 717-3079","gillsonj@mskcc.org","2022-08-31T00:00:00.000","MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES","1275 YORK AVENUE","NEW YORK, NY  10021",,"Mr. NED GROVES",,,"POINT (-74.584009 40.643227)"
"NJ22625","AMBULATORY CARE FACILITY - SATELLITE","22625","PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY","680 BROADWAY",,"PATERSON","NJ","07514","PASSAIC","(973) 345-3883","(973) 345-4250","kisha.anderson@ppmnj.org","2022-08-31T00:00:00.000","PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY","240 MULBERRY STREET","NEWARK, NJ  07102","Non-Profit - Other","Ms. ROSLYN ROGERS COLLINS",,,"POINT (-74.144381 40.918253)"
"NJ31C0001017","AMBULATORY SURGICAL CENTER","71274","UNIVERSITY SURGICENTER","561 CRANBURY ROAD",,"EAST BRUNSWICK","NJ","08816","MIDDLESEX","(732) 390-4300","(732) 390-0556","Jennifer.Oleary@scasurgery.com","2023-03-31T00:00:00.000","EAST BRUNSWICK SURGERY CENTER, LLC","561 CRANBURY ROAD","EAST BRUNSWICK, NJ  08816","Profit - LLC",". JENNIFER O'LEARY",,,"POINT (-74.417586 40.412352)"
"NJ20125","COMPREHENSIVE REHABILITATION HOSPITAL","20125","BACHARACH INSTITUTE FOR REHABILITATION","61 W JIMMIE LEEDS ROAD",,"POMONA","NJ","08240","ATLANTIC","(609) 652-7000","(609) 652-7487","rkathrins@bacharach.org","2023-02-28T00:00:00.000","BACHARACH INSTITUTE FOR REHABILITATION","61 WEST JIMMIE LEEDS ROAD","POMONA, NJ  08240","NonProfit - Corporation",". BETH HOFFMAN",,"80","POINT (-74.53973 39.476303)"
"NJ1062","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1053","KENNEDY DIAGNOSTIC AND TREATMENT CENTER","900 MEDICAL CENTER DRIVE, SUITE 101",,"SEWELL","NJ","08080","GLOUCESTER","(856) 582-3008","(856) 582-3009","jw.devine@kennedyhealth.org","2022-12-31T00:00:00.000","KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP","435 HURFVILLE-CROSSKEYS ROAD","TURNERSVILLE, NJ  08012","Non-Profit - Hospital","Mr. JOSEPH DEVINE",,,"POINT (-75.065195 39.738663)"
"NJ24947","AMBULATORY CARE FACILITY","24947","LVHN COORDINATED PROFESSIONAL PRACTICE","222 RED SCHOOL LANE",,"PHILLIPSBURG","NJ","08865","WARREN","(610) 861-8080",,"penny.czerwinski@hvhn.org","2022-10-31T00:00:00.000","LEHIGH VALLEY HOSPITAL-COORDINATED HLTH ALLENTOWN","1503 N CEDAR CREST BOULEVARD","ALLENTOWN, PA  18104","Profit - LLC","Ms. CHRISTINE BIEGE",,,"POINT (-75.165766 40.703131)"
"NJ25261","HOSPICE CARE PROGRAM","25261","SUNCREST HOSPICE SOUTH NEW JERSEY, LLC","51 HADDONFIELD ROAD   SUITE 125",,"CHERRY HILL","NJ","08002","CAMDEN","(856) 519-9200","(856) 209-6950","AnneN@suncrestcare.com","2022-07-31T00:00:00.000","SUNCREST HEALTH SERVICES, LLC","9800 S MONROE STREET","SANDY, UT  84010",,". ANNE NISLEY",,,"POINT (-75.02661 39.9484)"
"NJR24611","SURGICAL PRACTICE","R24611","CENTER FOR ADVANCED REPRODUCTIVE  MEDICINE & FERTILITY","4 ETHEL ROAD, SUITE 405A",,"EDISON","NJ","08817","MIDDLESEX","(732) 339-9300","(732) 339-9400","drsachdev@infertilitydocs.com","2022-04-30T00:00:00.000","CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTIL","4 ETHEL ROAD, SUITE 405A","EDISON, NJ  08817",,"Ms. ROOPIKA SACHDEV",,,"POINT (-74.396841 40.540649)"
"NJ1006","AMBULATORY CARE FACILITY - SATELLITE","24053","COMMUNITY HEALTH CARE, INC WOMEN'S CENTER","105 MANHEIM AVENUE, SUITES 7, 8 & 9",,"BRIDGETON","NJ","08302","CUMBERLAND","(856) 391-1124","(856) 455-3144","www.completecarenj.org","2023-01-31T00:00:00.000","COMPLETECARE HEALTH NETWORK-VINELAND HEALTH CAMPUS","785 W. SHERMAN AVENUE","VINELAND, NJ  08360","Non-Profit - Corporation",". ROBERT MORAN",,,"POINT (-75.218671 39.435526)"
"NJ24168","AMBULATORY CARE FACILITY","24168","RADIOLOGY ASSOCIATES OF HACKETTSTOWN LLC","57 ROUTE 46, SUITE 212",,"HACKETTSTOWN","NJ","07840","MORRIS","(908) 979-1621","(908) 979-1622","mriradiologists@yahoo.com","2022-08-31T00:00:00.000","RADIOLOGY ASSOCIATES OF HACKETTSTOWN LLC","57 ROUTE 46","HACKETTSTOWN, NJ  07840","Profit - LLC","Dr. CLAY HINRICHS",,,"POINT (-74.852239 40.857717)"
"NJ1270","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1270","VIRTUA SLEEPCARE AT WASHINGTON TOWNSHIP","100 BOWMAN DRIVE",,"VOORHEES","NJ","08043","CAMDEN","(856) 355-6160","(856) 355-6161","pminnick@virtua.org","2022-04-30T00:00:00.000","VIRTUA WEST JERSEY HEALTH SYSTEM","303 LIPPINCOTT DRIVE","MARLTON, NJ  08053","Non-Profit - Hospital","Mr. PAUL MINNICK",,,"POINT (-74.927892 39.842327)"
"NJ31C0001021","SURGICAL PRACTICE","R24531","PHYSICIANS OF MONMOUTH, LLC","733 NORTH BEERS STREET, SUITE L4",,"HOLMDEL","NJ","07733","MONMOUTH","(732) 739-0707","(732) 739-6722","TINAH@OPMNJ.COM","2022-08-31T00:00:00.000","OPHTHALMIC PHYSICIANS OF MONMOUTH","733 N BEERS STREET, SUITE L4","HOLMDEL, NJ  07733","Profit - LLC","Ms. LUCILLE PUGLISI",,,"POINT (-74.191756 40.403319)"
"NJ24425","AMBULATORY CARE FACILITY","24425","UNIVERSITY RADIOLOGY GROUP, PC","1 ROBERTSON DRIVE, SUITE 16",,"BEDMINSTER","NJ","07921","SOMERSET","(908) 234-0205","(908) 470-3680","marcel.pirovano@univrad.com; robert.braun@univrad.com","2022-11-30T00:00:00.000","UNIVERSITY RADIOLOGY GROUP, P.C.","579A CRANBURY ROAD","EAST BRUNSWICK, NJ  08816","Profit - Corporation","Mr. MARCEL PIROVANO",,,"POINT (-74.640366 40.653538)"
"NJ23311","AMBULATORY SURGICAL CENTER","23311","VANTAGE SURGERY CENTER","350 YOUNG AVENUE",,"MOORESTOWN","NJ","08057","BURLINGTON","(609) 654-5795","(609) 654-5828","kpritchard@vscnj.com","2022-06-30T00:00:00.000","VANTAGE SURGICAL ASSOCIATES LLC","350 YOUNG AVENUE","MOORESTOWN, NJ  08057","Profit - LLC","Ms. KATHLEEN PRITCHARD",,,"POINT (-74.916965 39.972088)"
"NJ1190","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1190","COOPER DIAGNOSTIC & THERAPEUTIC SERVICES AT VOORHEES","900 CENTENNIAL BOULEVARD, SUITE B",,"VOORHEES","NJ","08043","CAMDEN","(856) 325-6580","(856) 325-6588",,"2022-05-31T00:00:00.000","COOPER HEALTH SYSTEM","ONE COOPER PLAZA","CAMDEN, NJ  08103","Non-Profit - Hospital","Dr. ANTHONY MAZZARELLI",,,"POINT (-74.942891 39.865626)"
"NJR24596","AMBULATORY SURGICAL CENTER","R24596","MATRIX SURGICAL LLC","140 ROUTE 17 NORTH, SUITE 105",,"PARAMUS","NJ","07652","BERGEN","(201) 225-1101","(201) 225-1106","mmoskovitz@imageps.com","2022-05-31T00:00:00.000","MATRIX SURGICAL LLC","140 RT 17 NORTH, SUITE 105","PARAMUS, NJ  07652",,"Dr. MARTIN MOSKOVITZ",,,"POINT (-74.070416 40.930509)"
"NJ22391","PSYCHIATRIC HOSPITAL","22391","RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL","301 SICOMAC AVE",,"WYCKOFF","NJ","07481","BERGEN","(201) 848-5805","(201) 848-5870","atotaro@christianhealthnj.org","2022-11-30T00:00:00.000","CHRISTIAN HC RAMAPO RIDGE","301 SICOMAC AVENUE","WYCKOFF, NJ  07481","Non-Profit - Hospital",". ALEXIS TOTARO",,"58","POINT (-74.17074 40.984155)"
"NJ24265","AMBULATORY SURGICAL CENTER","24265","ACCELERATED SURGICAL CENTER OF NORTH JERSEY LLC","680 BROADWAY, SUITE 203",,"PATERSON","NJ","07514","PASSAIC","(973) 225-0732","(973) 968-6660","SAMRAHAT@GMAIL.COM","2022-07-31T00:00:00.000","ACCELERATED SURGICAL CENTER OF NORTH JERSEY LLC","680 BROADWAY, SUITE 204","PATERSON, NJ  07514",,"Mr. SAM RAHAT",,,"POINT (-74.144381 40.918253)"
"NJ24805","AMBULATORY CARE FACILITY","24805","NJIN OF BELLEVILLE","36 NEWARK AVENUE",,"BELLEVILLE","NJ","07109","ESSEX","(973) 844-4170","(973) 844-4192","peter.sulovski@radnet.com","2022-12-31T00:00:00.000","THE NEW JERSEY IMAGING NETWORK LLC","95 OLD SHORT HILLS ROAD","WEST ORANGE, NJ  07052","Profit - LLC","Ms. CHRISTINA MALDONADO",,,"POINT (-74.177819 40.784)"
"NJ24976","AMBULATORY CARE FACILITY","24976","SLEEP DYNAMICS","1000 HIGHWAY 35, SUITE 102",,"MIDDLETOWN","NJ","07748","MONMOUTH","(732) 455-3030","(732) 960-6611","jacksonb@bbmkventures.net","2022-11-30T00:00:00.000","SD MIDDLETOWN, L.L.C.","1000 HIGHWAY 35","MIDDLETOWN, NJ  07748",,"Mr. MICHAEL KUTSAK",,,"POINT (-74.106644 40.396202)"
"NJ23433","END STAGE RENAL DIALYSIS","23433","FRESENIUS KIDNEY CARE SOMERVILLE","1 ROUTE 206 NORTH",,"SOMERVILLE","NJ","08876","SOMERSET","(908) 450-0396","(908) 450-0399","benjamin.causey@fmc-na.com","2022-08-31T00:00:00.000","FRESENIUS MEDICAL CARE SOMERVILLE, LLC","920 WINTER STREET","WALTHAM, MA  02451",,"Ms. CYNTHIA CANO",,,"POINT (-74.616782 40.558185)"
"NJ25191","AMBULATORY CARE FACILITY","25191","BARNERT IMAGING, LLC","680 BROADWAY, SUITE 005-B",,"PATERSON","NJ","07514","PASSAIC","(848) 206-6393","(848) 208-7212","BARNERTIMAGING@GMAIL.COM","2022-03-31T00:00:00.000","BARNERT IMAGING, LLC","680 BROADWAY, SUITE 008","PATERSON, NJ  07514",,"Dr. SAIRAMACHANDRA KOLLA",,,"POINT (-74.144381 40.918253)"
"NJ1407","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1407","CHILD DEVELOPMENT CENTER","190 ROUTE 31 NORTH, SUITE 500",,"FLEMINGTON","NJ","08822","HUNTERDON","(908) 788-6100","(908) 788-6111","VKOCSIS@HHSNJ.ORG","2022-07-31T00:00:00.000","HUNTERDON MEDICAL CENTER","2100 WESTCOTT DRIVE","FLEMINGTON, NJ  08822",,"Mr. PATRICK GAVIN",,,"POINT (-74.856478 40.531987)"
"NJ1440","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1440","RWJUH PROTON THERAPY CENTER","141 FRENCH STREET",,"NEW BRUNSWICK","NJ","08901","MIDDLESEX","(732) 253-3176","(732) 253-3464","Maureen.Bueno@rwjbh.org","2022-03-31T00:00:00.000","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC.","ONE ROBERT WOOD JOHNSON PLACE","NEW BRUNSWICK, NJ  08901","Non-Profit - Hospital",". WILLIAM ARNOLD",,,"POINT (-74.453663 40.492121)"
"NJ22922","COMPREHENSIVE REHABILITATION HOSPITAL","22922","ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TINTON FALLS","2 CENTRE PLAZA",,"TINTON FALLS","NJ","07724","MONMOUTH","(732) 460-5320","(732) 460-7446","beth.lynch@encompasshealth.com","2022-04-30T00:00:00.000","MMC ENCOMPASS HEALTH REHABILITATION HOSPITAL, LLC","9001 LIBERTY PARKWAY","BIRMININGHAM, AL  35242",,"Ms. BETH LYNCH",,"60","POINT (-74.079223 40.283398)"
"NJ1161","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1161","ST LUKE'S WARREN HOSPITAL CENTER FOR SLEEP MEDICINE","89 ROSEBERRY STREET",,"PHILLIPSBURG","NJ","08865","WARREN","(908) 847-6700","(908) 847-4546","scott.wolfe@sluhn.org","2022-10-31T00:00:00.000","ST LUKE'S WARREN HOSPITAL","185 ROSEBERRY STREET","PHILLIPSBURG, NJ  08865","Non-Profit - Hospital","Mr. SCOTT WOLFE",,,"POINT (-75.18099 40.703884)"
"NJ22563","AMBULATORY CARE FACILITY","22563","NJIN OF ENGLEWOOD","401 SYLVAN AVENUE",,"ENGLEWOOD CLIFFS","NJ","07632","BERGEN","(201) 541-5401","(201) 541-5400","PETER.SULOVSKI@RADNET.COM","2022-03-31T00:00:00.000","THE NEW JERSEY IMAGING NETWORK, L.L.C.","18 SQUADRON BOULEVARD","NEW CITY, NY  10956","Profit - LLC","Ms. DESIREE VELOZ",,,"POINT (-73.952474 40.875236)"
"NJ24145","END STAGE RENAL DIALYSIS","24145","FRESENIUS KIDNEY CARE HAMILTON HOME","3836 QUAKERBRIDGE ROAD, SUITE 208",,"HAMILTON","NJ","08619","MERCER","(609) 586-5001","(609) 586-1862","rasha.carter@fmc-na.com","2023-02-28T00:00:00.000","FRESENIUS MEDICAL CARE HAMILTON HOME, LLC","920 WINTER","WALTHAM, MA  02451",,". MAUREEN MARSHALL",,,"POINT (-74.673341 40.266744)"
"NJ1121","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1121","JERSEY CITY MEDICAL CENTER-AMBULATORY CARE CENTER","395 GRAND STREET",,"JERSEY CITY","NJ","07302","HUDSON","(201) 521-5922","(201) 915-2029","JOANNE.REICH@RWJBH.ORG","2023-02-28T00:00:00.000","JERSEY CITY MEDICAL CENTER","355 GRAND STREET","JERSEY CITY, NJ  07302","Non-Profit - Hospital",". MICHAEL PRILUTSKY",,,"POINT (-74.051967 40.716897)"
"NJ24342","AMBULATORY CARE FACILITY","24342","HACKENSACK RADIOLOGY CENTER","155 STATE STREET, #2",,"HACKENSACK","NJ","07601","BERGEN","(201) 968-5544","(201) 880-1198","fkamal@affinitymri.com","2022-07-31T00:00:00.000","HACKENSACK RADIOLOGY CENTER, L.L.C.","155 STATE STREET","HACKENSACK, NJ  07601",,"Mr. FERKHAM PASHA",,,
"NJ1137","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1137","INSPIRA PRENATAL CARE WOODBURY","543 NORTH BROAD STREET",,"WOODBURY","NJ","08096","GLOUCESTER","(856) 853-2137","(956) 686-0536","kerslaked@ihn.org","2023-01-31T00:00:00.000","INSPIRA MEDICAL CENTERS, INC","165 BRIDGETON PIKE","MULLICA, NJ  08062","Non-Profit - Hospital","Ms. AMY MANSUE",,,"POINT (-75.148476 39.844196)"
"NJ25091","AMBULATORY CARE FACILITY","25091","CLIFTON MRI, LLC","750 CLIFTON AVENUE",,"CLIFTON","NJ","07013","PASSAIC","(973) 852-3690","(973) 852-3696",,"2023-01-31T00:00:00.000","OLEKSANDR WASHINGTON","3 BREEN PLACE","MAHWAH, NJ  07430","Profit - LLC","Mr. OLEKSANDR WASHINGTON",,,"POINT (-74.15551 40.869044)"
"NJ24775","AMBULATORY CARE FACILITY - SATELLITE","24775","JRMC-SBHC MOBILE VAN","275 HOBART STREET",,"PERTH AMBOY","NJ","08861","MIDDLESEX","(732) 376-9333","(732) 324-5765","tboggiano@jrmc.us","2022-05-31T00:00:00.000","JEWISH RENAISSANCE MEDICAL CENTER","275 HOBART STREET","PERTH AMBOY, NJ  08861","Non-Profit - Corporation","Mr. JOHN O'LEARY",,,"POINT (-74.269409 40.508591)"
"NJ31C0001045","AMBULATORY SURGICAL CENTER","22612","SURGICARE SURGICAL ASSOCIATES OF FAIR LAWN, L.L.C.","15-01 BROADWAY  ROUTE 4 WEST",,"FAIR LAWN","NJ","07410","BERGEN","(201) 703-8487","(201) 791-6585","nhowhannesian@sovms.com","2023-01-31T00:00:00.000","PAVONIA SURGICAL CENTER, LLC","182 SOUTH STREET, SUITE#1","MORRISTOWN, NJ  07960",,". NICOLE HOWHANNESIAN",,,
"NJ24401","AMBULATORY CARE FACILITY","24401","CARE PLUS NJ, INC.","610 VALLEY HEALTH PLAZA",,"PARAMUS","NJ","07652","BERGEN","(201) 265-8200","(201) 265-0366","joem@careplusnj.org","2022-06-30T00:00:00.000","CARE PLUS NJ, INC.","610 VALLEY HEALTH PLAZA","PARAMUS, NJ  07652",,"Mr. JOSEPH MASCIANDARO",,,"POINT (-74.073404 40.963163)"
"NJ22601","AMBULATORY CARE FACILITY","22601","IMAGECARE AT WEST ORANGE","61 MAIN STREET",,"WEST ORANGE","NJ","07052","ESSEX","(973) 736-1680","(862) 930-7397","SIWLAED@AOL.COM","2023-01-31T00:00:00.000","WEST ORANGE RADIOLOGY, LLC","61 MAIN STREET","WEST ORANGE, NJ  07052",,"Dr. TAKSHAN DEALWIS",,,"POINT (-74.239021 40.77812)"
"NJ1415","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1415","VIRTUA HEALTH AND WELLNESS CENTER","25 WRIGHTSTOWN-COOKSTOWN ROAD",,"COOKSTOWN","NJ","08511","BURLINGTON","(856) 757-3612","(856) 635-2400","cfoody@virtua.org","2022-12-31T00:00:00.000","VIRTUA WILLINGBORO HOSPITAL, INC","218A SUNSET ROAD","WILLINGBORO, NJ  08046",,". JOHN KIRBY",,,"POINT (-74.578426 40.042098)"
"NJ22990","AMBULATORY CARE FACILITY","22990","PRINCETON LONGEVITY MEDICAL GROUP","104 CARNEGIE CENTER DRIVE",,"PRINCETON","NJ","08540","MERCER","(609) 919-0895","(609) 919-0681","decerminaro@theplc.net","2022-09-30T00:00:00.000","PRINCETON LONGEVITY MEDICAL GROUP LLC","104 CARNEGIE CENTER DRIVE","PRINCETON, NJ  08540","Profit - LLC","Mr. DAVID FEIN","M.D.",,
"NJ311904","FEDERALLY QUALIFIED HEALTH CENTERS","24765","NEWARK DEPARTMENT OF HEALTH AND COMMUNITY WELLNESS","394 UNIVERSITY AVENUE",,"NEWARK","NJ","07102","ESSEX","(973) 733-5310","(973) 733-3648","cabreraw@ci.newark.nj.us","2022-05-31T00:00:00.000","NEWARK DEPARTMENT OF HEALTH & COMMUNITY WELLNESS","394 UNIVERSITY AVENUE","NEWARK, NJ  07102",,"Dr. MARK WADE","M.D.",,"POINT (-74.177696 40.734122)"
"NJ25101","END STAGE RENAL DIALYSIS","25101","SAYREVILLE DIALYSIS","2909 WASHINGTON ROAD, SUITE 130",,"PARLIN","NJ","08859","MIDDLESEX","(732) 316-4960","(732) 316-4966","alan.zwerin@davita.com","2022-10-31T00:00:00.000","ISD RENAL, INC.","2000 16TH STREET","DENVER, CO  80202","Profit - Corporation","Mr. ALAN ZWERIN",,,"POINT (-74.310474 40.465778)"
"311866","FEDERALLY QUALIFIED HEALTH CENTERS","80316","ZUFALL HEALTH CENTER","18 WEST BLACKWELL STREET",,"DOVER","NJ","07801","MORRIS","(973) 328-9100","(973) 328-9101","ETURBINER@ZUFALLHEALTH.ORG","2022-06-30T00:00:00.000","ZUFALL HEALTH CENTER","17 SOUTH WARREN STREET","DOVER, NJ  07801",,"Ms. EVA TURBINER",,,"POINT (-74.559759 40.884061)"
"NJ22548","AMBULATORY CARE FACILITY","22548","ADVANCED DIAGNOSTIC IMAGING OF NEW JERSEY, INC","34 ROUTE 17 NORTH",,"PARAMUS","NJ","07652","BERGEN","(201) 368-2005","(201) 368-1431","office@openmri17.com","2022-12-31T00:00:00.000","ADVANCED DIAGNOSTIC IMAGING OF NEW JERSEY, INC","34 ROUTE 17 NORTH","PARAMUS, NJ  07652",,". JONATHAN MORA",,,"POINT (-74.07156 40.923039)"
"NJ24212","AMBULATORY SURGICAL CENTER","24212","RARITAN VALLEY SURGERY CENTER","100 FRANKLIN SQUARE DRIVE, SUITE 100",,"SOMERSET","NJ","08873","SOMERSET","(732) 560-1000","(732) 560-5999","alene.stewart@scasurgery.com","2022-07-31T00:00:00.000","SOMERSET OUTPATIENT SURGERY, LLC","100 FRANKLIN SQUARE DRIVE, SUITE 100","SOMERSET, NJ  08873","Profit - LLC","Ms. ALENE STEWART",,,"POINT (-74.525986 40.536459)"
"NJ317058","HOME HEALTH AGENCY","71603","VHSNJ AT HOME, LLC","3 GARRET MOUNTAIN PLAZA, SUITE 400",,"WOODLAND PARK","NJ","07424","PASSAIC","(973) 256-4636","(973) 256-6778","Laura.Martyn@hmhn.org","2022-05-31T00:00:00.000","VHSNJ AT HOME, LLC","1340 CAMPUS PARKWAY","NEPTUNE, NJ  07753","Profit - LLC","Ms. LAURA MARTYN",,,"POINT (-74.18848 40.901553)"
"NJ31C0001033","AMBULATORY SURGICAL CENTER","24273","ENDOSCOPY CENTER OF MONMOUTH COUNTY","222 SCHANCK ROAD, SUITE 100",,"FREEHOLD","NJ","07728","MONMOUTH","(732) 845-0990","(732) 845-0088","tbrinkley@freeholdendoscopy.com","2022-12-31T00:00:00.000","FREEHOLD ENDOSCOPY ASSOCIATES LLC","222 SCHANCK ROAD, SUITE 100","FREEHOLD, NJ  07728","Profit - LLC","Ms. TRINA BRINKLEY",,,"POINT (-74.287637 40.237564)"
"NJ31C0001152","AMBULATORY SURGICAL CENTER","23065","ENDOSCOPY CENTER OF HACKENSACK, LLC","170 PROSPECT AVENUE, SUITE 10",,"HACKENSACK","NJ","07601","BERGEN","(201) 498-0030","(201) 708-6300","ashechter@uspi.com","2022-12-31T00:00:00.000","ENDOSCOPY CENTER OF HACKENSACK, L.L.C.","170 PROSPECT AVENUE, SUITE 10","HACKENSACK, NJ  07601","Profit - LLC","Mr. AARON SHECHTER",,,"POINT (-74.055762 40.888366)"
"NJR25143","AMBULATORY SURGICAL CENTER","R25143","AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC","111 WANAQUE AVENUE",,"POMPTON LAKES","NJ","07442","PASSAIC","(862) 330-3300","(975) 968-6660","Samrahat@gmail.com","2023-01-31T00:00:00.000","AMBULATORY SURGICAL CENTER OF POMPTON LAKES, LLC","111 WANAQUE AVENUE","POMPTON PLAINS, NJ  07442",,"Dr. IRFAN ALLADIN",,,"POINT (-74.291427 41.006203)"
"NJ1376","HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY","1376","RWJ CENTER FOR WOUND HEALING","48 FRENCH STREET",,"NEW BRUNSWICK","NJ","08901","MIDDLESEX","(732) 418-8084","(732) 418-8420","maureen.bueno@rwjbh.org","2022-03-31T00:00:00.000","ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL, INC.","ONE ROBERT WOOD JOHNSON PLACE","NEW BRUNSWICK, NJ  08901","Non-Profit - Hospital",". WILLIAM ARNOLD",,,"POINT (-74.448382 40.495293)"
"NJ90071","AMBULATORY SURGICAL CENTER","R24546","SURGICENTER OF VINELAND LLC","251 SOUTH LINCOLN AVENUE",,"VINELAND","NJ","08361","CUMBERLAND","(856) 691-8188","(856) 691-9509","stacey@sjeyeassociates.com","2022-10-31T00:00:00.000","NJ EYE LLC","600 PAVONIA AVE 4TH FLOOR","JERSEY CITY, NJ  07306",,"Ms. STACEY CHIARI",,,"POINT (-74.959831 39.479293)"
"NJ22832","AMBULATORY CARE FACILITY","22832","HEALTH VILLAGE IMAGING AT WALL","1975 HIGHWAY 34, BUILDING D",,"WALL","NJ","07719","MONMOUTH","(732) 974-8060","(732) 974-8038","dengle@healthvillageimaging.com","2021-12-31T00:00:00.000","HEALTH VILLAGE IMAGING, L.L.C.","1301 ROUTE 72 W SUITE 100","MANAHAWKIN, NJ  08050",,"Ms. DENISE ENGLE",,,"POINT (-74.096926 40.151755)"
