"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Mercer","Ben Franklin Elementary","609-480-8335","6 to 13","100","Lawrenceville","2939 Princeton Pike",,"08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130600144.shtml)"
"Mercer","Eldridge Park Elementary","609-480-8075","6 to 13","60","Lawrenceville","55 Lawn Park Avenue",,"08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130600148.shtml)"
"Mercer","Lawrenceville Elementary School","609-480-0240","6 to 13","100","Lawrenceville","40 Craven Lane",,"08648","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/130600151.shtml)"
"Salem","The Learning Center of Woodstown","856-769-0101","2½ to 13","69","Woodstown","890 Route 45",,"08098","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/17LEA0002.shtml)"
"Middlesex","Carteret BoE at Nathan Hale School","732-541-8960","6 to 13","82","Carteret","678 Roosevelt Avenue",,"07008-2912","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200179.shtml)"
"Middlesex","Carteret BoE at Pvt Nicholas Minue School","732-541-8960","6 to 13","150","Carteret","83 Post Blvd",,"07008-2912","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200180.shtml)"
"Middlesex","Carteret BoE at Columbus School","732-541-8960","6 to 13","220","Carteret","1 Carteret Avenue",,"07008","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200007.shtml)"
"Passaic","LaVida Child Care Center III","973-345-6000","0 to 13","349","Paterson","279 Carroll Street",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16FRI0003.shtml)"
"Somerset","Orchard Hill Before & After School Care","609-497-9622","6 to 13","105","Skillman","244 Orchard Road",,"08558","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700126.shtml)"
"Somerset","Village Before & After School Care","609-497-9622","6 to 13","179","Skillman","100 Main Blvd",,"08558","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700127.shtml)"
"Somerset","Lower Middle Before & After School Care","609-497-9622","6 to 13","100","Skillman","373 Burnt Hill Road",,"08558","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700128.shtml)"
"Atlantic","Hamilton Twp Schools Kids Corner Hess Education Complex","609-476-6311","6 to 13","150","Mays Landing","700 Babcock Road",,"08330","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200136.shtml)"
"Atlantic","Hamilton Twp Schools Kids Corner Shaner Elementary School","609-476-6311","6 to 13","100","Mays Landing","5801 Third Street",,"08330","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200137.shtml)"
"Monmouth","Freehold Learning Center","732-462-0464","6 to 13","60","Freehold","30 Dutch La",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13FRE0005.shtml)"
"Monmouth","Future Years Child Care","732-462-0464","0 to 6","93","Freehold","470 E Freehold Rd",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13FUT0001.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Applegate","732-462-0464","6 to 13","80","Freehold","47 Jeanne Brennan Drive",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0002.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Catena School","732-462-0464","6 to 13","70","Freehold","275 Burlington Rd",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0003.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Errickson","732-462-0464","6 to 13","100","Freehold","271 Elton-Adelphia Rd",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0006.shtml)"
"Monmouth","YMCA of Western Monmouth Co. West Freehold","732-462-0464","6 to 13","100","Freehold","100 Castronova Way",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0007.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Clark Mills","732-462-0464","6 to 13","100","Englishtown","34 Gordon's Corner Road",,"07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0013.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Lafayette","732-462-0464","6 to 13","70","Englishtown","66 Maxwell La",,"07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0015.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Taylor Mills","732-462-0464","6 to 13","75","Englishtown","77 Gordons Corner Rd",,"07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0016.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Millstone","732-462-0464","6 to 13","50","Clarksburg","18 Schoolhouse La",,"08510","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0017.shtml)"
"Monmouth","YMCA of Western Monmouth Co. Laura Donovan School","732-462-0464","6 to 13","60","Freehold","237 Stonehurst Blvd",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0019.shtml)"
"Monmouth","YMCA of Western Mon. Co. Milford Brook","732-462-0464","6 to 13","60","Manalapan","20 Globar Terrace","Milford Brook School","07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0031.shtml)"
"Monmouth","YMCA of Western Monmouth County - Wemrock Brook School","732-462-0464","6 to 13","100","Manalapan","118 Millhurst Rd",,"07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0037.shtml)"
"Monmouth","Freehold Borough YMCA Community Center","732-845-5273","6 to 13","100","Freehold","41 Center Street Suite 2",,"07728","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140600260.shtml)"
"Hudson","Union City BOE Early Childhood at Eugenio Maria De Hostos Ce","201-271-2310","2½ to 6","120","Union City","2200 Kennedy Boulevard",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171200027.shtml)"
"Union","Plainfield Area YMCA - Cook School","908-756-6060","6 to 13","108","Plainfield","739 Leland Ave",,"07062","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140900164.shtml)"
"Essex","Boys and Girls Club of Newark-Central Ward Clubhouse","973-824-8500","6 to 13","274","Newark","1 Avon Avenue",,"07108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140500192.shtml)"
"Essex","Boys and Girls Club of Newark, Inc.","973-242-1200","6 to 13","150","Newark","230 Halsey Street",,"07102","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/141000040.shtml)"
"Essex","Boys and Girls Club of Newark, Inc.","973-242-1200","6 to 13","459","Newark","333 Clinton Place",,"07112","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140900087.shtml)"
"Essex","Boys and Girls Club of New Jersey","973-242-1200","6 to 13","100","Newark","103 Bragaw Avenue",,"07112","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150500216.shtml)"
"Union","Come Play and Learn Early Learning Center","908-653-9333","0 to 6","75","Cranford","61 Myrtle Street",,"07016","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/111100027.shtml)"
"Hunterdon","Bright Tomorrows","908-788-6540","0 to 6","84","Flemington","500 Wescott Dr",,"08822","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10BRI0001.shtml)"
"Hudson","Y Learning Center at PS-37","201-714-4390","6 to 13","205","Jersey City","158 Erie Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140800047.shtml)"
"Hudson","Y Learning Center at Infinity H S","201-915-1418","6 to 13","126","Jersey City","193 Old Bergen Road",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/141200034.shtml)"
"Hudson","Salem Child Development Center","201-332-5700","2½ to 13","100","Jersey City","50 Clinton Ave",,"07304","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09SAL0001.shtml)"
"Hudson","Growing Tree Learning Center","201-860-0044","2½ to 6","160","Jersey City","27 Fisk Street",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09GRO0002.shtml)"
"Hudson","Growing Tree Learning Center II","201-386-1502","0 to 6","68","Jersey City","160 5th Street",,"07302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09GRO0004.shtml)"
"Warren","Memorial Elementary School","908-689-3336","2½ to 13","60","Washington Boro","300 W Ste Wart Street",,"07882","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21MEM0001.shtml)"
"Warren","Taylor Street","908-689-0829","2½ to 13","60","Washington Boro","16-24 Taylor Street",,"07882","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/21TAY0001.shtml)"
"Union","The Arc of Union County - Smart Start Enrichment","908-276-6660","2½ to 6","32","Mountainside","1137 Globe Avenue",,"07092","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160300238.shtml)"
"Passaic","Boys & Girls Club of Paterson School #18","973-881-1740","6 to 13","200","Paterson","51 E 18th Street",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16BOY0021.shtml)"
"Passaic","Boys & Girls Club of Paterson Passaic School #1 Unit","973-777-7235","6 to 13","100","Passaic","390 Van Houten Ave",,"07055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16BOY0025.shtml)"
"Passaic","Boys' & Girls' Club of Paterson - Passaic Unit","973-777-7235","6 to 13","234","Passaic","14-20 Hudson Street",,"07055","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16BOY0004.shtml)"
"Passaic","School 10 Unit","973-981-2063","6 to 13","128","Paterson","48 Mercer Street",,"07524","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160800043.shtml)"
"Passaic","The Boys and Girls Club of Paterson","973-279-3055","6 to 13","300","Paterson","264 21st Ave",,"07501","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16BOY0003.shtml)"
"Camden","Regional Enrichment & Learning Center (REAL)","609-321-3129","6 to 13","45","Pine Hill","1003 Turnerville Road","John Glenn Elementary School","08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/091100174.shtml)"
"Camden","Regional Enrichment & Learning Center (REAL)","856-783-5300","6 to 13","37","Pine Hill","70 East 3rd Avenue","Albert Bean Elementary School","08021","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/091100175.shtml)"
"Burlington","Regional Enrichment & Learning Center (REAL)","609-321-2946","6 to 13","70","Mount Holly","Folwell Elementary School","455 Jacksonville Road","08060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/091100155.shtml)"
"Burlington","Regional Enrichment & Learning Center (REAL)","609-321-3126","6 to 13","45","Mount Holly","Holbein Middle School","333 Levis Drive","08060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/091100148.shtml)"
"Gloucester","Regional Enrichment and Learning Center ""Twilight Club""","856-206-2436","6 to 13","100","Paulsboro","100 Baird Avenue","Loudenslager Elementary School","08066","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140700301.shtml)"
"Passaic","Unity After School Program","973-595-5513","6 to 13","30","Prospect Park","339 N 11th Street",,"07508","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16UNI0003.shtml)"
"Cumberland","New Horizon's Child Enrichment Center","856-455-8377","0 to 6","84","Bridgeton","240 Walnut Street",,"08302","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/06NEW0003.shtml)"
"Camden","Betty & Milton Katz Jewish Community Center PreSchool","856-424-4444","0 to 13","414","Cherry Hill","1301 Springdale Rd",,"08003","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04BET0001.shtml)"
"Camden","Virtua Child Development Center","856-325-5552","0 to 13","156","Voorhees","90 Carnie Blvd",,"08043","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/04VIR0001.shtml)"
"Monmouth","Strathmore Y-Kids","732-566-9266","6 to 13","70","Aberdeen","282 Church Street","Strathmore School","07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13Y-K0016.shtml)"
"Monmouth","Lloyd Road Y-Kids","732-566-9266","6 to 13","70","Matawan","401 Lloyd Rd","Lloyd Rd School","07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13Y-K0018.shtml)"
"Monmouth","Red Bank Preschool Expansion at Monmouth Reform Temple","732-747-4111","2½ to 6","96","Tinton Falls","332 Hance Avenue",,"07724","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/120800109.shtml)"
"Monmouth","Spring Lake Heights Y-Kids","732-566-9266","6 to 13","115","Spring Lake Heights","1110 Highway No 71",,"07762","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150800257.shtml)"
"Monmouth","Highlands Y-Kids","732-566-9266","6 to 13","60","Highlands","360 Navesink Avenue",,"07732","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150900002.shtml)"
"Monmouth","Shrewsbury Y-Kids","732-566-9266","6 to 13","100","Shrewsbury","20 Obre Place",,"07702","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150900005.shtml)"
"Monmouth","Sickles Y-Kids","732-566-9266","6 to 13","96","Fair Haven","25 Willow Street",,"07704","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170600063.shtml)"
"Monmouth","Atlantic Highlands Y-Kids","732-566-9266","6 to 13","58","Atlantic Highlands","140 First Avenue",,"07716","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170600059.shtml)"
"Monmouth","Cambridge Park PEP","732-566-9266","2½ to 6","22","Aberdeen","1 Crest Way",,"07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170600061.shtml)"
"Monmouth","Red Bank Primary Y-Kids","732-566-9266","2½ to 13","60","Red Bank","222 River Street",,"07701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13RED0010.shtml)"
"Monmouth","West Long Branch Y-Kids","732-566-9266","6 to 13","60","West Long Branch","20 Parker Rd",,"07764","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13WES0001.shtml)"
"Monmouth","Ravine Drive Y-Kids","732-566-9266","6 to 13","100","Matawan","170 Ravine Dr","Ravine Drive School","07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13Y-K0017.shtml)"
"Monmouth","YMCA Children's Learning Center","732-566-9266","2½ to 13","145","Matawan","201 Broad Street",,"07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13YMC0024.shtml)"
"Monmouth","Leonardo Y-Kids","732-566-9266","6 to 13","60","Leonardo","14 Hosford Avenue",,"07737","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500275.shtml)"
"Monmouth","Port Monmouth Y-Kids","732-566-9266","6 to 13","60","Port Monmouth","202 Main Street",,"07758","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500310.shtml)"
"Monmouth","Lincroft Y-Kids","732-566-9266","6 to 13","72","Lincroft","729 Newman Springs Road",,"07738","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500313.shtml)"
"Monmouth","River Plaza Y-Kids","732-566-9266","6 to 13","60","Red Bank","155 Hubbard Avenue",,"07701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500316.shtml)"
"Monmouth","Bayview Y-Kids","732-566-9266","6 to 13","72","Belford","300 Leonardville Road",,"07718","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500270.shtml)"
"Monmouth","Harmony Y-Kids","732-566-9266","6 to 13","90","Middletown","100 Murphy Road",,"07748","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500273.shtml)"
"Monmouth","Fairview Y-Kids","732-566-9266","6 to 13","60","Red Bank","230 Cooper Road",,"07701","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500272.shtml)"
"Monmouth","Nutswamp Y-Kids","732-566-9266","6 to 13","90","Middletown","925 Nutswamp Road",,"07748","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/090500299.shtml)"
