HYDRANT NO,LOCATION DETAIL,DESCRIPTION,MANUFACTURE NAME,WATER TYPE,MODEL,INSTALLDATE,CHANGE DATE,OWNER,LIFE CYCLE STATUS,JOB NUM,PRESSURE ZONE,FLUSHING ZONE,QUADRANT,WARD,QUALIFIER,ORIENTATION,LOCTNDETAIL,RELTVVERTCPOSTN,ELEVATION,ENABLED,BAND COLOR,PAINT COLOR,LEGACY ID,DISPLAY ID,CALCULATEDX,CALCULATEDY,Coordinates,CLASS,REPORT PROBLEM,UPDATED_DATE,STATUS,DC Wards,Square Ply
H00751,14TH ST BET CONSTITUTION AVE & D ST NW - Eastside - 2ND HYDRANT FROM D ST,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/08/07,2019/11/29,DC Water,Active,1016/46,Low,L-4,NW,2,2,Eastside,2ND HYDRANT FROM D ST,Normal,,1,BLUE,,H-866-,H-866-584,-77.03182352747876,38.892963597492766,"(38.892963597492766, -77.03182352747876)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00756,14TH ST INT SPRING RD NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/08/30,2019/11/29,DC Water,Active,2089,2nd,2-17,NW,1,1,SWC,NONE,Normal,163.32,1,BLUE,,H-109-,H-109-433,-77.03281537323085,38.93694448885696,"(38.93694448885696, -77.03281537323085)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00755,OTIS PL INT 14TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/08/30,2019/11/29,DC Water,Active,1960,2nd,2-17,NW,1,1,NEC,NONE,Normal,184.22,1,BLUE,,H-246-,H-246-868,-77.03258878195822,38.934617339138434,"(38.934617339138434, -77.03258878195822)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00759,CARROLLSBURG PL BET M ST & N ST SW - Westside - IFO 1229,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1909/09/18,2019/11/29,DC Water,Active,Y,Low,L-29,SW,6,2,Westside,IFO 1229,Normal,28.36,1,,GREEN,H-424-,H-424-901,-77.00995025521699,38.87558523805704,"(38.87558523805704, -77.00995025521699)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00761,MORRISON ST BET CONNECTICUT AVE & CHEVY CHASE PKWY NW - Northside - IFO 3703,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1909/09/25,2019/11/29,DC Water,Active,12774,3rd,3-23,NW,3,2,Northside,IFO 3703,Normal,324.86,1,,Green,H-691-,H-691-282,-77.0721620303783,38.96404237084449,"(38.96404237084449, -77.0721620303783)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00769,14TH ST INT BELMONT ST NW - SEC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1909/10/28,2019/11/29,DC Water,Active,19489,2nd,2-26,NW,1,1,SEC,NONE,Normal,145.92,1,BLUE,,H-630-,H-630-721,-77.03175424933744,38.9209835951072,"(38.9209835951072, -77.03175424933744)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00771,BLAIR RD INT GERANIUM ST NW - Eastside,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1909/10/30,2019/11/29,DC Water,Active,29289,3rd,3-48,NW,4,1,Eastside,NONE,Normal,325.1,1,,Green,H-252-,H-252-242,-77.02230059273525,38.97934136223007,"(38.97934136223007, -77.02230059273525)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H00774,MERIDIAN PL BET 14TH ST & CENTER ST NW - Northside - IFO 1421,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/11/26,2019/11/29,DC Water,Active,2241,2nd,2-17,NW,1,2,Northside,IFO 1421,Normal,192.47,1,BLUE,,H-329-,H-329-713,-77.0336157608838,38.93356258143847,"(38.93356258143847, -77.0336157608838)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00776,14TH ST INT ALLISON ST NW - NWC,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1909/12/07,2019/11/29,DC Water,Active,2181,2nd,2-10,NW,4,1,NWC,NONE,Normal,181.08,1,,Green,H-321-,H-321-583,-77.03282422329042,38.94514418371227,"(38.94514418371227, -77.03282422329042)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H00783,LAMONT ST BET 6TH ST & GEORGIA AVE NW - Northside - IFO 649,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1910/01/17,2019/11/29,DC Water,Active,1920,2nd,2-25,NW,1,2,Northside,IFO 649,Normal,196.57,1,,Green,H-381-,H-381-972,-77.02310071030236,38.93128663507515,"(38.93128663507515, -77.02310071030236)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00785,4TH ST INT OAKDALE PL NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1910/02/09,2019/11/29,DC Water,Active,2328,1st,1-34,NW,1,1,SEC,NONE,Normal,98.61,1,BLUE,,H-895-,H-895-922,-77.01752762527147,38.91782624869658,"(38.91782624869658, -77.01752762527147)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00786,KALORAMA RD INT 23RD ST NW - SEC,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1910/02/14,2019/11/29,DC Water,Active,2263,2nd,2-29,NW,2,1,SEC,NONE,Normal,162.23,1,,,H-110-,H-110-476,-77.05071333336494,38.91771258452312,"(38.91771258452312, -77.05071333336494)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00794,MADISON PL BET H ST & PENNSYLVANIA AVE NW - Westside,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1910/03/17,2019/11/29,DC Water,Active,2191,1st,1-19,NW,2,2,Westside,NONE,Normal,58.66,1,,,H-115-,H-115-019,-77.03523181724772,38.89950780911386,"(38.89950780911386, -77.03523181724772)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00796,15TH ST BET NEW YORK AVE & H ST NW - Westside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1910/03/21,2019/11/29,DC Water,Active,2191-2,1st,1-19,NW,2,2,Westside,NONE,Normal,,1,,,H-322-,H-322-736,-77.03373402155714,38.89942312222005,"(38.89942312222005, -77.03373402155714)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00798,14TH ST INT MADISON ST NW - SEC,"WASA-Hydrant, KENNEDY-K10/K11/K12",K012,Potable,K10/K11/K12,1910/03/23,2019/11/29,DC Water,Active,08-82132,3rd,3-29,NW,4,1,SEC,NONE,Normal,266.04,1,BLUE,,H-199-,H-199-112,-77.03332668331326,38.958265076092545,"(38.958265076092545, -77.03332668331326)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H00820,14TH ST INT FARRAGUT ST NW - SEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1910/04/29,2019/11/29,DC Water,Active,2359,3rd,3-30,NW,4,1,SEC,NONE,Normal,231.92,1,BLUE,Green,H-000-,H-000-694,-77.03333417723942,38.95067959958883,"(38.95067959958883, -77.03333417723942)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H00845,MILITARY RD BET CHEVY CHASE PKY & CONNECTICUT AVE NW - Northside - IFO 3711,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1910/07/16,2019/03/27,DC Water,Active,Y,3rd,3-22,NW,3,2,Northside,IFO 3711,Normal,298.62,1,,Green,H-710-,H-710-967,-77.07207823944057,38.961066617561066,"(38.961066617561066, -77.07207823944057)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00847,GARRISON ST INT 41ST ST NW - NEC - IFO 4007,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1910/07/20,2019/03/25,DC Water,Active,307-48,4thReno,4-1,NW,3,1,NEC,IFO 4007,Normal,346.67,1,BLUE,Green,H-483-,H-483-539,-77.08019593908448,38.95600704761697,"(38.95600704761697, -77.08019593908448)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00852,MILITARY RD INT 38TH ST NW - Northside - IFO 3743,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1910/08/09,2019/11/29,DC Water,Active,307-121,3rd,3-22,NW,3,1,Northside,IFO 3743,Normal,307,1,,Green,H-443-,H-443-003,-77.07469928850928,38.961069017153946,"(38.961069017153946, -77.07469928850928)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00855,MORRISON ST INT 39TH ST NW - NWC - IFO 3901,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1910/08/16,2019/03/29,DC Water,Active,2580,3rd,3-23,NW,3,1,NWC,IFO 3901,Normal,324.31,1,BLUE,Green,H-267-,H-267-359,-77.07724777999015,38.964046274191354,"(38.964046274191354, -77.07724777999015)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00860,LIVINGSTON ST BET CHEVY CHASE PKWY & CONNECTICUT AVE NW - Northside - IFO 3717,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1910/08/25,2019/03/29,DC Water,Active,307-155,3rd,3-23,NW,3,2,Northside,IFO 3717,Normal,,1,BLUE,,H-068-,H-068-287,-77.07285643104333,38.96313826831564,"(38.96313826831564, -77.07285643104333)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00861,MASSACHUSETTS AVE INT THOMAS CIR NW - NWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1910/08/29,2019/11/29,DC Water,Active,08-81695,1st,1-15,NW,2,1,NWC,NONE,Normal,,1,BLUE,,H-663-,H-663-067,-77.03245177883794,38.905971703494274,"(38.905971703494274, -77.03245177883794)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00868,MACARTHUR BLVD INT V ST NW - Northside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1910/11/02,2019/02/20,DC Water,Active,15277,2nd,2-4,NW,3,1,Northside,NONE,Normal,152.33,1,BLUE,,H-205-,H-205-962,-77.09792652071737,38.91825020759269,"(38.91825020759269, -77.09792652071737)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00876,HIGHVIEW PL INT RALEIGH ST SE - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1911/01/02,2019/04/16,DC Water,Active,,Ana-2nd,A1-8,SE,8,1,NEC,NONE,Normal,164.4,1,ORANGE,,H-607-,H-607-844,-77.0053700758117,38.84228673426238,"(38.84228673426238, -77.0053700758117)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H00877,14TH ST INT V ST SE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/01/12,2019/11/22,DC Water,Active,2643,Ana-1st,A1-1,SE,8,1,SWC,NONE,Normal,60.54,1,BLUE,,H-209-,H-209-700,-76.9857168734851,38.864970274622294,"(38.864970274622294, -76.9857168734851)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,1,
H00883,L ST INT 2ND ST NE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/02/08,2019/01/23,DC Water,Active,2710,Low,L-11,NE,6,1,SEC,NONE,Normal,,1,BLUE,,H-844-,H-844-954,-77.00334239150358,38.90367985293577,"(38.90367985293577, -77.00334239150358)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00887,R ST BET 9TH ST & 10TH ST NW - Northside - IFO 935,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1911/02/15,2019/03/27,DC Water,Active,2195/27,1st,1-27,NW,2,2,Northside,IFO 935,Normal,,1,,,H-003-,H-003-329,-77.02534890734287,38.91265744428267,"(38.91265744428267, -77.02534890734287)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00891,TENNESSEE AVE BET EAST CAPITOL ST & CONSTITUTION AVE NE - Eastside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/02/27,2019/02/01,DC Water,Active,2814,1st,1-60,NE,6,2,Eastside,NONE,Normal,89.36,1,RED,,H-633-,H-633-304,-76.98938973646075,38.890719654606194,"(38.890719654606194, -76.98938973646075)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00892,10TH ST INT MONROE ST NE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/03/01,2019/03/28,DC Water,Active,2664,2nd,2-34,NE,5,1,SEC,NONE,Normal,169.35,1,BLUE,Green,H-908-,H-908-567,-76.992551288691,38.93234856188637,"(38.93234856188637, -76.992551288691)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H00894,KEARNY ST INT 18TH ST NE - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/03/07,2019/04/08,DC Water,Active,2195/29,2nd,2-40,NE,5,1,NWC,NONE,Normal,130.45,1,BLUE,Green,H-082-,H-082-028,-76.97963793963231,38.93117029753827,"(38.93117029753827, -76.97963793963231)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H00899,ROSEMOUNT AVE INT KLINGLE RD NW - Northside - DEAD END,"WASA-Hydrant, JCF&MW-O'BRIEN",J021,Potable,O'BRIEN,1911/03/21,2019/10/28,DC Water,Active,307-838,2nd,2-19,NW,1,1,Northside,DEAD END,Normal,,1,,,H-956-,H-956-761,-77.04669978380981,38.93337962248554,"(38.93337962248554, -77.04669978380981)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00908,11TH ST INT K ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/03/31,2019/11/25,DC Water,Active,9756,1st,1-19,NW,2,1,SWC,NONE,Normal,67.91,1,BLUE,,H-140-,H-140-922,-77.02716940389863,38.90233248794665,"(38.90233248794665, -77.02716940389863)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00910,O ST INT 17TH ST NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/04/01,2019/11/20,DC Water,Active,700/323,1st,1-16,NW,2,1,SEC,NONE,Normal,74.96,1,ORANGE,,H-634-,H-634-127,-77.03832127968289,38.908643990609775,"(38.908643990609775, -77.03832127968289)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00929,VERMONT AVE BET L ST & THOMAS CIR NW - Westside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1911/05/01,2019/11/25,DC Water,Active,2931,1st,1-15,NW,2,2,Westside,NONE,Normal,74,1,,,H-346-,H-346-380,-77.03276080780832,38.90446863701319,"(38.90446863701319, -77.03276080780832)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00934,MACARTHUR BLVD INT W ST NW - NWC,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1911/05/10,2019/02/06,DC Water,Active,15277,2nd,2-4,NW,3,1,NWC,NONE,Normal,150.56,1,,,H-545-,H-545-839,-77.0987297056706,38.91902069010708,"(38.91902069010708, -77.0987297056706)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00943,HOLMEAD PL INT NEWTON ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/05/22,2019/01/23,DC Water,Active,B-10-395,2nd,2-20,NW,1,1,NWC,NONE,Normal,192.45,1,,,H-628-,H-628-558,-77.0309316073907,38.93257130113183,"(38.93257130113183, -77.0309316073907)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00944,HOLMEAD PL INT OAK ST NW SEC,"Hydrant, WASA, A106, K81-A/D GUAR",A106,Potable,K81-A/D GUAR,1911/05/23,2018/04/11,DC Water,Active,2859/5,2nd,2-20,NW,1,1,SEC,NONE,Normal,188.56,1,,,H-785-,H-785-934,-77.03080820039519,38.93382822633594,"(38.93382822633594, -77.03080820039519)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00962,HALF ST BET M ST & N ST SW - Westside - IFO 1231,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/06/10,2019/01/23,DC Water,Active,2903/4,Low,L-29,SW,6,2,Westside,IFO 1231,Normal,,1,RED,,H-769-,H-769-900,-77.0107125714446,38.87557659462358,"(38.87557659462358, -77.0107125714446)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00961,3RD ST INT EAST CAPITOL ST NE - NWC,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1911/06/10,2019/11/20,DC Water,Active,3001,1st,1-50,NE,6,1,NWC,NONE,Normal,,1,,,H-597-,H-597-784,-77.00210142279593,38.89003454430899,"(38.89003454430899, -77.00210142279593)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00972,GIRARD ST BET 15TH  ST & 14TH  ST NW - Southside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/06/23,2019/04/16,DC Water,Active,,2nd,2-24,NW,1,2,Southside,NONE,Normal,,1,BLUE,,H-273-,H-273-533,-77.03468052904215,38.92530222621741,"(38.92530222621741, -77.03468052904215)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H09963,IRVING ST BET GEORGIA AVE & SHERMAN AVE NE - Southside,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1911/06/30,2019/07/17,DC Water,Active,2900,2nd,2-23,NE,,2,Southside,NONE,Normal,,1,,Green,,,-77.02461487781906,38.92891898743097,"(38.92891898743097, -77.02461487781906)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00996,FLORIDA AVE INT 13TH ST NE - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1911/07/28,2019/03/27,DC Water,Active,3043,1st,1-41,NE,5,1,Northside,NONE,Normal,49.44,1,,,H-917-,H-917-795,-76.98820930547083,38.90198138419829,"(38.90198138419829, -76.98820930547083)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01002,14TH PL BET C ST & D ST NE - Westside - IFO 322,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1911/08/02,2019/11/29,DC Water,Active,3005,1st,1-62,NE,6,2,Westside,IFO 322,Normal,71.47,1,,,H-858-,H-858-061,-76.98461583268232,38.894179950261375,"(38.894179950261375, -76.98461583268232)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01006,MONROE ST INT 14TH ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/08/04,2019/04/08,DC Water,Active,3020,2nd,2-17,NW,1,1,NWC,NONE,Normal,197.14,1,BLUE,Green,H-917-,H-917-151,-77.0329212298303,38.931290497178374,"(38.931290497178374, -77.0329212298303)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01004,IN FRONT OF 1437 MONROE STREET NW - Northside,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1911/08/04,2019/04/08,DC Water,Active,3020,2nd,2-17,NW,1,3,Northside,NONE,Normal,,1,,Green,H-826-,H-826-726,-77.03413080546812,38.93175393388061,"(38.93175393388061, -77.03413080546812)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01010,27TH ST INT WOODLEY RD NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/08/08,2019/03/01,DC Water,Active,3041,3rd,3-19,NW,3,1,NEC,NONE,Normal,190.92,1,BLUE,Green,H-416-,H-416-726,-77.05526598750079,38.925996106365574,"(38.925996106365574, -77.05526598750079)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01012,1ST ST INT WHITTIER ST NW - SEC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1911/08/11,2019/04/17,DC Water,Active,307/481,3rd,3-47,NW,4,1,SEC,NONE,Normal,301.68,1,,Green,H-339-,H-339-157,-77.01160653315439,38.971316003665635,"(38.971316003665635, -77.01160653315439)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H01017,K ST INT 4TH ST NE - NWC,"WASA-Hydrant, AM FNDRY-O'BRIEN",A100,Potable,O'BRIEN,1911/09/21,2019/03/21,DC Water,Active,3115,Low,L-11,NE,6,1,NWC,NONE,Normal,,1,,,H-098-,H-098-692,-77.00071974256556,38.90257278090474,"(38.90257278090474, -77.00071974256556)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01016,INGOMAR PL INT 39TH ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/09/21,2019/11/08,DC Water,Active,3109,4thReno,4-7,NW,3,1,NWC,NONE,Normal,363.36,1,BLUE,,H-137-,H-137-095,-77.07724159514208,38.9584034785932,"(38.9584034785932, -77.07724159514208)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01028,6TH ST INT W ST NW - NWC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1911/11/02,2019/03/25,DC Water,Active,2195/121,1st,1-28,NW,1,1,NWC,NONE,Normal,106,1,,,H-215-,H-215-497,-77.02064135397542,38.91919513218996,"(38.91919513218996, -77.02064135397542)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01032,BRENTWOOD RD INT 16TH ST NE - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1911/11/04,2019/04/16,DC Water,Active,3167,2nd,2-37,NE,5,1,SWC,NONE,Normal,182.06,1,BLUE,Green,H-556-,H-556-809,-76.98239909188743,38.92732248590667,"(38.92732248590667, -76.98239909188743)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H01040,PIERCE ST INT NEW JERSEY AVE NW - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1911/11/21,2019/11/20,DC Water,Active,2195-130,1st,1-32,NW,6,1,NEC,NONE,Normal,65.06,0,BLUE,,H-347-,H-347-345,-77.01433194757358,38.9047347464482,"(38.9047347464482, -77.01433194757358)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01049,QUEBEC ST BET GEORGIA AVE & WARDER ST NW - Northside - IFO 755,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1912/01/02,2019/03/26,DC Water,Active,3255,2nd,2-21,NW,1,2,Northside,IFO 755,Normal,204.06,1,BLUE,,H-356-,H-356-197,-77.023290119201,38.93597757214896,"(38.93597757214896, -77.023290119201)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H01068,KENTUCKY AVE INT H ST SE - Westside - IFO 745,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1912/03/13,2019/02/01,DC Water,Active,3314,1st,1-65,SE,6,1,Westside,IFO 745,Normal,58.1,1,,,H-404-,H-404-611,-76.9824444594729,38.880298759073476,"(38.880298759073476, -76.9824444594729)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01071,M ST BET POTOMAC ST & WISCONSIN AVE NW - Northside - IFO 3245,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1912/03/20,2019/11/20,DC Water,Active,8950,1st,1-3,NW,2,2,Northside,IFO 3245,Normal,70.2,1,BLUE,,H-064-,H-064-858,-77.06427420256654,38.90523644825589,"(38.90523644825589, -77.06427420256654)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01072,MASSACHUSETTS AVE BET 35TH PL & FULTON ST NW - Eastside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1912/03/22,2019/04/16,DC Water,Active,20383,3rd,3-21,NW,3,2,Eastside,NONE,Normal,300.04,1,,Green,H-072-,H-072-031,-77.0694494329564,38.925986907879924,"(38.925986907879924, -77.0694494329564)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01079,MASSACHUSETTS AVE BET BELMONT RD & CALIFORNIA ST NW - Southside - IFO 2536,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1912/04/17,2019/11/08,DC Water,Active,3184,2nd,2-29,NW,2,2,Southside,IFO 2536,Normal,105.05,1,,,H-214-,H-214-897,-77.05633538725529,38.91621642784023,"(38.91621642784023, -77.05633538725529)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H01082,IN FRONT OF 3067 WHITEHAVEN ST NW - Northside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1912/04/24,2019/03/01,DC Water,Active,18640,2nd,2-30,NW,3,3,Northside,NONE,Normal,,1,,,H-324-,H-324-579,-77.06309020919576,38.918484895407666,"(38.918484895407666, -77.06309020919576)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H01085,FLORIDA AVE INT 5 TH ST NE - SEC,"WASA-Hydrant, GLAM-O'BRIEN",G039,Potable,O'BRIEN,1912/05/09,2019/01/23,DC Water,Active,19520,1st,1-37,NE,6,1,SEC,NONE,Normal,,1,,,H-429-,H-429-044,-76.9993020768725,38.90653877966833,"(38.90653877966833, -76.9993020768725)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H01086,LAMONT ST INT 19TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1912/05/13,2019/10/28,DC Water,Active,2195-188,2nd,2-19,NW,1,1,NEC,NONE,Normal,162.69,1,BLUE,,H-247-,H-247-613,-77.04403579726737,38.931506028116125,"(38.931506028116125, -77.04403579726737)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
