"outcome","week_end","age_group","unvaccinated_rate","vaccinated_rate","boosted_rate","crude_vaccinated_ratio","crude_boosted_ratio","age_adjusted_unvaccinated_rate","age_adjusted_vaccinated_rate","age_adjusted_boosted_rate","age_adjusted_vaccinated_ratio","age_adjusted_boosted_ratio","population_unvaccinated","population_vaccinated","population_boosted","outcome_unvaccinated","outcome_vaccinated","outcome_boosted","age_group_min","age_group_max"
"Cases","2021-11-13T00:00:00.000","30-49","309.1","113.2","35.3","2.730565371","8.7563739377",,,,,,"187312","523888","48102","579","593","17","30","49"
"Deaths","2021-10-02T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-06-05T00:00:00.000","65-79","23","1.7",,"13.529411765",,,,,,,"74015","181501",,"17","3",,"65","79"
"Cases","2021-07-31T00:00:00.000","12-17","117.8","12.2",,"9.6557377049",,,,,,,"92525","65696",,"109","8",,"12","17"
"Hospitalizations","2021-05-01T00:00:00.000","12-17","4.2",,,,,,,,,,"167493",,,"7",,,"12","17"
"Deaths","2021-10-02T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2021-05-15T00:00:00.000","80+","57.3","15",,"3.82",,,,,,,"34907","46557",,"20","7",,"80","200"
"Hospitalizations","2021-09-04T00:00:00.000","12-17","0","0",,,,,,,,,"73607","81297",,"0","0",,"12","17"
"Deaths","2021-10-30T00:00:00.000","65-79","7.1","0.6","0","11.833333333",,,,,,,"56273","170284","33468","4","1","0","65","79"
"Deaths","2022-07-09T00:00:00.000","All","0.5","0.1","0.6","5","0.8333333333","0.5080965082","0.2734812012","0.3708574342","1.8578845857","1.3700588456","610542","870245","1002892","3","1","6","999","999"
"Deaths","2021-10-09T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-06-26T00:00:00.000","30-49","3.6","0.8",,"4.5",,,,,,,"280242","472406",,"10","4",,"30","49"
"Deaths","2021-07-03T00:00:00.000","18-29","0","0",,,,,,,,,"230333","257069",,"0","0",,"18","29"
"Cases","2022-05-14T00:00:00.000","30-49","427.9","218.9","520.5","1.9547738693","0.8220941402",,,,,,"120366","288680","338147","515","632","1760","30","49"
"Deaths","2021-10-09T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Cases","2021-07-03T00:00:00.000","18-29","20","7",,"2.8571428571",,,,,,,"230333","257069",,"46","18",,"18","29"
"Hospitalizations","2021-11-20T00:00:00.000","30-49","29.4","2","1.5","14.7","19.6",,,,,,"183506","509714","65774","54","10","1","30","49"
"Hospitalizations","2021-10-23T00:00:00.000","65-79","27.9","8.5","0","3.2823529412",,,,,,,"57389","177312","25888","16","15","0","65","79"
"Cases","2021-07-17T00:00:00.000","50-64","58.2","13.5",,"4.3111111111",,,,,,,"101387","311538",,"59","42",,"50","64"
"Deaths","2021-10-16T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-09-25T00:00:00.000","All","14.2","3.2",,"4.4375",,"20.13188497","2.5134705063",,"8.009596659",,"1009371","1509441",,"143","48",,"999","999"
"Hospitalizations","2021-05-22T00:00:00.000","12-17","0.7",,,,,,,,,,"135760",,,"1",,,"12","17"
"Cases","2022-01-15T00:00:00.000","50-64","2256.7","790.2","626.5","2.8558592761","3.60207502",,,,,,"48522","185647","173821","1095","1467","1089","50","64"
"Deaths","2021-10-16T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2021-10-16T00:00:00.000","50-64","2.8","0.6",,"4.6666666667",,,,,,,"71964","332672",,"2","2",,"50","64"
"Deaths","2021-07-31T00:00:00.000","All","1.3","0.1",,"13",,"1.9782330407","0.1083575661",,"18.256528934",,"1135941","1410042",,"15","2",,"999","999"
"Deaths","2021-05-22T00:00:00.000","18-29","0.4","0",,,,,,,,,"259677","178598",,"1","0",,"18","29"
"Cases","2021-07-31T00:00:00.000","50-64","133.1","40.1",,"3.319201995",,,,,,,"96176","317010",,"128","127",,"50","64"
"Deaths","2021-10-23T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-12-18T00:00:00.000","30-49","62.3","9.4","4.6","6.6276595745","13.543478261",,,,,,"167056","434921","150913","104","41","7","30","49"
"Deaths","2021-07-17T00:00:00.000","18-29","0","0",,,,,,,,,"224307","266746",,"0","0",,"18","29"
"Cases","2021-08-21T00:00:00.000","18-29","264.3","107.8",,"2.4517625232",,,,,,,"203583","283038",,"538","305",,"18","29"
"Deaths","2021-10-23T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Deaths","2022-07-30T00:00:00.000","80+","4","8.4","4.2","0.4761904762","0.9523809524",,,,,,"25279","11930","47159","1","1","2","80","200"
"Cases","2022-02-19T00:00:00.000","18-29","176.7","46.3","79.8","3.8164146868","2.2142857143",,,,,,"110934","220199","127812","196","102","102","18","29"
"Deaths","2021-07-24T00:00:00.000","30-49","0.4","0",,,,,,,,,"263118","501086",,"1","0",,"30","49"
"Hospitalizations","2022-07-16T00:00:00.000","30-49","11.1","2.8","2.9","3.9642857143","3.8275862069",,,,,,"117390","283086","346231","13","8","10","30","49"
"Deaths","2021-10-30T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-02-12T00:00:00.000","18-29","0.9","0","0",,,,,,,,"112830","221073","123714","1","0","0","18","29"
"Hospitalizations","2022-03-12T00:00:00.000","65-79","13.1","7.5","5","1.7466666667","2.62",,,,,,"45714","53573","159306","6","4","8","65","79"
"Deaths","2022-05-07T00:00:00.000","30-49","0","0","0",,,,,,,,"120782","289536","336953","0","0","0","30","49"
"Deaths","2021-10-30T00:00:00.000","5-11","0",,,,,,,,,,"210448",,,"0",,,"5","11"
"Hospitalizations","2021-08-07T00:00:00.000","All","11.6","2.2",,"5.2727272727",,"16.074931354","1.7584596812",,"9.1414841785",,"1115923","1423936",,"129","32",,"999","999"
"Deaths","2022-07-02T00:00:00.000","12-17","0","0","0",,,,,,,,"34302","92773","38108","0","0","0","12","17"
"Deaths","2022-05-28T00:00:00.000","50-64","0","1.5","0","0",,,,,,,"38582","133627","238459","0","2","0","50","64"
"Deaths","2021-11-06T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-03-05T00:00:00.000","All","54.5","27.4","39.9","1.9890510949","1.365914787","59.559609788","26.284550072","33.269706428","2.265955081","1.7902054506","651462","916862","905863","355","251","361","999","999"
"Hospitalizations","2022-05-07T00:00:00.000","50-64","22.8","5.2","4.7","4.3846153846","4.8510638298",,,,,,"39451","135679","235471","9","7","11","50","64"
"Cases","2022-03-05T00:00:00.000","50-64","78.6","26.9","30.2","2.9219330855","2.6026490066",,,,,,"42010","145086","222211","33","39","67","50","64"
"Hospitalizations","2022-07-09T00:00:00.000","5-11","0","0","12.3",,"0",,,,,,"95334","91948","8123","0","0","1","5","11"
"Cases","2021-09-04T00:00:00.000","18-29","256","92",,"2.7826086957",,,,,,,"194922","289224",,"499","266",,"18","29"
"Deaths","2021-11-13T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-11-06T00:00:00.000","5-11","2",,,,,,,,,,"204828",,,"4",,,"5","11"
"Hospitalizations","2022-05-21T00:00:00.000","5-11","0","2.1","0","0",,,,,,,"97449","97483","369","0","2","0","5","11"
"Hospitalizations","2021-10-30T00:00:00.000","12-17","1.6","0",,,,,,,,,"62243","102304",,"1","0",,"12","17"
"Deaths","2021-07-24T00:00:00.000","50-64","4","0",,,,,,,,,"98793","314513",,"4","0",,"50","64"
"Deaths","2022-01-01T00:00:00.000","50-64","26.5","3.8","0.7","6.9736842105","37.857142857",,,,,,"52742","208609","149053","14","8","1","50","64"
"Hospitalizations","2022-02-12T00:00:00.000","18-29","6.2","1.8","1.6","3.4444444444","3.875",,,,,,"112830","221073","123714","7","4","2","18","29"
"Deaths","2022-02-19T00:00:00.000","18-29","0","0","0",,,,,,,,"110934","220199","127812","0","0","0","18","29"
"Cases","2022-01-08T00:00:00.000","18-29","2416.5","1587.9","1557.8","1.5218212734","1.5512260881",,,,,,"135855","253538","79922","3283","4026","1245","18","29"
"Deaths","2021-11-20T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-05-28T00:00:00.000","65-79","2.3","0","0",,,,,,,,"43902","48209","167189","1","0","0","65","79"
"Deaths","2022-06-25T00:00:00.000","30-49","0","0.4","0.3","0","0",,,,,,"118356","284556","344066","0","1","1","30","49"
"Cases","2022-08-13T00:00:00.000","5-11","80.6","61.3","96.9","1.3148450245","0.8317853457",,,,,,"93067","88024","13419","75","54","13","5","11"
"Deaths","2021-09-04T00:00:00.000","30-49","2.6","0",,,,,,,,,"228519","524871",,"6","0",,"30","49"
"Deaths","2022-06-04T00:00:00.000","65-79","2.3","0","0",,,,,,,,"43766","47749","167894","1","0","0","65","79"
"Hospitalizations","2021-04-10T00:00:00.000","All","17.7","3",,"5.9",,"22.317792027","1.821163235",,"12.254690627",,"1697344","403855",,"301","12",,"999","999"
"Hospitalizations","2021-10-02T00:00:00.000","30-49","18.6","0.6",,"31",,,,,,,"209704","541668",,"39","3",,"30","49"
"Deaths","2022-06-11T00:00:00.000","30-49","0","0","0",,,,,,,,"118889","285602","342487","0","0","0","30","49"
"Deaths","2021-11-27T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-07-17T00:00:00.000","80+","12.4","0",,,,,,,,,"32191","52697",,"4","0",,"80","200"
"Deaths","2021-09-25T00:00:00.000","12-17","0","0",,,,,,,,,"68047","91866",,"0","0",,"12","17"
"Cases","2022-07-23T00:00:00.000","65-79","328.9","219.1","221","1.5011410315","1.4882352941",,,,,,"42872","45638","171017","141","100","378","65","79"
"Hospitalizations","2021-11-13T00:00:00.000","18-29","6","1","0","6",,,,,,,"166622","306133","13881","10","3","0","18","29"
"Cases","2021-05-22T00:00:00.000","All","110.8","11",,"10.072727273",,"122.79105025","7.8185151919",,"15.705162328",,"1324359","1021324",,"1468","112",,"999","999"
"Hospitalizations","2021-11-27T00:00:00.000","18-29","13.6","1.7","0","8",,,,,,,"161498","300088","23820","22","5","0","18","29"
"Deaths","2022-02-26T00:00:00.000","All","2","1.3","0.7","1.5384615385","2.8571428571","2.9452847752","2.0343845474","0.4242494517","1.4477522349","6.9423419722","655241","916293","893487","13","12","6","999","999"
"Deaths","2021-09-25T00:00:00.000","All","2.7","0.3",,"9",,"3.9699377496","0.2625460413",,"15.120920239",,"1009371","1509441",,"27","5",,"999","999"
"Deaths","2021-12-04T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-07-17T00:00:00.000","All","46.9","18.7",,"2.5080213904",,"52.214914984","15.346736228",,"3.4023465451",,"1169614","1378533",,"548","258",,"999","999"
"Deaths","2022-07-16T00:00:00.000","All","0.8","0.1","0.5","8","1.6","0.7409281636","0.2768163378","0.3334219976","2.6766056133","2.2221934034","606301","867336","1006976","5","1","5","999","999"
"Deaths","2022-07-02T00:00:00.000","50-64","2.7","0","0",,,,,,,,"37509","130841","242509","1","0","0","50","64"
"Cases","2022-02-05T00:00:00.000","12-17","240.1","146.5","85.9","1.6389078498","2.7951105937",,,,,,"40408","98956","18618","97","145","16","12","17"
"Deaths","2022-01-15T00:00:00.000","12-17","0","0","0",,,,,,,,"46194","108336","5138","0","0","0","12","17"
"Cases","2022-04-02T00:00:00.000","18-29","110.2","47.5","162.9","2.32","0.6764886433",,,,,,"106137","219167","140554","117","104","229","18","29"
"Hospitalizations","2021-04-17T00:00:00.000","12-17","2.3",,,,,,,,,,"175046",,,"4",,,"12","17"
"Hospitalizations","2021-07-24T00:00:00.000","All","6.5","1.1",,"5.9090909091",,"8.7495151065","0.9096969716",,"9.6180545606",,"1153958","1394902",,"75","16",,"999","999"
"Deaths","2021-12-11T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-10-30T00:00:00.000","50-64","53.9","1.2","0","44.916666667",,,,,,,"68700","326620","18748","37","4","0","50","64"
"Cases","2021-07-31T00:00:00.000","18-29","170.4","75.5",,"2.2569536424",,,,,,,"216578","274052",,"369","207",,"18","29"
"Cases","2022-07-02T00:00:00.000","All","249.7","137.2","255","1.8199708455","0.9792156863","305.9183366","132.04829225","228.46915679","2.3167155849","1.3389918399","614223","873344","998644","1534","1198","2547","999","999"
"Deaths","2022-02-05T00:00:00.000","50-64","31.5","5.7","0.5","5.5263157895","63",,,,,,"44466","159082","203722","14","9","1","50","64"
"Hospitalizations","2021-09-18T00:00:00.000","65-79","44.1","9.2",,"4.7934782609",,,,,,,"61240","196179",,"27","18",,"65","79"
"Deaths","2021-06-05T00:00:00.000","18-29","0","0",,,,,,,,,"246933","220290",,"0","0",,"18","29"
"Deaths","2021-06-19T00:00:00.000","30-49","1.8","0",,,,,,,,,"285436","459119",,"5","0",,"30","49"
"Deaths","2021-12-18T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-11-06T00:00:00.000","30-49","245.8","97","24.3","2.5340206186","10.115226337",,,,,,"190767","535298","32948","469","519","8","30","49"
"Deaths","2022-04-30T00:00:00.000","18-29","0","0","0",,,,,,,,"104404","217328","144163","0","0","0","18","29"
"Cases","2021-12-11T00:00:00.000","5-11","447.8","0",,,,,,,,,"149398","2908",,"669","0",,"5","11"
"Deaths","2022-06-18T00:00:00.000","All","0","0.2","0.2","0","0","0","0.2422836136","0.1434108738","0","0","622101","879451","989857","0","2","2","999","999"
"Hospitalizations","2022-04-23T00:00:00.000","All","4.7","3.4","4","1.3823529412","1.175","6.1903206517","4.3313433484","2.8008781423","1.4291918589","2.2101356565","635303","902185","953520","30","31","38","999","999"
"Deaths","2021-08-07T00:00:00.000","All","1.4","0.2",,"7",,"1.8860370323","0.1699167022",,"11.09977423",,"1115923","1423936",,"16","3",,"999","999"
"Cases","2021-04-17T00:00:00.000","65-79","128.4","20.5",,"6.2634146341",,,,,,,"91919","126864",,"118","26",,"65","79"
"Deaths","2021-12-25T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-10-30T00:00:00.000","30-49","199.1","70.1","48","2.8402282454","4.1479166667",,,,,,"194343","539498","24991","387","378","12","30","49"
"Deaths","2022-02-12T00:00:00.000","30-49","2.3","0.7","0.3","3.2857142857","7.6666666667",,,,,,"129795","305424","301766","3","2","1","30","49"
"Hospitalizations","2022-02-26T00:00:00.000","12-17","0","0","0",,,,,,,,"37411","97039","26654","0","0","0","12","17"
"Deaths","2021-11-06T00:00:00.000","80+","20.9","6.8","0","3.0735294118",,,,,,,"28650","44441","11254","6","3","0","80","200"
"Hospitalizations","2022-01-22T00:00:00.000","5-11","3.4","0",,,,,,,,,"116540","57107",,"4","0",,"5","11"
"Hospitalizations","2021-04-17T00:00:00.000","80+","88.8","11.3",,"7.8584070796",,,,,,,"38308","35301",,"34","4",,"80","200"
"Cases","2022-04-30T00:00:00.000","All","209.1","143.7","240.4","1.4551148225","0.8698003328","227.31511498","133.89375532","207.55116444","1.6977275336","1.0952244744","633564","899376","958349","1325","1292","2304","999","999"
"Cases","2021-07-31T00:00:00.000","80+","22.1","32",,"0.690625",,,,,,,"31711","53127",,"7","17",,"80","200"
"Deaths","2022-01-01T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-07-02T00:00:00.000","65-79","224.1","178.6","187.2","1.2547592385","1.1971153846",,,,,,"43289","46467","169869","97","83","318","65","79"
"Cases","2022-03-19T00:00:00.000","18-29","75.5","31.8","73.9","2.3742138365","1.0216508796",,,,,,"107227","219883","138057","81","70","102","18","29"
"Deaths","2022-05-07T00:00:00.000","80+","0","0","4.4",,"0",,,,,,"25790","13253","45166","0","0","2","80","200"
"Hospitalizations","2021-05-22T00:00:00.000","18-29","10.8","0.6",,"18",,,,,,,"259677","178598",,"28","1",,"18","29"
"Hospitalizations","2022-02-12T00:00:00.000","All","11.8","7.5","5.6","1.5733333333","2.1071428571","17.256413443","9.7200141105","4.1285772513","1.7753486","4.1797482263","668085","922707","853937","79","69","48","999","999"
"Hospitalizations","2022-01-29T00:00:00.000","5-11","1.8","0",,,,,,,,,"111952","61457",,"2","0",,"5","11"
"Deaths","2021-06-26T00:00:00.000","12-17","0","0",,,,,,,,,"109758","40623",,"0","0",,"12","17"
"Deaths","2022-07-23T00:00:00.000","All","0.5","0.7","0.4","0.7142857143","1.25","0.7522917811","1.5920900768","0.26926872","0.4725183531","2.7938327968","602797","864837","1010561","3","6","4","999","999"
"Deaths","2022-01-08T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-06-04T00:00:00.000","0-4","195.5",,,,,,,,,,"162642",,,"318",,,"0","4"
"Cases","2021-12-11T00:00:00.000","50-64","801.3","182","37.5","4.4027472527","21.368",,,,,,"58283","260441","93450","467","474","35","50","64"
"Cases","2021-07-03T00:00:00.000","30-49","27.6","9.3",,"2.9677419355",,,,,,,"275732","482571",,"76","45",,"30","49"
"Deaths","2022-05-14T00:00:00.000","5-11","0","0",,,,,,,,,"97844","97180",,"0","0",,"5","11"
"Cases","2021-10-02T00:00:00.000","65-79","139.3","45",,"3.0955555556",,,,,,,"59601","195697",,"83","88",,"65","79"
"Cases","2021-05-08T00:00:00.000","18-29","215.6","15.4",,"14",,,,,,,"279255","129832",,"602","20",,"18","29"
"Cases","2022-01-22T00:00:00.000","All","664.3","451.7","373.3","1.4706663715","1.779533887","743.6607156","445.08557243","318.92269692","1.6708263796","2.3317898751","708430","997026","738455","4706","4504","2757","999","999"
"Hospitalizations","2022-03-26T00:00:00.000","80+","3.8","14.2","6.8","0.2676056338","0.5588235294",,,,,,"26069","14106","43892","1","2","3","80","200"
"Deaths","2022-01-15T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2022-02-26T00:00:00.000","18-29","3.7","1.8","0.8","2.0555555556","4.625",,,,,,"109518","219959","131657","4","4","1","18","29"
"Hospitalizations","2022-02-26T00:00:00.000","80+","19.1","40.3","9.3","0.4739454094","2.0537634409",,,,,,"26203","14893","42884","5","6","4","80","200"
"Hospitalizations","2021-05-01T00:00:00.000","65-79","59.3","5.2",,"11.403846154",,,,,,,"84261","155029",,"50","8",,"65","79"
"Deaths","2022-01-08T00:00:00.000","50-64","45.5","6.6","0.6","6.8939393939","75.833333333",,,,,,"50589","195809","162748","23","13","1","50","64"
"Deaths","2022-04-30T00:00:00.000","65-79","0","0","0",,,,,,,,"44556","49993","164407","0","0","0","65","79"
"Cases","2021-04-10T00:00:00.000","12-17","200",,,,,,,,,,"177463",,,"355",,,"12","17"
"Hospitalizations","2021-04-17T00:00:00.000","All","19.8","4.3",,"4.6046511628",,"25.236568565","2.3316477779",,"10.823490925",,"1605723","483484",,"318","21",,"999","999"
"Cases","2022-07-30T00:00:00.000","30-49","401.5","177","243.5","2.2683615819","1.6488706366",,,,,,"116807","281977","347803","469","499","847","30","49"
"Deaths","2022-01-22T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-07-16T00:00:00.000","All","262.9","156.2","261.1","1.6830985915","1.0068939104","329.02604428","151.46323759","235.81874813","2.1723161971","1.3952497284","606301","867336","1006976","1594","1355","2629","999","999"
"Deaths","2021-10-09T00:00:00.000","50-64","10.8","0.3",,"36",,,,,,,"73751","334609",,"8","1",,"50","64"
"Hospitalizations","2022-04-02T00:00:00.000","18-29","1.9","0","0.7",,"2.7142857143",,,,,,"106137","219167","140554","2","0","1","18","29"
"Hospitalizations","2022-04-16T00:00:00.000","65-79","6.7","5.9","4.9","1.1355932203","1.3673469388",,,,,,"44923","50955","162771","3","3","8","65","79"
"Cases","2021-09-25T00:00:00.000","50-64","190.3","50.3",,"3.7833001988",,,,,,,"77264","331762",,"147","167",,"50","64"
"Cases","2021-05-29T00:00:00.000","65-79","73.1","7.3",,"10.01369863",,,,,,,"75255","177856",,"55","13",,"65","79"
"Hospitalizations","2021-06-05T00:00:00.000","80+","17.8","4",,"4.45",,,,,,,"33627","50018",,"6","2",,"80","200"
"Deaths","2022-01-29T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2022-05-14T00:00:00.000","50-64","648.7","196.4","341.6","3.3029531568","1.8990046838",,,,,,"39157","134956","236516","254","265","808","50","64"
"Hospitalizations","2021-07-17T00:00:00.000","50-64","7.9","0.6",,"13.166666667",,,,,,,"101387","311538",,"8","2",,"50","64"
"Cases","2022-04-09T00:00:00.000","50-64","111","41","95.8","2.7073170732","1.1586638831",,,,,,"40540","139026","230636","45","57","221","50","64"
"Hospitalizations","2021-10-30T00:00:00.000","30-49","12.9","0.9","0","14.333333333",,,,,,,"194343","539498","24991","25","5","0","30","49"
"Hospitalizations","2022-03-05T00:00:00.000","5-11","1","0",,,,,,,,,"102050","86510",,"1","0",,"5","11"
"Cases","2022-03-05T00:00:00.000","30-49","66.8","21.8","51","3.0642201835","1.3098039216",,,,,,"125769","298618","319621","84","65","163","30","49"
"Cases","2022-07-09T00:00:00.000","All","230.5","138.2","246.9","1.6678726483","0.9335763467","282.99266381","132.19871488","213.75800295","2.1406612316","1.3238927194","610542","870245","1002892","1407","1203","2476","999","999"
"Hospitalizations","2021-04-24T00:00:00.000","50-64","58.2","0",,,,,,,,,"164955","136852",,"96","0",,"50","64"
"Deaths","2022-02-05T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Deaths","2022-01-01T00:00:00.000","30-49","3.8","0.3","0","12.666666667",,,,,,,"158852","384201","206877","6","1","0","30","49"
"Cases","2022-04-30T00:00:00.000","0-4","164.2",,,,,,,,,,"162642",,,"267",,,"0","4"
"Hospitalizations","2021-08-14T00:00:00.000","All","16.5","3.3",,"5",,"23.794341518","2.4951069149",,"9.536401577",,"1098549","1435916",,"181","48",,"999","999"
"Cases","2021-05-08T00:00:00.000","All","168.2","15.1",,"11.139072848",,"183.72805208","11.335945947",,"16.207562469",,"1421137","832463",,"2391","126",,"999","999"
"Deaths","2021-12-04T00:00:00.000","18-29","0.6","0","0",,,,,,,,"158350","295828","29810","1","0","0","18","29"
"Cases","2022-08-13T00:00:00.000","12-17","107.6","62.5","97.9","1.7216","1.0990806946",,,,,,"33444","89620","41868","36","56","41","12","17"
"Hospitalizations","2022-01-15T00:00:00.000","All","87.2","39.4","25","2.2131979695","3.488","124.77135954","46.970057654","15.58207198","2.6564020946","8.0073663949","729403","1031631","690948","636","406","173","999","999"
"Deaths","2021-05-01T00:00:00.000","All","2.7","0.3",,"9",,"3.7455818547","0.1325281194",,"28.262544369",,"1460561","718904",,"39","2",,"999","999"
"Deaths","2022-02-12T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-06-12T00:00:00.000","30-49","35","4.2",,"8.3333333333",,,,,,,"291286","447426",,"102","19",,"30","49"
"Deaths","2021-10-16T00:00:00.000","80+","13.6","0",,,,,,,,,"29452","50731",,"4","0",,"80","200"
"Cases","2022-04-23T00:00:00.000","5-11","134.6","261.3",,"0.5151167241",,,,,,,"98775","96065",,"133","251",,"5","11"
"Hospitalizations","2021-11-27T00:00:00.000","80+","64.5","50.3","0","1.282306163",,,,,,,"27925","33774","22512","18","17","0","80","200"
"Hospitalizations","2022-07-02T00:00:00.000","30-49","9.3","2.5","3.2","3.72","2.90625",,,,,,"118074","284046","344815","11","7","11","30","49"
"Deaths","2022-02-26T00:00:00.000","65-79","4.4","9","0.6","0.4888888889","7.3333333333",,,,,,"45969","55344","157066","2","5","1","65","79"
"Cases","2021-11-20T00:00:00.000","18-29","274.8","107.1","58.8","2.5658263305","4.6734693878",,,,,,"163784","303320","18697","450","325","11","18","29"
"Hospitalizations","2021-06-26T00:00:00.000","All","2.6","0.7",,"3.7142857143",,"3.4218502468","0.5044715292",,"6.7830393763",,"1209695","1301153",,"32","9",,"999","999"
"Deaths","2022-02-19T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-06-05T00:00:00.000","30-49","8.4","0.2",,"42",,,,,,,"298335","431154",,"25","1",,"30","49"
"Hospitalizations","2022-03-26T00:00:00.000","All","3.3","1.6","1.7","2.0625","1.9411764706","4.2602123269","1.9556854571","1.1224909097","2.1783729645","3.7953201136","643282","912551","931398","21","15","16","999","999"
"Cases","2022-01-01T00:00:00.000","18-29","2966.5","1909.2","1477","1.5537921643","2.0084631009",,,,,,"142624","262942","69195","4231","5020","1022","18","29"
"Hospitalizations","2022-05-07T00:00:00.000","80+","27.1","60.4","42.1","0.4486754967","0.6437054632",,,,,,"25790","13253","45166","7","8","19","80","200"
"Hospitalizations","2022-05-21T00:00:00.000","30-49","8.3","4.2","3.2","1.9761904762","2.59375",,,,,,"119942","287874","339282","10","12","11","30","49"
"Hospitalizations","2021-12-25T00:00:00.000","All","77.3","30","14.3","2.5766666667","5.4055944056","112.33607196","32.216784097","8.1121173623","3.4868803671","13.847934755","799315","1168540","522728","618","351","75","999","999"
"Deaths","2021-09-04T00:00:00.000","50-64","3.6","0.6",,"6",,,,,,,"83137","327109",,"3","2",,"50","64"
"Hospitalizations","2022-05-14T00:00:00.000","50-64","20.4","10.4","4.7","1.9615384615","4.3404255319",,,,,,"39157","134956","236516","8","14","11","50","64"
"Deaths","2022-02-26T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Cases","2021-08-14T00:00:00.000","18-29","271.2","132.8",,"2.0421686747",,,,,,,"207616","280098",,"563","372",,"18","29"
"Cases","2021-10-09T00:00:00.000","18-29","173.7","58.3",,"2.9794168096",,,,,,,"179054","305422",,"311","178",,"18","29"
"Cases","2022-05-07T00:00:00.000","5-11","296.4","517.6",,"0.5726429675",,,,,,,"98167","96797",,"291","501",,"5","11"
"Hospitalizations","2021-05-01T00:00:00.000","50-64","63.9","2.4",,"26.625",,,,,,,"151892","169377",,"97","4",,"50","64"
"Cases","2022-08-06T00:00:00.000","12-17","160.7","69.8","82.7","2.3022922636","1.9431680774",,,,,,"33607","90285","41125","54","63","34","12","17"
"Cases","2021-05-15T00:00:00.000","65-79","124.8","13",,"9.6",,,,,,,"79296","168715",,"99","22",,"65","79"
"Cases","2022-06-25T00:00:00.000","0-4","176.5",,,,,,,,,,"162642",,,"287",,,"0","4"
"Hospitalizations","2022-07-16T00:00:00.000","80+","27.6","91.2","51.1","0.3026315789","0.5401174168",,,,,,"25342","12068","46948","7","11","24","80","200"
"Deaths","2022-03-05T00:00:00.000","0-4","0",,,,,,,,,,"162642",,,"0",,,"0","4"
"Hospitalizations","2021-12-25T00:00:00.000","12-17","30.2","5.4","0","5.5925925926",,,,,,,"53056","110372","782","16","6","0","12","17"
"Deaths","2022-06-25T00:00:00.000","All","0.2","0.3","0.3","0.6666666667","0.6666666667","0.1300703274","0.5878263446","0.221757265","0.221273389","0.5865437031","618819","876540","994202","1","3","3","999","999"
