"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1418384","DRIVER","84f37da3a565c0c676bc08093c6687e3fa94a03270e91d6c78f2c02129e6ddf1ff886a971ca344ad526157b716377b95bd6f6e04ea33ab6ec12ce5d5b9fdff7c",,"1347906","2022-09-12T17:40:00.000",,"CHICAGO","IL","60615","M",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418403","DRIVER","b448ee1b1889fc1f63b30263298bc51e286e05767ebdbc569f8e2d99a026a37efe9c524b580d6c4bedef66c36bedf8b0bce8e82b6c094b76762a35d41e3f4956",,"1347919","2022-09-12T17:40:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418364","DRIVER","f135ee776da283942e346b3cd9bdf206d481d78bc97cf8a529787afdcdb56dabba628f5c1644bf99a296ba56be96485ea246afd248fab065c8347915b6f29e27",,"1347883","2022-09-12T17:40:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418365","DRIVER","f135ee776da283942e346b3cd9bdf206d481d78bc97cf8a529787afdcdb56dabba628f5c1644bf99a296ba56be96485ea246afd248fab065c8347915b6f29e27",,"1347889","2022-09-12T17:40:00.000",,"CICERO","IL","60804","M","51","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315090","PASSENGER","f135ee776da283942e346b3cd9bdf206d481d78bc97cf8a529787afdcdb56dabba628f5c1644bf99a296ba56be96485ea246afd248fab065c8347915b6f29e27",,"1347889","2022-09-12T17:40:00.000","2","CICERO","IL","60804","F","31",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315091","PASSENGER","f135ee776da283942e346b3cd9bdf206d481d78bc97cf8a529787afdcdb56dabba628f5c1644bf99a296ba56be96485ea246afd248fab065c8347915b6f29e27",,"1347889","2022-09-12T17:40:00.000","4","CICERO","IL","60804","F","6",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P315093","PASSENGER","f135ee776da283942e346b3cd9bdf206d481d78bc97cf8a529787afdcdb56dabba628f5c1644bf99a296ba56be96485ea246afd248fab065c8347915b6f29e27",,"1347889","2022-09-12T17:40:00.000","6","CICERO","IL","60804","M","8",,,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418376","DRIVER","90ee774ef69ba5fc0a97f194bd418e584be407ff82d88f20ed133359e9e38af9cdf290e29451688554d5e34bbff16fae89011dfedc555d7f171844db62cb874a",,"1347892","2022-09-12T17:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418377","DRIVER","90ee774ef69ba5fc0a97f194bd418e584be407ff82d88f20ed133359e9e38af9cdf290e29451688554d5e34bbff16fae89011dfedc555d7f171844db62cb874a",,"1347896","2022-09-12T17:20:00.000",,"CHICAGO","IL","60636","F","30","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418378","DRIVER","90ee774ef69ba5fc0a97f194bd418e584be407ff82d88f20ed133359e9e38af9cdf290e29451688554d5e34bbff16fae89011dfedc555d7f171844db62cb874a",,"1347900","2022-09-12T17:20:00.000",,"CHICAGO","IL","60651","F","61","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418354","DRIVER","244adbfc7e3b431f6225d304afe5256dd7076c580812d94cf56a3d40f379caedff4159aa05903a2366d780fd1758a7a040e5a9051408837b62123146517ed54a",,"1347871","2022-09-12T17:15:00.000",,"CHICAGO","IL","60617","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418355","DRIVER","244adbfc7e3b431f6225d304afe5256dd7076c580812d94cf56a3d40f379caedff4159aa05903a2366d780fd1758a7a040e5a9051408837b62123146517ed54a",,"1347865","2022-09-12T17:15:00.000",,"CHICAGO","IL","60637","M","35","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418307","DRIVER","53ba27e0f88d9fe11c73d08ee061a6a48a36224f34b53960eed54f7ec36dda77800743abf26ab1cbcb223ec269a91f66a81311f250f3661dc777e0aefa2ad263",,"1347824","2022-09-12T17:08:00.000",,"CHICAGO","IL","60609","M","45","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418308","DRIVER","53ba27e0f88d9fe11c73d08ee061a6a48a36224f34b53960eed54f7ec36dda77800743abf26ab1cbcb223ec269a91f66a81311f250f3661dc777e0aefa2ad263",,"1347829","2022-09-12T17:08:00.000",,"CHICAGO","IL","60632","F","28","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418349","DRIVER","26c563a0c19f460a2af74dd3075f6f02b93c5180d280b680bd6b85798074e89806338608ba9d28942b14c4a81767fe954bf2b6442dc3907b00e0567d74337225",,"1347861","2022-09-12T17:02:00.000",,"CHICAGO","IL","60649","F",,"IL",,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418350","DRIVER","26c563a0c19f460a2af74dd3075f6f02b93c5180d280b680bd6b85798074e89806338608ba9d28942b14c4a81767fe954bf2b6442dc3907b00e0567d74337225",,"1347870","2022-09-12T17:02:00.000",,"CHICAGO","IL","60617","F","75","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418351","DRIVER","26c563a0c19f460a2af74dd3075f6f02b93c5180d280b680bd6b85798074e89806338608ba9d28942b14c4a81767fe954bf2b6442dc3907b00e0567d74337225",,"1347875","2022-09-12T17:02:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418362","DRIVER","5862e229af2348ee553dd20bc56c166d5080ee0ce627ecc75ee804f36cbf17885df0018e52f9619d86e7af43101ea9361b70ba1ced039c0a81f9c42660c813a0",,"1347887","2022-09-12T17:00:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418363","DRIVER","5862e229af2348ee553dd20bc56c166d5080ee0ce627ecc75ee804f36cbf17885df0018e52f9619d86e7af43101ea9361b70ba1ced039c0a81f9c42660c813a0",,"1347878","2022-09-12T17:00:00.000",,"CHICAGO","IL","60653","M","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418387","DRIVER","5e07dbc2830c6a50295399055d3fdba82cfbc24848fbc4d86a900eb6dee193f14882082181f49339fae8e1f2482caec7b5ad07f03af74310b258c6ea67197521",,"1347905","2022-09-12T17:00:00.000",,"CHICAGO","IL","60623","F","58","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418388","DRIVER","5e07dbc2830c6a50295399055d3fdba82cfbc24848fbc4d86a900eb6dee193f14882082181f49339fae8e1f2482caec7b5ad07f03af74310b258c6ea67197521",,"1347908","2022-09-12T17:00:00.000",,"CHICAGO","IL","60623","M","43",,"D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418329","DRIVER","67d10ce688cc00d33efde6fdbb7e3c6b98c5ece44678c286a8c8495188b86dd59516455d9e0cbbc5f3af2c4b0528169b657d861a58621f169b5339f04eebf4db",,"1347848","2022-09-12T16:56:00.000",,"WESTERN SPRINGS","IL","60558","F","18","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418330","DRIVER","67d10ce688cc00d33efde6fdbb7e3c6b98c5ece44678c286a8c8495188b86dd59516455d9e0cbbc5f3af2c4b0528169b657d861a58621f169b5339f04eebf4db",,"1347863","2022-09-12T16:56:00.000",,"CHICAGO","IL","60634","F","33","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","RESURRECTION","AMB 2",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315074","PASSENGER","67d10ce688cc00d33efde6fdbb7e3c6b98c5ece44678c286a8c8495188b86dd59516455d9e0cbbc5f3af2c4b0528169b657d861a58621f169b5339f04eebf4db",,"1347848","2022-09-12T16:56:00.000","3","CHICAGO","IL",,"M","18",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","COMMUNITY FIRST","AMB 52",,,,,,,,,,
"P315075","PASSENGER","67d10ce688cc00d33efde6fdbb7e3c6b98c5ece44678c286a8c8495188b86dd59516455d9e0cbbc5f3af2c4b0528169b657d861a58621f169b5339f04eebf4db",,"1347848","2022-09-12T16:56:00.000","6","CHICAGO","IL",,"M","18",,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY","COMMUNITY FIRST","AMB52",,,,,,,,,,
"O1418255","DRIVER","0a6c67ab7e1c3582036f9bb666229682958ba7dd285396f173456a36898569c7c0f8c8eca6f90974278943ae35a467253f7452f669ae73295fea17746c7907e5",,"1347775","2022-09-12T16:55:00.000",,"CHICAGO","IL","60629","M","42","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED",,,"IMPROPER TURN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418256","DRIVER","0a6c67ab7e1c3582036f9bb666229682958ba7dd285396f173456a36898569c7c0f8c8eca6f90974278943ae35a467253f7452f669ae73295fea17746c7907e5",,"1347783","2022-09-12T16:55:00.000",,"CHICAGO","IL","60623","M","39","IL","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","DECLINED",,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418426","DRIVER","383c04f0db46e12fed188af561f8c91a6b945dabf3196dda90e454402add6de6478340800efa97c3d8057ea5ad797a1b4d8a55a1dd3884000c8229095d448c35",,"1347942","2022-09-12T16:50:00.000",,"CHICAGO","IL","60614","M",,"IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418427","DRIVER","383c04f0db46e12fed188af561f8c91a6b945dabf3196dda90e454402add6de6478340800efa97c3d8057ea5ad797a1b4d8a55a1dd3884000c8229095d448c35",,"1347950","2022-09-12T16:50:00.000",,"DOLTON","IL","60419","M","46","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418315","DRIVER","d2c242bdf59fe1073d40df4eb86a629280c0a192270a7927941889f918a53c1e03110893624e39180312245fce5c674c68c25ef7340020c460c4566fed3b9b0a",,"1347834","2022-09-12T16:45:00.000",,"CICERO","IL","60804","M","47","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418316","DRIVER","d2c242bdf59fe1073d40df4eb86a629280c0a192270a7927941889f918a53c1e03110893624e39180312245fce5c674c68c25ef7340020c460c4566fed3b9b0a",,"1347843","2022-09-12T16:45:00.000",,"CHICAGO","IL","60632","M","61","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418278","DRIVER","44a736e6b94d2243d220d54daa6a5363d3bacaefdcc28e1f0f7ebddbae37d3aa6382d3a213648afa34cfad341233261d86805ae7b252d980d0b3359eee808cc2",,"1347797","2022-09-12T16:43:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418279","DRIVER","44a736e6b94d2243d220d54daa6a5363d3bacaefdcc28e1f0f7ebddbae37d3aa6382d3a213648afa34cfad341233261d86805ae7b252d980d0b3359eee808cc2",,"1347791","2022-09-12T16:43:00.000",,"CHICAGO","IL","60638","F","37","IL",,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418247","DRIVER","29a615e92e5b66bbf4b49e379735a7eedebf62ee9846786f8f370621f373f4c9088ef8b83b3fa9a76b4c30b12e52f7559ea22f777da2a71c2808158bbc022532",,"1347757","2022-09-12T16:35:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PARKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418224","DRIVER","137e1af42a432cceb8d4d7876d9d547b573974458ba82db942ac44f8e1c66d26f35db12f37993ced951e7f5c32e62a7e54ae2fecb6b694506f890d3c8c43c5d4",,"1347746","2022-09-12T16:30:00.000",,"DOLTON","IL","60419","M","46","IL","D","USAGE UNKNOWN","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418225","DRIVER","137e1af42a432cceb8d4d7876d9d547b573974458ba82db942ac44f8e1c66d26f35db12f37993ced951e7f5c32e62a7e54ae2fecb6b694506f890d3c8c43c5d4",,"1347761","2022-09-12T16:30:00.000",,"CHICAGO","IL","60614","M","78","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418323","DRIVER","473e8eecec349a87c2ce9e5e0ea8d0e90fff0e68b4976dc1defc00319e950115caa849bb4b1e5fa60bda52c7078a9c658dae35ad8534e033bca87acc32d2f7a4",,"1347840","2022-09-12T16:30:00.000",,"CHICAGO","IL","60614","F","21","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A",,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418324","DRIVER","473e8eecec349a87c2ce9e5e0ea8d0e90fff0e68b4976dc1defc00319e950115caa849bb4b1e5fa60bda52c7078a9c658dae35ad8534e033bca87acc32d2f7a4",,"1347850","2022-09-12T16:30:00.000",,"CHICAGO","IL","60616","F","31","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A",,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418233","DRIVER","d668689117a303c50c501efd7cb3f7d69928b00df63aba54e717f969695f320e3acb0f12187b530ea2b6dfdb4c9440f046cdfe20fc0cd7f5e578e97d23c61e58",,"1347741","2022-09-12T16:30:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418234","DRIVER","d668689117a303c50c501efd7cb3f7d69928b00df63aba54e717f969695f320e3acb0f12187b530ea2b6dfdb4c9440f046cdfe20fc0cd7f5e578e97d23c61e58",,"1347749","2022-09-12T16:30:00.000",,"CHICAGO","IL","60625","M","34","IL",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418259","DRIVER","de4ed25760f868b74d824c1c608c9d1a1ccec52931c3d956819c0fbc74240b4d025a625421a4e0ddb96a36e5a44008114b67dcc3533f0aa5ad1e4d05ca1a494b",,"1347773","2022-09-12T16:30:00.000",,"BURR RIDGE","IL","60527","M","62","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418260","DRIVER","de4ed25760f868b74d824c1c608c9d1a1ccec52931c3d956819c0fbc74240b4d025a625421a4e0ddb96a36e5a44008114b67dcc3533f0aa5ad1e4d05ca1a494b",,"1347778","2022-09-12T16:30:00.000",,"CICERO","IL","60804","M","21","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P315065","PASSENGER","de4ed25760f868b74d824c1c608c9d1a1ccec52931c3d956819c0fbc74240b4d025a625421a4e0ddb96a36e5a44008114b67dcc3533f0aa5ad1e4d05ca1a494b",,"1347778","2022-09-12T16:30:00.000","6","CICERO","IL","60804","M","0",,,"CHILD RESTRAINT - FORWARD FACING","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418286","DRIVER","779ff767769c3c33ef63eebe0b36be32579e72fe4a38628162b4289ae9dbbbbb4532eb744cd2bd6d3cfae21c932c67da569f639257723a60343d29bd923d1674",,"1347800","2022-09-12T16:29:00.000",,"CHICAGO","IL","60634","F","26","IL","D","USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P315066","PASSENGER","779ff767769c3c33ef63eebe0b36be32579e72fe4a38628162b4289ae9dbbbbb4532eb744cd2bd6d3cfae21c932c67da569f639257723a60343d29bd923d1674",,"1347800","2022-09-12T16:29:00.000","3","CHICAGO","IL","60634","F","15",,,"USAGE UNKNOWN","DEPLOYED, FRONT","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418348","DRIVER","17cf9bbc2516dd07654aa8c426e66d4fffb261ccc21855ea156b12abd4b554f5b7a1d98113476250b74064f04a47714b6b423037484deeb2d1897366272ccd61",,"1347874","2022-09-12T16:24:00.000",,"NORRIDGE","IL","60706","M","69","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418356","DRIVER","17cf9bbc2516dd07654aa8c426e66d4fffb261ccc21855ea156b12abd4b554f5b7a1d98113476250b74064f04a47714b6b423037484deeb2d1897366272ccd61",,"1347858","2022-09-12T16:24:00.000",,"CHICAGO","IL","60652","M","63","IL",,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418220","DRIVER","6ad21ae5010eddef26c6bff9f94c321bc2dcc7b17226473e4f7fd3e52dec9144f70f7294506f4e386411e3200afaae028a4c05c7043c86192a23c70504721420",,"1347744","2022-09-12T16:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418221","DRIVER","6ad21ae5010eddef26c6bff9f94c321bc2dcc7b17226473e4f7fd3e52dec9144f70f7294506f4e386411e3200afaae028a4c05c7043c86192a23c70504721420",,"1347754","2022-09-12T16:20:00.000",,"CHICAGO","IL","60639","F","54","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418271","DRIVER","abfe4125225d06b39747d7fb2921d8e9fbe26cb49aa4f97ffa56e43b6546144cc10d34940afe7d03f265836545e82918e498a3cd750c1651524c61680d6763b5",,"1347780","2022-09-12T16:20:00.000",,"EAST CHICAGO","IN",,"M","39","IN",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418272","DRIVER","abfe4125225d06b39747d7fb2921d8e9fbe26cb49aa4f97ffa56e43b6546144cc10d34940afe7d03f265836545e82918e498a3cd750c1651524c61680d6763b5",,"1347794","2022-09-12T16:20:00.000",,"CALUMET CITY","IL","60409","F","40","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418203","DRIVER","ed88f8a161795cb843c246051e45ae47e9f0afa998a41126f31ce34603b71ee8394e8197d32c123d1c8f2f5588652456922769c77dcaa063a25553f6b78c12b2",,"1347714","2022-09-12T16:20:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418204","DRIVER","ed88f8a161795cb843c246051e45ae47e9f0afa998a41126f31ce34603b71ee8394e8197d32c123d1c8f2f5588652456922769c77dcaa063a25553f6b78c12b2",,"1347718","2022-09-12T16:20:00.000",,,,,"F","50","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NONINCAPACITATING INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418235","DRIVER","f9993f68172ab8573e6ae9b5bee2b9325696f5755056331e86360fc8fcf71d8775ddc18c790f2deafe4bac00cb56f8c19318468a6033e6c3b52ca75957d8aaef",,"1347742","2022-09-12T16:20:00.000",,"CHICAGO","IL","60638","F","51","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","N/A","N/A",,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1418236","PEDESTRIAN","f9993f68172ab8573e6ae9b5bee2b9325696f5755056331e86360fc8fcf71d8775ddc18c790f2deafe4bac00cb56f8c19318468a6033e6c3b52ca75957d8aaef",,,"2022-09-12T16:20:00.000",,,,,"M",,,,"NONE PRESENT",,,"NO INDICATION OF INJURY","N/A","N/A",,"NONE","OTHER","UNKNOWN","CROSSING - NO CONTROLS (NOT AT INTERSECTION)","OTHER LIGHT SOURCE USED","IN ROADWAY","TEST NOT OFFERED",,
"O1418317","DRIVER","dcd32f08432c3205c8b7bb1525f3bad1533a62c48d8dd41b33d5c6830a84834c488e92fc37e822eb2c66265f6912799a38b838bc31244fb25c8b74e974442707",,"1347832","2022-09-12T16:13:00.000",,"CHICAGO","IL","60608","F","40","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418318","DRIVER","dcd32f08432c3205c8b7bb1525f3bad1533a62c48d8dd41b33d5c6830a84834c488e92fc37e822eb2c66265f6912799a38b838bc31244fb25c8b74e974442707",,"1347846","2022-09-12T16:13:00.000",,"CICERO","IL","60804","F","37","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418251","DRIVER","06248c0f15520ac147a7a7161216a398295324a8d30a49e2d3d8107c5227b854f61a0496786874e224fd58e14aea0884b46c08d38d1ed5c34a0f1da7dc410479",,"1347758","2022-09-12T16:10:00.000",,"CHGO","IL","60641","M","35","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1418252","DRIVER","06248c0f15520ac147a7a7161216a398295324a8d30a49e2d3d8107c5227b854f61a0496786874e224fd58e14aea0884b46c08d38d1ed5c34a0f1da7dc410479",,"1347765","2022-09-12T16:10:00.000",,"CHGO","IL","60641","M","66","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P315062","PASSENGER","06248c0f15520ac147a7a7161216a398295324a8d30a49e2d3d8107c5227b854f61a0496786874e224fd58e14aea0884b46c08d38d1ed5c34a0f1da7dc410479",,"1347765","2022-09-12T16:10:00.000","3",,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1418249","DRIVER","f5c7d53113a035e6ea58b629c4398b8d030fb8383e515550969581ae68cf12664e320a7b7de1f3574ba34c8a472c360b77c2cc0bc4034b7ea22b0db6677cada9",,"1347759","2022-09-12T16:10:00.000",,"CHICAGO","IL","60652","F","59","IL","K","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1418293","DRIVER","37a164311839b91ad0fa9545322094980429dc5bd515142384d264ed26f3af5506dc67ec87dbe8e8f7abe10d624f475519c446e03cdafaa632fea71c2ad5f36d",,"1347825","2022-09-12T16:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"DISREGARDED CONTROL DEVICES","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
