"year","domain","subdomain","age_group","indicator","overall","gender","household_income","race_ethnicity","special_ed","grade","average","sample_size","total","data_source","data_source_organization","data_provider_organization","notes","indicator_justification","calculation_method","findings","zip_code","location"
"2012","Emotional Maturity & Mental Health","In School","Preschool/Kindergarten (0-5)","Children very emotionally ready for kindergarten",,,,"White",,,"36.8","102","277","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This is a key indicator of children's emotional readiness for kindergarten, which includes components of emotional maturity such as comfort in engaging in new activities, level of anxiety, ability to help others, and aggression - all critical to learning in school.","The rate was calculated by taking the number of kindergarten children identified as very emotionally ready for kindergarten based on teachers ratings using the Early Development Instrument and dividing by the total number of children who were rated using the EDI.  Those children who fell at or above the 75th percentile were considered very emotionally ready. The Early Development Instrument is a standardized assessment of kindergarteners in geographic area. ","Slightly more than a third of SMMUSD kindergarten children are identified as very emotionally ready for school.  Specific groups of children are considerably more vulnerable in this area than others, including African American and Hispanic/Latino students and boys in general. Only 28.7% of children living in the Pico Neighborhood area were very emotionally ready for kindergarten, a rate much lower than any other Santa Monica neighborhoods.",,
"2012","Social Skills & Confidence","Out of School","[TBD]","Middle & high school students with a caring adult outside school and home",,"Male",,,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a key indicator of middle and high school students' perception of access to supportive community and adults outside of school and home","The total number of students answering yes to the California Healthy Kids Survey (CHKS) question about having a caring adult outside of school and home was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support","By far most middle and high school students report that they have a caring adult outside of school and home. Percentages were similar for the three grade levels. Alternative Education students at Olympic High was the lowest group.",,
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Reported rate of child abuse",,,"Low",,,,,,,"Customized Report per Request from City of Santa Monica","Los Angeles County Department of Children and Family Services","Los Angeles County Department of Children and Family Services ",,"This is a measure of the safety of children's environment and the level of the maltreatment of young children through teenagers. It is correlated with current and future emotional development and wellbeing.","The number of unduplicated referrals of child abuse received during the year for children 0 to 17 years of age in Santa Monica was divided by the total number of children 0 to 17 years of age, based on the American Community Survey.","Reports of physical, sexual, and/or emotiaonl abuse or neglect were filed for just over 5% of children in Santa Monica.  The substantiated number of cases of child abuse/neglect for Santa Monica is low 53 cases. ",,
"2010","Physical Health & Development","Access to Health Care/Nutrition & Fitness","Middle School (11-13)","Fitness level of 7th Grade Santa Monica public school students",,,,,"No",,,,,"FitGram Healthy Fitness Zone Chart","California Department of Education","SMMUSD Educational Services","Passing at least 4 out of 6 parts of the State physical fitness test","This indicator is used to assist students in establishing lifetime habits of regular physical activity.","The Physical Fitness Test is a comprehensive measure of physical fitness levels. It's given to 5th, 7th, and 9th graders statewide. The test assesses 6 areas of physical fitness: aerobic capacity, body composition, abdominal strength, trunk extension, upper body strength, and flexibility. The number of SMMUSD 7th grade students who passed at least 4 of 6 parts of the test was divided by the total number of SMMUSD 7th graders who took the test. ","[VERIFY based on disaggregated data] Over 80% of SMMUSD 7th graders passed at least 4 out of 6 parts of the test, a rate higher than county and state levels.",,
"2012","Learning & School Achievement","Academic Success","College, Career & Beyond (18-24)","Santa Monica high school grads attending SMC who re-enroll for Spring Semester",,,,,,,,,,"Currently Unknown","Santa Monica College","Santa Monica College",,"First-term re-enrollment for spring semester is a key indicator of successful academic progress and later transfer to a four-year university.","The total number SMC first-time freshmen who were graduates of Santa Monica and Olympic High Schools that re-enrolled for spring semester was divided by the total number of Santa Monica and Olympic High School grads who entered SMC as first-time freshmen in the Fall Semester.","Most SMC first-term fall students from a SMMUSD Santa Monica high school re-enrolled in spring semester, a rate that is higher (by 6%) than that for all SMC first-term freshman.","Beyond-SM/Unknown",
"2013","Learning & School Achievement","Academic Success","Preschool/Kindergarten (0-5)","Very ready in communication skills & general knowledge",,"Female",,,,,"36.4","96","264","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This indicates ability to understand verbal communication and to use language to express their ideas, with a specific focus on those skills needed for success in school.","Number of kindergarten students observed by their teachers using the Early Development Instrument (EDI) by the total number of children observed [75th percentile or higher]. The EDI is a standardized way to collect information about children entering kindergarten within a given geographic location.","Over one-third of children in Santa Monica entering kindergarten are very or highly ready to communicate experiences, ideas, wishes, and feelings in a way that can be understood by others and to understand the language of other children or adults.  Boys in Santa Monica lag behind girls in this domain by 17%. Children residing in zip code 90401 had the lowest percentage in this domain, with approximately 21% of children very ready in communication and general knowledge. ",,
"2010","Learning & School Achievement","Academic Success","Middle School (11-13)","8th grade students who successfully complete Algebra",,,"Middle/High",,,,"59.77","413","691","Student Transcripts","Santa Monica-Malibu Unified School District","SMMUSD Educational Services","Grade C or Better","Successful completion of Algebra in 8th grade is a key indicator of current and future mathematical success and college attendance. ","The number of SMMUSD Santa Monica 8th grade students who took Algebra and received a C or better, divided by the total number of 8th graders in Santa Monica public schools.","Of all Santa Monica 8th graders, nearly 60% took and successfully passed algebra.  Low income students were much less likely to take and complete algebra than middle/high income students as were students in zip codes 90401 and 90404 (Mid-City and Pico neighborhoods). Hispanic/Latinos and African Americans had slightly  lower rates compared to other ethnic groups, emphasizing the achievement gap.",,
"2013","Emotional Maturity & Mental Health","In School","Preschool/Kindergarten (0-5)","Children very emotionally ready for kindergarten",,,,,,,,,,"Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This is a key indicator of children's emotional readiness for kindergarten, which includes components of emotional maturity such as comfort in engaging in new activities, level of anxiety, ability to help others, and aggression - all critical to learning in school.","The rate was calculated by taking the number of kindergarten children identified as very emotionally ready for kindergarten based on teachers ratings using the Early Development Instrument and dividing by the total number of children who were rated using the EDI.  Those children who fell at or above the 75th percentile were considered very emotionally ready. The Early Development Instrument is a standardized assessment of kindergarteners in geographic area. ","Slightly more than a third of SMMUSD kindergarten children are identified as very emotionally ready for school.  Specific groups of children are considerably more vulnerable in this area than others, including African American and Hispanic/Latino students and boys in general. Only 28.7% of children living in the Pico Neighborhood area were very emotionally ready for kindergarten, a rate much lower than any other Santa Monica neighborhoods.","Beyond-SM/Unknown",
"2013","Emotional Maturity & Mental Health","Violence & Substance Abuse","[TBD]","Youth reporting alcohol use over the previous month",,"Male",,,,,,,,"California Healthy Kids Survey","California Department of Education","SMMUSD Educational Services",,"This is a general measure of emotional wellbeing, behavior and a targeted measure of teen alcohol use.","The number of students answering that they used substances over the previous month when answering the corresponding question on the California Healthy Kids Survey (CHKS) was divided by the total number of students answering the question. The CHKS is a comprehensive survey completed by students that provides key data on learning barriers, engagement, and support.","While very few 7th graders report that they used alcohol in the previous month, 27% of 9th graders used it and a large percentage (42%) of 11th graders used alcohol in the previous month.  Olympic High school (Alternative Educatino) students report use at a rate of 40%.  These findings suggest the need to focus on youth alcohol use in Santa Monica. ",,
"2012","Learning & School Achievement","Academic Success","Preschool/Kindergarten (0-5)","Very ready in communication skills & general knowledge",,"Female",,,,,"39.6","112","283","Early Development Instrument","UCLA Center for Healthier Children, Families & Communities","Connections for Children",,"This indicates ability to understand verbal communication and to use language to express their ideas, with a specific focus on those skills needed for success in school.","Number of kindergarten students observed by their teachers using the Early Development Instrument (EDI) by the total number of children observed [75th percentile or higher]. The EDI is a standardized way to collect information about children entering kindergarten within a given geographic location.","Over one-third of children in Santa Monica entering kindergarten are very or highly ready to communicate experiences, ideas, wishes, and feelings in a way that can be understood by others and to understand the language of other children or adults.  Boys in Santa Monica lag behind girls in this domain by 17%. Children residing in zip code 90401 had the lowest percentage in this domain, with approximately 21% of children very ready in communication and general knowledge. ",,
