"organization_name","apt_suite","address","zipcode","telephone","email_address","website","category_1","category_2","category_3","category_4","category_5","category_6","category_7","category_8","mission","geospatial_data"
"SALVATION ARMY ADULT REHABILITATION CENTER HARTFORD",,,"06112","(860) 527-8106",,"http://ctri.salvationarmy.org/SNE/ARC",,"Support Services",,,,,,,"Provide 6-9 month residential substance abuse treatment program for men and women ages 22 through 70.","333 HOMESTEAD AV
HARTFORD, Connecticut 06112
(41.780158, -72.700475)"
"INROADS - NEW ENGLAND REGION","2nd Floor",,"06106","(888) 520-8691",,"http://www.inroads.org","Youth and Family Enrichment",,,,,,,,"Develop and place talented underserved youth in buisness and industry, and prepare them for corporate and community leadership.","241 MAIN ST
HARTFORD, Connecticut 06106
(41.758633, -72.675401)"
"PERMANENT COMMISSION ON THE STATUS OF WOMEN: STATE OF CONNECTICUT",,,"06106","(860) 240-8300","pcsw@cga.ct.gov","https://ctpcsw.wordpress.com/",,,"Civic Engagement",,"Government Agency",,,,"Eliminate gender discrimination and sexual harassment, and serve as a liaison between government and private interest groups who are concerned about services for women.","20 TRINITY ST
HARTFORD, Connecticut 06106
(41.76347, -72.680761)"
"ALLAYA DAY CARE LLC",,,"06106","(860) 231-7824",,"http://www.allayadaycare.com",,,,"Early Childhood Education",,,,,"Provide 24-hour quality care for all children including children with special needs as well as a unique educational program including safety and sign language.","56 SOUTH WHITNEY ST
HARTFORD, Connecticut 06106
(41.758735, -72.70925)"
"HARTFORD FULL GOSPEL CHURCH EMERGENCY FOOD PANTRY",,,"06106","(860) 246-5337",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Provide an emergency food pantry for people in need","77 HUNGERFORD ST
HARTFORD, Connecticut 06106
(41.761215, -72.685506)"
"OFFICE OF THE HEALTHCARE ADVOCATE","2nd Floor",,"06106","(866) 466-4446","healthcare.advocate@ct.gov","http://www.ct.gov/oha",,"Support Services","Civic Engagement",,,,,,"Promote and protect the interests of Connecticut consumers whose health care insurance is provided by a traditional or managed care health organization. Services include consumer rights education, assistance with consumer advocacy when covered individuals","450 CAPITOL AV
HARTFORD, Connecticut 06106
(41.763644, -72.690524)"
"ROUTES4SPROUTS",,,"06120","(860) 922-7481","routes4sprouts@yahoo.com","http://www.routes4sprouts.com","Youth and Family Enrichment","Support Services",,,,,,,"Provides transportation and mentoring exclusively to children and young adults. We are committed to providing accessible, safe, timely and reliable services.","1469 MAIN ST
HARTFORD, Connecticut 06120
(41.774371, -72.676903)"
"DEPARTMENT OF DEVELOPMENTAL SERVICES: STATE OF CONNECTICUT",,,"06106","(860) 418-6000","ddsct.co@ct.gov","http://www.ct.gov/dds",,,,,"Government Agency",,,,"Create and promote meaningful opportunities for individuals to fully participate as valued memers of their communities.","460 CAPITOL AV
HARTFORD, Connecticut 06106
(41.76359, -72.69128)"
"BRIGHTER FUTURES FAMILY CENTER at SOUTHSIDE FAMILY CENTER (managed by CATHOLIC CHARITIES)",,,"06106","(860) 297-7800","JCruz@ccaoh.org","http://www.ccaoh.org","Youth and Family Enrichment","Support Services",,,,,,,"Brighter Futures Family Centers provide programs and services that support parents in their role as a child’s first nurturer, teacher and advocate.","35 GROTON ST
HARTFORD, Connecticut 06106
(41.755379, -72.673372)"
"WHEELER CLINIC",,,"06105","(860) 793-3500",,"http://www.wheelerclinic.org",,"Support Services",,,,,,,"Foster positive change in the lives of individuals and families, as well as in communities by providing cutting-edge human services that address a diverse range of needs and backgrounds, enhance strengths and provide the supports that encourage recovery f","43 WOODLAND ST
HARTFORD, Connecticut 06105
(41.770184, -72.701608)"
"CAPITAL COMMUNITY COLLEGE",,,"06103","(860) 906-5000",,"http://www.capitalcc.edu",,,,,,,"Higher Education",,"Provide access to higher education for the diverse residents of the greater Hartford region.","950 MAIN ST
HARTFORD, Connecticut 06103
(41.76836, -72.673045)"
"NUTMEG BIG BROTHERS/BIG SISTERS",,,"06106","(860) 525-5437","program@nbbbs.org","https://nbbbs.org","Youth and Family Enrichment","Support Services",,,,,,,"Match children in need with professionally supported adult volunteers in community-based and school-based programs for one-to-one mentoring relationships in 132 Connecticut cities and towns. A Foster Grandparents Program pays a stipend to low income senio","30 LAUREL ST
HARTFORD, Connecticut 06106
(41.759879, -72.696833)"
"DEPARTMENT OF HEALTH AND HUMAN SERVICES DEPARTMENT: CITY OF HARTFORD",,,"06112","(860) 757-4700",,"http://www.hartford.gov/hhs",,"Support Services","Civic Engagement",,,,,,"Protect the well-being of the people in Hartford; promote an environment conducive to healthy lifestyles; prevent adverse health outcomes; and reduce health disparities.","131 COVENTRY ST
HARTFORD, Connecticut 06112
(41.80037, -72.690054)"
"THE FAMILY RESOURCE CENTER AT S.A.N.D. SCHOOL",,,"06120","(860) 695-5061","jnovatapia@thevillage.org","http://thevillage.org/program/family-resource-centers-at-hartford-public-schools/",,"Support Services",,,,,,,"We seek to satisfy families beyond their expectations by linking students, parents, principals, teachers, employees, and the community to available resources and ensure accurate information and quality assistance for all.","1750 MAIN ST
HARTFORD, Connecticut 06120
(41.778567, -72.676209)"
"COMPASS YOUTH COLLABORATIVE, INC.","Suite 201",,"06114","(860) 296-2855","jacquelynsantiago@compassyc.org","http://www.compassyc.org","Youth and Family Enrichment",,,,,,,,"Raise the expectations of youth, inspire families, and build peace in the community through focused work in the schools and in the community with our Peacebuilders Program. The schools target youth ages 7-17 and Peacebuilders 13-18.","55 AIRPORT RD
HARTFORD, Connecticut 06114
(41.738078, -72.668503)"
"DEPARTMENT OF MENTAL HEALTH AND ADDICTION SERVICES: STATE OF CONNECTICUT","4th Floor",,"06106","(860) 418-7000",,"http://www.ct.gov/dmhas",,"Support Services",,,"Government Agency",,,,"Improve the quality of life of the people of Connecticut by providing an integrated network of comprehensive, effective and efficient mental health and addiction services that foster self-sufficiency, dignity and respect","410 CAPITOL AV
HARTFORD, Connecticut 06106
(41.763725, -72.689632)"
"DEPARTMENT OF FAMILIES, CHILDREN, YOUTH, AND RECREATION: CITY OF HARTFORD",,,"06103","(860) 757-9595",,"http://www.hartford.gov/HHS",,,,,"Government Agency",,,,"Promote the safety, permanency and well-being of  children, youth and families.","550 MAIN ST
HARTFORD, Connecticut 06103
(41.762809, -72.674277)"
"FAMILY HOPE CENTER COMMUNITY SERVICES",,,"06112","(860) 242-4662",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Offer food for individuals and families in need.","650 BLUE HILLS AV
HARTFORD, Connecticut 06112
(41.80468, -72.695406)"
"REAL ART WAYS, INC",,,"06106","(860) 232-1006","info@realartways.org","http://www.realartways.org","Youth and Family Enrichment",,,,,,,,"Real Art Ways is an alternative multidisciplinary arts organization that presents and supports contemporary artists and their work, facilitates the creation of new work, and creatively engages, builds, and informs audiences and communities.","56 ARBOR ST
HARTFORD, Connecticut 06106
(41.759575, -72.703467)"
"BULKELEY HIGH SCHOOL - TEACHER PREPARATION AND HUMANITIES ACADEMIES (9-12)",,,"06114","(860) 695-1011","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Attract, recruit and train students who have an interest in the field of education.","300 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.747601, -72.673459)"
"LITERACY VOLUNTEERS OF GREATER HARTFORD",,,"06106","(860) 233-3853",,"http://www.lvgh.org/",,"Support Services",,,,,,,"Improve the ability of Greater Hartford adults to read, write, and speak English.","30 ARBOR ST
HARTFORD, Connecticut 06106
(41.760069, -72.703081)"
"GLOBAL COMMUNICATIONS ACADEMY IB (K-6, 9 & 10)",,,"06120","(860) 695-6020","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Develop inquiring, knowledgeable, and caring global citizens through a program that offers a rigorous curriculum fostering scholarly curiosity, respect for humanity and the environment in order to create a better and more peaceful world.","85 EDWARDS ST
HARTFORD, Connecticut 06120
(41.774536, -72.681497)"
"CONNECTICUT OFFICE OF EARLY CHILDHOOD: STATE OF CONNECTICUT",,,"06103","(860) 500-4412",,"http://www.ct.gov/oec",,,"Civic Engagement",,"Government Agency",,,,"Our mission is to support all young children in their development by ensuring that early childhood policy, funding and services strengthen the critical role families, providers, educators and communities play in a child's life.","450 COLUMBUS BLVD
HARTFORD, Connecticut 06103
(41.767017, -72.6694)"
"BRIGHTER FUTURES FAMILY CENTER at RAMBUH FAMILY CENTER (managed by THE VILLAGE FOR CHILDREN AND FAMILIES)",,,"06105","(860) 236-4511 ext 3885","sgriffith@villageforchildren.org","http://www.thevillage.org","Youth and Family Enrichment","Support Services",,,,,,,"Brighter Futures Family Centers provide programs and services that support parents in their role as a child’s first nurturer, teacher and advocate.","105 SPRING ST
HARTFORD, Connecticut 06105
(41.771015, -72.683516)"
"GRACE SEVENTH DAY ADVENTIST CHURCH FOOD PANTRY",,,"06105","(860) 523-0096",,"http://www.gracesda.org",,"Support Services",,,,,,,"Distribute food for anyone in need, including The Emergency Food Assistance Program (TEFAP) recipients","870 PROSPECT AV
HARTFORD, Connecticut 06105
(41.774657, -72.714924)"
"MCKINNEY SHELTER",,,"06106","(860) 757-0660",,"http://www.crtct.org/en/need-help/housing-a-shelters/mens-shelter",,"Support Services",,,,,,,"Since 1983, Mercy Housing and Shelter has been working to empower homeless persons to become independent, so they may live and work with dignity and respect.","34 HUYSHOPE AV
HARTFORD, Connecticut 06106
(41.757498, -72.66637)"
"YMCA OF GREATER OF HARTFORD",,,"06112","(860) 241-9622","info@ghymca.org","http://www.ghymca.org","Youth and Family Enrichment","Support Services",,,,,,,"Help people develop their God-given potential in spirit, mind and body to develop as caring, honest, respectful, and responsible individuals.","444 ALBANY AV
HARTFORD, Connecticut 06112
(41.777442, -72.684121)"
"A.I. PRINCE TECHNICAL HIGH SCHOOL (9-12)",,,"06106","(860) 951-7112","ai.prince@po.state.ct.us","http://www.cttech.org/prince",,,,,,"Schools",,"Workforce Development","Prepares students for post-secondary education, including apprenticeships, and immediate productive employment; and responds to employers' and industries' current and emerging and changing global workforce needs and expectations through business/school pa","401 FLATBUSH AV
HARTFORD, Connecticut 06106
(41.742942, -72.709302)"
"THE MARK TWAIN HOUSE & MUSEUM",,,"06105","(860) 247-0998","info@marktwainhouse.org","http://www.marktwainhouse.org","Youth and Family Enrichment",,,,,,,,"Throughout the year, The Mark Twain House & Museum presents special events and educational programs that illuminate Twain's literary legacy for fans of all ages.","351 FARMINGTON AV
HARTFORD, Connecticut 06105
(41.767538, -72.701011)"
"COMMUNITY RENEWAL TEAM (CRT)",,,"06120","(860) 560-5600","info@crtct.org","http://www.crtct.org",,"Support Services",,,,,,"Workforce Development","Help individuals and families access resources that will help them meet immediate and longer-term needs, improve job skills, maintain or increase their independence, stabilize living situations, and achieve educational goals.","555 WINDSOR ST
HARTFORD, Connecticut 06120
(41.781051, -72.671776)"
"BOYS & GIRLS CLUBS OF HARTFORD EARLY LEARNING CENTER",,,"06105","(860) 929-7675","csanders@bgchartford.org","http://www.bgchartford.com",,,,"Early Childhood Education",,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","170 SIGOURNEY ST
HARTFORD, Connecticut 06105
(41.771168, -72.693454)"
"COUNCIL ON DEVELOPMENTAL DISABILITIES: STATE OF CONNECTICUT",,,"06106","(800) 418-6160",,"http://www.ct.gov/ctcdd",,,,,"Government Agency",,,,"The mission of the CT Council on Developmental Disabilities is to promote the full inclusion of all people with disabilities in community life.","460 CAPITOL AV
HARTFORD, Connecticut 06106
(41.76359, -72.69128)"
"CATHOLIC CHARITIES: EL PARAISO INFANTIL",,,"06106","(860) 524-6853","otoledo@ccaoh.org","http://www.ccaoh.org/childDev_FamCent_Paraiso.html",,,,"Early Childhood Education",,,,,"Offer quality, state licensed, full-time child care for children ages 3-5 years old.","45 WADSWORTH ST
HARTFORD, Connecticut 06106
(41.758879, -72.679432)"
"SAINT AUGUSTINE'S CHURCH FOOD PANTRY",,,"06114","(860) 522-7128",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Provides emergency food to families and to disabled or elderly individuals who are residents of the South End of Hartford (06114 zip code). The food pantry is open M,W,F: 2-3pm.","10 CAMPFIELD AV
HARTFORD, Connecticut 06114
(41.74266, -72.682567)"
"DISCOVERY ACADEMY (PK-5)",,,"06114","(860) 296-2090",,"http://www.crecschools.org",,,,,,"Schools",,,"Develops strong foundational knowledge for students in four interrelated domains of STEM literacy: Science, Technology, Engineering and Mathematics.","417 FRANKLIN AV
HARTFORD, Connecticut 06114
(41.738289, -72.675492)"
"CATHOLIC CHARITIES  EL CENTRO FAMILY CENTER",,,"06106","(860) 527-1124",,"http://www.ccaoh.org","Youth and Family Enrichment","Support Services",,,,,,,"Promote the dignity, self-sufficiency and potential of those in need.","45 WADSWORTH ST
HARTFORD, Connecticut 06106
(41.758879, -72.679432)"
"MONTESSORI MAGNET SCHOOL (PK-6)",,,"06106","(860) 757-6100","anapoleone@crec.org","http://www.crecschools.org",,,,,,"Schools",,,"Offer a traditional Montessori education for students ages 3-12, extended child care for students participating in the full-day program and a diverse environment in our custom-built school facility.","1460 BROAD ST
HARTFORD, Connecticut 06106
(41.749562, -72.687108)"
"READY TO GO - PARENT SUPPORT GROUP",,,"06105","(860) 502-5493",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Offer a support group for parents of any age child that meets on Thursdays at 6pm, in the fall/winter and the spring, at the Boys and Girls Club, 170 Sigourney Street in Hartford.","44 NILES ST
HARTFORD, Connecticut 06105
(41.769666, -72.696476)"
"BOYS & GIRLS CLUB OF HARTFORD (SOUTHWEST)",,,"06106","(860) 951-6416","ssanchez@bgchartford.org","http://www.bgchartford.com","Youth and Family Enrichment",,,,,,,,"Provide a safe, supportive atmosphere where children and teens can learn and grow and reach their full potential as productive, caring and responsible citizens.","1 CHANDLER ST
HARTFORD, Connecticut 06106
(41.743501, -72.704684)"
"INJURY PREVENTION CENTER (IPC) - CONNECTICUT CHILDREN'S MEDICAL CENTER",,,"06106","(860) 837-5318",,"http://www.connecticutchildrens.org/community-child-health/injury-prevention-center","Youth and Family Enrichment","Support Services",,,,,,,"The Injury Prevention Center (IPC) at Connecticut Children's is leading an effort to reduce unintentional injury and violence among Connecticut's children, adolescents and adults.","12 CHARTER OAK PL
HARTFORD, Connecticut 06106
(41.757244, -72.67351)"
"HOUSING EDUCATION RESOURCE CENTER","2nd Floor",,"06114","(860) 296-4242",,"http://www.herc-inc.org",,"Support Services",,,,,,,"Promote equal and expanded housing opportunities through the provision of direct counseling, information, education, and assistance.","901 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.731336, -72.669704)"
"CENTRAL AREA HEALTH EDUCATION CENTER",,,"06105","(860) 920-5149","info@centralctahec.org","http://www.centralctahec.org","Youth and Family Enrichment","Support Services","Civic Engagement",,,,,,"Eliminate health disparities among diverse populations of Central Connecticut by providing and coordinating programs that improve the health status of all.","20 SARGENT ST
HARTFORD, Connecticut 06105
(41.774592, -72.688016)"
"DEPARTMENT OF EMERGENCY SERVICES AND PUBLIC PROTECTION: STATE OF CONNECTICUT","6th Floor",,"06106","(860) 256-0800","DESPP.Feedback@ct.gov","http://www.ct.gov/demhs",,,,,"Government Agency",,,,"Protect and improve the quality of life for all by providing a broad range of public safety services, training, regulatory guidance, and scientific services utilizing enforcement, prevention, education and state of the art science and technology.","25 SIGOURNEY ST
HARTFORD, Connecticut 06106
(41.765363, -72.693903)"
"UNION BAPTIST CHURCH BREAKFAST PROGRAM AND FOOD PANTRY",,,"06120","(860) 247-0648",,"http://www.unionbaptisthartford.org",,"Support Services",,,,,,,"Church serves breakfast Sat, Sun: 8-9am to anyone in need. Program is closed in August.Provides information about cerebral palsy and offers services to people with cerebral palsy and other disabilities. Services include in-home and companion supports, inf","1921 MAIN ST
HARTFORD, Connecticut 06120
(41.780935, -72.676154)"
"CENTER FOR HUMAN DEVELOPMENT - ADULT MENTAL HEALTH - HARTFORD","2nd Floor",,"06106","(860) 951-3325",,"http://www.chd.org/adult-services/connecticut-programs",,"Support Services",,,,,,,"Â We provide a wide array of community-based mental health services and programs to help adults create sober, successful lives. -","237 HAMILTON ST
HARTFORD, Connecticut 06106
(41.754228, -72.704047)"
"SAINT FRANCIS HOSPITAL AND MEDICAL CENTER",,,"06105","(860) 714-4000",,"http://www.saintfranciscare.org",,"Support Services",,,,,,,"Provides inpatient and outpatient medical, psychiatric and substance abuse services and community clinics. Special hospital centers include Sleep Disorder Center, Pain Management Center, Center for Advanced Wound Healing/ Lymphedema Therapy, Regional Canc","114 WOODLAND ST
HARTFORD, Connecticut 06105
(41.77508, -72.699468)"
"COMMUNITY RENEWAL TEAM, INC. (CRT) - LOCUST STREET CENTER",,,"06114","(860) 560-5401","ECE@crtct.org","http://www.crtct.org",,,,"Early Childhood Education",,,,,"Offer Head Start and School Readiness for preschool children; Infant/toddler day care; after school programs; breakfast and lunch for  children during the summer months; and a food subsidy for home day care providers.","261 LOCUST ST
HARTFORD, Connecticut 06114
(41.741957, -72.666079)"
"THIRMAN MILNER SCHOOL (PK 4-8)",,,"06112","(860) 695-4380","welcomecenter@hartfordschools.org","http://www.hartfordschools.org",,,,,,"Schools",,,"Prepare children to successfully compete in the global marketplace and to overcome cultural, social, and/or economic challenges.","104 VINE ST
HARTFORD, Connecticut 06112
(41.782572, -72.688205)"
"WADSWORTH ATHENEUM MUSEUM OF ART",,,"06103","(860) 278-2670",,"http://www.thewadsworth.org","Youth and Family Enrichment",,,,,,,,"The Wadsworth Atheneum Museum of Art is the oldest continuously-operating public art museum in the United States, founded in 1842 by arts patron Daniel Wadsworth","600 MAIN ST
HARTFORD, Connecticut 06103
(41.763864, -72.673964)"
"MI CASA (HISPANIC HEALTH COUNCIL)",,,"06106","(860) 522-5222","richardg@hispanichealth.org","Unlisted/Unavailable","Youth and Family Enrichment",,,,,,,,"Provide a year-round program that operates from 7:00 am to 5:00 pm, Monday through Friday with breakfast, a hot lunch and an afternoon snack to the children enrolled in the program.  Our meals provide the children with foods that are nutritious and accord","590 PARK ST
HARTFORD, Connecticut 06106
(41.758048, -72.686708)"
"GREATER HARTFORD ARTS COUNCIL","1st Floor",,"06103","(860) 525-8629","info@letsgoarts.org","http://www.letsgoarts.org","Youth and Family Enrichment",,,,,,,,"Provide leadership for the financial success and organizational stability of the arts, heritage and cultural community of Connecticut's capital region.","100 PEARL ST
HARTFORD, Connecticut 06103
(41.766064, -72.674794)"
"RAMON E. BETANCES EARLY READING LAB (PK 3-4)",,,"06106","(860) 695-2840",,"http://www.hartfordschools.org",,,,,,"Schools",,,"Employ outstanding practices in early literacy instruction while also serving as a professional development center for elementary school teachers who want to further develop their skills in early literacy instruction.","42 CHARTER OAK AV
HARTFORD, Connecticut 06106
(41.759238, -72.672398)"
"HARTFORD PUBLIC LIBRARY - CAMPFIELD BRANCH",,,"06114","(860) 695-7440","reference@hplct.org","http://www.hplct.org","Youth and Family Enrichment","Support Services",,,,,,,"Provide free resources that inspire reading, guide learning, and encourage individual exploration.","30 CAMPFIELD AV
HARTFORD, Connecticut 06114
(41.742273, -72.682552)"
"END HUNGER CONNECTICUT!",,,"06106","(860) 560-2100","endhunger@endhungerct.org","http://www.endhungerct.org",,"Support Services","Civic Engagement",,,,,,"Focus on advocacy, outreach, education and research to serve as a comprehensive anti-hunger resource for policymakers, community organizations, and low-income families to improve the levels of food security and nutrition among Connecticut families while c","65 HUNGERFORD ST
HARTFORD, Connecticut 06106
(41.761539, -72.685465)"
"HARTFORD HOUSING AUTHORITY",,,"06106","(860) 723-8410",,"http://www.hartfordhousing.org",,"Support Services",,,,,,,"Provide safe, decent and affordable high-quality housing and homeownership choices to Hartford residents.","180 JOHN D. WARDLAW WAY
HARTFORD, Connecticut 06106
(41.737576, -72.712912)"
"MONTESSORI MAGNET (MOYLAN/MCDOUGH CAMPUSES) (PK3-6)",,,"06106","(860) 695-2600","info@montessorimagnethartford.org","http://www.montessorimagnethartford.org/",,,,,,"Schools",,,"Provide classrooms that are mixed age groups serving specific developmental stages: Primary (3-6 years); Lower Elementary (6-9 years); and Upper Elementary (9-12 years).","101 CATHERINE ST
HARTFORD, Connecticut 06106
(41.746325, -72.69866)"
"HARTFORD REGIONAL LEAD TREATMENT CENTER AND HEALTHY HOMES PROGRAM",,,"06106","(860) 837-6800",,"http://www.connecticutchildrens.org",,"Support Services",,,,,,,"Provide treatment for childhood lead poisoning, home visits to families to prevent future poisonings, and placement in transitional housing while family locates permanent housing which is lead free.","76 NEW BRITAIN AV
HARTFORD, Connecticut 06106
(41.746001, -72.685656)"
"CENTER FOR LATINO PROGRESS",,,"06106","(860) 247-3227","LatinoProgress@ctprf.org","http://www.ctprf.org",,,,,,,,"Workforce Development","Advance the socio-economic conditions of the community at large, with emphasis on Hispanics, through education, training, supportive services, leadership development, and advocacy.","95 PARK ST
HARTFORD, Connecticut 06106
(41.757345, -72.677726)"
"LA CASA ELDERLY HOUSING",,,"06106","(860) 527-6261",,"Unlisted/Unavailable",,"Support Services",,,,,,,"Operate La Casa, a 40 unit rental housing complex for older adults ages 62+. La Casa also rents to adults ages 18+ who have disabilities.","180 OAK ST
HARTFORD, Connecticut 06106
(41.758168, -72.684629)"
"LATINO COMMUNITY SERVICES",,,"06114","(860) 296-6400","info@lcs-ct.org","http://www.lcs-ct.org",,"Support Services",,,,,,,"Our mission is to reduce the spread of HIV/AIDS in the Latino community and other at-risk populations and improve the quality of life and health of people with HIV/AIDS.","184 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.750847, -72.673899)"
"THE VILLAGE FOR FAMILIES & CHILDREN - SOUTH",,,"06114","(860) 236-4511",,"http://www.villageforchildren.org",,"Support Services",,,,,,,"To build a community of strong healthy families who protect and nurture children.","331 WETHERSFIELD AV
HARTFORD, Connecticut 06114
(41.746874, -72.673342)"
"GREATER HARTFORD ACADEMY OF THE ARTS (9-12)",,,"06106","(860) 757-6300",,"http://www.crecschools.org",,,,,,"Schools",,,"Students interested in the arts will find a professionally oriented, highly structured, and academically rigorous curriculum at the Greater Hartford Academy of the Arts. In addition to professional training in vocal and instrumental music, dance, theater,","15 VERNON ST
HARTFORD, Connecticut 06106
(41.751379, -72.684141)"
"COVENANT TO CARE FOR CHILDREN",,,"06106","(860) 243-1806","dsantis@covenanttocare.org","http://www.covenanttocare.org",,"Support Services",,,,,,,"Encourage caring and faithful people to advocate for and provide direct assistance to Connecticut's children who are neglected, abused and/or impoverished.","1477 PARK ST
HARTFORD, Connecticut 06106
(41.757856, -72.70292)"
"LEADERSHIP GREATER HARTFORD",,,"06106","(860) 951-6161","info@leadershipgh.org","http://www.leadershipgh.org",,,"Civic Engagement",,,,,,"Develop, connect and inspire diverse leaders to build strong and vibrant communities. Offer programs providing experiential learning through workshops, tours and hands-on team projects.","30 LAUREL ST
HARTFORD, Connecticut 06106
(41.759879, -72.696833)"
"HISPANIC HEALTH COUNCIL",,,"06106","(860) 527-0856","info@hispanichealth.com","http://www.hispanichealth.com",,"Support Services",,,,,,,"Develop, deliver, test and desseminate culturally relevant direct services programs staffed by bilingual and bicultural multi-disciplinary teams.","175 MAIN ST
HARTFORD, Connecticut 06106
(41.75786, -72.675589)"
