"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2013","General Government","MHIS","ADMINISTRATION                ","SALARIES/WAGES      ","250","250","Metro Hartford Information Services","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2012","General Government","MHIS","ADMINISTRATION                ","SALARIES/WAGES      ","267732","267732","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2012","General Government","MHIS","Other","PROPERTY            ","0","69000","Metro Hartford Information Services","Tax Supported","COMPUTER SOFTWARE             ","Operating Expense"
"2012","General Government","MHIS","Other","OTHER PURCH SVC     ","0","288331.66","Metro Hartford Information Services","Tax Supported","MISC PURCHASED SVS            ","Operating Expense"
"2012","General Government","MHIS","Other","OTHER PURCH SVC     ","0","43500","Metro Hartford Information Services","Tax Supported","TELEPHONE                     ","Operating Expense"
"2012","General Government","MHIS","Other","SUPPLIES            ","0","125500","Metro Hartford Information Services","Tax Supported","COMPUTER SOFTWARE             ","Operating Expense"
"2012","General Government","MHIS","Other","PROPERTY            ","0","15000","Metro Hartford Information Services","Tax Supported","COMPUTER EQUIPMENT OVER $1000 ","Operating Expense"
"2012","General Government","MHIS","Other","PURCH PROF & TECH SV","0","220067.5","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","Other","OTHER PURCH SVC     ","0","250000","Metro Hartford Information Services","Tax Supported","MISC PURCHASED SVS            ","Operating Expense"
"2012","General Government","MHIS","Other","PURCH PROF & TECH SV","0","250000","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","Other","PURCH PROPERTY SVC  ","0","51000","Metro Hartford Information Services","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE SUPPORT SERVICES     ","PROPERTY            ","0","1307.15","Metro Hartford Information Services","Tax Supported","COMPUTER EQUIPMENT OVER $1000 ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE SUPPORT SERVICES     ","DEBT SVC & MISC     ","1000","1000","Metro Hartford Information Services","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE SUPPORT SERVICES     ","OTHER PURCH SVC     ","2000","2000","Metro Hartford Information Services","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE SUPPORT SERVICES     ","PURCH PROPERTY SVC  ","151250","151250","Metro Hartford Information Services","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE SUPPORT SERVICES     ","SALARIES/WAGES      ","702330","702330","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","OTHER PURCH SVC     ","245652","245652","Metro Hartford Information Services","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","PROPERTY            ","173212","173212","Metro Hartford Information Services","Tax Supported","COMMUNICATIONS EQUIPMENT OVER ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","PURCH PROF & TECH SV","9200","9200","Metro Hartford Information Services","Tax Supported","SOFTWARE SUPPORT SVS          ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","PURCH PROF & TECH SV","58286","59286","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","PURCH PROPERTY SVC  ","49080","49080","Metro Hartford Information Services","Tax Supported","COMM EQUIP SERV. CONTRACT     ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE BUSINESS SYSTEMS     ","DEBT SVC & MISC     ","0","1200","Metro Hartford Information Services","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2012","General Government","MHIS","MHIS BOE NETWORK OPERATIONS   ","SALARIES/WAGES      ","701481","701481","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","MHIS BOE BUSINESS SYSTEMS     ","SALARIES/WAGES      ","278517","278517","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","ADMINISTRATION - BOE          ","PURCH PROF & TECH SV","66500","66500","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","PROPERTY            ","25000","39528.95","Metro Hartford Information Services","Tax Supported","COMPUTER EQUIPMENT OVER $1000 ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","DEBT SVC & MISC     ","1000","1000","Metro Hartford Information Services","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","PURCH PROF & TECH SV","2000","2000","Metro Hartford Information Services","Tax Supported","EQUIPMENT MAINT & REPAIRS     ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","PURCH PROPERTY SVC  ","119250","119250","Metro Hartford Information Services","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","OTHER PURCH SVC     ","2000","2000","Metro Hartford Information Services","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","SUPPLIES            ","1500","1500","Metro Hartford Information Services","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","SALARIES/WAGES      ","175","175","Metro Hartford Information Services","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","PURCH PROF & TECH SV","2000","2000","Metro Hartford Information Services","Tax Supported","STAFF TRAINING SERVICES       ","Operating Expense"
"2012","General Government","MHIS","MHIS SUPPORT SERVICES         ","SALARIES/WAGES      ","58072","58072","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","SUPPLIES            ","4000","4000","Metro Hartford Information Services","Tax Supported","COMMUNICATION EQUIP. SUPP     ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","PROPERTY            ","130000","130000","Metro Hartford Information Services","Tax Supported","COMMUNICATIONS EQUIPMENT OVER ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","PROPERTY            ","14000","14699","Metro Hartford Information Services","Tax Supported","COMMUNICATIONS EQUIPMENT UNDER","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","PURCH PROF & TECH SV","20000","19000","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","PURCH PROPERTY SVC  ","182708","182708","Metro Hartford Information Services","Tax Supported","COMM EQUIP SERV. CONTRACT     ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","OTHER PURCH SVC     ","693320","712093.29","Metro Hartford Information Services","Tax Supported","TELEPHONE & TELEGRAPH         ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","OTHER PURCH SVC     ","500","500","Metro Hartford Information Services","Tax Supported","MILEAGE & TRAV ALLOW-CITY     ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","SUPPLIES            ","5000","5049.19","Metro Hartford Information Services","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","SALARIES/WAGES      ","250","250","Metro Hartford Information Services","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","PURCH PROF & TECH SV","34803","34803","Metro Hartford Information Services","Tax Supported","SOFTWARE SUPPORT SVS          ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","PROPERTY            ","2000","3709","Metro Hartford Information Services","Tax Supported","COMPUTER EQUIPMENT OVER $1000 ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","PROPERTY            ","300","300","Metro Hartford Information Services","Tax Supported","COMPUTER SOFTWARE             ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","DEBT SVC & MISC     ","8550","7350","Metro Hartford Information Services","Tax Supported","ATTEND AT PROF CONV/CONF      ","Operating Expense"
"2012","General Government","MHIS","MHIS NETWORK OPERATIONS       ","SALARIES/WAGES      ","334152","334152","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","PURCH PROPERTY SVC  ","527700","565720","Metro Hartford Information Services","Tax Supported","SOFTWARE MAINT SERV CONTR     ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SUPPLIES            ","500","500","Metro Hartford Information Services","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SUPPLIES            ","8800","8800","Metro Hartford Information Services","Tax Supported","OTHER SUPPLIES                ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SUPPLIES            ","1700","1700","Metro Hartford Information Services","Tax Supported","MISC REP & MAINT SUPPLIES     ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SUPPLIES            ","500","500","Metro Hartford Information Services","Tax Supported","REFERENCE BOOKS               ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SALARIES/WAGES      ","0","63620.18","Metro Hartford Information Services","Tax Supported","TEMPORARY FULL TIME           ","Personnel Cost"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","PURCH PROF & TECH SV","5000","5000","Metro Hartford Information Services","Tax Supported","SOFTWARE SUPPORT SVS          ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","PURCH PROF & TECH SV","1000","1000","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","MHIS BUSINESS SYSTEMS         ","SALARIES/WAGES      ","716933","653312.82","Metro Hartford Information Services","Tax Supported","REGULAR PAYROLL               ","Personnel Cost"
"2012","General Government","MHIS","ADMINISTRATION                ","SUPPLIES            ","6500","6500","Metro Hartford Information Services","Tax Supported","GENERAL OFFICE SUPPLIES       ","Operating Expense"
"2012","General Government","MHIS","ADMINISTRATION                ","PROPERTY            ","100000","100000","Metro Hartford Information Services","Tax Supported","COMPUTER EQUIPMENT OVER $1000 ","Operating Expense"
"2012","General Government","MHIS","ADMINISTRATION                ","PURCH PROF & TECH SV","50000","68000","Metro Hartford Information Services","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2012","General Government","MHIS","ADMINISTRATION                ","SALARIES/WAGES      ","250","250","Metro Hartford Information Services","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","1380576","1380576","General Fund","Tax Supported","REGULAR PAYROLL 1ST SHIFT     ","Personnel Cost"
"2015","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","70000","70000","General Fund","Tax Supported","FIRST SHIFT-1.5X OVERTIME     ","Personnel Cost"
"2015","General Government","Public Works","FACILITIES                    ","SALARIES/WAGES      ","5850","5850","General Fund","Tax Supported","LONGEVITY-MUNICIPAL           ","Personnel Cost"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROF & TECH SV","120000","120000","General Fund","Tax Supported","OTHER TECH & PROF SERVICE     ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROF & TECH SV","154000","154000","General Fund","Tax Supported","SECURITY GUARD SERVICES       ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","97000","97000","General Fund","Tax Supported","CUSTODIAL SERVICES            ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","20000","20000","General Fund","Tax Supported","SIREN SYSTEM MAINTENANCE      ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","195000","195000","General Fund","Tax Supported","OTHER EQUIPMENT MAINTENANCE   ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","28000","28000","General Fund","Tax Supported","DOORS & HARDWARE              ","Operating Expense"
"2015","General Government","Public Works","FACILITIES                    ","PURCH PROPERTY SVC  ","5000","5000","General Fund","Tax Supported","DRYWALL PLASTER AND PANELLING ","Operating Expense"
