"fiscal_year","department_name","revenue_source_name","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code"
"2015","CITY EMPLOYEES RETIREMENT SYSTEM","RETIREMENT CONTRIBUTION-AIRPORT",,"2619",,"LIMITED TERM RETIREMENT TRUST","RETIREMENT CONTRIBUTIONS","900","5507","550"
"2018","PUBLIC WORKS - STREET LIGHTING","B PERMITS",,"0",,"GENERAL FUND (GENERAL BUDGET)","STREETS AND CURB PERMITS","100","3242","324"
"2016","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"177069.94",,"GOB SER 2008A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A67","3033","303"
"2016","POLICE","COST REIMBURSEMENT FROM LIBRARY","4394309","2927363.59","66.62","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530"
"2015","CITY CLERK","COLLECTION FEE",,"9.72",,"MELROSE BUSINESS IMPROVEMENT DISTRICT FUND","MISCELLANEOUS REVENUES","55W","5175","516"
"2016","NON-DEPARTMENTAL - GENERAL","PROP TAX-VLF REPLACEMENT","382937000","387566541","101.21","GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3018","301"
"2016","CITY ADMINISTRATIVE OFFICER","COST REIMBURSEMENT FROM LIBRARY","25000",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5370","530"
"2018","CITY CLERK","COLLECTION FEE",,"319.04",,"LITTLE TOKYO BID FUND","MISCELLANEOUS REVENUES","46W","5175","516"
"2014","FIRE","REIMB FROM OTHER FUNDS","23814000","13410671.47","56.31","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2018","NON-DEPARTMENTAL - GENERAL","TOBACCO SETTLEMENT","9084000","10952059.47","120.56","GENERAL FUND (GENERAL BUDGET)","DAMAGE SETTLEMENTS","100","5124","512"
"2016","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS REVENUE-OTHERS",,"53442.6",,"INSURANCE PREMIUMS SPECIAL FD","MISCELLANEOUS REVENUES","46S","5188","516"
"2018","CITY CLERK","REIMB FROM OTHER FUNDS",,"896473.44",,"BUSINESS IMPROVEMENT TRUST FND","REIMB FROM OTHER FUNDS","659","5301","530"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"221641.29",,"EAST HOLLYWOOD PROPERTY BID","ASSESSMENTS","49L","3182","317"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS DEPOSITS",,"296.03",,"FUNDED IMPROVEMENT REVOLVING","OTHER FINANCING SOURCES","329","5742","574"
"2016","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WIA-OTHER GRANTS",,"738548.74",,"B2W 25% WIA DISLOCATED WORKER ADDITIONAL ASSISTANCE FUND","WORKFORCE INVESTMENT ACT (WIA)","55M","3657","364"
"2016","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"710811.09",,"GOB REFUNDNG SER2011B DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A70","3033","303"
"2015","NON-DEPARTMENTAL - GENERAL","TRANSIENT OCCUPANCY TAX","194100000","202896604.1","104.53","GENERAL FUND (GENERAL BUDGET)","OTHER TAXES","100","3112","311"
"2017","RECREATION AND PARKS","FACILITY USE FEES",,"4030337.12",,"RECREATION AND PARKS","RECREATION & PARKS REVENUES","302","4512","451"
"2016","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-RENT STAB","38917","38917","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5618","561"
"2016","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-REDEMP PRIOR SECURED","25232000","13364829.83","52.97","GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3019","301"
"2016","INFORMATION TECHNOLOGY AGENCY","REIMB FROM OTHER FUNDS",,"595610.47",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2016","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"445015.53",,"GOB SER 2005B DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A65","3033","303"
"2014","WATER AND POWER","DISASTER COST REIMB STATE GOVT",,"4431618",,"WATER REVENUE","REIMB FROM GRANTS","705","5426","542"
"2016","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR SEC",,"770739.63",,"GOB REFUNDNG SER2012A DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A71","3033","303"
"2012","AGING","INTRFD OPER TRANS-COM DEV TRUST","331243","302240.43","91.24","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5626","561"
"2014","BUILDING AND SAFETY","BOILER & PRESSURE VESSEL RCPTS",,"1624.32",,"GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4217","420"
"2015","AGING","ADDL INTERFUND TRANS - GENERAL FD",,"3717717",,"AREA PLAN FOR THE AGING TIT 7","ADDL INTERFD OPERATING TRANSFER","395","5691","569"
"2015","BUILDING AND SAFETY","FABRICATOR APPLICATIONS",,"698284.75",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4207","420"
"2013","BUILDING AND SAFETY","BLDG AND  SAFETY SERVICE FEES",,"20639.91",,"REPAIR & DEMOLITION","SP BLDG & SAFETY SERVICES","346","4006","400"
"2017","AGING","ADDL INTERFUND TRANS - GENERAL FD",,"420000",,"OTHER PROGRAMS FOR THE AGING","ADDL INTERFD OPERATING TRANSFER","410","5691","569"
"2016","ANIMAL SERVICES","INTERFD OPER TRANS-GENERAL  FUND",,"500000",,"ANIMAL STERILIZATION","INTERFUND OPERATING TRANSFER","842","5624","561"
"2012","BUILDING AND SAFETY","NON-COMPLIANCE INSPECTION FEES",,"0",,"GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4119","411"
"2013","ANIMAL SERVICES","SENTRY DOG LICENSES",,"150",,"GENERAL FUND (GENERAL BUDGET)","ANIMAL LICENSES","100","3203","320"
"2015","AGING","INTEREST INCOME-OTHER",,"4678.34",,"SENIOR CITYRIDE PROGRAM FUND","INVESTMENT EARNINGS","599","4903","490"
"2017","CITY CLERK","INTERFD OPER TRANS-GENERAL  FUND",,"1332032",,"BUSINESS IMPROVEMENT TRUST FND","INTERFUND OPERATING TRANSFER","659","5624","561"
"2016","CITY CLERK","DAMAGE CLAIMS & SETTLEMENTS",,"2784794.08",,"SUNSHINE CYN COMMUNI AMENITIES","DAMAGE SETTLEMENTS","699","5121","512"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER AGENCIES",,"269471.31",,"STORMWATER POLLUTION ABATE FND","REIMB FROM OTHER AGENGIES","511","3811","381"
"2016","CITY ATTORNEY","MISCELLANEOUS SERVICE CHARGES",,"5",,"CITY ATTORNEY GRANTS","OTHER CURRENT SERVICE CHARGES","368","4651","465"
"2017","CULTURAL AFFAIRS","REIMBURSEMENT OF EXPENDITURES",,"0",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5161","516"
"2015","FIRE","REIMB OF RELATED COST-PR YR",,"210323.21",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2018","MAYOR","REIMB FROM OTHER FUNDS",,"8554.86",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530"
"2015","PUBLIC WORKS - STREET SERVICES","RELATED COST REIMB-OTHERS","724997",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530"
"2012","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","ADDL INTERFUND TRANS - GENERAL FD",,"75750",,"EL PUEBLO DE LA HISTOR MONUMEN","ADDL INTERFD OPERATING TRANSFER","737","5691","569"
"2012","CITY ADMINISTRATIVE OFFICER","INTEREST ON POOLED INVEST-BOND FDS",,"735.68",,"GOB 2008A COSTS OF ISSUANCE","INVESTMENT EARNINGS","16R","4904","490"
"2018","WATER AND POWER","MISCELLANEOUS REVENUE-OTHERS",,"414763.9",,"WATER REVENUE","MISCELLANEOUS REVENUES","705","5188","516"
"2014","CITY CLERK","INTEREST INCOME-OTHER",,"5762.29",,"BRADLEY LANDFILL COMM TRUST FD","INVESTMENT EARNINGS","48M","4903","490"
"2016","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,"6492550",,"JUDGMT OBLI BD 2010A DEBT SERV","INTERFUND OPERATING TRANSFER","B07","5624","561"
"2015","OFFICE OF FINANCE","ADDL INTERFD TRANS-RES FD NON REIM","535000","535000","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","OTHER FEDERAL GRANTS",,"2466655",,"SEWER CAPITAL FUND","OTHER INTERGOVTL-FEDERAL","761","3684","368"
"2016","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,"6370",,"WARNER CTR TRANS IMPROVE TRUST","ASSESSMENTS","573","3178","317"
"2015","NEIGHBORHOOD EMPOWERMENT","MISCELLANEOUS REVENUE-OTHERS",,"4114",,"DEPT OF NEIGHBORHOOD EMPOWERE","MISCELLANEOUS REVENUES","44B","5188","516"
"2017","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,"4125974",,"ATTORNEY CONFLICTS PANEL SP FD","INTERFUND OPERATING TRANSFER","46T","5624","561"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"265586.29",,"G LEIMERT PK V/CRENSHAW BID","ASSESSMENTS","47B","3182","317"
"2017","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR UNSEC",,"37706.04",,"GOB SER 2005B DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A65","3034","303"
"2016","CITY ADMINISTRATIVE OFFICER","BUSINESS IMPROV DIST ASSMNT",,"590625.39",,"COMM FAC DIST 3 CASCADE BUSPRK","ASSESSMENTS","42E","3182","317"
"2016","TRANSPORTATION","MISC-ST SIDEWALK & CURB REPAIRS",,"0",,"GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4295","428"
"2015","GENERAL SERVICES","REIMB-METRO RAIL PROJECT","29507",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","REIMB PROP O STORM WATER CLEAN","375164",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5323","530"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,"948408",,"SUBVENTIONS AND GRANTS","REIMB FROM OTHER FUNDS","305","5301","530"
"2016","PERSONNEL","SERVICE TO HARBOR","663365","613564","92.49","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4597","459"
"2012","TRANSPORTATION","ADDL INTERFUND TRANS - GENERAL FD",,"11285.5",,"PROPOSITION A LOCAL TRANSIT","ADDL INTERFD OPERATING TRANSFER","385","5691","569"
"2012","MAYOR","INTERFD OPER TRANS-WIA","81572","81572","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5651","561"
"2016","PENSION","MISCELLANEOUS REVENUE-OTHERS",,"43192.13",,"FIRE & POLICE TIER 4 SERVICE P","MISCELLANEOUS REVENUES","909","5188","516"
"2017","GENERAL SERVICES","SALVAGE RECEIPTS",,"1670.72",,"STORES REVOLVING","SALE OF FIXED ASSETS","707","5142","514"
"2016","PUBLIC WORKS - STREET SERVICES","OVERLOAD INSPECTION FEES","800","4187.22","523.4","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4282","428"
"2018","CITY CLERK","COLLECTION FEE",,"41.48",,"WILMINGTON COMMERCIAL BID","MISCELLANEOUS REVENUES","44J","5175","516"
"2016","CITY ATTORNEY","SERVICE TO LACERS","642634","668656.95","104.05","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4600","459"
"2016","NON-DEPARTMENTAL - CAPITAL IMPROVEMENT EXPENSE PROGRAM","DONATIONS & CONTRIBUTIONS",,"83999.31",,"GENERAL FUND (GENERAL BUDGET)","DONATIONS & CONTRIBUTIONS","100","5102","510"
"2017","DISABILITY","ADDL INTERFD TRANS-OTHER FUNDS",,"60000",,"MAYORS OFF FOR HANDICAP TRUST","ADDL INTERFD OPERATING TRANSFER","849","5693","569"
"2017","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","COMMUNITY IMPROVEMENT FEES",,"750000",,"HOLLYWOOD REDEVELOPMENT PROJECT AREA SPECIAL FUND","MISCELLANEOUS REVENUES","58G","5180","516"
"2016","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,"8866733.33",,"POWER SYSTEM REVENUE BONDS 2015 SERIES B, BOND SERVICE FUND","INTERFUND OPERATING TRANSFER","J6Y","5654","561"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"72863.47",,"LINCOLN HEIGHTS INDUS ZONE BID","ASSESSMENTS","44L","3182","317"
"2016","TRANSPORTATION","SALVAGE RECEIPTS",,"161",,"SPECIAL PARKING REVENUE","SALE OF FIXED ASSETS","363","5142","514"
"2022","CITY PLANNING","DEVELOPMENT SURCHARGE",,"5422637.70000001",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4665","465"
"2019","CITY ADMINISTRATIVE OFFICER","INTEREST INCOME-OTHER",,"35067.02",,"MICLA REV BDS 2010 B ACQUISITION FD","INVESTMENT EARNINGS","26J","4903","490"
"2019","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","ADDL INTERFD TRANS-OTHER FUNDS",,"321409",,"STREET FURNITURE REVENUE FUND","ADDL INTERFD OPERATING TRANSFER","43D","5693","569"
"2022","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GASOLINE TAX SECT 2107",,"16496348.9",,"SPECIAL GAS TAX ST IMPROV","STATE GASOLINE TAX","206","3333","333"
"2022","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTEREST INCOME-OTHER",,"535.27",,"LOS ANGELES PERFORMANCE PARTNERSHIP PILOT","INVESTMENT EARNINGS","58E","4903","490"
"2019","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,"1619.34",,"GOB 2005A CLEAN WATER CLEANUP","INVESTMENT EARNINGS","16F","4904","490"
"2021","POLICE","POLICE PERMIT","5900190","3717077.79000002","63","GENERAL FUND (GENERAL BUDGET)","POLICE DEPT SERVICES","100","4071","407"
"2019","AIRPORTS","MISCELLANEOUS REVENUE-OTHERS",,"108144.87",,"AIRPORT REVENUE","MISCELLANEOUS REVENUES","700","5188","516"
"2019","CITY CLERK","INTEREST INCOME-OTHER",,"1621.02",,"CANOGA PARK BUS IMPROV DISTRIC","INVESTMENT EARNINGS","42N","4903","490"
"2019","PENSION","MISCELLANEOUS REVENUE-OTHERS",,"404047.93",,"FIRE & POLICE TIER 2 GENERAL P","MISCELLANEOUS REVENUES","804","5188","516"
"2019","GENERAL SERVICES","LEASE & RENTAL OF CITY PROPERTIES",,"57205.86",,"RESIDENTIAL PROPERTY MAINT FND","RENTS AND CONCESSIONS","553","4931","493"
"2020","RECREATION AND PARKS","DONATIONS & CONTRIBUTIONS",,"100",,"RECREATION & PARKS GRANT","DONATIONS & CONTRIBUTIONS","205","5102","510"
"2019","CULTURAL AFFAIRS","INTERFD OPER TRANS-GENERAL  FUND",,"24782000",,"ARTS AND CULTURAL FACIL & SERV","INTERFUND OPERATING TRANSFER","480","5624","561"
"2019","TRANSPORTATION","OTHER FEDERAL GRANTS",,"14407645.77",,"TRANSPORTATION GRANTS FUND","OTHER INTERGOVTL-FEDERAL","655","3684","368"
"2019","CITY CLERK","INVESTMENT INCOME",,"36223.33",,"CD 13 PUBLIC BENEFIT TRUST FD","INVESTMENT EARNINGS","904","4906","490"
"2019","MAYOR","SANIT EQUIP CHG ACQ FD REL COST","27419","27419","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5345","530"
"2022","COMMUNITY INVESTMENT FOR FAMILIES DEPARTMENT","INTERFD OPER TRANS-OTHER FUNDS","120968.59","81123.3","67.06","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2019","FIRE","INSPECTION RESTITUTION","2653000","3015802.5","113.68","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4116","411"
"2019","CITY PLANNING","GENERAL PLAN MAINT SURCHARGE",,"10011850.9500001",,"PLANNING LONG-RANGE PLAN SPREV","OTHER CURRENT SERVICE CHARGES","52F","4670","465"
"2016","LIBRARY","OTHER FEDERAL GRANTS",,"4990",,"LIBRARY SERVICE TRUST","OTHER INTERGOVTL-FEDERAL","419","3684","368"
"2017","PUBLIC WORKS - STREET SERVICES","STREET REPAIRS-WATER BLOWOUTS","2200000","176585.47","8.03","GENERAL FUND (GENERAL BUDGET)","STREET SIDEWALK & CURB REPAIRS","100","4281","428"
"2017","POLICE","MUNICIPAL COURT FINES",,"359334.43",,"NARCOTICS ANALYSIS LABORATORY","VEHICLE CODE FINES","863","4802","480"
"2016","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,"15601.48",,"COLORADO BLVD SPECIFIC PLAN CO","ASSESSMENTS","49M","3178","317"
"2015","GENERAL SERVICES","BAD CHECK COLLECTION FEES",,"105",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4332","432"
"2016","PUBLIC WORKS - STREET SERVICES","WEED ASSESSMENTS","550000","503147.85","91.48","GENERAL FUND (GENERAL BUDGET)","ASSESSMENTS","100","3176","317"
"2018","PUBLIC WORKS - ENGINEERING","LOT SPLIT AFFIDAVITS","500","252","50.4","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4329","432"
"2019","INFORMATION TECHNOLOGY AGENCY","REIMBURSEMENT OF EXPENDITURES",,"393.969999999999",,"GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5161","516"
"2016","OFFICE OF FINANCE","INTEREST PENALTY ON DELINQ TAX",,"25775.46",,"GOB SER 2006A DEBT SERVICE","PROPERTY TAXES-SECURED & UNSEC","A66","3024","301"
"2016","NEIGHBORHOOD EMPOWERMENT","ADDL INTERFD TRANS-OTHER FUNDS",,"25000",,"DEPT OF NEIGHBORHOOD EMPOWERE","ADDL INTERFD OPERATING TRANSFER","44B","5693","569"
"2018","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","MISCELLANEOUS REVENUE-OTHERS",,"13.14",,"DOJ SECOND CHANCE ACT","MISCELLANEOUS REVENUES","56T","5188","516"
"2014","PUBLIC WORKS - BOARD OF PUBLIC WORKS","STORMWTR POLLU ABATE REL COST","71569","71569","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5338","530"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,"13000",,"SEWER OPERATIONS & MAINTENANCE","REIMB FROM OTHER FUNDS","760","5301","530"
"2017","CITY PLANNING","GRANT FR PRIVATE ORGANIZATION",,"100000",,"CITY PLANNING GRANTS TRUST FD","MISCELLANEOUS REVENUES","46Y","5179","516"
"2014","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","PROGRAM INCOME - CARE",,"-3.18323145620525E-12",,"COMMUNITY DEVELOPMENT TRUST","PROGRAM INCOME","424","4974","497"
"2013","LOS ANGELES HOUSING","MISCELLANEOUS REVENUE-OTHERS",,"-5.32907051820075E-13",,"ARRA-HOMELESSNESS PREV & REHSE","MISCELLANEOUS REVENUES","51P","5188","516"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"392469.57",,"HIGHLAND PARK BUSINESS IMPROV","ASSESSMENTS","45K","3182","317"
"2017","CITY ADMINISTRATIVE OFFICER","MISCELLANEOUS REVENUE-OTHERS",,"130277",,"INSURANCE PREMIUMS SPECIAL FD","MISCELLANEOUS REVENUES","46S","5188","516"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,"119.66",,"WW SYST COMM PAPER A CONST FND","INVESTMENT EARNINGS","70W","4904","490"
"2015","MAYOR","INTEREST INCOME-OTHER",,"1722.23",,"2013 CALGRIP GRANT FUND","INVESTMENT EARNINGS","55P","4903","490"
"2016","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","DEFERRED COMP EMPL ADMIN FEES",,"40910",,"DEFERRED COMPENSATN PLAN TRUST","OTHER GEN GOVT SERVICES","896","4354","432"
"2017","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX PR UNSEC",,"27619.07",,"GOB SER 2006A DEBT SERVICE","VOTER APRVD DEBT-PROPERTY TAX","A66","3034","303"
"2018","ZOO","MISCELLANEOUS (REC & PARKS)",,"24.25",,"ZOO ENTERPRISE TRUST FUND","RECREATION & PARKS REVENUES","40E","4515","451"
"2015","INFORMATION TECHNOLOGY AGENCY","ST LIGHTING ASSESS REL COST",,"12307.24",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5342","530"
"2018","CITY PLANNING","COUNTY GRANTS - OTHERS",,"848617.97",,"CITY PLANNING GRANTS TRUST FD","COUNTY GRANTS/AGREEMENTS","46Y","3513","351"
"2016","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,"965000",,"ATSAC TRUST","ASSESSMENTS","484","3178","317"
"2018","CITY CLERK","MISCELLANEOUS GOV'T SERVICES",,"4642",,"GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4339","432"
"2016","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SIDEWALK TREE MAINT ASSESSMENT",,"257099.61",,"SIDEWALK & TREE MAINT ASSESS","STREET SIDEWALK & CURB REPAIRS","304","4283","428"
"2017","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,"0",,"ENGINEERING SPECIAL SERVICE FD","STATE GRANTS/AGREEMENTS","682","3361","336"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1057205.68",,"CENTURY CITY BUS IMPROV DIST","ASSESSMENTS","50Q","3182","317"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"125669.4",,"LARCHMONT VILLAGE BUS IMPROVE","ASSESSMENTS","40T","3182","317"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"137547.08",,"B.L.Q. - PICO BLVD BID FUND","ASSESSMENTS","47A","3182","317"
"2016","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,"250000000",,"WATER SHORT TERM REVENUE NOTES, ISSUE OF 2015, CONSTRUCTION","MISCELLANEOUS REVENUES","M1E","5166","516"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","SPL GAS TX REIMB FD REL COST","258140",,,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5347","530"
"2016","TRANSPORTATION","REIMB FROM OTHER AGENCIES",,"241006.96",,"MEASURE R LOCAL RETURN FUND","REIMB FROM OTHER AGENGIES","51Q","3811","381"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"135986.96",,"GRANADA HILLS PROP & BUS IMPRO","ASSESSMENTS","42S","3182","317"
"2018","PUBLIC WORKS - ENGINEERING","SPECIAL EXCAVATION INSPECTION",,"475",,"GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4229","420"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1258909.42",,"FIGUEROA CORRIDOR BUS IMPROVE","ASSESSMENTS","40S","3182","317"
"2017","BUILDING AND SAFETY","SERVICE TO AIRPORTS",,"1188349.25",,"BLDG & SAFETY PERMIT ENTERPRIS","QUASI-EXTERNAL TRANSACTION","48R","4595","459"
"2014","POLICE","RELATED COST REIMB FR GRANTS",,"32166.77",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530"
"2018","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE LOAN REPAYMENT",,"4594723.41",,"SPECIAL GAS TAX ST IMPROV","STATE GRANTS/AGREEMENTS","206","3375","336"
"2017","BUILDING AND SAFETY","ADDL INTERFD TRANS-OTHER FUNDS",,"29476.99",,"BLDG & SAFETY PERMIT ENTERPRIS","ADDL INTERFD OPERATING TRANSFER","48R","5693","569"
"2018","CITY ADMINISTRATIVE OFFICER","CONTRIBUTION FR LA MARATHON","450000","467488.19","103.89","GENERAL FUND (GENERAL BUDGET)","DONATIONS & CONTRIBUTIONS","100","5104","510"
"2018","CITY CLERK","ADDL INTERFUND TRANS - GENERAL FD",,"42000",,"NEIGHBORHOOD COUNCIL FUND","ADDL INTERFD OPERATING TRANSFER","59B","5691","569"
"2018","CONTROLLER","MISCELLANEOUS REVENUE-OTHERS",,"100000",,"FINANCE OF MAYORS TRANSITION","MISCELLANEOUS REVENUES","913","5188","516"
"2016","CITY ADMINISTRATIVE OFFICER","INTERFD OPER TRANS-GENERAL  FUND",,"2538461.28",,"JUDGMT OBLI BD 2009A DEBT SERV","INTERFUND OPERATING TRANSFER","B06","5624","561"
"2016","WATER AND POWER","DEPOSIT RECEIPTS-AGENCY FUNDS",,"248013840.49",,"POWER SYSTEM REVENUE BONDS 2016 SERIES A, CONSTRUCTION FUND","MISCELLANEOUS REVENUES","J7C","5166","516"
"2018","PUBLIC WORKS - BOARD OF PUBLIC WORKS","REIMB OF RELATED COST-PR YR",,"100341.43",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530"
"2017","BUILDING AND SAFETY","OFF-HOUR INSPECTION FEE",,"0",,"GENERAL FUND (GENERAL BUDGET)","SP BLDG & SAFETY SERVICES","100","4003","400"
"2017","INFORMATION TECHNOLOGY AGENCY","INTERFD OPER TRANS-OTHER FUNDS","14000","14000","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561"
"2019","CITY CLERK","INTEREST INCOME-OTHER",,"13273.58",,"ATHENS SERVICES COMMUNITY BENEFITS TRUST FUND","INVESTMENT EARNINGS","56W","4903","490"
"2015","CONTROLLER","INTERFD OPER TRANS- CODE ENFORCE","60000",,,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5648","561"
"2015","NON-DEPARTMENTAL - GENERAL","INTERFD OPER TRANS-TELECOM DEV","5077022",,,"GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5630","561"
"2016","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,"1149460.02",,"ARTS DISTRICT LOS ANGELES BID","ASSESSMENTS","56B","3182","317"
