"fiscal_year","department_name","revenue_source_name","adopted_revenue_budget","amended_revenue_budget","revenue_budget","revenue_collected","revenue_collected_pct","fund_name","revenue_class_name","fund","revenue_source_code","revenue_class_code","department"
"2015","BUILDING AND SAFETY","COMB INSPEC HEATNG& REF PERMIT",,,,"1632666.72",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4204","420","8"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","INTERFD OPER TRANS-SEWER CONS","1625154",,"1625154","1625154","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5615","561","53"
"2015","FIRE","SERVICE TO WATER & POWER","3582000",,"3582000","1621432","45.27","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","38"
"2015","CITY CLERK","DEPOSIT RECEIPTS-AGENCY FUNDS",,,,"1621088.12",,"TR OF FLOOR AREA RATIO PUB BEN","MISCELLANEOUS REVENUES","552","5166","516","14"
"2015","NON-DEPARTMENTAL - GENERAL","INTEREST INCOME-OTHER","200000",,"200000","1599275.66","799.64","GENERAL FUND (GENERAL BUDGET)","INVESTMENT EARNINGS","100","4903","490","62"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","REIM FR US TREAS-INT RZ ECO BD","2178359",,"2178359","1596234.87","73.28","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER AGENGIES","100","3812","381","53"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SERVICE TO WATER & POWER",,,,"1594775.77",,"SOLID WASTE RESOURCES FUND","QUASI-EXTERNAL TRANSACTION","508","4596","459","50"
"2015","GENERAL SERVICES","SALE OF SURPLUS PROPERTY",,,,"1592975.78",,"GENERAL FUND (GENERAL BUDGET)","SALE OF FIXED ASSETS","100","5141","514","40"
"2015","PUBLIC WORKS - BOARD OF PUBLIC WORKS","ADDL INTERFD TRANS-RES FD NON REIM",,"1590196","1590196","1590196","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","74"
"2015","LOS ANGELES CITY TOURISM DEPARTMENT","CONVENTION REVENUES-OTHERS",,,,"1580671.43",,"LA CONVENTION CENTER REVENUE","CONVENTION CENTER REVENUES","725","4563","456","48"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS REVENUE-OTHERS",,,,"1565227.64",,"SOLID WASTE RESOURCES FUND","MISCELLANEOUS REVENUES","508","5188","516","50"
"2015","BUILDING AND SAFETY","OFF-HOUR INSPECTION FEE",,,,"1553266.02",,"BLDG & SAFETY PERMIT ENTERPRIS","SP BLDG & SAFETY SERVICES","48R","4003","400","8"
"2015","AGING","OLDER AMERICAN ACTS GRANT",,,,"1545596",,"OTHER PROGRAMS FOR THE AGING","OLDER AMERICAN ACT","410","3621","362","2"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1533536.55",,"ARTS DISTRICT LOS ANGELES BID","ASSESSMENTS","56B","3182","317","14"
"2015","NON-DEPARTMENTAL - GENERAL CITY PURPOSES","ADDL INTERFD TRANS-RES FD NON REIM",,"5542364.85","5542364.85","1527960.97","27.57","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","56"
"2015","NON-DEPARTMENTAL - GENERAL","INTEREST INCOME-OTHER",,,,"1505307.64",,"RESERVE","INVESTMENT EARNINGS","101","4903","490","62"
"2015","CITY PLANNING","OPERATING SURCHARGE",,,,"1504435.41",,"CITY PLANNING SYSTEM DEVE FUND","OTHER CURRENT SERVICE CHARGES","588","4664","465","68"
"2015","FIRE","FIRE SAFETY OFF COST RECOVERY","1300000",,"1300000","1498559.51","115.27","GENERAL FUND (GENERAL BUDGET)","FIRE DEPT SERVICES","100","4113","411","38"
"2015","CITY ATTORNEY","TOBACCO RETAILER PERMITS","1560000",,"1560000","1496018.35","95.9","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3291","328","12"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-BLDG&SAFETY ENTRPRSE","1491582",,"1491582","1491582","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5656","561","40"
"2015","TRANSPORTATION","SPECIAL ENV IMPACT REPORT FEE","781000",,"781000","1491115.72","190.92","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4240","420","94"
"2015","POLICE","REIMB FROM OTHER AGENCIES","1570000",,"1570000","1473616.82","93.86","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER AGENGIES","100","3811","381","70"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMBURSEMENT OF EXPENDITURES",,,,"1471471.95",,"SOLID WASTE RESOURCES FUND","MISCELLANEOUS REVENUES","508","5161","516","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STREET TREE PLANTING",,,,"1470052.55",,"PUBLIC WORKS TRUST","STREET SIDEWALK & CURB REPAIRS","834","4296","428","50"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1470050.91",,"LA CHINATOWN BUSINESS IMPR DIS","ASSESSMENTS","44K","3182","317","14"
"2015","CITY ATTORNEY","COUNTY GRANTS - OTHERS",,,,"1461069.19",,"CITY ATTORNEY GRANTS","COUNTY GRANTS/AGREEMENTS","368","3513","351","12"
"2015","GENERAL SERVICES","REIMBURSEMENT OF EXPENDITURES","1270000",,"1270000","1460183.36","114.98","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5161","516","40"
"2015","GENERAL SERVICES","INTERFD OPER TRANS-MEASURE R LOCAL RET","1457560",,"1457560","1457560","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5659","561","40"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","INTERFD OPER TRANS-OTHER FUNDS","3209825","-1057699","2152126","1457377.73","67.72","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","22"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1447013.76",,"SUNSET & VINE BUSINESS IMPROV","ASSESSMENTS","46H","3182","317","14"
"2015","TRANSPORTATION","VEHICLE APPLICATION","1472000",,"1472000","1442561.1","98","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3287","328","94"
"2015","BUILDING AND SAFETY","RESIDENTIAL RECORDS REPORTING",,,,"1433805.19",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4215","420","8"
"2015","POLICE","ESCHEATMENT","1500000",,"1500000","1433758.29","95.58","GENERAL FUND (GENERAL BUDGET)","FORFEITURES & PENALTIES","100","4834","483","70"
"2015","NON-DEPARTMENTAL - GENERAL","PROPERTY TAX-REDEMP PRIOR SUPPL",,,,"1408658.7",,"GENERAL FUND (GENERAL BUDGET)","PROPERTY TAXES-SECURED & UNSEC","100","3020","301","62"
"2015","LOS ANGELES HOUSING","RELATED COST REIMB-OTHERS","1496167",,"1496167","1395968.98","93.3","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5361","530","43"
"2015","RECREATION AND PARKS - SPECIAL ACCOUNTS","FILMING PERMITS",,,,"1381987",,"RECREATION AND PARKS","OTHER LICENSES & PERMITS","302","3282","328","89"
"2015","TRANSPORTATION","INTERFD OPER TRANS-MOBIL SRC AIR","1429016",,"1429016","1381319.4","96.66","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5637","561","94"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST ON POOLED INVEST-BOND FDS",,,,"1379926.84",,"GOB 2011A CLEAN WATER CLEANUP","INVESTMENT EARNINGS","16V","4904","490","50"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - LAHD",,,,"1379834.31",,"NEIGHBORHOOD STABILIZATION PG","PROGRAM INCOME","50T","4988","497","43"
"2015","PUBLIC WORKS - STREET LIGHTING","INTERFD OPER TRANS-PROP C","1629700",,"1629700","1375922.68","84.43","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5638","561","84"
"2015","PUBLIC WORKS - STREET SERVICES","STORMWTR POLLU ABATE REL COST","1373936",,"1373936","1373936","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5338","530","86"
"2015","BUILDING AND SAFETY","LOCAL ENFORCEMENT AGENCY FEES","1260000",,"1260000","1363893.77","108.25","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3284","328","8"
"2015","TRANSPORTATION","REIMB-METRO RAIL PROJECT","1330661",,"1330661","1361076.74","102.29","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","94"
"2015","PUBLIC WORKS - ENGINEERING","BUILDING PERMITS- REGULAR","1246750",,"1246750","1354998.42","108.68","GENERAL FUND (GENERAL BUDGET)","CONSTRUCTION PERMITS","100","3225","322","78"
"2015","BUILDING AND SAFETY","INTEREST INCOME-OTHER",,,,"1338892.89",,"BLDG & SAFETY PERMIT ENTERPRIS","INVESTMENT EARNINGS","48R","4903","490","8"
"2015","PUBLIC WORKS - CONTRACT ADMINISTRATION","ADDL INTERFD TRANS-OTHER FUNDS",,"1363741.28","1363741.28","1335861.54","97.96","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","76"
"2015","TRANSPORTATION","TRANSPORTATION CONTROL SERVICES","1053000",,"1053000","1333218.49","126.61","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4355","432","94"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","DONATIONS & CONTRIBUTIONS",,,,"1319294.23",,"EWDD SUMMER YOUTH PROGRAM-OTHER SOURCES FUND","DONATIONS & CONTRIBUTIONS","56L","5102","510","22"
"2015","LOS ANGELES HOUSING","STATE GRANTS - OTHERS",,,,"1318375.18",,"STATE HCD-IIG PROGRAM","STATE GRANTS/AGREEMENTS","54L","3361","336","43"
"2015","POLICE","MISCELLANEOUS REVENUE-OTHERS","425000",,"425000","1317241.38","309.94","GENERAL FUND (GENERAL BUDGET)","MISCELLANEOUS REVENUES","100","5188","516","70"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1305470.49",,"WESTWOOD BUSINESS IMPROV DIST","ASSESSMENTS","53S","3182","317","14"
"2015","AIRPORTS","INTEREST INCOME-OTHER",,,,"1301069.82",,"AIRPORT INSURANCE TRUST FD-LAX","INVESTMENT EARNINGS","739","4903","490","4"
"2015","PUBLIC WORKS - ENGINEERING","PROPOSITION K FUNDS","1300000",,"1300000","1300000","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5322","530","78"
"2015","CITY CLERK","INTERFD OPER TRANS-GENERAL  FUND",,,,"1293442",,"BUSINESS IMPROVEMENT TRUST FND","INTERFUND OPERATING TRANSFER","659","5624","561","14"
"2015","PERSONNEL","SEWER CONS & MAIN RELATED COST","1291003",,"1291003","1291003","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5328","530","66"
"2015","PUBLIC WORKS - STREET LIGHTING","INTERFD OPER TRANS-SP GAS TAX","1290074",,"1290074","1290074","100","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5627","561","84"
"2015","BUILDING AND SAFETY","INVESTIGATION FEES","960000",,"960000","1289562.97","134.33","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4223","420","8"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - LAHD",,,,"1289028.47",,"MUNICIPAL HOUSING FINANCE FUND","PROGRAM INCOME","815","4988","497","43"
"2015","EL PUEBLO DE LOS ANGELES HISTORICAL MONUMENT AUTHORITY","INTERFD OPER TRANS-OTHER FUNDS","1452765","-521.28","1452243.72","1282830.23","88.33","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","33"
"2015","TRANSPORTATION","INTERFD OPER TRANS-OTHER FUNDS","2338736",,"2338736","1277969.23","54.64","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5654","561","94"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","MISCELLANEOUS GOV'T SERVICES",,,,"1277200",,"ENGINEERING SPECIAL SERVICE FD","OTHER GEN GOVT SERVICES","682","4339","432","50"
"2015","BUILDING AND SAFETY","1911 ACT ASSESSMENTS",,,,"1273152.76",,"REPAIR & DEMOLITION","ASSESSMENTS","346","3180","317","8"
"2015","PUBLIC WORKS - ENGINEERING","DEDICATION INVESTIG &PROCESSIN","615000",,"615000","1270450","206.58","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4234","420","78"
"2015","PUBLIC WORKS - ENGINEERING","REIMB-METRO RAIL PROJECT","1207000",,"1207000","1262967.32","104.64","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","78"
"2015","CITY ATTORNEY","CA SERV RENDERED TO HSG AUTHO","1040000",,"1040000","1260934.68","121.24","GENERAL FUND (GENERAL BUDGET)","OTHER GEN GOVT SERVICES","100","4351","432","12"
"2015","TRANSPORTATION","GAS TAX PROJECTS","1248979",,"1248979","1248979","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5304","530","94"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WORKFORCE INVEST-RAPID RESPONS",,,,"1247662.99",,"WORKFORCE INVEST ACT TRS","WORKFORCE INVESTMENT ACT (WIA)","44A","3644","364","22"
"2015","BUILDING AND SAFETY","NON-COMPLIANCE FEE","2220000",,"2220000","1242382.96","55.96","GENERAL FUND (GENERAL BUDGET)","ENGR INSPECTION & OTHER CHARGES","100","4224","420","8"
"2015","FIRE","BRUSH REMOVALS","1100000",,"1100000","1240614.01","112.78","GENERAL FUND (GENERAL BUDGET)","ASSESSMENTS","100","3177","317","38"
"2015","WATER AND POWER","INTERFD OPER TRANS-OTHER FUNDS",,,,"1229241.16",,"PWR SYST RB 2013 C BD SER FUND","INTERFUND OPERATING TRANSFER","J6K","5654","561","98"
"2015","NON-DEPARTMENTAL - HUMAN RESOURCES BENEFITS","WORKERS COMPENSATION","100000",,"100000","1217461.12","1217.46","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4593","459","61"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","EQUIPMENT & TRAINING SURCHARGE",,,,"1216416.97000001",,"BU OF ENGR EQUIP & TRAINING TR","OTHER GEN GOVT SERVICES","568","4356","432","50"
"2015","BUILDING AND SAFETY","BOILER & PRESSURE VESSEL RCPTS",,,,"1216409.44",,"BLDG & SAFETY PERMIT ENTERPRIS","ENGR INSPECTION & OTHER CHARGES","48R","4217","420","8"
"2015","LOS ANGELES CITY TOURISM DEPARTMENT","INTERFD OPER TRANS-AUD REV","1535732","-78909.25","1456822.75","1204058.7","82.65","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5614","561","48"
"2015","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,,,"1196782.7",,"WARNER CTR TRANS IMPROVE TRUST","ASSESSMENTS","573","3178","317","94"
"2015","AGING","OTHER FEDERAL GRANTS",,,,"1189846",,"AREA PLAN FOR THE AGING TIT 7","OTHER INTERGOVTL-FEDERAL","395","3684","368","2"
"2015","FIRE","REIMB FROM OTHER AGENCIES",,,,"1187875.87",,"LAFD SPECIAL TRAINING FUND","REIMB FROM OTHER AGENGIES","40J","3811","381","38"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"1182714.97",,"LEAD GRANT 10","OTHER INTERGOVTL-FEDERAL","54S","3684","368","43"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","INTEREST INCOME-SCM",,,,"1174387.82",,"SEWER CONSTRUCTION&MAINTENANCE","INVESTMENT EARNINGS","208","4905","490","50"
"2015","GENERAL SERVICES","ADDL INTERFD TRANS-RES FD NON REIM",,"6317260.54","6317260.54","1164413.76","18.43","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","40"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1162648.54",,"FIGUEROA CORRIDOR BUS IMPROVE","ASSESSMENTS","40S","3182","317","14"
"2015","PERSONNEL","SERVICE TO AIRPORTS","1177247",,"1177247","1152606.5","97.91","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4595","459","66"
"2015","CITY ATTORNEY","CITY ATTY SUBROGATION REVENUE","2000000",,"2000000","1149676.19","57.48","GENERAL FUND (GENERAL BUDGET)","DAMAGE SETTLEMENTS","100","5125","512","12"
"2015","PUBLIC WORKS - ENGINEERING","REIMB OF RELATED COST-PR YR",,,,"1146446.35",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5331","530","78"
"2015","CITY ADMINISTRATIVE OFFICER","ADDL INTERFD TRANS-RES FD NON REIM",,"1140100","1140100","1140100","100","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","10"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"1133483.87",,"GOB REFUNDNG SER2012A DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A71","3032","303","39"
"2015","PUBLIC WORKS - SANITATION","REIMB-MULTI FAMILY BULKY ITEM","1127260",,"1127260","1127260","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5325","530","82"
"2015","LOS ANGELES HOUSING","STATE GRANTS - OTHERS",,,,"1125000",,"CALHOME TRUST FUND","STATE GRANTS/AGREEMENTS","46X","3361","336","43"
"2015","CONTROLLER","SERVICE TO WATER & POWER","814340",,"814340","1120763.52","137.63","GENERAL FUND (GENERAL BUDGET)","QUASI-EXTERNAL TRANSACTION","100","4596","459","26"
"2015","LOS ANGELES HOUSING","OTHER FEDERAL GRANTS",,,,"1111264.87",,"LEAD GRANT NINE","OTHER INTERGOVTL-FEDERAL","53Q","3684","368","43"
"2015","OFFICE OF FINANCE","VOTER APRVD DEBT- PROP TAX UNSEC",,,,"1109545.27",,"GOB REFUNDNG SER2011B DEBT SER","VOTER APRVD DEBT-PROPERTY TAX","A70","3032","303","39"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","REIMB FROM OTHER FUNDS",,,,"1107555.4",,"SPECIAL REVENUE FUND - CRA-","REIMB FROM OTHER FUNDS","505","5301","530","22"
"2015","CITY ADMINISTRATIVE OFFICER","ADDL INTERFUND TRANS - GENERAL FD",,,,"1100000",,"INNOVATION FUND","ADDL INTERFD OPERATING TRANSFER","105","5691","569","10"
"2015","FIRE","REIMB FROM OTHER FUNDS","16648277",,"16648277","1097673.49","6.59","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","38"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SERVICE TO WATER & POWER",,,,"1093709.46",,"SUBVENTIONS AND GRANTS","QUASI-EXTERNAL TRANSACTION","305","4596","459","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM GRANTS",,,,"1090723.27",,"SUBVENTIONS AND GRANTS","REIMB FROM GRANTS","305","5427","542","50"
"2015","GENERAL SERVICES","HELICOPTER FLIGHT REIMB","880000",,"880000","1083585.72","123.13","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5308","530","40"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","STATE GRANTS - OTHERS",,,,"1077557",,"USED OIL COLLECTION TRUST FUND","STATE GRANTS/AGREEMENTS","586","3361","336","50"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"1076604",,"FY11 RCPGP GRANT FUND","OTHER INTERGOVTL-FEDERAL","55H","3684","368","46"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1068072.95",,"HOLLYWOOD MEDIA DP & BUS IMPRO","ASSESSMENTS","42X","3182","317","14"
"2015","AGING","REIMB FROM OTHER FUNDS",,,,"1067908",,"SENIOR HUMAN SERVICES PROGRAM","REIMB FROM OTHER FUNDS","42J","5301","530","2"
"2015","POLICE","COUNTY GRANTS - OTHERS",,,,"1067716.73",,"POLICE DEPT GRANT","COUNTY GRANTS/AGREEMENTS","339","3513","351","70"
"2015","NON-DEPARTMENTAL - CAPITAL FINANCE ADMINISTRATION","DISASTER COST REIMB STATE GOVT",,,,"1065733",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM GRANTS","100","5426","542","53"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"1051478.31",,"HIST WATERFRONT SAN PEDRO BID","ASSESSMENTS","50L","3182","317","14"
"2015","LOS ANGELES HOUSING","PROGRAM INCOME - GENERAL",,,,"1046794.5",,"ARRA-NEIGHBORHOOD STABILIZATION PROGRAM 2","PROGRAM INCOME","52J","4973","497","43"
"2015","PUBLIC WORKS - STREET SERVICES","PUBLIC RIGHT OF WAY CONST ENF","400000",,"400000","1045983.76","261.5","GENERAL FUND (GENERAL BUDGET)","OTHER LICENSES & PERMITS","100","3293","328","86"
"2015","AIRPORTS","INTEREST INCOME-OTHER",,,,"1041876.91",,"AIRPORT REVENUE FUND-ONTARIO","INVESTMENT EARNINGS","723","4903","490","4"
"2015","CITY PLANNING","REIMB FROM OTHER FUNDS","3326068",,"3326068","1039279.25","31.25","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5301","530","68"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","SALE OF SURPLUS PROPERTY",,,,"1035624.45",,"VENICE AREA SURP REAL PROPERTY","SALE OF FIXED ASSETS","434","5141","514","50"
"2015","CITY ATTORNEY","MISCELLANEOUS SERVICE CHARGES","100000",,"100000","1034322.14","1034.32","GENERAL FUND (GENERAL BUDGET)","OTHER CURRENT SERVICE CHARGES","100","4651","465","12"
"2015","TRANSPORTATION","LEASES & RENTALS-OTHER",,,,"1034031",,"SPECIAL PARKING REVENUE","RENTS AND CONCESSIONS","363","4934","493","94"
"2015","FIRE","REIMB FROM OTHER AGENCIES",,,,"1030759.14",,"FIRE DEPT GRANT","REIMB FROM OTHER AGENGIES","335","3811","381","38"
"2015","GENERAL SERVICES","ADDL INTERFD TRANS-OTHER FUNDS",,,,"1030259",,"GENERAL SERVICE DEPT TRUST","ADDL INTERFD OPERATING TRANSFER","843","5693","569","40"
"2015","CITY ATTORNEY","OTHER FEDERAL GRANTS",,,,"1011930.71",,"CITY ATTORNEY GRANTS","OTHER INTERGOVTL-FEDERAL","368","3684","368","12"
"2015","PUBLIC WORKS - ENGINEERING","SUBDIVISIONS","417000",,"417000","1010685.3","242.37","GENERAL FUND (GENERAL BUDGET)","ZONING AND SUBDIVISION FEE","100","4042","404","78"
"2015","FIRE","KAISER PATIENT TRANSPORT",,,,"1007987.88",,"TARGETED DESTIN AMBULANCE SERV","FIRST AID & AMBULANCE CHARGES","44R","4452","445","38"
"2015","MAYOR","OTHER FEDERAL GRANTS",,,,"1004754",,"FY14 UASI HOMELAND SECURITY GRANT FUND","OTHER INTERGOVTL-FEDERAL","56Y","3684","368","46"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","RECYCLE/LITTER RED PROG",,,,"1004476",,"INTEGRATED SOLID WASTE MGMT  D","STATE GRANTS/AGREEMENTS","556","3362","336","50"
"2015","CITY PLANNING","COUNTY GRANTS - OTHERS",,,,"1002524.45",,"CITY PLANNING GRANTS TRUST FD","COUNTY GRANTS/AGREEMENTS","46Y","3513","351","68"
"2015","CITY ADMINISTRATIVE OFFICER","INCREMENTAL PARKING REVENUE",,,,"1000000",,"STAPLES CENTER TRUST FUND","MISCELLANEOUS REVENUES","908","5178","516","10"
"2015","EMERGENCY MANAGEMENT","ADDL INTERFD TRANS-OTHER FUNDS",,"1298471.56","1298471.56","987581.35","76.06","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5693","569","35"
"2015","CITY PLANNING","PLANNING EXPEDITED REL COST",,,,"979660.069999998",,"PLANNING CASE PROCESSING SPREV","REIMB FROM OTHER FUNDS","52D","5360","530","68"
"2015","CITY CLERK","BUSINESS IMPROV DIST ASSMNT",,,,"974989.23",,"CENTURY CITY BUS IMPROV DIST","ASSESSMENTS","50Q","3182","317","14"
"2015","FIRE","REIMB-METRO RAIL PROJECT","200000",,"200000","969783.86","484.89","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5311","530","38"
"2015","LOS ANGELES HOUSING","INTERFD OPER TRANS-COM SERV ADM","1133106",,"1133106","965514.51","85.21","GENERAL FUND (GENERAL BUDGET)","INTERFUND OPERATING TRANSFER","100","5623","561","43"
"2015","INFORMATION TECHNOLOGY AGENCY","ADDL INTERFD TRANS-RES FD NON REIM",,"1279655","1279655","962728","75.23","GENERAL FUND (GENERAL BUDGET)","ADDL INTERFD OPERATING TRANSFER","100","5692","569","32"
"2015","TRANSPORTATION","TRANSPORTATION IMPACT ASSMT FEE",,,,"960198",,"ATSAC TRUST","ASSESSMENTS","484","3178","317","94"
"2015","PUBLIC WORKS - ENGINEERING","STORMWTR POLLU ABATE REL COST","959476",,"959476","959476","100","GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5338","530","78"
"2015","OFFICE OF FINANCE","REIM FR US TREAS-INT BUILD AMERICA BD",,,,"958280.81",,"GOB SER 2009 DEBT SERVICE","REIMB FROM OTHER AGENGIES","A68","3813","381","39"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","CONS PLAN CHECKING",,,,"958120",,"STORMWATER POLLUTION ABATE FND","PLAN CHECKING FEES","511","4152","415","50"
"2015","NON-DEPARTMENTAL - APPROPRIATIONS TO SPECIAL PURPOSE FUND","REIMB FROM OTHER FUNDS",,,,"948408",,"SUBVENTIONS AND GRANTS","REIMB FROM OTHER FUNDS","305","5301","530","50"
"2015","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","WIA-OTHER GRANTS",,,,"944700",,"WIA 25% NEW DIRECTION FOR THE WORKFORCE FUND","WORKFORCE INVESTMENT ACT (WIA)","57A","3657","364","22"
"2015","BUILDING AND SAFETY","BLDG AND  SAFETY SERVICE FEES",,,,"944306.42",,"OFF-SITE SIGN PERIOD INSP FEE","SP BLDG & SAFETY SERVICES","46F","4006","400","8"
"2015","PUBLIC WORKS - ENGINEERING","SUBDIVISION MAPS FINAL","375000",,"375000","935374.26","249.43","GENERAL FUND (GENERAL BUDGET)","ZONING AND SUBDIVISION FEE","100","4046","404","78"
"2015","MAYOR","RELATED COST REIMB FR GRANTS",,,,"934899.78",,"GENERAL FUND (GENERAL BUDGET)","REIMB FROM OTHER FUNDS","100","5346","530","46"
