"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"BUILDING PERMITS","SINGLE-FAMILY PERMITS",,"LOS ANGELES CITY",,"2","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","11.1","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","#","SEASONALLY ADJUSTED","211390.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","MALE","1",,,"2015",,,"04-11-2017","#",,"1642.4091","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","STATE OF CALIFORNIA",,,"2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","29326264","BOARD OF EQUALIZATION"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"2","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","2856","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"9","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","284","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"14","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","52014603","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"12","2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","4669","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"8","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES CITY",,"4",,,"2014",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","60.038948","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","350300000","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$25,000 TO $49,999","LOS ANGELES CITY","FEMALE","14",,,"2013",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","10252.174","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"14","2016","2016-04","2016","2016-02","4-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","90604629","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","MORE THAN $50,000","LOS ANGELES CITY",,"15","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","26358","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","OWNER-OCCUPIED HOUSING",,"LOS ANGELES CITY",,"12",,,"2012",,,"04-11-2017","%","SHARE OF ALL OCCUPIED HOUSING UNITS","67.315422","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"8","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","17496","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","BACHELOR'S DEGREE","LOS ANGELES CITY","MALE","10",,,"2013",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","17624.387","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","TOTAL PRIVATE EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"11","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","144341","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES COUNTY",,,"2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","#","SEASONALLY ADJUSTED","205256.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES COUNTY",,,"2007","2007-02","2006","2006-04","10-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1172863.8","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","ASIAN","LOS ANGELES CITY","FEMALE","CITY TOTAL",,,"2012",,,"04-11-2017","#",,"237138.03","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","BACHELOR'S DEGREE","LOS ANGELES CITY","MALE","13",,,"2015",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","28259.619","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"1","2008","2008-04","2008","2008-02","4-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","975","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION",,"LOS ANGELES CITY",,"11",,,"2012",,,"04-11-2017","#",,"276472.03","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"9","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"15","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#","SEASONALLY ADJUSTED","8289","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"12","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","#",,"0","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","FIN. SVCS. AND REAL ESTATE","LOS ANGELES CITY",,"9","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"12","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","24272","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2004","2004-04","2004","2004-02","4-1-2004","04-11-2017","#",,"-772","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"8","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"-2","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"CONSUMER PRICE INDEX","TOTAL ALL ITEMS",,"STATE OF CALIFORNIA",,,"2015","2015-02","2014","2014-04","10-1-2014","04-11-2017","#","INDEX (1982-1984=100), SEASONALLY ADJUSTED","246.9","BUREAU OF LABOR STATISTICS"
"BUILDING PERMITS","NON-RESIDENTIAL ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"3","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","18008332","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED","138134","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT WAGE","LESS THAN $25,000","LOS ANGELES CITY",,"1","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","18878","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2000","2000-02","1999","1999-04","10-1-1999","04-11-2017","#",,"-22","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES COUNTY",,,"2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#",,"332","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES COUNTY",,,"2003","2003-02","2002","2002-04","10-1-2002","04-11-2017","#","SEASONALLY ADJUSTED","524477.8","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","UNEMPLOYMENT RATE",,"LOS ANGELES CITY",,"4",,,"2015",,,"04-11-2017","%",,"6.0861521","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","BLACK OR AFRICAN AMERICAN","LOS ANGELES CITY","MALE","3",,,"2014",,,"04-11-2017","#",,"7193.202","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"7","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#",,"-6","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","BLACK OR AFRICAN AMERICAN","LOS ANGELES CITY",,"5",,,"2015",,,"04-11-2017","#",,"10584.152","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"3","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#",,"-8","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"1","2014","2014-03","2014","2014-01","1-1-2014","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","14424788","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"8","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"13","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","18563212","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$75,000 TO $99,999","LOS ANGELES COUNTY","FEMALE",,,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","137114","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES COUNTY",,,"2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1069755.2","BOARD OF EQUALIZATION"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#",,"-236","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","1652217","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"15","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","INFORMATION","LOS ANGELES CITY",,"13","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#",,"-4","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","LEISURE AND HOSPITALITY","LOS ANGELES CITY",,"11","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","22894","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","SALES AND OFFICE","LOS ANGELES CITY","FEMALE","7",,,"2015",,,"04-11-2017","#",,"18970.676","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE","LOS ANGELES CITY","MALE","5",,,"2014",,,"04-11-2017","#",,"2257.5988","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","NATURAL RESOURCES, CONSTRUCTION, AND MAINTENANCE","LOS ANGELES CITY","MALE","CITY TOTAL",,,"2015",,,"04-11-2017","#",,"145241","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MIX-USE PERMITS",,"LOS ANGELES CITY",,"6","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","#","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","#",,"-31","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY RACE","BLACK OR AFRICAN AMERICAN","LOS ANGELES CITY",,"10",,,"2015",,,"04-11-2017","#",,"57956.573","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","UNDER 19 YEARS","LOS ANGELES CITY","FEMALE","CITY TOTAL",,,"2014",,,"04-11-2017","#",,"475731","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","EMPLOYMENT BY ESTABLISHMENT SIZE","50 TO 150 EMPLOYEES","LOS ANGELES CITY",,"4","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","21703","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"10","2013","2013-02","2012","2012-04","10-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","3183","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES COUNTY",,,"2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","#",,"437","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"WAGES","AVERAGE ANNUAL WAGE",,"LOS ANGELES CITY",,"15","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$",,"48158.1","EMPLOYMENT DEVELOPMENT DEPARTMENT"
"BUILDING PERMITS","MIX-USE ALTERATION PERMIT VALUES",,"LOS ANGELES CITY",,"3","2016","2016-03","2016","2016-01","1-1-2016","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","0","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","PROF, SCI, TECH, AND MGMT","LOS ANGELES COUNTY",,,"2015","2015-04","2015","2015-02","4-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","332603.9","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-03","2009","2009-01","1-1-2009","04-11-2017","#","SEASONALLY ADJUSTED","55767","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"3","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","#",,"22","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$15,000 TO $24,999","LOS ANGELES CITY","MALE","1",,,"2015",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","21719.004","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"11","2012","2012-04","2012","2012-02","4-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","3531","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT BY GENDER","HIGH SCHOOL","LOS ANGELES CITY","MALE","14",,,"2015",,,"04-11-2017","#","POPULATION 25 YEARS AND OVER","18441.646","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"1","2010","2010-04","2010","2010-02","4-1-2010","04-11-2017","#",,"-5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","WHOLESALE TRADE","LOS ANGELES CITY",,"11","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","#",,"-1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EDUCATIONAL ATTAINMENT","BACHELOR'S DEGREE","LOS ANGELES CITY","MALE","5",,,"2013",,,"04-11-2017","%","SHARE OF POPULATION 25 YEARS AND OLDER","66.744499","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","UNDER 19 YEARS","LOS ANGELES CITY",,"1",,,"2013",,,"04-11-2017","#",,"61276.206","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$25,000 TO $49,999","LOS ANGELES COUNTY","MALE",,,,"2014",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","718526","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","OTHER SVCS.","LOS ANGELES CITY",,"6","2011","2011-02","2010","2010-04","10-1-2010","04-11-2017","#",,"5","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYMENT BY OCCUPATION BY GENDER","PRODUCTION, TRANSPORTATION, AND MATERIALS MOVING","LOS ANGELES CITY","MALE","10",,,"2012",,,"04-11-2017","#",,"8610.5731","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS",,"LOS ANGELES CITY",,"12",,,"2014",,,"04-11-2017","#",,"144540.77","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","MANUFACTURING","LOS ANGELES CITY",,"6","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","#","SEASONALLY ADJUSTED","8953","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"5","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","32732508","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","TRANSPORT/WAREHOUSE","LOS ANGELES CITY",,"6","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#",,"1","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","35 TO 54 YEARS","LOS ANGELES CITY","MALE","12",,,"2014",,,"04-11-2017","#",,"39758.599","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES COUNTY",,,"2002","2002-03","2002","2002-01","1-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","4435689.4","BOARD OF EQUALIZATION"
"DEMOGRAPHICS","POPULATION BY RACE BY GENDER","OTHER","LOS ANGELES CITY","FEMALE","8",,,"2012",,,"04-11-2017","#",,"3190.861","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"REAL GDP","TOTAL REAL GDP",,"STATE OF CALIFORNIA",,,,,"2005",,,"04-11-2017","$","MILLIONS","1902194","BUREAU OF ECONOMIC ANALYSIS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","ADMIN SUPPORT","LOS ANGELES CITY",,"5","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","14653","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","#","SEASONALLY ADJUSTED","144127","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"EMPLOYMENT","ESTABLISHMENT CHANGE BY INDUSTRY","NR/CONSTRUCTION","LOS ANGELES CITY",,"1","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","#",,"3","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY INCOME BRACKET BY GENDER","$50,000 TO $74,999","LOS ANGELES CITY","MALE","3",,,"2012",,,"04-11-2017","#","POPULATION 16 YEARS AND OVER WITH EARNINGS","10286.452","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"BUILDING PERMITS","MULTI-FAMILY PERMIT VALUES",,"LOS ANGELES CITY",,"2","2012","2012-01","2011","2011-03","7-1-2011","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","17788019","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES COUNTY",,,"2009","2009-01","2008","2008-03","7-1-2008","04-11-2017","#","SEASONALLY ADJUSTED","4171533.2","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"EMPLOYMENT","TOTAL EMPLOYMENT","TOTAL ALL INDUSTRIES","LOS ANGELES CITY",,"13","2012","2012-02","2011","2011-04","10-1-2011","04-11-2017","#","SEASONALLY ADJUSTED","92738","EMPLOYMENT DEVELOPMENT DEPARTMENT, BEACON ECONOMICS"
"BUILDING PERMITS","NON-RESIDENTIAL PERMIT VALUES",,"LOS ANGELES CITY",,"3","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","SEASONALLY ADJUSTED AND SMOOTHED","13013160","CITY OF LOS ANGELES DEPARTMENT OF BUILDING AND SAFETY"
"EMPLOYMENT","PRIVATE EMPLOYMENT BY INDUSTRY","RETAIL TRADE","LOS ANGELES COUNTY",,,"2001","2001-03","2001","2001-01","1-1-2001","04-11-2017","#","SEASONALLY ADJUSTED","397734.6","QUARTERLY CENSUS OF EMPLOYMENT AND WAGES"
"DEMOGRAPHICS","POPULATION BY AGE GROUP","55 YEARS AND OVER","LOS ANGELES CITY",,"10",,,"2013",,,"04-11-2017","#",,"52522.848","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","EMPLOYED WORKERS BY OCCUPATION","PRODUCTION, TRANSPORTATION, AND MATERIALS MOVING","LOS ANGELES CITY",,"12",,,"2015",,,"04-11-2017","%","SHARE OF DISTRICT/CITY/COUNTY EMPLOYED WORKERS","7.0801897","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","UNEMPLOYMENT RATE BY GENDER",,"LOS ANGELES CITY","MALE","11",,,"2015",,,"04-11-2017","%",,"5.0530319","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"DEMOGRAPHICS","POPULATION BY AGE BY GENDER","55 YEARS AND OVER","LOS ANGELES CITY","MALE","13",,,"2012",,,"04-11-2017","#",,"22962.338","U.S. CENSUS BUREAU; BEACON ECONOMICS"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","STATE OF CALIFORNIA",,,"2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","11920284","BOARD OF EQUALIZATION"
