"fiscal_year","neighborhood_council","transaction_date","transaction_details","type_of_payment","amount","credits"
"2016","Central Alameda","2015-07-03T00:00:00.000","OFFICE DEP 800-463-3768 CA 800-463-3768 CA","Electronic debits","62.02",
"2016","Central Hollywood","2016-06-30T00:00:00.000","PERU VILLAGE LA","Checks","700",
"2016","Central Hollywood","2016-06-29T00:00:00.000","EAT24 *JO SAN FRANCISC CA SAN FRANCISC CA","Electronic debits","185.84",
"2016","Central Hollywood","2016-06-28T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","28.62",
"2016","Central Hollywood","2016-06-28T00:00:00.000","MARCO PROM 920-651-1247 WI 920-651-1247 WI","Electronic debits","1722.98",
"2016","Central Hollywood","2016-06-28T00:00:00.000","CITY OF LA PUBLISHING SERVICES","Checks","393",
"2016","Central Hollywood","2016-06-23T00:00:00.000","STAPLES DI 800-3333330 MA 800-3333330 MA","Electronic debits","174.38",
"2016","Central Hollywood","2016-06-22T00:00:00.000","TARGET.COM 800-591-3869 MN 800-591-3869 MN","Electronic debits","119.89",
"2016","Central Hollywood","2016-06-21T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","62.19",
"2016","Central Hollywood","2016-06-20T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"4173.47"
"2016","Central Hollywood","2016-06-20T00:00:00.000","LLOYD STAFFING","Checks","849.42",
"2016","Central Hollywood","2016-06-17T00:00:00.000","BEHAVIORAL HEALTH SERVICES","Checks","1245",
"2016","Central Hollywood","2016-06-16T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","3.12",
"2016","Central Hollywood","2016-06-15T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.27",
"2016","Central Hollywood","2016-06-15T00:00:00.000","STAPLES DI 800-3333330 MA 800-3333330 MA","Electronic debits","44.84",
"2016","Central Hollywood","2016-06-15T00:00:00.000","MARCO PROM 920-651-1247 WI 920-651-1247 WI","Electronic debits","2034.27",
"2016","Central Hollywood","2016-06-13T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","0.14",
"2016","Central Hollywood","2016-06-13T00:00:00.000","MARCO PROM 920-651-1247 WI 920-651-1247 WI","Electronic debits","6237.35",
"2016","Central Hollywood","2016-06-08T00:00:00.000","YOUTH POLICY INSTITUTE","Checks","500",
"2016","Central Hollywood","2016-06-06T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"4198.44"
"2016","Central Hollywood","2016-06-03T00:00:00.000","DNH*GODADD 480-5058855 AZ 480-5058855 AZ","Electronic debits","130.12",
"2016","Central Hollywood","2016-05-25T00:00:00.000","FEDEXOFFIC VAN NUYS CA VAN NUYS CA","Electronic debits","0.28",
"2016","Central Hollywood","2016-05-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","0.28",
"2016","Central Hollywood","2016-05-24T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","24.54",
"2016","Central Hollywood","2016-05-24T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","30.61",
"2016","Central Hollywood","2016-05-20T00:00:00.000","ALWARZIR C LOS ANGELES CA LOS ANGELES CA","Electronic debits","622.39",
"2016","Central Hollywood","2016-05-20T00:00:00.000","LLOYD STAFFING","Checks","308.88",
"2016","Central Hollywood","2016-05-17T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","0.28",
"2016","Central Hollywood","2016-05-16T00:00:00.000","PHANTON LITHOGRAPHY","Checks","5887.5",
"2016","Central Hollywood","2016-05-16T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","6.09",
"2016","Central Hollywood","2016-05-16T00:00:00.000","IN *D&#039;ZINE 323-4674467 CA 323-4674467 CA","Electronic debits","766",
"2016","Central Hollywood","2016-05-06T00:00:00.000","DJAMSHID TABRIZI","Checks","350",
"2016","Central Hollywood","2016-05-04T00:00:00.000","LLOYD STAFFING","Checks","424.71",
"2016","Central Hollywood","2016-05-04T00:00:00.000","MICHAEL LYNN","Checks","2000",
"2016","Central Hollywood","2016-05-04T00:00:00.000","LLOYD STAFFING","Checks","308.88",
"2016","Central Hollywood","2016-05-03T00:00:00.000","PAYPAL *PA 4029357733 CA 4029357733 CA","Electronic debits","800",
"2016","Central Hollywood","2016-05-02T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","8.51",
"2016","Central Hollywood","2016-05-02T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.83",
"2016","Central Hollywood","2016-05-02T00:00:00.000","RITE AID S HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","68.59",
"2016","Central Hollywood","2016-04-27T00:00:00.000","THE VEGGIE HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","200",
"2016","Central Hollywood","2016-04-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","1.42",
"2016","Central Hollywood","2016-04-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","4.78",
"2016","Central Hollywood","2016-04-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","4.42",
"2016","Central Hollywood","2016-04-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","35.85",
"2016","Central Hollywood","2016-04-25T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","4.25",
"2016","Central Hollywood","2016-04-20T00:00:00.000","PIZZA HUT HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","111.88",
"2016","Central Hollywood","2016-04-20T00:00:00.000","CRISPY CRU HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","25.87",
"2016","Central Hollywood","2016-04-19T00:00:00.000","RITE AID S HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","21.81",
"2016","Central Hollywood","2016-04-18T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","0.14",
"2016","Central Hollywood","2016-04-18T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","4.25",
"2016","Central Hollywood","2016-04-14T00:00:00.000","PHANTOM LI 310-478-7173 CA 310-478-7173 CA","Electronic debits","212.55",
"2016","Central Hollywood","2016-04-08T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"8806.63"
"2016","Central Hollywood","2016-04-08T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.83",
"2016","Central Hollywood","2016-03-31T00:00:00.000","PHANTOM LI 310-478-7173 CA 310-478-7173 CA","Electronic Credits",,"4767.8"
"2016","Central Hollywood","2016-03-28T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","33.87",
"2016","Central Hollywood","2016-03-28T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.11",
"2016","Central Hollywood","2016-03-28T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","4.83",
"2016","Central Hollywood","2016-03-24T00:00:00.000","JIM TABRIZI","Checks","125",
"2016","Central Hollywood","2016-03-18T00:00:00.000","BALLOON EM PASADENA CA PASADENA CA","Electronic debits","429.32",
"2016","Central Hollywood","2016-03-04T00:00:00.000","PHANTOM LITHOGRAPHY","Checks","4767.8",
"2016","Central Hollywood","2016-02-26T00:00:00.000","TIME WARNE CYPRESS CA CYPRESS CA","Electronic debits","500",
"2016","Central Hollywood","2016-02-26T00:00:00.000","BARCID FOUNDATION","Checks","350",
"2016","Central Hollywood","2016-02-25T00:00:00.000","CATALINA&#039;S LOS ANGELES CA LOS ANGELES CA","Electronic debits","250",
"2016","Central Hollywood","2016-02-24T00:00:00.000","PHANTOM LI 310-478-7173 CA 310-478-7173 CA","Electronic debits","32.16",
"2016","Central Hollywood","2016-02-24T00:00:00.000","SQ *MASTER UPLAND CA UPLAND CA","Electronic debits","175",
"2016","Central Hollywood","2016-02-23T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","10.21",
"2016","Central Hollywood","2016-02-23T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","17.23",
"2016","Central Hollywood","2016-02-22T00:00:00.000","PHANTOM LI 310-478-7173 CA 310-478-7173 CA","Electronic debits","4767.8",
"2016","Central Hollywood","2016-02-16T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","104.17",
"2016","Central Hollywood","2016-02-12T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","2.83",
"2016","Central Hollywood","2016-01-29T00:00:00.000","ALWARZIR C LOS ANGELES CA LOS ANGELES CA","Electronic debits","496.88",
"2016","Central Hollywood","2016-01-28T00:00:00.000","FEDEXOFFIC SHERMAN OAKS CA SHERMAN OAKS CA","Electronic debits","0.99",
"2016","Central Hollywood","2016-01-28T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","39.23",
"2016","Central Hollywood","2016-01-27T00:00:00.000","STAPLES HOLLYWOOD CA HOLLYWOOD CA","Electronic debits","48.79",
"2016","Central Hollywood","2016-01-27T00:00:00.000","CHIT CHAT VAN NUYS CA VAN NUYS CA","Electronic debits","39.93",
"2016","Central Hollywood","2016-01-27T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","13.6",
"2016","Central Hollywood","2016-01-26T00:00:00.000","Partners in Diversity","Checks","128.21",
"2016","Central Hollywood","2016-01-26T00:00:00.000","Appleone Employment","Checks","11.55",
"2016","Central Hollywood","2016-01-26T00:00:00.000","FEDEXOFFIC LOS ANGELES CA LOS ANGELES CA","Electronic debits","31.18",
"2016","Central Hollywood","2016-01-22T00:00:00.000","PARTNERS IN DIVE ONLINE PMT WEB UN1079583099POS","Electronic debits","274.73",
"2016","Central Hollywood","2016-01-22T00:00:00.000","PARTNERS IN DIVE ONLINE PMT WEB UN1079583099POS","Electronic debits","244.2",
"2016","Central Hollywood","2016-01-22T00:00:00.000","CHECKING TRANSFER 4516","Electronic Credits",,"18351.6"
"2016","Central Hollywood","2016-01-22T00:00:00.000","UB CHECKING TRANSFER 0038","Electronic debits","18351.6",
"2016","Central Hollywood","2016-01-15T00:00:00.000","USPS","Checks","297",
"2016","Central Hollywood","2016-01-13T00:00:00.000","Lloyd Staffing","Checks","386.1",
"2016","Central Hollywood","2016-01-06T00:00:00.000","UB CHECKING TRANSFER 0038","Electronic debits","1500",
"2016","Central Hollywood","2016-01-06T00:00:00.000","CHECKING TRANSFER 4516","Electronic Credits",,"1500"
"2016","Central Hollywood","2016-01-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"2000"
"2016","Central Hollywood","2015-11-23T00:00:00.000","Appleone Employment","Checks","161.7",
"2016","Central Hollywood","2015-11-10T00:00:00.000","Partners In Diversity","Checks","152.63",
"2016","Central Hollywood","2015-10-07T00:00:00.000","ALL OUR KIDS JUMPER & PARTY","Checks","995",
"2016","Central Hollywood","2015-10-05T00:00:00.000","CITY OF LOS ANGE EFT PAYMT PPD ***********0735","Electronic Credits",,"11250"
"2016","Central Hollywood","2015-09-29T00:00:00.000","PARTNERS IN DIVERSITY, INC","Checks","128.21",
"2016","Central Hollywood","2015-09-28T00:00:00.000","APPLEONE EMPLOYMENT SERVICES","Checks","64.44",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
"2016","Central Hollywood","2015-07-01T00:00:00.000","TB/PH # 28 LOS ANGELES CA LOS ANGELES CA","Electronic debits","42.18",
