"the_geom","objectid","fname","ftype","uspsabbr","leftadd1","leftadd2","rgtadd1","rgtadd2","zipcolef","zipcorgt","nametype","t_leftadd1","t_leftadd2","t_rgtadd1","t_rgtadd2","grid","suffabbr","namecaps","annotext","roadclass","truckroute","honorary","idotstreet","speedlimit","location","ownership","created_date","last_edited_date","shape_stlength","engstreetclass"
"MULTILINESTRING ((-87.720499145612 42.060656488887, -87.720487499141 42.062453524078, -87.720488887474 42.062569554679))","1271","Lawndale","Avenue","Ave","2400","2448","2401","2447","60201","60201","Lawndale Avenue","2400","2498","2401","2499","3100","AVE","LAWNDALE","LAWNDALE AVE","Local Street",,,"No","25","2400-2447 LAWNDALE AVE","City of Evanston",,"2022-03-21T15:43:48.000Z","697.167255224516","Local street"
"MULTILINESTRING ((-87.696429665495 42.044261452691, -87.696793224527 42.044256993353, -87.697351268374 42.044246201453, -87.697360215644 42.044246086382, -87.697764398754 42.044239928145))","1261","Lake","Street","St","1702","1718","1705","1721","60201","60201","Lake Street","1700","1798","1701","1799","0","ST","LAKE","LAKE ST","Local Street",,,"No","25","1702-1721 LAKE ST","City of Evanston",,"2022-03-21T16:08:04.000Z","362.64603160065303","Collector street"
"MULTILINESTRING ((-87.679069100546 42.068670549346, -87.679255401199 42.068672434543, -87.679750062416 42.068679094561, -87.679864648934 42.068678100588))","168","Sheridan","Road","Rd","0","0","0","0","60201","60201","Sheridan Road","2752","2752","2753","2753","2800","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Prohibited",,"No","25",,"City of Evanston",,"2022-03-21T15:45:37.000Z","216.04397014731106","Major street"
"MULTILINESTRING ((-87.706667187947 42.019193940009, -87.707069514598 42.019184445615, -87.70731677963 42.019180690261))","1151","Howard","Street","St","0","0","2301","2301","60645","60202","Howard Street","0","0","2301","2399","100","ST","HOWARD","HOWARD ST","Main Road",,,"No","30","2301-2301 HOWARD ST","City of Evanston",,"2022-03-21T15:45:36.000Z","176.58872968203738","Major street"
"MULTILINESTRING ((-87.699116037942 42.042751667601, -87.700651837329 42.042706056257))","992","Greenwood","Street","St","1900","1910","1901","1919","60201","60201","Greenwood Street","1900","1998","1901","1999","1400","ST","GREENWOOD","GREENWOOD ST","Local Street",,,"No","25","1900-1919 GREENWOOD ST","City of Evanston",,"2022-03-21T15:43:45.000Z","417.51549264668012","Local street"
"MULTILINESTRING ((-87.702539819712 42.027463695373, -87.702862135602 42.027455340249, -87.703530762317 42.027438841275, -87.703890994101 42.027433572689))","1872","Warren","Street","St","2100","2130","2101","2131","60202","60202","Warren Street","2100","2198","2101","2199","0","ST","WARREN","WARREN ST","Local Street","Truck Prohibited",,"No","25","2100-2131 WARREN ST","City of Evanston",,"2022-03-21T15:43:51.000Z","367.29199406632256","Local street"
"MULTILINESTRING ((-87.679750343045 42.052101618509, -87.679825092239 42.052068812323, -87.679938758287 42.052061309321, -87.6806741632 42.052068237863, -87.680793412851 42.052069190353, -87.681081282998 42.052071540204, -87.681286032874 42.052072045045, -87.681760367912 42.052080693771))","811","Emerson","Street","St","710","720","701","729","60201","60201","Emerson Street","700","798","701","799","1900","ST","EMERSON","EMERSON ST","Main Road",,,"No","25","710-729 EMERSON ST","City of Evanston",,"2022-03-21T16:17:24.000Z","549.36499338352155","Local street"
"MULTILINESTRING ((-87.679622354184 42.060535788329, -87.679621392701 42.060568493253, -87.679620335831 42.060897704228, -87.679619532475 42.061144756455, -87.679611818803 42.061609545898, -87.679610839489 42.061669116046))","1544","Orrington","Avenue","Ave","2350","2390","0","0","60201","60201","Orrington Avenue","2340","2398","2341","2399","700","AVE","ORRINGTON","ORRINGTON AVE","Local Street",,,"No","25","2350-2390 ORRINGTON AVE","City of Evanston",,"2022-03-21T16:19:36.000Z","413.02621257219698","Local street"
"MULTILINESTRING ((-87.680794582545 42.048249702005, -87.681067103959 42.048329130579, -87.681477024722 42.048448662876, -87.681573402824 42.048458490656, -87.681843901144 42.048460448354))","586","Church","Street","St","700","716","703","719","60201","60201","Church Street","700","798","701","799","1700","ST","CHURCH","CHURCH ST","Main Road","Truck Routes",,"No","25","700-719 CHURCH ST","City of Evanston",,"2022-03-21T16:16:29.000Z","298.93534294171803","Collector street"
"MULTILINESTRING ((-87.707008753506 42.037365911885, -87.707556885738 42.037357266402, -87.707783832308 42.037353042621, -87.70798342303 42.037349327949, -87.708549537371 42.037338799892))","973","Greenleaf","Street","St","2404","2416","2423","2423","60202","60202","Greenleaf Street","2400","2498","2401","2499","1100","ST","GREENLEAF","GREENLEAF ST","Local Street",,,"No","25","2404-2423 GREENLEAF ST","City of Evanston",,"2022-03-21T15:43:45.000Z","418.6906968259068","Local street"
"MULTILINESTRING ((-87.672033845102 42.040317620271, -87.673370934308 42.040331545716))","501","Burnham","Place","Pl","200","200","137","149","60202","60202","Burnham Place","200","206","137","199","0","PL","BURNHAM","BURNHAM PL","Main Road","Truck Prohibited",,"No","30","200-149 BURNHAM PL","City of Evanston",,"2022-03-21T15:45:36.000Z","363.25709270432702","Major street"
"MULTILINESTRING ((-87.694753545497 42.028449871536, -87.694754272021 42.028517025592, -87.694755307285 42.028612171972, -87.694747081106 42.028794202352, -87.694746952121 42.028965218742))","5762","Florence","Avenue","Ave","600","616","0","0","60202","60202","Florence Avenue","600","616","601","617","1600","AVE","FLORENCE","FLORENCE AVE","Local Street",,,"No","25","600-616 FLORENCE AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","187.84145039010443","Local street"
"MULTILINESTRING ((-87.681686776517 42.05577877833, -87.682552290643 42.055788244716, -87.683373055393 42.055795173499))","1782","Simpson","Street","St","800","832","801","829","60201","60201","Simpson Street","800","898","801","899","2100","ST","SIMPSON","SIMPSON ST","Local Street",,,"No","25","800-829 SIMPSON ST","City of Evanston",,"2022-03-21T15:43:50.000Z","458.00740607823531","Local street"
"MULTILINESTRING ((-87.731938389375 42.064677680101, -87.732433137629 42.064680271622))","142","Central","Street","St","0","0","0","0","60201","60201","Central Street","3800","3898","3801","3899","2600","ST","CENTRAL","CENTRAL ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","134.34999999999999","Local street"
"MULTILINESTRING ((-87.731927084281 42.067412863683, -87.731922433317 42.067905608226, -87.731924197944 42.06803470278))","1618","Princeton","Avenue","Ave","2726","2750","2727","2743","60201","60201","Princeton Avenue","2720","2798","2721","2799","0","AVE","PRINCETON","PRINCETON AVE","Local Street",,,"No","25","2726-2743 PRINCETON AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","226.6169733351679","Local street"
"MULTILINESTRING ((-87.683374459382 42.048477947031, -87.683350938465 42.048585741915, -87.683344510389 42.049057372911, -87.683341244545 42.049298264809, -87.683333470008 42.049840550404, -87.68333001235 42.04998468188))","467","Benson","Avenue","Ave","0","0","1707","1743","60201","60201","Benson Avenue","1700","1798","1701","1799","0","AVE","BENSON","BENSON AVE","Local Street",,,"No","25","1707-1743 BENSON AVE","City of Evanston",,"2022-03-21T16:11:43.000Z","549.6332617361129","Collector street"
"MULTILINESTRING ((-87.717783408206 42.067425440227, -87.718401387398 42.067433774978, -87.718764029656 42.067438653777, -87.719004601083 42.067441835272, -87.719859434809 42.06745310374, -87.720003310428 42.067454586222, -87.720478611608 42.067459512795, -87.720672095677 42.067460984927))","1838","Thayer","Street","St","3000","3042","3007","3045","60201","60201","Thayer Street","3000","3098","3001","3099","0","ST","THAYER","THAYER ST","Local Street",,,"No","25","3000-3045 THAYER ST","City of Evanston",,"2022-03-21T15:43:50.000Z","784.48629751498231","Local street"
"MULTILINESTRING ((-87.672086984786 42.03918318449, -87.672824031187 42.039191352603, -87.673142164029 42.03919488435, -87.673395437922 42.039197987421))","1034","Hamilton","Street","St","208","208","205","207","60202","60202","Hamilton Street","200","208","201","209","1200","ST","HAMILTON","HAMILTON ST","Local Street",,,"No","25","208-207 HAMILTON ST","City of Evanston",,"2022-03-21T15:43:45.000Z","355.48994564297129","Local street"
"MULTILINESTRING ((-87.679641865559 42.059405414748, -87.679638043816 42.059587742518, -87.679633061581 42.060163247112, -87.679622354184 42.060535788329))","1543","Orrington","Avenue","Ave","2302","2330","2307","2331","60201","60201","Orrington Avenue","2300","2338","2301","2339","700","AVE","ORRINGTON","ORRINGTON AVE","Local Street",,,"No","25","2302-2331 ORRINGTON AVE","City of Evanston",,"2022-03-21T15:43:49.000Z","411.97513905670496","Local street"
"MULTILINESTRING ((-87.679657400112 42.058411375709, -87.680380300229 42.058416780593, -87.680406330388 42.05841717566, -87.680655292996 42.058420869431, -87.681059774707 42.058426846175, -87.681650531916 42.05843785841))","1479","Noyes","Street","St","718","734","719","725","60201","60201","Noyes Street","700","798","701","799","0","ST","NOYES","NOYES ST","Main Road",,,"No","25","718-725 NOYES ST","City of Evanston",,"2022-03-21T16:03:40.000Z","541.37865476745878","Collector street"
"MULTILINESTRING ((-87.67809796383 42.049462846999, -87.678871569029 42.049665773958, -87.679029960215 42.049708992094, -87.679527935859 42.049844839693, -87.679601466693 42.049862382145, -87.67978676774 42.049906136694, -87.679795169729 42.049909011029))","1990","Clark","Street","St","614","624","619","633","60201","60201","Clark Street","600","698","601","699","1800","ST","CLARK","CLARK ST","Local Street","Truck Routes",,"No","25","614-633 CLARK ST","City of Evanston",,"2022-03-21T16:18:21.000Z","488.87322024432945","Major street"
"MULTILINESTRING ((-87.683374459382 42.048477947031, -87.683644554658 42.048481534412, -87.683670544535 42.048481873623, -87.683721750881 42.04848257509, -87.683742955007 42.048482859755, -87.684822231523 42.048497250639))","2051","Church","Street","St","900","950","901","921","60201","60201","Church Street","900","998","901","999","1700","ST","CHURCH","CHURCH ST","Main Road","Truck Routes",,"No","25","900-921 CHURCH ST","City of Evanston",,"2022-03-21T16:16:30.000Z","393.30085532055278","Collector street"
"MULTILINESTRING ((-87.681614359383 42.061690828944, -87.681612546482 42.061796084651, -87.681610507311 42.062225945816, -87.681609819257 42.062376047481, -87.681607743664 42.062867075724))","1779","Sherman","Avenue","Ave","2434","2442","2433","2433","60201","60201","Sherman Avenue","2400","2498","2401","2499","800","AVE","SHERMAN","SHERMAN AVE","Local Street","Truck Routes",,"No","25","2434-2433 SHERMAN AVE","City of Evanston",,"2022-03-21T16:17:59.000Z","428.654100585035","Major street"
"MULTILINESTRING ((-87.695619617979 42.066469895678, -87.695615581363 42.066622997328, -87.695609202419 42.066980690452, -87.695604602208 42.067237929785, -87.695594186108 42.067671476422))","787","Eastwood","Avenue","Ave","2714","2728","2701","2727","60201","60201","Eastwood Avenue","2700","2730","2701","2731","1700","AVE","EASTWOOD","EASTWOOD AVE","Local Street",,,"No","25","2714-2727 EASTWOOD AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","437.936586645722","Local street"
"MULTILINESTRING ((-87.716532386886 42.066788691712, -87.716525312235 42.067607017079, -87.716511177908 42.068504006877, -87.716503800833 42.06909481215))","1183","Hurd","Avenue","Ave","2700","2758","2715","2761","60201","60201","Hurd Avenue","2700","2798","2701","2799","0","AVE","HURD","HURD AVE","Local Street",,,"No","25","2700-2761 HURD AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","840.43390918742978","Local street"
"MULTILINESTRING ((-87.681598152749 42.025496379581, -87.68159848397 42.025496381462, -87.682331509049 42.025500952943))","1951","Austin","Street","St","0","0","0","0","60202","60202","Austin Street","730","798","729","799","0","ST","AUSTIN","AUSTIN ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:43.000Z","199.27005648156646","Local street"
"MULTILINESTRING ((-87.675626215829 42.050585863842, -87.676115739625 42.050716491319, -87.676530352533 42.050827890501, -87.676580545312 42.050841377168, -87.676981083055 42.050953929051, -87.677125428623 42.051024072071, -87.677284019272 42.051148301513))","1724","Sheridan","Road","Rd","1856","1870","1861","1861","60201","60201","Sheridan Road","1856","1880","1857","1879","0","RD","SHERIDAN","SHERIDAN RD","Main Road","Truck Routes",,"No","25","1856-1861 SHERIDAN RD","City of Evanston",,"2022-03-21T15:45:37.000Z","500.97483777096318","Major street"
"MULTILINESTRING ((-87.717783408206 42.067425440227, -87.717781908006 42.067538793427, -87.717776906588 42.068342393769, -87.717769746104 42.068931059871, -87.71776695335 42.069114335859))","568","Central Park","Avenue","Ave","2720","2760","2753","2761","60201","60201","Central Park Avenue","2712","2798","2713","2799","3000","AVE","CENTRAL PARK","CENTRAL PARK AVE","Main Road",,,"No","25","2720-2761 CENTRAL PARK AVE","City of Evanston",,"2022-03-21T15:56:40.000Z","615.48518119990786","Collector street"
"MULTILINESTRING ((-87.675050808296 42.062783331661, -87.675174037753 42.062796661563, -87.675611867525 42.062806855255, -87.676068162025 42.06281204889, -87.676567258953 42.06281622335, -87.677063100497 42.062821831428))","346","Milburn","Street","St","0","0","0","0","60201","60201","Milburn Street","500","598","501","599","2500","ST","MILBURN","MILBURN ST","Local Street",,,"No","25",,"City of Evanston",,"2022-03-21T15:43:48.000Z","546.89550755457515","Local street"
"MULTILINESTRING ((-87.727360623981 42.058880429913, -87.727347658475 42.059682508125))","664","Crawford","Avenue","Ave","0","0","2309","2315","60076","60201","Crawford Avenue","2300","2318","2301","2319","0","AVE","CRAWFORD","CRAWFORD AVE","Main Road","Truck Routes",,"Yes","30","2309-2315 CRAWFORD AVE","City of Evanston",,"2022-03-21T15:45:36.000Z","292.31359633106359","Major street"
"MULTILINESTRING ((-87.702419848448 42.033823104199, -87.702415965238 42.034111523085, -87.702409255993 42.03454424257, -87.702399141384 42.034926752352, -87.702390631152 42.0353145123, -87.702388534199 42.035496741387))","1005","Grey","Avenue","Ave","900","944","901","945","60202","60202","Grey Avenue","900","998","901","999","2100","AVE","GREY","GREY AVE","Local Street",,,"No","25","900-945 GREY AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","609.96811868799432","Local street"
"MULTILINESTRING ((-87.676394257618 42.048999524503, -87.677033046138 42.049168076059, -87.677297288202 42.049239810003, -87.677730937156 42.049357542932, -87.67809796383 42.049462846999))","44","Clark","Street","St","0","0","515","555","60201","60201","Clark Street","500","598","501","599","1800","ST","CLARK","CLARK ST","Local Street","Truck Routes",,"No","25","515-555 CLARK ST","City of Evanston",,"2022-03-21T16:21:35.000Z","492.61481455718626","Collector street"
"MULTILINESTRING ((-87.678250439624 42.035689029167, -87.67827883929 42.03580189443, -87.678462060941 42.036736123281, -87.678630018674 42.03755484476))","1116","Hinman","Avenue","Ave","1000","1050","1003","1049","60202","60202","Hinman Avenue","1000","1098","1001","1099","500","AVE","HINMAN","HINMAN AVE","Local Street",,,"No","25","1000-1049 HINMAN AVE","City of Evanston",,"2022-03-21T15:43:47.000Z","687.7448090015564","Local street"
"MULTILINESTRING ((-87.680443776774 42.020309440368, -87.680441242208 42.02078743468, -87.68043924833 42.021226958628))","678","Custer","Avenue","Ave","126","146","127","151","60202","60202","Custer Avenue","126","198","127","199","700","AVE","CUSTER","CUSTER AVE","Local Street",,,"No","25","126-151 CUSTER AVE","City of Evanston",,"2022-03-21T16:04:59.000Z","334.36261918349862","Collector street"
"MULTILINESTRING ((-87.712938010228 42.06075941183, -87.712931861268 42.06139863129, -87.712925253703 42.062084938023))","840","Ewing","Avenue","Ave","2400","2428","0","0","60201","60201","Ewing Avenue","2400","2430","2401","2431","2800","AVE","EWING","EWING AVE","Local Street",,,"No","25","2400-2428 EWING AVE","City of Evanston",,"2022-03-21T15:43:45.000Z","483.06000165820149","Local street"
"MULTILINESTRING ((-87.694957134152 42.059733359241, -87.695096850522 42.059666657359, -87.695456003958 42.059500409508, -87.695728877251 42.059363565146, -87.695815877886 42.059328209695))","1412","McCormick","Boulevard","Blvd","0","0","0","0","60201","60201","McCormick Boulevard","1600","1698","1601","1699","0","BLVD","MCCORMICK","MCCORMICK BLVD","Main Road","Truck Routes",,"No","35",,"City of Evanston",,"2022-03-21T15:45:37.000Z","276.11277370126152","Major street"
