"study_id","study_class","treatment_focus_study_level","treatment_focus_arm_level","treatment_focus_subclass_arm_level","total_n_randomized","intervention_group","arm_n_randomized","arm_n_randomized_qual","treatment_name","ncptsd_treatment_name","treatment_desc","psychotherapy","psychotherapy_subclass","pharmacotherapy","pharmacotherapy_subclass","cih","cih_subclass","nonpharm_biologic","nonpharm_cognitive_therapy","control","other","collaborative_care","format","delivery_method","dose","session_length","frequency","treatment_duration_weeks","treatment_duration_qual","def_treatment_completion","percent_completed","completed_psychotherapy_percent_detail","def_treatment_adherence","percent_adhered","adhered_pharmacotherapy_percent_detail","psychotherapy_sessions_mean","psychotherapy_sessions_sd","psychotherapy_sessions_qual","dose_at_study_end_point_mean","dose_at_study_end_point_sd","dose_at_study_end_point_qual","military_status","percent_active_duty_military","percent_veteran","percent_community","female_percent","female_percent_qual","male_percent","trauma_type","trauma_detail","risk_of_bias_rating_study_level","citation","ptsdpubs_id","year_added_to_ptsd_repository"
"back2019_A","Psychotherapy","PTSD+SUD","PTSD+SUD","Integrated","81","A","54",,"COPE","Concurrent Treatment for PTSD and Substance Use Disorder Using Prolonged Exposure (COPE)","Integrates Prolonged Exposure and CBT for SUD; sessions include psychoeducation, in vivo exposure and imaginal exposure; abstinence is not required to participate but is strongly encouraged.","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes",,,"total 12 sessions","attended 12 sessions","0.537",,,,,"8.8","4.1",,,,,"Veteran","0","1","0","0.091",,"0.909","Mixed","Combat-related, Rape/sexual assault, Accidents, Community/school violence, Natural or manmade disasters, Terrorism/policital violence/forced displacement; Other (physical assault, assault with a weapon, unwanted or uncomfortable sexual experience, captivity, severe human suffering, sudden violent death of someone close, sudden unexpected death of someone close, other very stressful event or experience)","Medium","Back SE, Killeen T, Badour CL, et al. Concurrent treatment of substance use disorders and PTSD using prolonged exposure: a randomized clinical trial in military veterans. Addict Behav. 2019 Mar;90:369-77. doi: 10.1016/j.addbeh.2018.11.032. PMID: 30529244.","51384","2020"
"back2019_B","Psychotherapy","PTSD+SUD","SUD","Not integrated","81","B","27",,"Relapse Prevention","Relapse Prevention","Manualized evidence-based treatment; ""teaches skills to help manage cravings and high-risk situations that commonly precipitate substance use.""","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"90 minutes",,,"total 12 sessions","attended 12 sessions","0.481",,,,,"7.4","5.0",,,,,"Veteran","0","1","0","0.091",,"0.909","Mixed","Combat-related, Rape/sexual assault, Accidents, Community/school violence, Natural or manmade disasters, Terrorism/policital violence/forced displacement; Other (physical assault, assault with a weapon, unwanted or uncomfortable sexual experience, captivity, severe human suffering, sudden violent death of someone close, sudden unexpected death of someone close, other very stressful event or experience)","Medium","Back SE, Killeen T, Badour CL, et al. Concurrent treatment of substance use disorders and PTSD using prolonged exposure: a randomized clinical trial in military veterans. Addict Behav. 2019 Mar;90:369-77. doi: 10.1016/j.addbeh.2018.11.032. PMID: 30529244.","51384","2020"
"badurabrack2015astudy1_A","Nonpharmacologic cognitive","PTSD","PTSD",,"52","A","27",,"Attention Bias Modification","Attention bias modification (ABM)","Computerized cognitive training strategies to alter biases in attention. Intervention utilized the dot-probe task to train attention bias away from threat","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person",,"Each session consisted of 160 trials with 500 millisecond centrally-presented fixation cross, then replaced by a pair of words presented for 500 millisecond","Weekly","4",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015astudy1_B","Nonpharmacologic cognitive","PTSD","PTSD",,"52","B","25",,"Attention Control Training","Attention bias modification (ABM)","Repeated trials train patients to normalize fluctuations in threat-related attention bias","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person",,"Each session consisted of 160 trials with 500 millisecond centrally-presented fixation cross, then replaced by a pair of words presented for 500 millisecond","Weekly","4",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015bstudy2_A","Nonpharmacologic cognitive","PTSD","PTSD",,"46","A","22",,"Attention Bias Modification","Attention bias modification (ABM)","Computerized cognitive training strategies to alter biases in attention. Intervention utilized the dot-probe task with pairs of angry and neutral faces to train attention bias away from threat","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person",,"Each session consisted of 120 trials with 500 millisecond centrally-presented fixation cross, followed by a face pair display for 500 millisecond","Twice weekly","4",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"badurabrack2015bstudy2_B","Nonpharmacologic cognitive","PTSD","PTSD",,"46","B","24",,"Attention Control Training","Attention bias modification (ABM)","Repeated trials train patients to normalize fluctuations in threat-related attention bias","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","Yes","No","No","No","Individual","In Person",,"Each session consisted of 120 trials with 500 millisecond centrally-presented fixation cross, followed by a face pair display for 500 millisecond","Twice weekly","4",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Badura-Brack AS, Naim R, Ryan TJ, et al. Effect of attention training on attention bias variability and PTSD symptoms: randomized controlled trials in Israeli and U.S. combat veterans. Am J Psychiatry. 2015 Dec;172(12):1233-41. doi: 10.1176/appi.ajp.2015.14121578. PMID: 26206075.","44617","2019"
"baker1995_A","Pharmacotherapy","PTSD","PTSD",,"118","A","56",,"Brofaromine","Brofaromine","Reversible MAOI with SSRI activity; flexible dose with titration","No","Not Applicable","Yes","Antidepressant: MAOI","No","Not Applicable","No","No","No","No","No","Individual","In Person","150 mg; flexible dosing, titration: starting dose NR, titrated up to 150 mg",,,"12",,,,,,,,,,,,,,"Mixed","0","0.602","0.398","0.193",,"0.807","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (not specified)","Medium","Baker DG, Diamond BI, Gillette GM, et al. A double-blind, randomized, placebo-controlled, multi-center study of brofaromine in the treatment of post-traumatic stress disorder. Psychopharmacology (Berl). 1995 Dec;122(4):386-9. doi: 10.1007/BF02246271. PMID: 8657838.","06773","2019"
"baker1995_B","Pharmacotherapy","PTSD","Control",,"118","B","58",,"Placebo","Placebo","Placebo","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,,"12",,,,,,,,,,,,,,"Mixed","0","0.602","0.398","0.193",,"0.807","Mixed","combat-related, rape/sexual assault, accidents, community/school violence, natural or manmade disasters, other (not specified)","Medium","Baker DG, Diamond BI, Gillette GM, et al. A double-blind, randomized, placebo-controlled, multi-center study of brofaromine in the treatment of post-traumatic stress disorder. Psychopharmacology (Berl). 1995 Dec;122(4):386-9. doi: 10.1007/BF02246271. PMID: 8657838.","06773","2019"
"baniasadi2014_A","Pharmacotherapy","PTSD","PTSD",,"37","A","18",,"Pregabalin augmentation","Pregabalin","Anticonvulsant; augmentation of standard medications of SSRIs (citalopram 20 to 40 mg per day or sertraline 50 to 200 mg per day) and sodium valproate (1000 to 1800 mg per day)","No","Not Applicable","Yes","Other pharmacotherapy","No","Not Applicable","No","No","No","No","No","Individual","In Person","150 mg (total daily dose 300 mg); titration: 75 mg per day for one week, then 75 mg twice daily for one week, then 150 mg twice daily",,"Twice Daily","6",,,,,"monitored using a compliance checkllist",,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.","44618","2019"
"baniasadi2014_B","Pharmacotherapy","PTSD","Control",,"37","B","19",,"Placebo augmentation","Placebo","Placebo augmentation of standard medications of SSRIs (citalopram 20 to 40 mg per day or sertraline 50 to 200 mg per day) and sodium valproate (1000 to 1800 mg per day)","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,,,"6",,,,,,,,,,,,,,"Veteran","0","1","0","0",,"1","Combat-related",,"Medium","Baniasadi M, Hosseini G, Fayyazi Bordbar MR, et al. Effect of pregabalin augmentation in treatment of patients with combat-related chronic posttraumatic stress disorder: a randomized controlled trial. J Psychiatr Pract. 2014 Nov;20(6):419-27. doi: 10.1097/01.pra.0000456590.12998.41. PMID: 25406046.","44618","2019"
"basoglu2007_A","Psychotherapy","PTSD","PTSD",,"31","A","16",,"Behavioral treatment","Exposure therapy","Treatment rationale, treatment target setting, and self-exposure instructions provided in first session. Then patients were exposed to simulated earthquake tremors with ability to control intensity, and instructed to confront their fear until they felt in control","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 for first session, variable for simulation (mean 33 minutes, SD 18)","Once","1",,,,,,,,,,,,,,"Community","0","0","1","0.871",,"0.129","Natural or manmade disasters",,"Medium","Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.","29446","2020"
"basoglu2007_B","Psychotherapy","PTSD","Control",,"31","B","15",,"Repeated assessment","Waitlist","Participants assessed at week 4 and 8 after randomization, then received treatment","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person",,,,"8",,,,,,,,,,,,,,"Community","0","0","1","0.871",,"0.129","Natural or manmade disasters",,"Medium","Basoglu M, Salcioglu E, Livanou M. A randomized controlled study of single-session behavioural treatment of earthquake-related post-traumatic stress disorder using an earthquake simulator. Psychological Medicine. 2007;37(2):203-13. doi: 10.1017/S0033291706009123. PMID: 17254365.","29446","2020"
"basoglu2005_A","Psychotherapy","PTSD","PTSD",,"59","A","31",,"Modified behavioral treatment","Trauma-focused cognitive behavioral therapy (TF-CBT)","Shorter version of CBT with cognitive intervention limited to explanation of treatment rationale, focusing on reduction of fear and avoidance, and shifting focus from habituation to anxiogenic stimuli to enhancement of sense of control over traumatic stressor","Yes","TF","No","Not Applicable","No","Not Applicable","No","No","No","No","No","Individual","In Person",,"60 minutes","Once","1",,,,,,,,,,,,,,"Community",,,"1","0.8475",,"0.1525","Natural or manmade disasters",,"Medium","Basoglu M, Salcioglu E, Livanou M, et al. Single-session behavioral treatment of earthquake-related posttraumatic stress disorder: a randomized waiting list controlled trial. J Trauma Stress. 2005;18(1):1-11. doi: 10.1002/jts.20011. PMID: 16281190.","18886","2019"
"basoglu2005_B","Psychotherapy","PTSD","Control",,"59","B","28",,"Waitlist","Waitlist","Participants completed a 6-week waiting period then were re-assessed","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No",,,,,,"6",,,,,,,,,,,,,,"Community",,,"1","0.8475",,"0.1525","Natural or manmade disasters",,"Medium","Basoglu M, Salcioglu E, Livanou M, et al. Single-session behavioral treatment of earthquake-related posttraumatic stress disorder: a randomized waiting list controlled trial. J Trauma Stress. 2005;18(1):1-11. doi: 10.1002/jts.20011. PMID: 16281190.","18886","2019"
"batki2014_B","Pharmacotherapy","PTSD+SUD","Control","Not integrated","30","B","16",,"Placebo","Placebo","Placebo identical to topiramate","No","Not Applicable","No","Not Applicable","No","Not Applicable","No","No","Yes","No","No","Individual","In Person","dose as topiramate-equivalent; 25 to 300 mg per day flexible dosing determined by tolerability; titration schedule: 25 mg/day for 1 week, increased to 50 mg/day in week 2, then increased in 50 mg/day increments each week to maximum of 300 mg/day in week 6, final dose maintained weeks 6 through 11, then tapered and discontinued in week 12.",,"Daily in divided doses","12",,,,,"Self-report and pill count, medication adherence rate calculated as total dose reported taken/total dose prescribed x 100",,"mean medication adherence rate 60.2% (SD 21.5%)",,,,"281 mg","45 mg",,"Veteran","0","1","0","0.0667",,"0.9333","Mixed","combat-related, other (""civilian related trauma"")","Medium","Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.","42646","2020"
"batki2014_A","Pharmacotherapy","PTSD+SUD","PTSD+SUD","Not integrated","30","A","14",,"Topiramate","Topiramate","Anticonvulsant medication + weekly medication management manualized counseling to promote adherence and reduce alcohol use","No","Not Applicable","Yes","Mood stabilizer","No","Not Applicable","No","No","No","No","No","Individual","In Person","25 to 300 mg per day flexible dosing determined by tolerability; titration schedule: 25 mg/day for 1 week, increased to 50 mg/day in week 2, then increased in 50 mg/day increments each week to maximum of 300 mg/day in week 6, final dose maintained weeks 6 through 11, then tapered and discontinued in week 12.",,"Daily in divided doses","12",,,,,"Self-report and pill count, medication adherence rate calculated as total dose reported taken/total dose prescribed x 100",,"mean medication adherence rate 63.1% (SD 20.3%)",,,,"286 mg","20 mg",,"Veteran","0","1","0","0.0667",,"0.9333","Mixed","combat-related, other (""civilian related trauma"")","Medium","Batki SL, Pennington DL, Lasher B, et al. Topiramate treatment of alcohol use disorder in veterans with posttraumatic stress disorder: a randomized controlled pilot trial. Alcohol Clin Exp Res. 2014 Aug;38(8):2169-77. doi: 10.1111/acer.12496. PMID: 25092377.","42646","2020"
"battaglia2016_A","Other mixed","PTSD+SUD","PTSD+SUD","Not integrated","175","A","89",,"MI for smoking cessation + PTSD home telehealth care management program","Motivational Interviewing (MI) for smoking cessation + PTSD home telehealth care management program","MI-based written smoking cessation curricula on home telehealth Health Buddy computer program and weekly telephone smoking cessation MI counseling by a nurse in addition to PTSD home telehealth care management program and nurse care manager. Mi-based smoking cessation curricula used MI material. A participant's response to a question dictated a different reply based on his or her stage of change. Nurse care managers used responses to promote identified health behavior change, and participants acquire a positive behavior (tobacco cessation)","Yes","Non-TF","No","Not Applicable","No","Not Applicable","No","No","No","No","Yes","Individual","Mixed",,"PTSD Health Buddy: 2 minutes;
MI counseling sessions: NR (average duration of call: 16.7 minutes)","PTSD Health Buddy: daily; MI counseling sessions: weekly","12",,,,,,,,,,"MI counseling sessions: 12.3 (5.5)",,,,"Veteran","0","1","0","0.1371",,"0.8629",,,"Medium","Battaglia C, Peterson J, Whitfield E, et al. Integrating motivational interviewing into a home telehealth program for veterans with posttraumatic stress disorder who smoke: a randomized controlled trial. J Clin Psychol. 2016 Mar;72(3):194-206. doi: 10.1002/jclp.22252. PMID: 26783736.","49060","2020"
