"county","license_number","operation_type","trade_name","owner_name","street_number","street_name","address_line_2","address_line_3","city","state","zip_code","georeference"
"NEW YORK","656845","Floral Shop","NY TOPIARY","CANDELARIO, MILTON","150","WEST 28TH STREET",,,"NEW YORK","NY","10031","POINT (-73.992673 40.746952)"
"ORANGE","659742","Dept. Store","MARSHALLS STORE #842","MARSHALLS OF MA, INC","470","ROUTE 211 EAST",,,"MIDDLETOWN","NY","10940","POINT (-74.380161 41.456645)"
"QUEENS","660574","Drug Store","WALGREENS #18412","WALGREEN EASTERN CO INC","9602","ROCKAWAY BOULEVARD",,,"OZONE PARK","NY","11417","POINT (-73.842189 40.680338)"
"MONROE","659769","Dept. Store","MARSHALLS STORE #379","MARSHALLS OF MA, INC","720","JEFFERSON AVENUE",,,"ROCHESTER","NY","14623","POINT (-77.628952 43.140421)"
"SUFFOLK","479397","Drug Store","RITE AID #10657","GENOVESE DRUG STORES INC","397","SUNRISE HIGHWAY",,,"WEST PATCHOGUE","NY","11772","POINT (-73.032893 40.777304)"
"WESTCHESTER","661273","Dept. Store","TRANSFORM KM LLC #9416","ROBERT RIECKER","399","TARRYTOWN ROAD",,,"WHITE PLAINS","NY","10607","POINT (-73.797171 41.042994)"
"OTSEGO","364689","Floral Shop","CODDINGTONS FLORIST INC","KATHRYN KROLL","15","CLINTON PLAZA DRIVE",,,"ONEONTA","NY","13820","POINT (-75.516979 42.529091)"
"NASSAU","658962","Other","DOLLAR TREE #03950","DOLLAR TREE","265","N. BROADWAY",,,"HICKSVILLE","NY","11801","POINT (-73.5298 40.777587)"
"QUEENS","637592","Hardware Store","HOME DEPOT THE #1255","HOME DEPOT USA INC","50-10","NORTHERN BOULEVARD",,,"LONG ISLAND CITY","NY","11101","POINT (-73.912017 40.753155)"
"MONROE","661429","Grocery Store","7 ELEVEN FOOD STORE #21412F","PARDEEP KAUR DEOL & RAJVIR SINGH","3345","LAKE AVENUE",,,"ROCHESTER","NY","14612","POINT (-77.626044 43.231035)"
"NASSAU","288058","Grocery Store","KING KULLEN GROCERY CO INC #34","KING KULLEN GROCERY CO INC","206","NEW HYDE PARK ROAD",,,"FRANKLIN SQUARE","NY","11010","POINT (-73.677145 40.713584)"
"ERIE","147325","Drug Store","WALGREENS #11334","WALGREENS EASTERN COMPANY INC","9050","ERIE ROAD",,,"ANGOLA","NY","140069556","POINT (-79.048019 42.638669)"
"SUFFOLK","471586","Drug Store","WALGREENS #9461","WALGREEN EASTERN COMPANY INC","2215","MIDDLE COUNTRY ROAD",,,"CENTEREACH","NY","117203524","POINT (-73.09037 40.858227)"
"ERIE","145097","Drug Store","RITE AID #10822","ECKERD CORPORATION","2330","NIAGARA FALLS BOULEVARD",,,"TONAWANDA","NY","14150","POINT (-78.822243 43.017551)"
"NEW YORK","659253","Floral Shop","BLOOMING COUTURE FLOWERS","KIM, KIM","2216","BROADWAY",,,"NEW YORK","NY","10024","POINT (-73.980025 40.783589)"
"QUEENS","636112","Drug Store","CVS PHARMACY # 1113","CVS ALBANY LLC","89-11","NORTHERN BLVD",,,"JACKSON HEIGHTS","NY","11372","POINT (-73.878572 40.756318)"
"NASSAU","656945","Other","PETCO #280","PETCO ANIMAL SUPPLIES, INC.","227","FOREST AVENUE",,,"GLEN COVE","NY","11542","POINT (-73.61879 40.874047)"
"TOMPKINS","661521","Grocery Store","GREENSTAR COOPERATIVE MARKET INC","MARILYN CHASE","770","CASCADILLA STREET",,,"ITHACA","NY","14850","POINT (-76.509674 42.444274)"
"KINGS","616826","Garden Center","VISCONTI ALLAN INC","MICHAEL VISCONTI","14","BROOKLYN TERMINAL MARKET",,,"BROOKLYN","NY","11236","POINT (-73.919244 40.644458)"
"ONONDAGA","657604","Drug Store","WALGREENS #09414","WALGREEN EASTERN CO INC","5173","WEST TAFT RD",,,"SYRACUSE","NY","13212","POINT (-76.159032 43.121927)"
"ALBANY","659065","Other","DOLLAR TREE #05680","DOLLAR TREE STORES, INC","1619","BROADWAY",,,"WATERVLIET","NY","12189","POINT (-73.700126 42.729273)"
"NEW YORK","656806","Other","PETSMART INC #2117","PETSMART INC.","517 E","117TH ST",,,"NEW YORK","NY","10035","POINT (-73.931932 40.795426)"
"SARATOGA","414867","Dept. Store","WAL-MART #2056","WAL-MART STORES EAST LP","16","OLD GICK ROAD",,,"SARATOGA SPRINGS","NY","12866","POINT (-73.762255 43.095207)"
"WESTCHESTER","559296","Garden Center","SIMPLY THE BEST","PAT STAROPOLI","1283","WEAVER STREET",,,"SCARSDALE","NY","10583",
"NASSAU","283959","Grocery Store","7 ELEVEN FOOD STORE #11170C","LEE BRANDON","1","FARMEDGE ROAD",,,"BETHPAGE","NY","11714","POINT (-73.495782 40.737818)"
"KINGS","617040","Drug Store","CVS PHARMACY # 2428","CVS ALBANY LLC","532","NEPTUNE AVE","LICENSING DEPT.",,"BROOKLYN","NY","11224","POINT (-73.974081 40.579885)"
"SUFFOLK","661938","Other","J.A. MALDONADO & SON NURSERY STOCK LLC","JOSE, JOSPEH & DONNA-LEE MALDONADO","240","FROWEIN ROAD",,,"CENTER MORICHES","NY","11934","POINT (-72.798136 40.805055)"
"TOMPKINS","660674","Drug Store","WALGREENS# 19684","WALGREEN EASTERN CO INC","330","PINE TREE RD.",,,"ITHACA","NY","14850","POINT (-76.465357 42.438029)"
"ONEIDA","301830","Garden Center","GREENSCAPES GARDEN CENTER","ONEILL DENNIS R","48","OLD MOHAWK STREET",,,"WHITESBORO","NY","13492","POINT (-75.287761 43.124425)"
"ROCKLAND","662097","Other","DOLLAR TREE #02573","DOLLAR TREE STORES, INC","166","S LIBERTY DRIVE",,,"STONY POINT","NY","10980","POINT (-73.986479 41.217488)"
"QUEENS","638565","Drug Store","RITE AID #4873","RITE AID OF NEW YORK INC","55-60","MYRTLE AVENUE",,,"RIDGEWOOD","NY","113853554","POINT (-73.906351 40.700106)"
"DUTCHESS","137336","Drug Store","CVS PHARMACY # 2838","CVS ALBANY","48","E MARKET ST",,,"RHINEBECK","NY","12572","POINT (-73.911006 41.926963)"
"JEFFERSON","659079","Other","CHRISTMAS TREE SHOPS #7082","CHRISTMAS TREE SHOPS, INC.","21182","SALMON RUN MALL LOOP WEST",,,"WATERTOWN","NY","13601","POINT (-75.955591 43.976364)"
"RICHMOND","648011","Drug Store","CVS PHARMACY # 6050","CVS ALBANY LLC","1654","RICHMOND AVE",,,"STATEN ISLAND","NY","10314","POINT (-74.162119 40.608168)"
"CORTLAND","661081","Other","DOLLAR TREE #07790","CLINTON J YORK","160","CLINTON AVEUNE",,,"CORTLAND","NY","13045","POINT (-76.169015 42.605994)"
"MONROE","260056","Grocery Store","GATES BIG M MARKET","BRIAN D MCNAMARA","1520","SPENCERPORT ROAD",,,"ROCHESTER","NY","14606","POINT (-77.731119 43.174902)"
"DUTCHESS","661321","Hardware Store","ROOSTERS ROUTE 82 HOME & HARDWARE CENTER","JEFF & AMY COMO","6047","ROUTE 82",,,"STANFORDVILLE","NY","12581","POINT (-73.706567 41.87006)"
"ONONDAGA","660505","Drug Store","WALGREENS #19377","WALGREEN EASTERN CO INC","4001","S. SALINE ST.",,,"SYRACUSE","NY","13205","POINT (-76.142401 43.00956)"
"CATTARAUGUS","44143","Grocery Store","TOPS #273","TOPS PT LLC","51","MAIN ST RANDOLPH PLAZA",,,"RANDOLPH","NY","14772",
"ALBANY","15410","Drug Store","CVS PHARMACY # 415","CVS ALBANY LLC","750","LOUDON RD",,,"LATHAM","NY","12110","POINT (-73.761936 42.742783)"
"WESTCHESTER","550285","Other","BLONDIES TREEHOUSE INC","HOWARD K FREILICH","431","FAYETTE AVENUE",,,"MAMARONECK","NY","105432211","POINT (-73.745032 40.950226)"
"SUFFOLK","658112","Dept. Store","OCEAN STATE JOB LOT #507","OCEAN STATE JOB LOT","1480","DEER PARK AVENUE",,,"NORTH BABYLON","NY","11703","POINT (-73.324198 40.748342)"
"STEUBEN","659993","Grocery Store","CANISTEO SHURFINE","JON & DULCINE HEDGES","56","W MAIN ST",,,"CANISTEO","NY","14823","POINT (-77.607963 42.274921)"
"ERIE","145899","Drug Store","CVS PHARMACY # 737","CVS ALBANY LLC","729","MAIN ST",,,"EAST AURORA","NY","14052","POINT (-78.607071 42.767793)"
"ERIE","661173","Grocery Store","7 ELEVEN #35138A","RAWA S ANABI AND SAM ANABI","889","BEACH ROAD",,,"BUFFALO","NY","14225","POINT (-78.760828 42.945136)"
"ST. LAWRENCE","658883","Other","DOLLAR TREE #01421","DOLLAR TREE","168","HARTE  HAVEN PLAZA",,,"MASSENA","NY","13662","POINT (-74.881181 44.920354)"
"NEW YORK","621981","Grocery Store","WHOLE FOODS MARKET","WHOLE FOODS MARKET GROUP INC","95","EAST HOUSTON STREET",,,"NEW YORK","NY","10002","POINT (-73.991724 40.723787)"
"OTSEGO","367984","Drug Store","KPH HEALTHCARE DBA KINNEY DRUGS #45","KPH HEALTHCARE SERVICES INC.","10","MAIN STREET",,,"RICHFIELD SPRINGS","NY","13439","POINT (-74.995713 42.855969)"
"OSWEGO","658162","Vehicle","EMINESS PRODUCE","HOXE MATTHEW","1788","CO RT 45",,,"FULTON","NY","13069",
"TOMPKINS","660131","Other","BYRNE DAIRY #67","SONBYRNE SALES INC","208","E MAIN STREET",,,"TRUMANSBURG","NY","14886","POINT (-76.648704 42.53709)"
"WYOMING","564581","Roadside Stand","ARCADE CENTER FARM","MILKS RAYMOND","7298","ROUTE 98",,,"ARCADE","NY","14009","POINT (-78.402151 42.547201)"
"BRONX","660857","Drug Store","WALGREENS #19889","WALGREEN EASTERN CO INC","32","EAST 170TH STREET",,,"BRONX","NY","10452","POINT (-73.916817 40.839899)"
"WESTCHESTER","656928","Grocery Store","S & S FOODS LLC","SALEH, SALEH SAMI","114","NO BROADWAY",,,"TARRYTOWN","NY","10591","POINT (-73.857753 41.079988)"
"KINGS","661247","Other","DOLLAR TREE #07595","MIKE A WITYNSKI","2612","PITKIN AVENUE",,,"BROOKLYN","NY","11208","POINT (-73.875548 40.674884)"
"ONEIDA","305542","Dept. Store","WAL-MART #2093","WAL-MART STORES EAST LP","710","HORATIO STREET",,,"UTICA","NY","13502","POINT (-75.225463 43.127976)"
"MONROE","658840","Other","DOLLAR TREE #07612","DOLLAR TREE","923","S. CLINTON AVENUE",,,"ROCHESTER","NY","14620","POINT (-77.59663 43.140431)"
"MONROE","269979","Grocery Store","ALDI INC #76","ALDI INC","615","JEFFERSON ROAD",,,"HENRIETTA","NY","14467",
"QUEENS","638799","Drug Store","CVS PHARMACY # 7881","CVS ALBANY LLC","97-15","METROPOLITAN AVE",,,"FOREST HILLS","NY","11375","POINT (-73.855199 40.711145)"
"SUFFOLK","658221","Grocery Store","7 ELEVEN FOOD STORE  #32722B","SEEMA BHATIA","59","NORTH COUNTRY RD",,,"ROCKY POINT","NY","11778","POINT (-72.959475 40.94512)"
"QUEENS","656811","Drug Store","WALGREENS #11112","WALGREEN EASTERN CO.,INC.","175-06","HILLSIDE AVE",,,"JAMAICA","NY","11432","POINT (-73.787421 40.711766)"
"KINGS","659794","Grocery Store","KEY FOOD SUPERMARKET","TAPPS SUPERMARKET INC","2245","GERRITSEN AVE",,,"BROOKLYN","NY","11229","POINT (-73.934263 40.601039)"
"OSWEGO","658093","Landscaper","KANGAROO LAWN AND LANDSCAPE","DWYER, SEAN","3072","W MAIN STREET",,,"PARISH","NY","13131","POINT (-76.135309 43.41257)"
"WESTCHESTER","658942","Other","DOLLAR TREE #03105","DOLLAR TREE","1847","EAST MAIN ST",,,"PEEKSKILL","NY","10566","POINT (-73.855153 41.321481)"
"WESTCHESTER","659269","Grocery Store","ACME #2437","DANIEL CROCE","12","CEDAR STREET",,,"BRONXVILLE","NY","10708","POINT (-73.833735 40.938725)"
"WESTCHESTER","551131","Other","SITE ONE LANDSCAPE SUPPLY # 600","JOHN DEERE LANDSCAPES","5","5TH AVENUE",,,"LARCHMONT","NY","10538","POINT (-73.764708 40.932533)"
"KINGS","661662","Floral Shop","JULIA TESTA LLC","JULIA TESTA","836","DEKALB AVE",,,"BROOKLYN","NY","11221","POINT (-73.942634 40.692375)"
"MONROE","661652","Grocery Store","7 ELEVEN STORE #40234","RAWA S ANABI & SAM ANABI","226","NORTH AVENUE",,,"WEBSTER","NY","14580","POINT (-77.430097 43.218748)"
"SUFFOLK","658815","Other","DOLLAR TREE #05995","DOLLAR TREE","3235","HORSEBLOCK ROAD",,,"MEDFORD","NY","11763","POINT (-72.982002 40.824944)"
"WESTCHESTER","658721","Drug Store","CVS PHARMACY # 10652","CVS PHARMACY","294","KATONAH AVENUE",,,"KATONAH","NY","10536","POINT (-73.683862 41.255109)"
"NEW YORK","661629","Other","GOPHER BROKE FARM INC","GEORGE NASH & JANE WATERMAN","1734","2ND AVENUE",,,"NEW YORK","NY","10128","POINT (-73.949754 40.780635)"
"SUFFOLK","657544","Hardware Store","BELLMORE HOME CENTER INC","BELLMORE HOME CENTER INC","360","RT 25-A",,,"ROCKY POINT","NY","11778","POINT (-72.942625 40.945087)"
"WESTCHESTER","662045","Other","POLLINATED PATHWAYS CORP","JOHN H VARGO","110","2ND STREET",,,"VERPLANCK","NY","10596","POINT (-73.961261 41.249834)"
"GENESEE","183576","Floral Shop","LAKESTREET FLORIST & GIFT SHOP","COOK JOYCE","110","LAKE STREET",,,"LEROY","NY","14482","POINT (-77.991879 42.985445)"
"KINGS","659113","Other","DOLLAR TREE #05305","DOLLAR TREE STORES, INC.","2294","NOSTRAND AVE",,,"BROOKLYN","NY","11210","POINT (-73.94724 40.628712)"
"GREENE","191779","Hardware Store","LOWE'S HOME CTR #2483","LOWES HOME CENTERS, LLC","60","CATSKILL COMMONS",,,"CATSKILL","NY","12414","POINT (-73.88123 42.214149)"
"ONEIDA","307693","Grocery Store","PRICE CHOPPER #0026","PRICE CHOPPER OPERATING CO INC","1917","GENESEE STREET",,,"UTICA","NY","135015687","POINT (-75.260267 43.087111)"
"ONONDAGA","310745","Landscaper","SOLLECITO LANDSCAPING NURSERY LLC","SOLLECITO JAMES","4094","HOWLETT HILL RD",,,"SYRACUSE","NY","13215","POINT (-76.229567 43.012132)"
"SUFFOLK","479934","Grocery Store","STOP & SHOP SPRMKT #553","STOP & SHOP SUPERMARKET CO LLC","260","POND PATH",,,"SOUTH SETAUKET","NY","11720","POINT (-73.102544 40.883772)"
"RENSSELAER","662149","Garden Center","HOME GROWN OUTLET","DARREN SCHWARTZ","120","HOOSICK STREET",,,"TROY","NY","12180","POINT (-73.67804 42.739386)"
"BROOME","660401","Garden Center","AGWAY- ENDICOTT","TSMITH ENTERPRISES INC","116","JENNINGS STREET",,,"ENDICOTT","NY","13760","POINT (-76.06709 42.099488)"
"QUEENS","634549","Grocery Store","BOGOPA-58-01 INC","BOGOPA SERVICE CORP","58-01","JUNCTION BLVD",,,"CORONA","NY","11368","POINT (-73.865094 40.735175)"
"MONROE","261883","Drug Store","RITE AID #10859","ECKERD CORPORATION","1792","NORTH GOODMAN STREET",,,"ROCHESTER","NY","14609","POINT (-77.576341 43.188122)"
"NIAGARA","297893","Hardware Store","HOME DEPOT THE #1268","HOME DEPOT USA INC","5730","SOUTH TRANSIT ROAD",,,"LOCKPORT","NY","14094","POINT (-78.696899 43.147134)"
"QUEENS","660991","Grocery Store","NORTH SHORE FARMS WHITESTONE LTD","NIKOLAS KATOPODIS","153-01","10TH AVENUE",,,"WHITESTONE","NY","11357","POINT (-73.808229 40.793388)"
"QUEENS","660935","Drug Store","WALGREENS #17680","WALGREEN EASTERN CO INC","16040","CROSS BAY BLVD",,,"HOWARD BEACH","NY","11414","POINT (-73.839376 40.656798)"
"KINGS","618507","Drug Store","RITE AID #3879","RITE AID OF NEW YORK INC","6900","4TH AVENUE",,,"BROOKLYN","NY","112091502","POINT (-74.023583 40.63447)"
"JEFFERSON","658076","Gas Station","SACKETS HARBOR COUNTRY MART INC","SACKETS HARBOR COUNTRY MART INC","240","DODGE AVE",,,"SACKETS HARBOR","NY","13685","POINT (-76.109404 43.949353)"
"BROOME","35574","Drug Store","CVS PHARMACY # 562","CVS ALBANY LLC","345","MAIN ST",,,"JOHNSON CITY","NY","13790","POINT (-75.961223 42.11576)"
"PUTNAM","377494","Drug Store","CVS PHARMACY # 5054","CVS ALBANY LLC","100","EAST LAKE BLVD",,,"MAHOPAC","NY","10541","POINT (-73.72964 41.373758)"
"MONTGOMERY","662079","Roadside Stand","JEREMY KORONA","JEREMY KORONA","1582","COUNTY HIGHWAY 107",,,"AMSTERDAM","NY","12010","POINT (-74.215674 43.01231)"
"CHEMUNG","659134","Roadside Stand","TAMMYS PRODUCE","TAMRA S AUMICK","1848","PENNSYLVANIA AVE",,,"PINE CITY","NY","14871","POINT (-76.901526 42.001597)"
"ST. LAWRENCE","661642","Grocery Store","7 ELEVEN STORE # 40180","RAWA S ANABI & SAM ANABI","71","EAST MAIN STREET",,,"CANTON","NY","13617","POINT (-75.157607 44.596367)"
"GENESEE","180072","Drug Store","RITE AID #10807","ECKERD CORPORATION","601","EAST MAIN STREET",,,"BATAVIA","NY","14020","POINT (-78.163583 42.994842)"
"WESTCHESTER","661055","Hardware Store","LOWES HOME CENTER #3360","BETH MACDONALD","3200","CROMPOUND ROAD",,,"YORKTOWN HEIGHTS","NY","10598","POINT (-73.822922 41.291593)"
"NASSAU","661512","Grocery Store","LUS LICENSING DBA LIDL EAST MEADOW","MARCO LANDOLT","1980","HEMPSTEAD TURNPIKE",,,"EAST MEADOW","NY","11554","POINT (-73.563449 40.724302)"
"NASSAU","287399","Drug Store","CVS PHARMACY # 4451","CVS ALBANY LLC","3496","LONG BEACH ROAD",,,"OCEANSIDE","NY","11572","POINT (-73.639861 40.62587)"
"SUFFOLK","477180","Grocery Store","7 ELEVEN FOOD STORE  #11229A","NIRMAL BASRA","2223","RTE 112 & RTE 2",,,"CORAM","NY","11727","POINT (-73.00421 40.869869)"
"SUFFOLK","660001","Drug Store","CVS PHARMACY # 10582","CVS ALBANY LLC","71","MONTAUK HWY",,,"EAST HAMPTON","NY","11937","POINT (-72.209631 40.954017)"
"MONROE","658818","Other","PITTI'S FRUIT FARM","PITTI SALVATORE","1029","MANITOU ROAD",,,"HILTON","NY","14468","POINT (-77.750622 43.265363)"
"NEW YORK","661202","Drug Store","CVS PHARMACY #11237","MARIA SEMEDO","358","5TH AVENUE",,,"NEW YORK","NY","10001","POINT (-73.984404 40.748649)"
"KINGS","661958","Grocery Store","7 ELEVEN STORE # 35049B","RADD J ISKANDER","2474","FLATBUSH AVE",,,"BROOKLYN","NY","11234","POINT (-73.922856 40.609962)"
"MONROE","268536","Garden Center","CREEKEDGE FARM MARKET","MAIER HARRY","683","RIDGE ROAD",,,"WEBSTER","NY","14580","POINT (-77.488718 43.203943)"
"ST. LAWRENCE","660639","Drug Store","WALGREENS #17468","WALGREEN EASTERN CO INC","908","STATE ST.",,,"OGDENSBURG","NY","13669","POINT (-75.486903 44.690621)"
"RICHMOND","640006","Garden Center","SWEETBROOK GARDEN CTR","FRANK ILLIANO","2371","FOREST AVENUE",,,"STATEN ISLAND","NY","10303","POINT (-74.169077 40.627833)"
"NEW YORK","628858","Drug Store","CVS PHARMACY # 8968","CVS ALBANY LLC","222","EAST 34 ST",,,"NEW YORK","NY","10016","POINT (-73.976812 40.745183)"
"QUEENS","637312","Drug Store","WALGREENS #4319","WALGREEN EASTERN COMPANY INC","8420","BROADWAY",,,"ELMHURST","NY","11373","POINT (-73.878177 40.739639)"
"CAYUGA","657573","Other","GRIFFIN GRNHSE SUPP INC","RICHARD LAYNE","ONE","ELLIS DRIVE",,,"AUBURN","NY","13021",
"SUFFOLK","661810","Roadside Stand","SHARE THE HARVEST FARM INC","IRA BEZOZA, JESSICA TONN","55","LONG LANE",,,"EAST HAMPTON","NY","11937","POINT (-72.205913 40.970753)"
"KINGS","660870","Drug Store","WALGREENS #18204","WALGREEN EASTERN CO INC","355","KNICKERBOCKER AVENUE",,,"BROOKLYN","NY","11237","POINT (-73.921853 40.700794)"
"QUEENS","661038","Roadside Stand","A-C MARKET GROCERY","ABEL CAZARES","91-32","197TH STREET",,,"SAINT ALBANS","NY","11412",
"QUEENS","662104","Grocery Store","7 ELEVEN, INC. STORE #37717J","JOSPEH M DEPINTO","159-35","CROSS BAY BLVD.",,,"HOWARD BEACH","NY","11414","POINT (-73.839503 40.658032)"
"MONROE","264970","Drug Store","WALGREENS #10382","WALGREEN EASTERN COMPANY INC","4366","BUFFALO ROAD",,,"NORTH CHILI","NY","14514","POINT (-77.804632 43.120136)"
"ALBANY","658836","Other","DOLLAR TREE #00883","DOLLAR TREE","579","TROY-SCHENECTADY RD",,,"LATHAM","NY","12110","POINT (-73.766837 42.752101)"
"WESTCHESTER","559512","Garden Center","BULFAMANTE MARIO&SONS","STEPHEN, ANTHONY & SEBASTIAN BULFAMANTE","75","PORTMAN ROAD",,,"NEW ROCHELLE","NY","10801","POINT (-73.771251 40.926644)"
"MADISON","259684","Garden Center","TRACTOR SUPPLY COMPANY #280","TRACTOR SUPPLY COMPANY","2019","UPPER LENOX AVENUE",,,"ONEIDA","NY","13421",
"KINGS","660384","Grocery Store","7 ELEVEN FOOD STORE #34172J","7 ELEVEN INC","2515","86TH STREET",,,"BROOKLYN","NY","11214","POINT (-73.986577 40.597532)"
"ESSEX","153051","Grocery Store","ALDI INC #46","ALDI INCORPORATED","587","LAKE FLOWER AVE",,,"SARANAC LAKE","NY","12983","POINT (-74.115872 44.311908)"
"ST. LAWRENCE","407886","Grocery Store","ALDI INC #23","ALDI INC","1101","PARK STREET",,,"OGDENSBURG","NY","13669","POINT (-75.472677 44.693126)"
"KINGS","661984","Floral Shop","POETIC ROSES CORP","LUIS MUNZON","208","WYCKOFF AVE",,,"BROOKLYN","NY","11237","POINT (-73.914658 40.701512)"
"SUFFOLK","472767","Garden Center","C WHITMORE GARDENS","CHARLIE WHITMORE","26","MONTAUK HWY",,,"AMAGANSETT","NY","11930","POINT (-72.149439 40.972711)"
"NASSAU","661670","Dept. Store","NATIONAL WHOLESALE LIQUIDATORS","MAS WHOLESALE HOLDINGS LLC","5520","SUNRISE HWY",,,"MASSAPEQUA","NY","11758","POINT (-73.435743 40.6786)"
"SARATOGA","410984","Roadside Stand","PETUSKES PRODUCE LLC","PETUSKE MICHELLE & RICHARD","39","HALFMOON DRIVE",,,"WATERFORD","NY","121881100","POINT (-73.71742 42.827538)"
"NASSAU","287711","Drug Store","CVS PHARMACY # 5370","CVS ALBANY LLC","1","EAST MERRICK ROAD",,,"VALLEY STREAM","NY","11580","POINT (-73.697325 40.664559)"
"ERIE","661285","Garden Center","TRACTOR SUPPLY COMPANY #2390","KAREN SUE AUSTIN","10838","MAIN STREET",,,"NORTH COLLINS","NY","14111",
"KINGS","616459","Vehicle","GALLO ANTHONY LANDSCAPING AND NURSERY","ANTHONY GALLO","1909","FLATBUSH AVENUE",,,"BROOKLYN","NY","11210","POINT (-73.93744 40.623154)"
"JEFFERSON","662035","Hardware Store","STATE STREET HARDWARE","STATE STREET HARDWARE","531","STATE STREET",,,"WATERTOWN","NY","13601","POINT (-75.903363 43.973048)"
"ORANGE","336152","Drug Store","CVS PHARMACY # 1128","CVS ALBANY LLC","72","BROOKSIDE AVE",,,"CHESTER","NY","10918","POINT (-74.282468 41.355877)"
"ERIE","146496","Drug Store","WALGREENS #3857","WALGREEN EASTERN COMPANY INC","3488","MAIN STREET",,,"BUFFALO","NY","14226","POINT (-78.819052 42.957372)"
"ORANGE","660551","Drug Store","WALGREENS #19578","WALGREEN EASTERN CO INC","89","BROOKSIDE AVE.",,,"CHESTER","NY","10918","POINT (-74.284687 41.357844)"
"SUFFOLK","472020","Grocery Store","7 ELEVEN FOOD STORE  #16539C","I & M PARTNERS INC","450","PECONIC STREET",,,"RONKONKOMA","NY","11779","POINT (-73.136435 40.798375)"
"WARREN","659672","Dept. Store","TJ MAXX STORE #669","TJX COMPANIES INC","820","ROUTE 9",,,"QUEENSBURY","NY","12804","POINT (-73.676406 43.331364)"
"NEW YORK","659427","Grocery Store","FINE FARE SUPERMARKET","RUFINO CASTRO","4776","BROADWAY",,,"NEW YORK","NY","10034","POINT (-73.926534 40.865794)"
"SCHENECTADY","426095","Roadside Stand","BUHRMASTER FRUIT & PRODUCE INC","BUHRMASTER KEITH W","189","SARATOGA ROAD",,,"SCOTIA","NY","12302","POINT (-73.932818 42.865656)"
"SUFFOLK","661777","Drug Store","CVS PHARMACY #10191","CVS PHARMACY","87","SUNSET AVE",,,"WESTHAMPTON BEACH","NY","11978","POINT (-72.644903 40.812334)"
"RICHMOND","662051","Grocery Store","7 ELEVEN STORE# 34248B","NAGAMANY JEYAKUMAR","1440","FOREST AVE",,,"STATEN ISLAND","NY","10302","POINT (-74.136854 40.624436)"
"SUFFOLK","661937","Other","UNDER THE TINY TREE- HOLISTIC BONZAI INC.","DIANA AND JASON PAYNE","50","UNION AVENUE",,,"EASTPORT","NY","11941","POINT (-72.732994 40.830668)"
"WESTCHESTER","555493","Drug Store","CVS PHARMACY # 490","CVS ALBANY LLC","253","SOUTH RIDGE STREET","WASHINGTON PARK PLAZA",,"RYE BROOK","NY","10573","POINT (-73.680618 41.000396)"
"SUFFOLK","661835","Floral Shop","TOWERS FLOWERS","PETER T MCBRIDE","1350","DEER PARK AVE",,,"NORTH BABYLON","NY","11703","POINT (-73.322146 40.743085)"
"MADISON","251737","Other","HILLTOP HERBERY","REEVE ENTERPRISES CAZENOVIA INC","4748","SYRACUSE ROAD",,,"CAZENOVIA","NY","13035","POINT (-75.89273 42.951546)"
"ULSTER","518702","Drug Store","CVS PHARMACY # 7629","CVS ALBANY LLC","2","RIVERVIEW DRIVE",,,"MARLBORO","NY","12542","POINT (-73.963674 41.616486)"
"ROCKLAND","661119","Dept. Store","OCEAN STATE JOB LOT #513","BRUCE WALTERS","122","EAST ROAD 59",,,"NANUET","NY","10954","POINT (-74.006139 41.095115)"
"CLINTON","660484","Drug Store","WALGREENS #19595","WALGREEN EASTERN CO INC","887","ROUTE 11",,,"CHAMPLAIN","NY","12919","POINT (-73.445955 44.978337)"
"NEW YORK","659574","Floral Shop","MERRY FLOWERS","MARIA GONZALEZ","3801","BROADWAY",,,"NEW YORK","NY","10032","POINT (-73.944398 40.834934)"
"BRONX","658639","Dept. Store","TARGET STORE #2811","TARGET STORES","815","E HUTCHINSON RIVER PKWY",,,"BRONX","NY","10465","POINT (-73.836397 40.822612)"
"PUTNAM","661568","Dept. Store","OCEAN STATE JOB LOT #514","MARC PERLMAN, ALAN PERLMAN & JOHN CONFOR","1001","US ROUTE 6",,,"MAHOPAC","NY","10541","POINT (-73.723116 41.392583)"
"QUEENS","639882","Other","BJS WHOLESALE CLUB #0143","BJS WHOLESALE CLUB INC","66-26","METROPOLITAN AVENUE",,,"MIDDLE VILLAGE","NY","11379","POINT (-73.893577 40.712377)"
"ULSTER","657900","Roadside Stand","MIGLIORELLI FARM","KENNETH MIGLIORELLI","5150","RT 28",,,"MOUNT TREMPER","NY","12457","POINT (-74.275282 42.032812)"
"ST. LAWRENCE","400059","Hardware Store","LOWE'S HOME CTR #2401","LOWES HOME CENTERS, LLC","2001","FORD STREET EXTENSION",,,"OGDENSBURG","NY","13669","POINT (-75.457733 44.705859)"
"NASSAU","659209","Floral Shop","TOWN & COUNTRY FLOWERS","ROBERT W. STAINKAMP","53","MANHASSET AVE",,,"MANHASSET","NY","11030","POINT (-73.700956 40.795514)"
"CATTARAUGUS","661064","Other","C&S WHOLESALE GROCERS INC","BRYAN GRANGER","1587","HASKELL ROAD",,,"OLEAN","NY","14760","POINT (-78.382755 42.068716)"
