"unitnumber","acquisitiondate","make","manufacturer","model","modelyear","statusdescription","categoryclassdesc","maintlocationname","ltd_fuelquantity","ltdusage1","meter1","class1description","usingdepartment","usingdescription","age","ltdcontributions","purchasecost","changedate"
"R901","2012-04-10T00:00:00.000","FORD","FORD","E350 XL","2012","Active unit","VAN, 1 TON, 15 PASSENGER, E85","Car Shop","9722.33","84454","84454","ON","450-2313","Sanitation","8","44769","24950","2020-10-23T01:02:01.000"
"W850","2016-07-11T00:00:00.000","PJ TRAILER","PJ TRAILERS","U7122","2016","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","0","0","OFF","420-2145","Water Resources","4","2220.9","4810","2020-09-21T06:58:29.000"
"F454","2019-06-25T00:00:00.000","PIERCE","PIERCE","IMPEL XM","2019","Active unit","FIRE TRUCK, PUMPER","Truck Shop","833.52","3235","4838","ON","150-1497","Fire Rescue","1","108669.44","1000704","2020-10-22T01:02:55.000"
"W8603","2016-05-10T00:00:00.000","KUBOTA","KUBOTA","L47","2016","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","185.36","938","939","OFF","420-2117","Water Resources","4","36474.88","45577.15","2020-10-16T15:13:44.000"
"S459","2016-07-26T00:00:00.000","FORD","FORD","F550SD","2006","Reached end of economical life","TRUCK, PICKUP, 2 TON, UTILITY, CREW, DIESEL","Truck Shop","585.14","62740","62740","ON","420-2077","Water Resources","4","0","0","2020-10-23T01:02:05.000"
"C294","2017-09-19T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 15","2018","Active unit","TRUCK, PICKUP, 1/2 TON, EXTENDED CAB, E85","Car Shop","1923.94","19548","19661","ON","370-1553","Construction Services","3","11021.83","21468.33","2020-10-21T14:41:50.000"
"R7612","2016-02-23T00:00:00.000","STIHL","STIHL","BG86","2016","Active unit","BLOWER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","4","0","1","2020-06-26T15:08:50.000"
"W7232","2012-05-03T00:00:00.000","STIHL","STIHL","HS81R 24","2012","Active unit","TRIMMER, SHRUBBERY, E10","Specialty Equipment Shop","0","0","0","OFF","420-2229","Water Resources","8","0","394.96","2020-07-06T14:22:46.000"
"F489","2017-05-10T00:00:00.000","PIERCE","PIERCE","IMPEL","2017","Active unit","FIRE TRUCK, LADDER, 70-79 FT, DIESEL","Truck Shop","8113.45","25118","27048","ON","150-1497","Fire Rescue","3","358181.05","790635.22","2020-10-26T01:02:00.000"
"W223","2007-10-19T00:00:00.000","FORD","FORD","F250SD","2008","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","10229.67","79646","79646","ON","420-2145","Water Resources","13","16834","16834","2020-10-22T01:02:50.000"
"W489A","2017-09-28T00:00:00.000","RAMJET","VACTOR","TK4030","2017","Active unit","CLEANER, SEWER RODDER, DIESEL","Specialty Equipment Shop","39.4","77","77","OFF","420-2145","Water Resources","3","0","0","2020-08-04T16:22:02.000"
"S435","2006-01-04T00:00:00.000","STERLING","STERLING","LT7500ACTERA","2006","Reached end of economical life","TRUCK, DUMP, BOOM LOADER, DIESEL","Sanitation Shop","24203.36","101544","101544","ON","400-1309","Stormwater","14","85886","85886","2020-10-16T11:09:41.000"
"E202","2001-03-16T00:00:00.000","FORD","FORD","F250SD","2001","Active unit","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","2151.3","16259","16259","ON","130-1357","Engineering","19","16428","19327","2020-09-16T10:16:15.000"
"R4176","2017-03-29T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2017","Active unit","TRUCK, COMPACTOR, REAR LOAD, CNG","Sanitation Shop","0","42611","43273","ON","450-2297","Sanitation","3","0","0","2020-10-22T10:05:33.000"
"W7331","2003-07-28T00:00:00.000","WACKER","WACKER","PG2","2003","Active unit","PUMP, CENTRIFUGAL, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","17","0","397","2020-07-06T14:30:22.000"
"C125","2005-06-02T00:00:00.000","FORD","FORD","EXPLORER","2005","Planned Replacement","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","4600.05","63908","63908","ON","370-1537","Construction Services","15","24989","21991","2020-10-22T13:18:15.000"
"W427","2015-02-19T00:00:00.000","FORD","FORD","F450SD","2015","Active unit","TRUCK, PICKUP, 1-1/2 TON, UTILITY, DIESEL","Truck Shop","4605.98","32914","32914","ON","420-2145","Water Resources","5","34011.21","42641","2020-10-22T01:02:18.000"
"R8804","2018-04-30T00:00:00.000","TORO","TORO","39074","2018","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","2","1580.76","3973.39","2020-03-05T08:11:45.000"
"R6434","2014-07-29T00:00:00.000","PETERBILT","PETERBILT","320","2015","Active unit","TRUCK, COMPACTOR, SIDE LOAD, ARM, CNG","Sanitation Shop","0","83625","83625","ON","450-2281","Sanitation","6","0","289328","2020-10-23T18:20:23.000"
"F495","2017-12-11T00:00:00.000","PIERCE","PIERCE","IMPEL XM","2018","Active unit","FIRE TRUCK, PUMPER","Truck Shop","9333.36","32865","32865","ON","150-1497","Fire Rescue","3","205780.08","556799","2020-10-26T01:02:06.000"
"R7602","2016-02-23T00:00:00.000","STIHL","STIHL","HT101 12","2016","Active unit","SAW, POLE EXTENDED, E10","Specialty Equipment Shop","0","0","0","OFF","450-2253","Sanitation","4","0","0","2020-06-26T15:07:24.000"
"K948","2015-10-15T00:00:00.000","FORD","FORD","T350","2016","Active unit","VAN, 1 TON, 15 PASSENGER, E85","Car Shop","2585.85","30759","30759","ON","190-1573","Parks and Recreation","5","29687.62","30038.75","2020-10-23T01:02:28.000"
"K20006","2020-05-13T00:00:00.000","STIHL","STIHL","BR700","2020","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","0","0","434.46","2020-07-01T10:30:43.000"
"R117","2017-08-22T00:00:00.000","FORD","FORD","EXPLORER","2017","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","2087.74","30016","30233","ON","450-2293","Sanitation","3","13515.34","24439","2020-10-22T01:02:24.000"
"E7624","2006-03-02T00:00:00.000","STIHL","STIHL","FS250","2006","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","14","0","339.66","2020-06-30T15:04:19.000"
"W8203","2011-11-15T00:00:00.000","JOHNDEERE","JOHNDEERE","310SJ","2012","Planned Replacement","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","10002.35","4625","4625","OFF","420-2145","Water Resources","9","74507","78691.2","2020-10-26T10:05:37.000"
"E7913","2019-01-30T00:00:00.000","STIHL","STIHL","FS91R","2019","Active unit","GRASS TRIMMER, HANDHELD, E10","Specialty Equipment Shop","0","0","0","OFF","400-2343","Stormwater","1","0","268.56","2020-06-30T15:59:08.000"
"R112","2014-10-07T00:00:00.000","FORD","FORD","ESCAPE","2015","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","3682.82","61004","61004","ON","450-2277","Sanitation","6","18364.15","18623","2020-10-23T01:01:57.000"
"K6636","2016-03-02T00:00:00.000","JOHNDEERE","JOHNDEERE","HPXGS","2016","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","0","1225","1226","OFF","190-2373","Parks and Recreation","4","14597.46","11064","2020-10-20T08:43:53.000"
"K20007","2020-05-13T00:00:00.000","STIHL","STIHL","MS261 18","2020","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","400-1309","Stormwater","0","0","450.26","2020-07-01T10:31:07.000"
"F214","2007-10-19T00:00:00.000","FORD","FORD","F250SD","2008","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","11398.09","131992","131992","ON","150-1497","Fire Rescue","13","16834","16834","2020-08-28T07:37:24.000"
"F405","2003-12-05T00:00:00.000","EMERGENCY1","EMERGENCY1","TYPHOON","2003","Active unit","FIRE TRUCK, PUMPER","Truck Shop","20933.38","108752","108752","ON","150-1497","Fire Rescue","17","198665","198665","2020-10-22T09:16:31.000"
"SW475","2007-01-19T00:00:00.000","FORD","FORD","F550SD","2007","Reached end of economical life","TRUCK, CRANE, 0-25 FT, DIESEL","Truck Shop","2073.94","95321","95321","ON","420-2205","Water Resources","13","0","51559","2020-10-21T01:02:23.000"
"F412","2000-07-06T00:00:00.000","PIERCE","PIERCE","DASH","2000","Reached end of economical life","FIRE TRUCK, PUMPER","Truck Shop","25790.31","148079","148079","ON","150-1497","Fire Rescue","20","248797","248797","2020-10-26T09:19:44.000"
"W283","2001-03-21T00:00:00.000","FORD","FORD","F250SD","2001","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, DIESEL","Truck Shop","1593.08","30534","30534","ON","400-1337","Stormwater","19","21947","25820","2020-10-01T11:13:45.000"
"F447","2011-07-15T00:00:00.000","SUTPHEN","SUTPHEN","SHIELD S1","2011","Active unit","FIRE TRUCK, PUMPER","Truck Shop","12648.94","92595","92595","ON","150-1497","Fire Rescue","9","412482.2","434162","2020-10-23T08:36:03.000"
"E264","2018-11-01T00:00:00.000","FORD","FORD","F250","2019","Active unit","TRUCK, PICKUP, 3/4 TON, CREW CAB, E10","Car Shop","1490.92","13884","14104","ON","400-1313","Stormwater","2","10870.2","33747","2020-10-24T01:02:07.000"
"W413","2019-02-06T00:00:00.000","FORD","FORD","F550SD","2019","Active unit","TRUCK, PICKUP, 2 TON, UTILITY, CREW, DIESEL","Truck Shop","1642.67","12490","12609","ON","420-2117","Water Resources","1","13640.48","54406","2020-10-17T01:02:45.000"
"K20069","2020-10-09T00:00:00.000","SHOCKWAVE","AQUA-AID","2.10","2020","Active unit","AERATOR, PULL","Specialty Equipment Shop","0","0","0","OFF","190-2437","Parks and Recreation","0","0","19650","2020-10-23T15:33:53.000"
"F461","2016-12-01T00:00:00.000","CHEVROLET","CHEVROLET","SILVERADO 35","2016","Active unit","FIRE TRUCK, MEDICAL RESPONSE, E10","Truck Shop","8081.23","44198","44198","ON","150-1513","Fire Rescue","4","0","0","2020-10-26T01:01:57.000"
"R8904","2009-07-24T00:00:00.000","SARLO","SARLO","624SPSW","2009","Active unit","MOWER, DECK, SELF-PROPELLED, WALK-BEHIND, E10","Specialty Equipment Shop","0","0","0","OFF","450-2301","Sanitation","11","0","1","2020-07-06T11:04:25.000"
"E7536","2005-07-29T00:00:00.000","STIHL","STIHL","BR420","2005","Active unit","BLOWER, BACK PACK, E10","Specialty Equipment Shop","0","0","0","OFF","400-1321","Stormwater","15","0","315.96","2020-06-30T14:55:24.000"
"SE210","2010-08-11T00:00:00.000","FORD","FORD","F250","2011","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, CREW CAB, E10","Car Shop","13893.64","119897","119897","ON","400-2377","Stormwater","10","25732","25732","2020-10-22T01:01:37.000"
"K217","2013-10-31T00:00:00.000","FORD","FORD","F250SD","2014","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","2410.92","23064","23064","ON","190-2469","Parks and Recreation","7","29804.49","24699","2020-10-21T15:05:35.000"
"E444","2014-06-04T00:00:00.000","FREIGHTLNR","FREIGHTLNR","M2","2014","Active unit","TRUCK, SWEEPER, VACUUM, BRUSH, DUAL, DIESEL","Sanitation Shop","9655.61","36697","36697","ON","400-1329","Stormwater","6","94188.2","82930","2020-10-22T08:07:08.000"
"K870","2017-11-17T00:00:00.000","CUSTOM","CUSTOM","8T182TBW","2017","Active unit","TRAILER, UTILITY, TANDEM AXLE","Specialty Equipment Shop","0","0","0","OFF","190-2369","Parks and Recreation","3","7337.39","12250","2020-09-14T15:37:32.000"
"E333","2012-03-19T00:00:00.000","INTERNATNL","INTERNATNL","4300","2013","Active unit","TRUCK, DUMP, 3-5 CU YD, DIESEL","Truck Shop","12591.8","63978","63978","ON","400-1301","Stormwater","8","89914","82414","2020-10-22T08:00:05.000"
"K7511","2015-08-13T00:00:00.000","HONDA","HONDA","WB30XT3A","2015","Active unit","PUMP, CENTRIFUGAL, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","190-2421","Parks and Recreation","5","0","529.69","2020-07-01T16:06:42.000"
"F1201","2012-07-02T00:00:00.000","CHEVROLET","CHEVROLET","TAHOE","2012","Active unit","UTILITY, FULL SIZE, 4DR, E10","Car Shop","8051.55","92450","92450","ON","150-1493","Fire Rescue","8","30706.35","25439.1","2020-10-21T15:02:17.000"
"F216","2017-10-02T00:00:00.000","FORD","FORD","F150","2017","Active unit","TRUCK, PICKUP, 1/2 TON, CREW CAB, E85","Car Shop","1928.72","32706","32727","ON","150-1493","Fire Rescue","3","15422.13","27476","2020-10-19T13:30:38.000"
"R5535","2015-06-03T00:00:00.000","ODELL","ODELL","PREDATOR","2015","Active unit","TRAILER, ENCLOSED CARGO","Specialty Equipment Shop","0","0","0","OFF","450-2275","Sanitation","5","0","1","2020-03-24T15:24:27.000"
"F7406","2004-06-30T00:00:00.000","ECHO","ECHO","QV8050","2004","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","150-1497","Fire Rescue","16","1240","1240","2020-04-03T07:14:46.000"
"K275","2016-09-08T00:00:00.000","FORD","FORD","F250SD","2016","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","3821.16","37105","37485","ON","190-2469","Parks and Recreation","4","29876.69","28230.95","2020-10-16T10:36:24.000"
"W832","2014-10-14T00:00:00.000","THOMPSON","THOMPSON","6JSVE-DJDST","2014","Active unit","PUMP, TRASH, STATIONARY, DIESEL","Specialty Equipment Shop","265.4","1572","1572","OFF","420-2145","Water Resources","6","41548.43","53673","2020-10-21T14:08:04.000"
"C19008","2019-12-16T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","1208.8","7327","7327","ON","420-2117","Water Resources","1","18424.54","32515","2020-10-25T01:01:45.000"
"K20057","2020-09-03T00:00:00.000","STIHL","STIHL","MS201TCM 16","2020","Active unit","CHAIN SAW, E10","Specialty Equipment Shop","0","0","0","OFF","420-2177","Water Resources","0","0","545.06","2020-09-10T13:27:11.000"
"W432","2019-05-14T00:00:00.000","PETERBILT","PETERBILT","567","2019","Active unit","TRUCK, RODDER, VACUUM JET, DIESEL","Truck Shop","5705.57","9811","9811","ON","420-2145","Water Resources","1","206044.16","407818","2020-10-24T01:02:10.000"
"C700","2001-02-21T00:00:00.000","YALE","YALE","GLP040RG","2001","Reached end of economical life","FORKLIFT, INDUSTRIAL, CNG","Specialty Equipment Shop","0","2873","2873","OFF","800-2521","Fleet Management","19","14710","17306","2020-09-14T14:08:50.000"
"E859","2006-03-14T00:00:00.000","CAROLINA","CAROLINA","J16","2005","Active unit","BOAT, V-HULL, E10","Specialty Equipment Shop","0","0","0","OFF","130-1365","Engineering","14","2487","2487","2020-08-07T13:38:25.000"
"W7920","2019-01-23T00:00:00.000","HONDA","HONDA","WX15TA","2019","Active unit","PUMP, CENTRIFUGAL, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2161","Water Resources","1","0","431.96","2020-07-06T15:53:15.000"
"K6402","2014-06-25T00:00:00.000","TORO","TORO","5040","2014","Active unit","RAKE, SAND, RIDING, E10","Specialty Equipment Shop","0","1889","1889","OFF","190-2405","Parks and Recreation","6","26466.98","26021.09","2020-10-22T09:15:54.000"
"K758","2016-11-01T00:00:00.000","JOHNDEERE","JOHNDEERE","544K","2016","Active unit","LOADER, WHEEL, DIESEL","Specialty Equipment Shop","4374.03","1910","1910","OFF","190-2471","Parks and Recreation","4","135774.95","168811.5","2020-10-23T01:02:00.000"
"W8205","2011-11-15T00:00:00.000","JOHNDEERE","JOHNDEERE","310SJ","2012","Active unit","BACKHOE, LOADER, DIESEL","Specialty Equipment Shop","3184.64","2705","2705","OFF","420-2117","Water Resources","9","78691.2","78691.2","2020-10-17T01:02:31.000"
"K6906","2019-06-22T00:00:00.000","TORO","TORO","WORKMAN GTX","2019","Active unit","ATV, DUMP BED, 1-2 PASSENGER, ELECTRIC","Specialty Equipment Shop","0","44","45","OFF","190-2357","Parks and Recreation","1","4893.11","12992.85","2020-07-24T09:52:56.000"
"R6495","2015-05-28T00:00:00.000","PETERBILT","PETERBILT","320","2016","Active unit","TRUCK, COMPACTOR, RECYCLING, SIDE LOAD, CNG","Sanitation Shop","0","55750","55750","ON","450-2275","Sanitation","5","0","299104.2","2020-10-21T22:25:47.000"
"K8040","2010-09-30T00:00:00.000","BILLYGOAT","BILLYGOAT","VQ902SPH","2010","Active unit","YARD SWEEPER, WITH VACUUM, PUSH, E10","Specialty Equipment Shop","0","0","0","OFF","190-2369","Parks and Recreation","10","3499","3499","2020-03-04T15:42:04.000"
"R505","1995-06-12T00:00:00.000","CROSLEY","CROSLEY","2X24 5 TON","1995","Active unit","TRAILER, UTILITY BODY","Specialty Equipment Shop","0","4567","4567","OFF","450-2253","Sanitation","25","0","1","2020-08-14T11:07:22.000"
"C19016","2019-12-23T00:00:00.000","FORD","FORD","F250SD","2019","Active unit","TRUCK, PICKUP, 3/4 TON, CREW CAB, E10","Car Shop","614.37","6710","6710","ON","150-1513","Fire Rescue","1","0","43224","2020-10-22T01:02:50.000"
"K958","2019-08-27T00:00:00.000","FORD","FORD","T350","2019","Active unit","VAN, 1 TON, 15 PASSENGER, E85","Car Shop","620.56","6569","6569","ON","190-1573","Parks and Recreation","1","5040.5","34426.33","2020-10-24T01:01:56.000"
"W111","2014-10-08T00:00:00.000","FORD","FORD","ESCAPE","2015","Active unit","UTILITY, COMPACT, 4DR, E10","Car Shop","3162.9","54529","54529","ON","420-2117","Water Resources","6","22000.75","18623","2020-10-22T12:07:15.000"
"E862","2007-01-22T00:00:00.000","DIXIE","DIXIE","8X14X6.5","2007","Reached end of economical life","TRAILER, ENCLOSED CARGO","Specialty Equipment Shop","0","0","0","OFF","400-1265","Stormwater","13","6675","6675","2020-10-02T09:14:16.000"
"N123","2013-04-09T00:00:00.000","FORD","FORD","ESCAPE","2013","Reached end of economical life","UTILITY, COMPACT, 4DR, E10","Car Shop","7224.54","100032","100032","ON","350-2021","Billing and Collections","7","21582.2","18617","2020-10-24T01:02:06.000"
"K910","2015-12-29T00:00:00.000","FORD","FORD","T250","2016","Active unit","VAN, 3/4 TON, EXTENDED BODY, E85","Car Shop","1904.41","18140","18140","ON","190-1585","Parks and Recreation","5","21939.87","22978","2020-10-16T11:46:25.000"
"W7713","1997-05-12T00:00:00.000","EMGLO","EMGLO","GT8HGB-8P2","1997","Active unit","COMPRESSOR, PORTABLE, E10","Specialty Equipment Shop","0","0","0","OFF","420-2117","Water Resources","23","1621","1440","2020-07-17T13:11:15.000"
"C20002","2019-10-09T00:00:00.000","CHEVROLET","CHEVROLET","COLORADO","2020","Active unit","TRUCK, PICKUP, 1/4 TON, EXTENDED CAB, E10","Car Shop","679.39","11276","11389","ON","370-1553","Construction Services","1","3832.73","23797.33","2020-10-22T01:02:37.000"
"R150","2007-07-28T00:00:00.000","FORD","FORD","EXPLORER","2007","Active unit","UTILITY, INTERMEDIATE, 4DR, E10","Car Shop","3265.04","37900","37900","ON","450-2237","Sanitation","13","23601","19201","2020-10-21T15:21:33.000"
"W262","2012-08-07T00:00:00.000","FORD","FORD","F250SD","2012","Active unit","TRUCK, PICKUP, 3/4 TON, UTILITY BODY, E10","Truck Shop","5519.41","57797","57797","ON","420-2205","Water Resources","8","24674.7","24674.7","2020-09-23T07:37:13.000"
"R92001","2020-06-12T00:00:00.000","MILLER","MILLER","SYNCROWAVE 250","1992","Active unit","WELDER, PORTABLE, ELECTRIC","Specialty Equipment Shop","0","0","0","OFF","800-2521","Fleet Management","0","0","2000","2020-08-17T14:14:13.000"
"W6503","2005-07-18T00:00:00.000","SULLAIR","SULLAIR","185DPQ-JD","2005","Active unit","COMPRESSOR, TRAILER-MOUNTED, DIESEL","Specialty Equipment Shop","214.75","285","285","OFF","420-2117","Water Resources","15","12860","12860","2020-09-03T07:01:28.000"
"S442","2016-12-01T00:00:00.000","FORD","FORD","F550SD","2006","Reached end of economical life","TRUCK, PICKUP, 2 TON, UTILITY, CREW, DIESEL","Truck Shop","2347.6","103962","103962","ON","420-2145","Water Resources","4","0","0","2020-10-23T08:45:47.000"
"E19004","2020-06-15T00:00:00.000","JOHNDEERE","JOHNDEERE","XUV590M S4","2019","Active unit","ATV, DUMP BED, 1-2 PASSENGER, E10","Specialty Equipment Shop","17.6","56","56","OFF","100-1773","City Devel|Event Recruitment M","0","0","4950","2020-10-03T06:01:55.000"
"SE211","2018-12-18T00:00:00.000","FORD","FORD","F250SD","2008","Reached end of economical life","TRUCK, PICKUP, 3/4 TON, REGULAR CAB, E10","Car Shop","1125.31","8153","94113","ON","420-2117","Water Resources","2","0","0","2020-10-20T01:02:00.000"
